id,location_id,sensing_date,hourday,direction_1,direction_2,pedestriancount,sensor_name,location,total_foot_traffic,time_period,Latitude,Longitude,Nearest_Light_Index,Distance_to_Light,Nearest_Light_Lux,Suggested_Lux,Lux_Difference,efficiency_category,Zone
29920240630,29,2024-06-30,9,78,115,193,AG_T,"-37.8199817, 144.96872865",193,Morning,-37.8199817,144.96872865,2341,0.0016249168062272886,44.086,40,-4.0859999999999985,Efficient,0
592120260116,59,2026-01-16,21,307,286,593,RMIT_T,"-37.80825648, 144.96304859",593,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,70,-29.316000000000003,Efficient,3
59220250323,59,2025-03-23,2,50,16,66,RMIT_T,"-37.80825648, 144.96304859",66,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,40,-59.316,Efficient,3
542020250330,54,2025-03-30,20,106,127,233,Swa607_T,"-37.804024, 144.96308399",233,Evening,-37.804024,144.96308399,2797,0.002580483027332056,16.227,40,23.773,Underlit,3
47720250828,47,2025-08-28,7,110,286,396,Eli250_T,"-37.81258467, 144.9625775",396,Morning,-37.81258467,144.9625775,3438,0.0023034126778221586,22.581,70,47.419,Efficient,0
311920251130,31,2025-11-30,19,195,160,355,Lyg161_T,"-37.80169681, 144.96658911",355,Evening,-37.80169681,144.96658911,2793,0.0008363493829599962,6.843,70,63.157,Underlit,3
871320241014,87,2024-10-14,13,98,166,264,Errol23_T,"-37.80454949, 144.94921863",264,Daytime,-37.80454949,144.94921863,1185,0.010116978138250913,12.512,40,27.488,Underlit,1
108720240625,108,2024-06-25,7,27,636,663,261Will_T,"-37.81295822, 144.95678789",663,Morning,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,70,5.1910000000000025,Efficient,2
871320260219,87,2026-02-19,13,126,116,242,Errol23_T,"-37.80454949, 144.94921863",242,Daytime,-37.80454949,144.94921863,1185,0.010116978138250913,12.512,40,27.488,Underlit,1
45320250428,45,2025-04-28,3,4,17,21,Swa148_T,"-37.81414075, 144.96609379",21,Night,-37.81414075,144.96609379,1693,7.497607712896136e-05,20.235,20,-0.23499999999999943,Overlit,0
1672320251021,167,2025-10-21,23,8,9,17,Lat526_T,"-37.81304149, 144.95155955",17,Night,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,20,-18.612000000000002,Overlit,1
165020250307,165,2025-03-07,0,7,7,14,Spen475_T,"-37.80953359, 144.94939004",14,Night,-37.80953359,144.94939004,1563,0.0064623401041825805,0.88,20,19.12,Uncategorised,1
1792220251028,179,2025-10-28,22,40,39,79,Pow61_T,"-37.82392385, 144.96299677",79,Night,-37.82392385,144.96299677,4832,0.002066627555505617,35.777,40,4.222999999999999,Efficient,0
1432220260113,143,2026-01-13,22,113,95,208,Spencer_T,"-37.821728, 144.95557015",208,Night,-37.821728,144.95557015,2418,0.00021488414623637122,2.737,40,37.263,Underlit,2
132620260111,132,2026-01-11,6,23,5,28,King335_T,"-37.81267639, 144.95386444",28,Morning,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,20,-54.388999999999996,Overlit,2
1311420250813,131,2025-08-13,14,134,140,274,King2_T,"-37.82009057, 144.95758725",274,Daytime,-37.82009057,144.95758725,1278,0.001058139272985695,2.835,40,37.165,Underlit,2
132420251122,132,2025-11-22,4,15,14,29,King335_T,"-37.81267639, 144.95386444",29,Night,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,20,-54.388999999999996,Overlit,2
132820250523,132,2025-05-23,8,128,90,218,King335_T,"-37.81267639, 144.95386444",218,Morning,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,40,-34.388999999999996,Efficient,2
134120241220,134,2024-12-20,1,41,43,84,Spen201_T,"-37.81694221, 144.95303935",84,Night,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,40,11.065000000000001,Efficient,2
1331520251025,133,2025-10-25,15,579,519,1098,Spen229_T,"-37.81531435, 144.95227769",1098,Daytime,-37.81531435,144.95227769,1324,0.00406348416246158,39.198,70,30.802,Efficient,2
1371620250224,137,2025-02-24,16,5,168,173,BouHbr2353_T,"-37.81894815, 144.94612292",173,Daytime,-37.81894815,144.94612292,89,0.00014442901052829745,63.441,40,-23.441000000000003,Efficient,1
1231220250730,123,2025-07-30,12,56,58,114,BirBridge_T,"-37.81753741, 144.97329734",114,Daytime,-37.81753741,144.97329734,1940,0.0008718788044796089,5.279,40,34.721000000000004,Underlit,0
123620260126,123,2026-01-26,6,2,5,7,BirBridge_T,"-37.81753741, 144.97329734",7,Morning,-37.81753741,144.97329734,1940,0.0008718788044796089,5.279,20,14.721,Uncategorised,0
109520241010,109,2024-10-10,5,10,21,31,LatWill_T,"-37.81193681, 144.95621105",31,Night,-37.81193681,144.95621105,1729,0.007124347978053481,5.181,20,14.818999999999999,Uncategorised,2
41420240515,4,2024-05-15,14,1522,1221,2743,Swa123_T,"-37.81487988, 144.9660878",2743,Daytime,-37.81487988,144.9660878,4393,0.00019378506654631756,12.708,70,57.292,Underlit,0
391820240814,39,2024-08-14,18,124,45,169,AlfPl_T,"-37.81379749, 144.96995745",169,Evening,-37.81379749,144.96995745,3911,0.0025543841712724405,23.265,40,16.735,Efficient,0
391220260319,39,2026-03-19,12,371,211,582,AlfPl_T,"-37.81379749, 144.96995745",582,Daytime,-37.81379749,144.96995745,3911,0.0025543841712724405,23.265,70,46.735,Efficient,0
69220241221,69,2024-12-21,2,2,1,3,FLDegC_T,"-37.81687226, 144.96559144",3,Night,-37.81687226,144.96559144,4382,0.0014484677856414568,5.67,20,14.33,Uncategorised,0
691420250309,69,2025-03-09,14,191,198,389,FLDegC_T,"-37.81687226, 144.96559144",389,Daytime,-37.81687226,144.96559144,4382,0.0014484677856414568,5.67,70,64.33,Underlit,0
69820250718,69,2025-07-18,8,166,63,229,FLDegC_T,"-37.81687226, 144.96559144",229,Morning,-37.81687226,144.96559144,4382,0.0014484677856414568,5.67,40,34.33,Underlit,0
751120250415,75,2025-04-15,11,55,44,99,SprFli_T,"-37.81515276, 144.97467661",99,Daytime,-37.81515276,144.97467661,2621,0.0005016526787822895,7.918,40,32.082,Underlit,0
81820260205,8,2026-02-05,18,154,251,405,WebBN_T,"-37.82293543, 144.9471751",405,Evening,-37.82293543,144.9471751,1861,0.0008163564741100897,11.73,70,58.269999999999996,Underlit,2
8120240421,8,2024-04-21,1,0,3,3,WebBN_T,"-37.82293543, 144.9471751",3,Night,-37.82293543,144.9471751,1861,0.0008163564741100897,11.73,20,8.27,Uncategorised,2
592220260109,59,2026-01-09,22,198,159,357,RMIT_T,"-37.80825648, 144.96304859",357,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,70,-29.316000000000003,Efficient,3
3120260121,3,2026-01-21,1,97,45,142,Swa295_T,"-37.81101524, 144.96429485",142,Night,-37.81101524,144.96429485,1692,0.0001989834634251166,27.175,40,12.825,Efficient,0
29520240502,29,2024-05-02,5,6,26,32,AG_T,"-37.8199817, 144.96872865",32,Night,-37.8199817,144.96872865,2341,0.0016249168062272886,44.086,20,-24.086,Overlit,0
59520260324,59,2026-03-24,5,10,15,25,RMIT_T,"-37.80825648, 144.96304859",25,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,20,-79.316,Overlit,3
71120250923,71,2025-09-23,1,1,0,1,WestWP_T,"-37.81235775, 144.97136962",1,Night,-37.81235775,144.97136962,2090,0.0018275916582263826,18.866,20,1.1340000000000003,Uncategorised,0
28920240726,28,2024-07-26,9,533,200,733,VAC_T,"-37.82129925, 144.96879309",733,Morning,-37.82129925,144.96879309,2341,0.0022405724358183178,44.086,70,25.914,Efficient,0
36120240606,36,2024-06-06,1,0,5,5,Que85_T,"-37.81652527, 144.96121062",5,Night,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,20,9.052,Uncategorised,2
45720260304,45,2026-03-04,7,222,146,368,Swa148_T,"-37.81414075, 144.96609379",368,Morning,-37.81414075,144.96609379,1693,7.497607712896136e-05,20.235,70,49.765,Efficient,0
36820250702,36,2025-07-02,8,177,155,332,Que85_T,"-37.81652527, 144.96121062",332,Morning,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,70,59.052,Underlit,2
611920241029,61,2024-10-29,19,581,691,1272,RMIT14_T,"-37.80767455, 144.96309114",1272,Evening,-37.80767455,144.96309114,2190,6.083418602418925e-05,99.316,70,-29.316000000000003,Efficient,3
43120250601,43,2025-06-01,1,12,5,17,UM2_T,"-37.79844526, 144.96411782",17,Night,-37.79844526,144.96411782,2801,0.0042057537462446394,0.0,20,20.0,Uncategorised,3
1841120250821,184,2025-08-21,11,677,715,1392,Eli124_T,"-37.81512416, 144.96371988",1392,Daytime,-37.81512416,144.96371988,1756,0.0006877232963693731,61.193,70,8.807000000000002,Efficient,0
1671420250129,167,2025-01-29,14,6,8,14,Lat526_T,"-37.81304149, 144.95155955",14,Daytime,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,20,-18.612000000000002,Overlit,1
131120250517,131,2025-05-17,1,60,86,146,King2_T,"-37.82009057, 144.95758725",146,Night,-37.82009057,144.95758725,1278,0.001058139272985695,2.835,40,37.165,Underlit,2
166420250215,166,2025-02-15,4,0,1,1,Spen484_T,"-37.80896733, 144.94931703",1,Night,-37.80896733,144.94931703,942,0.006776538476415742,24.731,20,-4.731000000000002,Overlit,1
1401720251010,140,2025-10-10,17,131,144,275,Boyd2837_T,"-37.82590962, 144.96185972",275,Evening,-37.82590962,144.96185972,3986,0.004227748687845677,19.159,40,20.841,Underlit,2
1321420240521,132,2024-05-21,14,151,117,268,King335_T,"-37.81267639, 144.95386444",268,Daytime,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,40,-34.388999999999996,Efficient,2
135020260408,135,2026-04-08,0,18,32,50,Spen161_T,"-37.8172861, 144.95319102",50,Night,-37.8172861,144.95319102,3116,0.001950402929085334,28.935,40,11.065000000000001,Efficient,2
1341120250912,134,2025-09-12,11,304,371,675,Spen201_T,"-37.81694221, 144.95303935",675,Daytime,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,70,41.065,Efficient,2
1341820250412,134,2025-04-12,18,552,390,942,Spen201_T,"-37.81694221, 144.95303935",942,Evening,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,70,41.065,Efficient,2
1181020251117,118,2025-11-17,10,20,20,40,Fli114C_T,"-37.81632783, 144.97090512",40,Daytime,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
631420241012,63,2024-10-12,14,447,540,987,Bou231_T,"-37.81333081, 144.96675571",987,Daytime,-37.81333081,144.96675571,4354,0.0008792833709415444,16.618,70,53.382000000000005,Underlit,0
851920251020,85,2025-10-20,19,52,59,111,488Mac_T,"-37.79432415, 144.92973378",111,Evening,-37.79432415,144.92973378,3836,0.0050447768899782326,1.075,40,38.925,Underlit,4
121220250217,12,2025-02-17,12,190,232,422,NewQ_T,"-37.81457988, 144.94292398",422,Daytime,-37.81457988,144.94292398,2974,3.5949496760689655e-05,6.452,70,63.548,Underlit,1
561920260228,56,2026-02-28,19,794,769,1563,Lon364_T,"-37.81234775, 144.96153311",1563,Evening,-37.81234775,144.96153311,3438,0.0031848057731521237,22.581,70,47.419,Efficient,0
112020260102,11,2026-01-02,20,245,299,544,WatCit_T,"-37.81564989, 144.93970694",544,Evening,-37.81564989,144.93970694,806,1.4328624219834146e-05,7.918,70,62.082,Underlit,1
27920241201,27,2024-12-01,9,127,151,278,Vic_T,"-37.80606888, 144.95644692",278,Morning,-37.80606888,144.95644692,1729,0.006561813098438132,5.181,40,34.819,Underlit,3
352120240810,35,2024-08-10,21,871,1784,2655,SouthB_T,"-37.82018685, 144.96508508",2655,Night,-37.82018685,144.96508508,2328,1.1349829265418704e-05,9.189,70,60.811,Underlit,0
581920251117,58,2025-11-17,19,299,310,609,Bou688_T,"-37.81686075, 144.95358075",609,Evening,-37.81686075,144.95358075,1326,0.002298566211333529,74.389,70,-4.388999999999996,Efficient,2
1341420240828,134,2024-08-28,14,310,313,623,Spen201_T,"-37.81694221, 144.95303935",623,Daytime,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,70,41.065,Efficient,2
1081220260220,108,2026-02-20,12,414,392,806,261Will_T,"-37.81295822, 144.95678789",806,Daytime,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,70,5.1910000000000025,Efficient,2
1851420250909,185,2025-09-09,14,658,642,1300,Eli197_T,"-37.81374643, 144.96276183",1300,Daytime,-37.81374643,144.96276183,2599,0.0015816866923376235,32.356,70,37.644,Efficient,0
11320250623,1,2025-06-23,13,1273,1086,2359,Bou292_T,"-37.81349441, 144.96515323",2359,Daytime,-37.81349441,144.96515323,3450,0.00031076344457426535,5.963,70,64.037,Underlit,0
24520250507,24,2025-05-07,5,114,46,160,Col620_T,"-37.81887963, 144.95449198",160,Night,-37.81887963,144.95449198,3850,0.0005820794269124677,64.809,40,-24.808999999999997,Efficient,2
11420260109,11,2026-01-09,4,3,1,4,WatCit_T,"-37.81564989, 144.93970694",4,Night,-37.81564989,144.93970694,806,1.4328624219834146e-05,7.918,20,12.082,Uncategorised,1
761520250613,76,2025-06-13,15,57,67,124,KenMac_T,"-37.79453803, 144.93036194",124,Daytime,-37.79453803,144.93036194,3836,0.005431305960557308,1.075,40,38.925,Underlit,4
271920251219,27,2025-12-19,19,72,73,145,Vic_T,"-37.80606888, 144.95644692",145,Evening,-37.80606888,144.95644692,1729,0.006561813098438132,5.181,40,34.819,Underlit,3
351920240706,35,2024-07-06,19,1270,1576,2846,SouthB_T,"-37.82018685, 144.96508508",2846,Evening,-37.82018685,144.96508508,2328,1.1349829265418704e-05,9.189,70,60.811,Underlit,0
721820240815,72,2024-08-15,18,463,581,1044,ACMI_T,"-37.81726338, 144.96872809",1044,Evening,-37.81726338,144.96872809,4492,0.0013120200260037238,8.7,70,61.3,Underlit,0
351620241005,35,2024-10-05,16,744,1146,1890,SouthB_T,"-37.82018685, 144.96508508",1890,Daytime,-37.82018685,144.96508508,2328,1.1349829265418704e-05,9.189,70,60.811,Underlit,0
351420250629,35,2025-06-29,14,1002,871,1873,SouthB_T,"-37.82018685, 144.96508508",1873,Daytime,-37.82018685,144.96508508,2328,1.1349829265418704e-05,9.189,70,60.811,Underlit,0
301920250502,30,2025-05-02,19,486,640,1126,Lon189_T,"-37.8112185, 144.96656806",1126,Evening,-37.8112185,144.96656806,675,0.00023358913127139564,2.737,70,67.263,Underlit,0
301920241130,30,2024-11-30,19,447,551,998,Lon189_T,"-37.8112185, 144.96656806",998,Evening,-37.8112185,144.96656806,675,0.00023358913127139564,2.737,70,67.263,Underlit,0
52920251215,52,2025-12-15,9,147,103,250,Eli263_T,"-37.81252157, 144.9619401",250,Morning,-37.81252157,144.9619401,3438,0.0028546652582010263,22.581,40,17.419,Efficient,0
20020260227,20,2026-02-27,0,182,194,376,LtB170_T,"-37.81172914, 144.9682466",376,Night,-37.81172914,144.9682466,424,9.485164150583335e-05,39.492,70,30.508000000000003,Efficient,0
301920260407,30,2026-04-07,19,413,552,965,Lon189_T,"-37.8112185, 144.96656806",965,Evening,-37.8112185,144.96656806,675,0.00023358913127139564,2.737,70,67.263,Underlit,0
461220250418,46,2025-04-18,12,31,41,72,Pel147_T,"-37.80240719, 144.9615673",72,Daytime,-37.80240719,144.9615673,235,0.0037461650174992244,29.912,40,10.088000000000001,Efficient,3
1421520250303,142,2025-03-03,15,382,325,707,Hammer1584_T,"-37.81970749, 144.96795734",707,Daytime,-37.81970749,144.96795734,2341,0.0008525327140582673,44.086,70,25.914,Efficient,0
1641420241012,164,2024-10-12,14,93,109,202,Lat526_T,"-37.813005, 144.95160411",202,Daytime,-37.813005,144.95160411,232,0.006066409563986067,38.612,40,1.3879999999999981,Efficient,1
1611320240820,161,2024-08-20,13,90,91,181,BirArt1109_T,"-37.81851276, 144.97131336",181,Daytime,-37.81851276,144.97131336,1946,0.00010581966075970253,1.76,40,38.24,Underlit,0
1172220240515,117,2024-05-15,22,239,182,421,Fli114F_T,"-37.81629332, 144.97090877",421,Night,-37.81629332,144.97090877,3249,0.0022040117281215735,0.587,70,69.413,Underlit,0
671020250304,67,2025-03-04,10,439,464,903,FLDegS_T,"-37.81688755, 144.96562569",903,Daytime,-37.81688755,144.96562569,4382,0.0014201958636997955,5.67,70,64.33,Underlit,0
392220241006,39,2024-10-06,22,8,0,8,AlfPl_T,"-37.81379749, 144.96995745",8,Night,-37.81379749,144.96995745,3911,0.0025543841712724405,23.265,20,-3.2650000000000006,Overlit,0
8020250108,8,2025-01-08,0,3,2,5,WebBN_T,"-37.82293543, 144.9471751",5,Night,-37.82293543,144.9471751,1861,0.0008163564741100897,11.73,20,8.27,Uncategorised,2
292120240712,29,2024-07-12,21,133,144,277,AG_T,"-37.8199817, 144.96872865",277,Night,-37.8199817,144.96872865,2341,0.0016249168062272886,44.086,40,-4.0859999999999985,Efficient,0
14920240513,14,2024-05-13,9,150,188,338,SanBri_T,"-37.82011242, 144.96291897",338,Morning,-37.82011242,144.96291897,4214,4.0441306037440976e-05,22.385,70,47.614999999999995,Efficient,0
71220260408,71,2026-04-08,2,2,1,3,WestWP_T,"-37.81235775, 144.97136962",3,Night,-37.81235775,144.97136962,2090,0.0018275916582263826,18.866,20,1.1340000000000003,Uncategorised,0
591520240815,59,2024-08-15,15,1045,1498,2543,RMIT_T,"-37.80825648, 144.96304859",2543,Daytime,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,70,-29.316000000000003,Efficient,3
59620250911,59,2025-09-11,6,36,33,69,RMIT_T,"-37.80825648, 144.96304859",69,Morning,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,40,-59.316,Efficient,3
591220251003,59,2025-10-03,12,1097,1096,2193,RMIT_T,"-37.80825648, 144.96304859",2193,Daytime,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,70,-29.316000000000003,Efficient,3
771020251211,77,2025-12-11,10,123,105,228,HarEsP_T,"-37.81441438, 144.94433026",228,Daytime,-37.81441438,144.94433026,4311,0.0002736167759697356,9.091,40,30.909,Underlit,1
40220250102,40,2025-01-02,2,3,1,4,Spr201_T,"-37.80999341, 144.97227587",4,Night,-37.80999341,144.97227587,2090,0.0024991839830872022,18.866,20,1.1340000000000003,Uncategorised,0
471620251228,47,2025-12-28,16,1046,1090,2136,Eli250_T,"-37.81258467, 144.9625775",2136,Daytime,-37.81258467,144.9625775,3438,0.0023034126778221586,22.581,70,47.419,Efficient,0
5920251208,5,2025-12-08,9,355,685,1040,PriNW_T,"-37.81874249, 144.96787656",1040,Morning,-37.81874249,144.96787656,2341,0.0013195732760327746,44.086,70,25.914,Efficient,0
211020250130,21,2025-01-30,10,118,136,254,Bourke155_T,"-37.81267313, 144.96788288",254,Daytime,-37.81267313,144.96788288,1382,0.0009129670255207548,22.874,40,17.126,Efficient,0
371620250424,37,2025-04-24,16,101,102,203,Lyg260_T,"-37.80107122, 144.96704554",203,Daytime,-37.80107122,144.96704554,2793,0.0016085259814712055,6.843,40,33.157,Underlit,3
1082220240926,108,2024-09-26,22,65,82,147,261Will_T,"-37.81295822, 144.95678789",147,Night,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,40,-24.808999999999997,Efficient,2
1082220241203,108,2024-12-03,22,80,60,140,261Will_T,"-37.81295822, 144.95678789",140,Night,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,40,-24.808999999999997,Efficient,2
871820240812,87,2024-08-12,18,82,89,171,Errol23_T,"-37.80454949, 144.94921863",171,Evening,-37.80454949,144.94921863,1185,0.010116978138250913,12.512,40,27.488,Underlit,1
49420241014,49,2024-10-14,4,26,21,47,Eli501_T,"-37.80730068, 144.95956055",47,Night,-37.80730068,144.95956055,1729,0.0032145416711376706,5.181,20,14.818999999999999,Uncategorised,3
521920241217,52,2024-12-17,19,348,322,670,Eli263_T,"-37.81252157, 144.9619401",670,Evening,-37.81252157,144.9619401,3438,0.0028546652582010263,22.581,70,47.419,Efficient,0
1371720250729,137,2025-07-29,17,4,172,176,BouHbr2353_T,"-37.81894815, 144.94612292",176,Evening,-37.81894815,144.94612292,89,0.00014442901052829745,63.441,40,-23.441000000000003,Efficient,1
136820251107,136,2025-11-07,8,82,81,163,BirFed1120_T,"-37.8184141, 144.97357915",163,Morning,-37.8184141,144.97357915,248,2.3418336431419865e-05,9.286,40,30.714,Underlit,0
164820250723,164,2025-07-23,8,144,88,232,Lat526_T,"-37.813005, 144.95160411",232,Morning,-37.813005,144.95160411,232,0.006066409563986067,38.612,40,1.3879999999999981,Efficient,1
1641120251217,164,2025-12-17,11,139,70,209,Lat526_T,"-37.813005, 144.95160411",209,Daytime,-37.813005,144.95160411,232,0.006066409563986067,38.612,40,1.3879999999999981,Efficient,1
164420251029,164,2025-10-29,4,2,0,2,Lat526_T,"-37.813005, 144.95160411",2,Night,-37.813005,144.95160411,232,0.006066409563986067,38.612,20,-18.612000000000002,Overlit,1
1611820240909,161,2024-09-09,18,71,50,121,BirArt1109_T,"-37.81851276, 144.97131336",121,Evening,-37.81851276,144.97131336,1946,0.00010581966075970253,1.76,40,38.24,Underlit,0
109620250717,109,2025-07-17,6,19,64,83,LatWill_T,"-37.81193681, 144.95621105",83,Morning,-37.81193681,144.95621105,1729,0.007124347978053481,5.181,40,34.819,Underlit,2
84820250921,84,2025-09-21,8,234,175,409,ElFi_T,"-37.81798049, 144.96503383",409,Morning,-37.81798049,144.96503383,16,0.0012126046420190067,30.499,70,39.501000000000005,Efficient,0
702220240904,70,2024-09-04,22,83,27,110,Errol20_T,"-37.80456984, 144.94946228",110,Night,-37.80456984,144.94946228,1185,0.01023853516523153,12.512,40,27.488,Underlit,1
70520251023,70,2025-10-23,5,1,1,2,Errol20_T,"-37.80456984, 144.94946228",2,Night,-37.80456984,144.94946228,1185,0.01023853516523153,12.512,20,7.4879999999999995,Uncategorised,1
82020251124,8,2025-11-24,20,51,134,185,WebBN_T,"-37.82293543, 144.9471751",185,Evening,-37.82293543,144.9471751,1861,0.0008163564741100897,11.73,40,28.27,Underlit,2
782220240519,78,2024-05-19,22,4,9,13,HarEsB_T,"-37.81471642, 144.9446508",13,Night,-37.81471642,144.9446508,1583,0.0001422030293731066,0.978,20,19.022,Uncategorised,1
311420240521,31,2024-05-21,14,123,129,252,Lyg161_T,"-37.80169681, 144.96658911",252,Daytime,-37.80169681,144.96658911,2793,0.0008363493829599962,6.843,40,33.157,Underlit,3
281420250609,28,2025-06-09,14,773,829,1602,VAC_T,"-37.82129925, 144.96879309",1602,Daytime,-37.82129925,144.96879309,2341,0.0022405724358183178,44.086,70,25.914,Efficient,0
47120260104,47,2026-01-04,1,95,106,201,Eli250_T,"-37.81258467, 144.9625775",201,Night,-37.81258467,144.9625775,3438,0.0023034126778221586,22.581,40,17.419,Efficient,0
361520260308,36,2026-03-08,15,70,75,145,Que85_T,"-37.81652527, 144.96121062",145,Daytime,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,40,29.052,Underlit,2
611720250512,61,2025-05-12,17,700,907,1607,RMIT14_T,"-37.80767455, 144.96309114",1607,Evening,-37.80767455,144.96309114,2190,6.083418602418925e-05,99.316,70,-29.316000000000003,Efficient,3
50120241216,50,2024-12-16,1,6,1,7,Lyg309_T,"-37.79808192, 144.96721013",7,Night,-37.79808192,144.96721013,60,0.004295125459160315,1.564,20,18.436,Uncategorised,3
432320250202,43,2025-02-02,23,6,0,6,UM2_T,"-37.79844526, 144.96411782",6,Night,-37.79844526,144.96411782,2801,0.0042057537462446394,0.0,20,20.0,Uncategorised,3
1672120251112,167,2025-11-12,21,11,29,40,Lat526_T,"-37.81304149, 144.95155955",40,Night,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,20,-18.612000000000002,Overlit,1
1662320251101,166,2025-11-01,23,52,6,58,Spen484_T,"-37.80896733, 144.94931703",58,Night,-37.80896733,144.94931703,942,0.006776538476415742,24.731,40,15.268999999999998,Efficient,1
1791220260106,179,2026-01-06,12,75,51,126,Pow61_T,"-37.82392385, 144.96299677",126,Daytime,-37.82392385,144.96299677,4832,0.002066627555505617,35.777,40,4.222999999999999,Efficient,0
179120250306,179,2025-03-06,1,0,4,4,Pow61_T,"-37.82392385, 144.96299677",4,Night,-37.82392385,144.96299677,4832,0.002066627555505617,35.777,20,-15.777000000000001,Overlit,0
1312220250217,131,2025-02-17,22,52,42,94,King2_T,"-37.82009057, 144.95758725",94,Night,-37.82009057,144.95758725,1278,0.001058139272985695,2.835,40,37.165,Underlit,2
1431120240716,143,2024-07-16,11,139,232,371,Spencer_T,"-37.821728, 144.95557015",371,Daytime,-37.821728,144.95557015,2418,0.00021488414623637122,2.737,70,67.263,Underlit,2
1432120250805,143,2025-08-05,21,92,73,165,Spencer_T,"-37.821728, 144.95557015",165,Night,-37.821728,144.95557015,2418,0.00021488414623637122,2.737,40,37.263,Underlit,2
1241220251012,124,2025-10-12,12,1,1,2,BirBridge_T,"-37.81757416, 144.97329934",2,Daytime,-37.81757416,144.97329934,1940,0.0008350947391326627,5.279,20,14.721,Uncategorised,0
181820250206,18,2025-02-06,18,443,66,509,Col12_T,"-37.81344862, 144.97305353",509,Evening,-37.81344862,144.97305353,2606,0.0014576605770621643,1.466,70,68.534,Underlit,0
682320250104,68,2025-01-04,23,51,50,101,FLDegN_T,"-37.8168479, 144.96559789",101,Night,-37.8168479,144.96559789,4382,0.001435512517973443,5.67,40,34.33,Underlit,0
12520240421,12,2024-04-21,5,1,3,4,NewQ_T,"-37.81457988, 144.94292398",4,Night,-37.81457988,144.94292398,2974,3.5949496760689655e-05,6.452,20,13.548,Uncategorised,1
122320250131,12,2025-01-31,23,112,92,204,NewQ_T,"-37.81457988, 144.94292398",204,Night,-37.81457988,144.94292398,2974,3.5949496760689655e-05,6.452,40,33.548,Underlit,1
85320251207,85,2025-12-07,3,0,1,1,488Mac_T,"-37.79432415, 144.92973378",1,Night,-37.79432415,144.92973378,3836,0.0050447768899782326,1.075,20,18.925,Uncategorised,4
43520241111,43,2024-11-11,5,4,1,5,UM2_T,"-37.79844526, 144.96411782",5,Night,-37.79844526,144.96411782,2801,0.0042057537462446394,0.0,20,20.0,Uncategorised,3
441020250121,44,2025-01-21,10,32,46,78,UM3_T,"-37.79698741, 144.96441306",78,Daytime,-37.79698741,144.96441306,2801,0.005468338544857194,0.0,40,40.0,Underlit,3
1811820250523,181,2025-05-23,18,697,1159,1856,Eli368_T,"-37.81009465, 144.96143149",1856,Evening,-37.81009465,144.96143149,2079,0.0018112554279401854,8.993,70,61.007,Underlit,3
1622320250413,162,2025-04-13,23,96,48,144,Eli489_T,"-37.80740397, 144.95987909",144,Night,-37.80740397,144.95987909,1729,0.0028815721104536837,5.181,40,34.819,Underlit,3
166520250413,166,2025-04-13,5,1,2,3,Spen484_T,"-37.80896733, 144.94931703",3,Night,-37.80896733,144.94931703,942,0.006776538476415742,24.731,20,-4.731000000000002,Overlit,1
143120251231,143,2025-12-31,1,63,23,86,Spencer_T,"-37.821728, 144.95557015",86,Night,-37.821728,144.95557015,2418,0.00021488414623637122,2.737,40,37.263,Underlit,2
1351320240512,135,2024-05-12,13,366,338,704,Spen161_T,"-37.8172861, 144.95319102",704,Daytime,-37.8172861,144.95319102,3116,0.001950402929085334,28.935,70,41.065,Efficient,2
131920250611,131,2025-06-11,9,85,54,139,King2_T,"-37.82009057, 144.95758725",139,Morning,-37.82009057,144.95758725,1278,0.001058139272985695,2.835,40,37.165,Underlit,2
132920250203,132,2025-02-03,9,93,57,150,King335_T,"-37.81267639, 144.95386444",150,Morning,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,40,-34.388999999999996,Efficient,2
