geo_point_2d,geo_shape,prop_id,addresspt1,xorg,ext_id,label,easting,northing,str_id,addresspt,xsource,profile,xdate,xdrawing,mcc_id,roadseg_id,Latitude,Longitude
"-37.79781000034401, 144.92523200037456","{""coordinates"": [144.92523200037456, -37.79781000034401], ""type"": ""Point""}",0,0.0,ESG,53776,11.926,0.0,0.0,0,0,,,20140916,,0,0,-37.79781000034401,144.92523200037456
"-37.79780199973546, 144.9252320005087","{""coordinates"": [144.9252320005087, -37.79780199973546], ""type"": ""Point""}",0,0.0,ESG,53781,6.843,0.0,0.0,0,0,,,20140916,,0,0,-37.79780199973546,144.9252320005087
"-37.7989999998181, 144.92440799937177","{""coordinates"": [144.92440799937177, -37.7989999998181], ""type"": ""Point""}",0,0.0,ESG,51655,7.136,0.0,0.0,0,0,,,20140916,,0,0,-37.7989999998181,144.92440799937177
"-37.799013999993875, 144.92447700027031","{""coordinates"": [144.92447700027031, -37.799013999993875], ""type"": ""Point""}",0,0.0,ESG,51678,16.129,0.0,0.0,0,0,,,20140916,,0,0,-37.799013999993875,144.92447700027031
"-37.79915100017384, 144.92540499960467","{""coordinates"": [144.92540499960467, -37.79915100017384], ""type"": ""Point""}",0,0.0,ESG,51951,12.023,0.0,0.0,0,0,,,20140916,,0,0,-37.79915100017384,144.92540499960467
"-37.799152000147885, 144.92542800039485","{""coordinates"": [144.92542800039485, -37.799152000147885], ""type"": ""Point""}",0,0.0,ESG,51966,8.895,0.0,0.0,0,0,,,20140916,,0,0,-37.799152000147885,144.92542800039485
"-37.79915600003311, 144.92545999951474","{""coordinates"": [144.92545999951474, -37.79915600003311], ""type"": ""Point""}",0,0.0,ESG,52000,4.497,0.0,0.0,0,0,,,20140916,,0,0,-37.79915600003311,144.92545999951474
"-37.79910500019197, 144.92560100044534","{""coordinates"": [144.92560100044534, -37.79910500019197], ""type"": ""Point""}",0,0.0,ESG,52076,12.903,0.0,0.0,0,0,,,20140916,,0,0,-37.79910500019197,144.92560100044534
"-37.79918100022954, 144.92587700031382","{""coordinates"": [144.92587700031382, -37.79918100022954], ""type"": ""Point""}",0,0.0,ESG,53264,0.489,0.0,0.0,0,0,,,20140916,,0,0,-37.79918100022954,144.92587700031382
"-37.798470999953004, 144.92596400034915","{""coordinates"": [144.92596400034915, -37.798470999953004], ""type"": ""Point""}",0,0.0,ESG,52336,12.708,0.0,0.0,0,0,,,20140916,,0,0,-37.79847099995301,144.92596400034915
"-37.79718799951541, 144.92488100033162","{""coordinates"": [144.92488100033162, -37.79718799951541], ""type"": ""Point""}",0,0.0,ESG,54164,6.158,0.0,0.0,0,0,,,20140916,,0,0,-37.79718799951541,144.92488100033162
"-37.79714699994829, 144.92482900024464","{""coordinates"": [144.92482900024464, -37.79714699994829], ""type"": ""Point""}",0,0.0,ESG,54193,2.346,0.0,0.0,0,0,,,20140916,,0,0,-37.79714699994829,144.92482900024464
"-37.79711799983462, 144.9248029996209","{""coordinates"": [144.9248029996209, -37.79711799983462], ""type"": ""Point""}",0,0.0,ESG,54213,0.587,0.0,0.0,0,0,,,20140916,,0,0,-37.79711799983462,144.9248029996209
"-37.797115999649435, 144.92480200055374","{""coordinates"": [144.92480200055374, -37.797115999649435], ""type"": ""Point""}",0,0.0,ESG,54214,0.684,0.0,0.0,0,0,,,20140916,,0,0,-37.797115999649435,144.92480200055374
"-37.797631000003605, 144.92523299998416","{""coordinates"": [144.92523299998416, -37.797631000003605], ""type"": ""Point""}",0,0.0,ESG,53885,11.535,0.0,0.0,0,0,,,20140916,,0,0,-37.797631000003605,144.92523299998416
"-37.797852999935394, 144.92540700048187","{""coordinates"": [144.92540700048187, -37.797852999935394], ""type"": ""Point""}",0,0.0,ESG,52708,1.075,0.0,0.0,0,0,,,20140916,,0,0,-37.797852999935394,144.92540700048187
"-37.79784799990517, 144.92530800041382","{""coordinates"": [144.92530800041382, -37.79784799990517], ""type"": ""Point""}",0,0.0,ESG,52749,1.173,0.0,0.0,0,0,,,20140916,,0,0,-37.79784799990517,144.92530800041382
"-37.7990540000142, 144.92472799963403","{""coordinates"": [144.92472799963403, -37.7990540000142], ""type"": ""Point""}",0,0.0,ESG,51749,19.648,0.0,0.0,0,0,,,20140916,,0,0,-37.7990540000142,144.92472799963403
"-37.798093999599686, 144.92471300002703","{""coordinates"": [144.92471300002703, -37.798093999599686], ""type"": ""Point""}",0,0.0,ESG,52981,10.264,0.0,0.0,0,0,,,20140916,,0,0,-37.798093999599686,144.92471300002703
"-37.798250999738904, 144.9244409997812","{""coordinates"": [144.9244409997812, -37.798250999738904], ""type"": ""Point""}",0,0.0,ESG,53070,1.271,0.0,0.0,0,0,,,20140916,,0,0,-37.798250999738904,144.9244409997812
"-37.798117000005085, 144.9258859996126","{""coordinates"": [144.9258859996126, -37.798117000005085], ""type"": ""Point""}",0,0.0,ESG,52509,7.722,0.0,0.0,0,0,,,20140916,,0,0,-37.798117000005085,144.9258859996126
"-37.79702300030516, 144.92470800034994","{""coordinates"": [144.92470800034994, -37.79702300030516], ""type"": ""Point""}",0,0.0,ESG,54300,11.144,0.0,0.0,0,0,,,20140916,,0,0,-37.79702300030516,144.92470800034994
"-37.79784999987596, 144.92514500035378","{""coordinates"": [144.92514500035378, -37.79784999987596], ""type"": ""Point""}",0,0.0,ESG,52818,0.978,0.0,0.0,0,0,,,20140916,,0,0,-37.79784999987596,144.92514500035378
"-37.79749300000823, 144.92214700021788","{""coordinates"": [144.92214700021788, -37.79749300000823], ""type"": ""Point""}",0,0.0,ESG,50355,6.452,0.0,0.0,0,0,,,20140916,,0,0,-37.79749300000823,144.92214700021788
"-37.797431000030464, 144.92229000052933","{""coordinates"": [144.92229000052933, -37.797431000030464], ""type"": ""Point""}",0,0.0,ESG,50398,1.369,0.0,0.0,0,0,,,20140916,,0,0,-37.797431000030464,144.92229000052933
"-37.79740499974402, 144.92235299961976","{""coordinates"": [144.92235299961976, -37.79740499974402], ""type"": ""Point""}",0,0.0,ESG,50419,1.173,0.0,0.0,0,0,,,20140916,,0,0,-37.79740499974402,144.92235299961976
"-37.79754999969054, 144.92204799990293","{""coordinates"": [144.92204799990293, -37.79754999969054], ""type"": ""Point""}",0,0.0,ESG,50321,19.159,0.0,0.0,0,0,,,20140916,,0,0,-37.79754999969054,144.92204799990293
"-37.79739099970458, 144.92285499964925","{""coordinates"": [144.92285499964925, -37.79739099970458], ""type"": ""Point""}",0,0.0,ESG,50567,9.091,0.0,0.0,0,0,,,20140916,,0,0,-37.79739099970458,144.92285499964925
"-37.79740200009512, 144.92289999951717","{""coordinates"": [144.92289999951717, -37.79740200009512], ""type"": ""Point""}",0,0.0,ESG,50580,9.286,0.0,0.0,0,0,,,20140916,,0,0,-37.79740200009512,144.92289999951717
"-37.79744500044519, 144.9230680002929","{""coordinates"": [144.9230680002929, -37.79744500044519], ""type"": ""Point""}",0,0.0,ESG,50635,18.182,0.0,0.0,0,0,,,20140916,,0,0,-37.79744500044519,144.9230680002929
"-37.797449999872676, 144.92307799963217","{""coordinates"": [144.92307799963217, -37.797449999872676], ""type"": ""Point""}",0,0.0,ESG,50639,12.023,0.0,0.0,0,0,,,20140916,,0,0,-37.79744999987267,144.92307799963217
"-37.79737499960487, 144.92268100041125","{""coordinates"": [144.92268100041125, -37.79737499960487], ""type"": ""Point""}",0,0.0,ESG,50519,0.098,0.0,0.0,0,0,,,20140916,,0,0,-37.79737499960487,144.92268100041125
"-37.7973780003605, 144.92272600061784","{""coordinates"": [144.92272600061784, -37.7973780003605], ""type"": ""Point""}",0,0.0,ESG,50531,0.196,0.0,0.0,0,0,,,20140916,,0,0,-37.7973780003605,144.92272600061784
"-37.79834599974355, 144.92407500060574","{""coordinates"": [144.92407500060574, -37.79834599974355], ""type"": ""Point""}",0,0.0,ESG,51015,10.753,0.0,0.0,0,0,,,20140916,,0,0,-37.79834599974355,144.92407500060574
"-37.79813900013675, 144.92612499963806","{""coordinates"": [144.92612499963806, -37.79813900013675], ""type"": ""Point""}",0,0.0,ESG,53446,2.835,0.0,0.0,0,0,,,20140916,,0,0,-37.79813900013675,144.92612499963806
"-37.79749900017479, 144.92320599962906","{""coordinates"": [144.92320599962906, -37.79749900017479], ""type"": ""Point""}",0,0.0,ESG,50678,0.587,0.0,0.0,0,0,,,20140916,,0,0,-37.79749900017479,144.92320599962906
"-37.79761100014072, 144.92338100057904","{""coordinates"": [144.92338100057904, -37.79761100014072], ""type"": ""Point""}",0,0.0,ESG,50734,1.857,0.0,0.0,0,0,,,20140916,,0,0,-37.79761100014072,144.92338100057904
"-37.79743400022657, 144.9250990003797","{""coordinates"": [144.9250990003797, -37.79743400022657], ""type"": ""Point""}",0,0.0,ESG,54015,3.617,0.0,0.0,0,0,,,20140916,,0,0,-37.79743400022657,144.9250990003797
"-37.79725799968731, 144.92493299978545","{""coordinates"": [144.92493299978545, -37.79725799968731], ""type"": ""Point""}",0,0.0,ESG,54122,2.835,0.0,0.0,0,0,,,20140916,,0,0,-37.79725799968731,144.92493299978543
"-37.79782400030676, 144.9253890003067","{""coordinates"": [144.9253890003067, -37.79782400030676], ""type"": ""Point""}",0,0.0,ESG,53713,0.88,0.0,0.0,0,0,,,20140916,,0,0,-37.79782400030676,144.9253890003067
"-37.7978399998696, 144.92533100049278","{""coordinates"": [144.92533100049278, -37.7978399998696], ""type"": ""Point""}",0,0.0,ESG,53738,0.978,0.0,0.0,0,0,,,20140916,,0,0,-37.7978399998696,144.92533100049278
"-37.79894399991476, 144.9240950004165","{""coordinates"": [144.9240950004165, -37.79894399991476], ""type"": ""Point""}",0,0.0,ESG,51563,9.971,0.0,0.0,0,0,,,20140916,,0,0,-37.79894399991476,144.9240950004165
"-37.79866300039203, 144.92436200057455","{""coordinates"": [144.92436200057455, -37.79866300039203], ""type"": ""Point""}",0,0.0,ESG,51165,7.82,0.0,0.0,0,0,,,20140916,,0,0,-37.79866300039203,144.92436200057455
"-37.79874399990786, 144.9243770003246","{""coordinates"": [144.9243770003246, -37.79874399990786], ""type"": ""Point""}",0,0.0,ESG,51204,1.369,0.0,0.0,0,0,,,20140916,,0,0,-37.79874399990786,144.9243770003246
