the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc
"MULTIPOLYGON (((144.967172462398 -37.826004800789, 144.967145806956 -37.82601256918, 144.967127628933 -37.825973942767, 144.967154285374 -37.825966178903, 144.967172462398 -37.826004800789)))",9970N,,17479,20201208141705,22826,Grant Street between Dodds Street and Sturt Street
"MULTIPOLYGON (((144.96994220806 -37.825194514993, 144.969912370665 -37.825203246581, 144.969892529482 -37.82516058978, 144.969922405496 -37.825151940869, 144.96994220806 -37.825194514993)))",9848N,,17514,20201208141708,22082,Grant Street between St Kilda Road and Wells Street
"MULTIPOLYGON (((144.968826134372 -37.814318547788, 144.968836276651 -37.814341116082, 144.968779581472 -37.814357152285, 144.968769439184 -37.814334584889, 144.968784953865 -37.814330196146, 144.968785219256 -37.814330211539, 144.968785663301 -37.814330215594, 144.968786125043 -37.814330237077, 144.968786548627 -37.814330158772, 144.968787125837 -37.814330070501, 144.96879921534 -37.814326562598, 144.968820748161 -37.814320313101, 144.968821086243 -37.814320204484, 144.968821490204 -37.814320054648, 144.968821881084 -37.81431988476, 144.968822258832 -37.814319696622, 144.968822441165 -37.814319592527, 144.968826134372 -37.814318547788)))",C676,,17083,20201208141639,20148,Russell Street between Collins Street and Little Collins Street
"MULTIPOLYGON (((144.918162896542 -37.793177196524, 144.918180296645 -37.793166792779, 144.918218931126 -37.7932091198, 144.918201480191 -37.793219554193, 144.918162896542 -37.793177196524)))",,,7635,20201223122251,21812,Willis Street between Stockmans Way and The Crescent
"MULTIPOLYGON (((144.951414413287 -37.803337061634, 144.951410759707 -37.803357234875, 144.951343119201 -37.803349603927, 144.951323313646 -37.803326952566, 144.951414413287 -37.803337061634)))",,,5976,20201223122249,20974,Queensberry Street between Chetwynd Street and Leveson Street
"MULTIPOLYGON (((144.973330726405 -37.80876836647, 144.9733337993 -37.808750946417, 144.973707321787 -37.808790910061, 144.973703839907 -37.808810995079, 144.973330726405 -37.80876836647)))",,,23760,20210616094127,21561,Evelyn Place between Nicholson Street and Albert Street
"MULTIPOLYGON (((144.9660379157 -37.797934924866, 144.966029751726 -37.797934200801, 144.966029739508 -37.797934273585, 144.966014827448 -37.797932878744, 144.966013555358 -37.797932717091, 144.966022172668 -37.797883792254, 144.966023336238 -37.797875613429, 144.966039458092 -37.797877121985, 144.966047569843 -37.797877845148, 144.966047214349 -37.797880537137, 144.9660379157 -37.797934924866)))",,,1926,20201223122240,20516,Cardigan Street between Faraday Street and Elgin Street
"MULTIPOLYGON (((144.941408319692 -37.800772367077, 144.941411497022 -37.800754590178, 144.94147455213 -37.800761538354, 144.941471354431 -37.800779313096, 144.941408319692 -37.800772367077)))",,,5559,20201223122248,21300,Barwise Street from Laurens Street
"MULTIPOLYGON (((144.945704141714 -37.79378783228, 144.945671617096 -37.793784148664, 144.945680440656 -37.793735086649, 144.945712979785 -37.793738778626, 144.945704141714 -37.79378783228)))",,,23898,20210616094129,21237,Brougham Street between Abbotsford Street and Dryburgh Street
"MULTIPOLYGON (((144.929881749836 -37.798034173325, 144.929938482236 -37.798001099932, 144.929954099652 -37.798017760491, 144.929897340807 -37.798050804589, 144.929881749836 -37.798034173325)))",,,4517,20201223122246,21715,Tennyson Street between Southey Street and Arden Street
"MULTIPOLYGON (((144.977048924034 -37.838927631679, 144.976993975421 -37.83894036906, 144.976986453557 -37.838919551539, 144.977067663442 -37.838900964422, 144.977069654224 -37.838900509294, 144.977048924034 -37.838927631679)))",,803A,7777,20201223122252,22473,Slater Street from St Kilda Road
"MULTIPOLYGON (((144.948595864184 -37.804988837856, 144.948567755004 -37.804985689705, 144.948574246738 -37.804948769009, 144.948602359808 -37.804951899203, 144.948595864184 -37.804988837856)))",7632N,,11014,20201208141000,20994,Victoria Street between Errol Street and Curzon Street
"MULTIPOLYGON (((144.958738865055 -37.813285227953, 144.958768565529 -37.813276552643, 144.958788892366 -37.813320539928, 144.958759191877 -37.813329215242, 144.958738865055 -37.813285227953)))",C3062,,8604,20201208140728,20011,Lonsdale Street between Queen Street and William Street
"MULTIPOLYGON (((144.987248925677 -37.811916401866, 144.98724516009 -37.811937818014, 144.987177672179 -37.81193036336, 144.98718143776 -37.811908948115, 144.987248925677 -37.811916401866)))",,,14463,20201208141346,21866,Grey Street between Simpson Street and Powlett Street
"MULTIPOLYGON (((144.942268408018 -37.820202468934, 144.942204387055 -37.820220987475, 144.942194968073 -37.820200499623, 144.942251402225 -37.820184161802, 144.942258978416 -37.820181953866, 144.942268408018 -37.820202468934)))",13274N,,21868,20201208142154,23293,Bourke Street between Cumberland Street and Collins Street
"MULTIPOLYGON (((144.959763009478 -37.802786933935, 144.959735945002 -37.8027276353, 144.959761103578 -37.802719252269, 144.95978851551 -37.802779504056, 144.959763009478 -37.802786933935)))",18026E,,19189,20201208141855,20476,Barry Street between Leicester Street and Pelham Street
"MULTIPOLYGON (((144.969265217074 -37.829310421416, 144.969221533734 -37.829323125167, 144.969253985089 -37.829265988113, 144.969294559885 -37.829254027369, 144.969265217074 -37.829310421416)))",,,13787,20201208141250,22103,Coventry Street between St Kilda Road and Wells Street
"MULTIPOLYGON (((144.978669172251 -37.834523854757, 144.978659256262 -37.834572053283, 144.978635712001 -37.834569339322, 144.978645816537 -37.834521144035, 144.978669172251 -37.834523854757)))",,,6418,20201223122249,22263,Domain Street between Bromby Street and Domain Road
"MULTIPOLYGON (((144.950234531344 -37.805683514662, 144.95019415053 -37.805711089727, 144.950175336568 -37.805695288148, 144.950215740484 -37.805667699073, 144.950234531344 -37.805683514662)))",,,12065,20201208141112,,
"MULTIPOLYGON (((144.939890717127 -37.820386805187, 144.939821125489 -37.82037014594, 144.939828978542 -37.820349527563, 144.939898562823 -37.820366205601, 144.939890717127 -37.820386805187)))",,,22655,20210203112511,23378,Collins Street between Sailmaker Way and North Wharf Road
"MULTIPOLYGON (((144.976481182796 -37.810910804987, 144.976477655882 -37.810931189406, 144.976398906411 -37.810922573506, 144.976402444027 -37.810902130696, 144.976481182796 -37.810910804987)))",12383S,,18477,20201208141811,21851,Cathedral Place between Lansdowne Street and Gisborne Street
"MULTIPOLYGON (((144.981138795846 -37.817807045752, 144.981129619857 -37.81785968122, 144.981106743201 -37.817857171204, 144.98111591807 -37.817804535718, 144.981138795846 -37.817807045752)))",15063W,,15428,20201223122253,21987,Charles Street between Jolimont Street and Palmer Street
"MULTIPOLYGON (((144.955410103291 -37.795776044237, 144.95541574083 -37.795730690338, 144.955441345503 -37.795732665966, 144.955435710426 -37.795778137062, 144.955410103291 -37.795776044237)))",,,6232,20201223122249,22336,Benjamin Street between Story Street and Morrah Street
"MULTIPOLYGON (((144.959803247709 -37.779789476327, 144.959797107542 -37.77983889792, 144.959772135876 -37.779836599925, 144.959773792011 -37.779823484902, 144.959776084801 -37.779806788804, 144.95977879693 -37.779787312621, 144.959803247709 -37.779789476327)))",,,3244,20201223122244,22393,Royal Parade between Ievers Street and Park Street
"MULTIPOLYGON (((144.961078519875 -37.800409928473, 144.961107267998 -37.800413093696, 144.961097842184 -37.800466631661, 144.961069154057 -37.800463472881, 144.961078519875 -37.800409928473)))",,,18287,20201208141800,20460,Leicester Street between Pelham Street and Grattan Street
"MULTIPOLYGON (((144.975687556393 -37.830597253702, 144.975679252025 -37.830616828631, 144.97561923847 -37.830600097343, 144.975627793605 -37.830581075546, 144.975628279278 -37.830580142169, 144.975628315324 -37.830580153603, 144.97563068924 -37.830580887426, 144.975633868756 -37.830581869407, 144.975635246696 -37.830582295024, 144.975646700589 -37.830585833529, 144.975646750189 -37.830585847899, 144.975684397321 -37.830596313529, 144.975687556393 -37.830597253702)))",,,21567,20210302110507,22198,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue
"MULTIPOLYGON (((144.967994747331 -37.804983285053, 144.968062214324 -37.804990697998, 144.968058325635 -37.805012980106, 144.96799087232 -37.805005481782, 144.967994747331 -37.804983285053)))",,,16985,20201208141634,22497,Queensberry Street between Rathdowne Street and Drummond Street
"MULTIPOLYGON (((144.946148576188 -37.810821546952, 144.946181359182 -37.810863725059, 144.946156219565 -37.81087602376, 144.946123437741 -37.810833844766, 144.946148576188 -37.810821546952)))",,,11201,20201208141015,21490,Rosslyn Street between Railway Place and Adderley Street
"MULTIPOLYGON (((144.959778811581 -37.779987090953, 144.9597727201 -37.78003651609, 144.959747189814 -37.780034174167, 144.959753425217 -37.779984759636, 144.959778811581 -37.779987090953)))",,,6586,20201223122249,22393,Royal Parade between Ievers Street and Park Street
"MULTIPOLYGON (((144.95515204322 -37.806598429177, 144.955151523351 -37.806601381413, 144.955125461093 -37.806598400135, 144.955144406579 -37.806490528564, 144.955170486003 -37.806493503828, 144.955153312319 -37.806590633516, 144.95515204322 -37.806598429177)))",,,11964,20201208141106,21392,Capel Street between William Street and Victoria Street
"MULTIPOLYGON (((144.957320990292 -37.79371213516, 144.957257009717 -37.793707114301, 144.957259758313 -37.793685538216, 144.957323660468 -37.793690601871, 144.957320990292 -37.79371213516)))",,,5415,20201223122248,22360,Degraves Street between Royal Parade and Fitzgibbon Street
"MULTIPOLYGON (((144.968861929201 -37.810319520547, 144.968891216453 -37.810310958082, 144.968912535461 -37.810356819037, 144.968883346845 -37.81036534626, 144.968861929201 -37.810319520547)))",C2792,,8540,20201208140724,20003,Lonsdale Street between Exhibition Street and Russell Street
"MULTIPOLYGON (((144.982736205514 -37.848133186333, 144.982803551733 -37.848141398423, 144.982799473272 -37.848162778277, 144.982732121355 -37.848154566086, 144.982736205514 -37.848133186333)))",,,19783,20201208141930,22311,Moubray Street between St Kilda Road and Punt Road
"MULTIPOLYGON (((144.940556609918 -37.800678507033, 144.940559787422 -37.800660731063, 144.940622835564 -37.80066767867, 144.940619637666 -37.800685453384, 144.940556609918 -37.800678507033)))",,,6633,20201223122249,21300,Barwise Street from Laurens Street
"MULTIPOLYGON (((144.985518841829 -37.83412252706, 144.985530497302 -37.834069655328, 144.985553584149 -37.834072856631, 144.985541928692 -37.834125728367, 144.985518841829 -37.83412252706)))",20299W,,15954,20201223122254,22288,Walsh Street between Domain Road and Acland Street
"MULTIPOLYGON (((144.918276449563 -37.792803036459, 144.918276127558 -37.792802735182, 144.91826225667 -37.792788594817, 144.918310416935 -37.792758488143, 144.918324505338 -37.79277284953, 144.918303796787 -37.792785901939, 144.918276449563 -37.792803036459)))",,,6738,20201223122249,21813,Stockmans Way between Cakebread Mews and Willis Street
"MULTIPOLYGON (((144.943500016611 -37.819946991962, 144.943472291728 -37.819955056227, 144.943451179853 -37.819909376531, 144.943478905831 -37.81990131319, 144.943500016611 -37.819946991962)))",C13664,,22073,20201208142205,22913,Bourke Street between Enterprize Way and Cumberland Street
"MULTIPOLYGON (((144.988568239168 -37.821182483507, 144.988610601804 -37.821149167886, 144.988630889901 -37.821164930025, 144.988589868053 -37.821197190749, 144.988568239168 -37.821182483507)))",,,7414,20201223122251,,
"MULTIPOLYGON (((144.95424036146 -37.807088348246, 144.954299128993 -37.807071619649, 144.954310326514 -37.807096297315, 144.954251580708 -37.807113019987, 144.95424036146 -37.807088348246)))",C5508,,12319,20201208141125,21385,William Street between Capel Street and Rosslyn Street
"MULTIPOLYGON (((144.965723643153 -37.829139859941, 144.965751147473 -37.829144708578, 144.965735478015 -37.829195896679, 144.965708130343 -37.829191094002, 144.965723643153 -37.829139859941)))",,,4130,20201208140226,22118,Sturt Street between Miles Street and Coventry Street
"MULTIPOLYGON (((144.967380189798 -37.812947584473, 144.96731671753 -37.812966304754, 144.967307386006 -37.812945054331, 144.967369946504 -37.812926733758, 144.967380189798 -37.812947584473)))",750N,,1762,20201223122240,20080,Bourke Street between Russell Street and Swanston Street
"MULTIPOLYGON (((144.945536147304 -37.816540371491, 144.945560856335 -37.816596409506, 144.945535218608 -37.816603531122, 144.945510534798 -37.816547485431, 144.945536147304 -37.816540371491)))",,,2572,20210623144303,22452,Harbour Esplanade between Bourke Street and La Trobe Street
"MULTIPOLYGON (((144.978141504695 -37.841196309693, 144.978156904423 -37.841241176003, 144.978129668835 -37.841247430089, 144.978114274408 -37.841202578286, 144.978141504695 -37.841196309693)))",,,2836,20201223122242,22475,Armadale Street from St Kilda Road
"MULTIPOLYGON (((144.98877299023 -37.81034653663, 144.988764241125 -37.810398124835, 144.98874258673 -37.81039581293, 144.988751336984 -37.810344224747, 144.98877299023 -37.81034653663)))",15613W,,15497,20201223122254,21578,Simpson Street between Albert Street and Victoria Parade
"MULTIPOLYGON (((144.977277468953 -37.840208909498, 144.977296773238 -37.840261692236, 144.977272768188 -37.840267212207, 144.977253463944 -37.840214428565, 144.977277468953 -37.840208909498)))",,,19458,20201208141910,22474,St Kilda Road between Slater Street and Armadale Street
"MULTIPOLYGON (((144.957775236991 -37.808251001375, 144.95777096491 -37.808275164408, 144.957716477966 -37.808269104343, 144.957720728543 -37.808244939136, 144.957775236991 -37.808251001375)))",4899W,,13513,20201208141234,,
"MULTIPOLYGON (((144.962248787933 -37.801910768643, 144.962244586322 -37.801935206159, 144.962183000217 -37.801928539626, 144.962187201824 -37.801904103014, 144.962248787933 -37.801910768643)))",,,11672,20201208141049,22504,Bouverie Street between Pelham Street and Lincoln Square North
"MULTIPOLYGON (((144.953045856363 -37.816347379311, 144.953023019771 -37.816353960094, 144.952999567574 -37.816302843312, 144.95302223827 -37.816296304707, 144.953045856363 -37.816347379311)))",1542E,,9411,20201208140814,20075,Spencer Street between Bourke Street and Little Bourke Street
"MULTIPOLYGON (((144.923523920034 -37.827590081039, 144.923479206765 -37.827598885347, 144.923479252416 -37.827598837489, 144.923480766456 -37.827597232177, 144.923480800424 -37.827597195829, 144.92348090278 -37.827597070569, 144.92348099166 -37.827596939665, 144.92348106593 -37.827596803096, 144.923481125488 -37.827596664466, 144.923499088667 -37.827548330813, 144.923500127248 -37.827546826156, 144.923501674567 -37.827545492683, 144.923504030037 -37.827544470849, 144.923541559571 -37.827537161033, 144.923523920034 -37.827590081039)))",,,17790,20201223122254,22150,Vegemite Way between Salmon Street and Douglas Street
"MULTIPOLYGON (((144.96702158319 -37.810374802631, 144.966963955452 -37.810391599614, 144.966953381922 -37.810368765977, 144.967011009644 -37.810351968998, 144.96702158319 -37.810374802631)))",C846,,9072,20201208140754,20152,Russell Street between Lonsdale Street and Little Lonsdale Street
"MULTIPOLYGON (((144.97811500958 -37.811847853684, 144.978105382475 -37.811904572551, 144.978078095005 -37.811901678025, 144.978087659832 -37.811844952684, 144.97811500958 -37.811847853684)))",,,22144,20201208142209,21857,Lansdowne Street between St Andrews Place and Cathedral Place
"MULTIPOLYGON (((144.926735467687 -37.823419705677, 144.926737992111 -37.823365023911, 144.926766735343 -37.823366024799, 144.926764148439 -37.823420788373, 144.926735467687 -37.823419705677)))",,,7185,20201223122251,22144,Hall Street between Lorimer Street and Turner Street
"MULTIPOLYGON (((144.948431103686 -37.797781120901, 144.948452527526 -37.797798232566, 144.948369470891 -37.797799753196, 144.948369304435 -37.797780197481, 144.948431103686 -37.797781120901)))",,,5209,20201223122248,21192,Molesworth Street between Harker Street and Abbotsford Street
"MULTIPOLYGON (((144.969698472062 -37.802677148874, 144.969673699286 -37.802674594984, 144.969685514184 -37.80260676423, 144.96971028405 -37.802609382051, 144.969698472062 -37.802677148874)))",,,23478,20210705102015,20558,Rathdowne Street between Pelham Street and Grattan Street
"MULTIPOLYGON (((144.965714738417 -37.82437449083, 144.965691026866 -37.82439397457, 144.965663676283 -37.824358479637, 144.965674620903 -37.82432226038, 144.965714774662 -37.824374370699, 144.965714738417 -37.82437449083)))",,,20634,20201208142033,22078,Moore Street between Southbank Boulevard and Southern Link Road
"MULTIPOLYGON (((144.95594888877 -37.828158195621, 144.955901554241 -37.82819833031, 144.955882239002 -37.828184022268, 144.955929529027 -37.828143853471, 144.95594888877 -37.828158195621)))",,,19262,20201208141859,22010,Haig Street between Clarendon Street and Westgate Freeway
"MULTIPOLYGON (((144.971032342457 -37.799184881001, 144.971034091085 -37.799163935287, 144.971044824658 -37.799165100699, 144.971099577169 -37.79917088515, 144.971097586623 -37.799191997922, 144.971032342457 -37.799184881001)))",,,1156,20201223122240,20673,Faraday Street between Canning Street and Rathdowne Street
"MULTIPOLYGON (((144.9616168636 -37.805522141002, 144.961612790941 -37.805545341592, 144.961551507035 -37.805538483473, 144.961555579712 -37.805515282886, 144.9616168636 -37.805522141002)))",,,12844,20201208141158,20462,Bouverie Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.978535636896 -37.835910967659, 144.978511793334 -37.835908171929, 144.978522588306 -37.835855050082, 144.978546773864 -37.835857887728, 144.978535636896 -37.835910967659)))",,,5282,20201223122248,22262,Domain Street between Toorak Road and Bromby Street
"MULTIPOLYGON (((144.95404342259 -37.803818854043, 144.953983470975 -37.803811869161, 144.953987862489 -37.803787238822, 144.954047846684 -37.8037938656, 144.95404342259 -37.803818854043)))",C5964,,12214,20201208141119,20956,Howard Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.983499156806 -37.838028783701, 144.983495041077 -37.838048852672, 144.983486384582 -37.838047727519, 144.983428380966 -37.838040188716, 144.983432483588 -37.838020184408, 144.983499156806 -37.838028783701)))",,,19587,20201208141916,22217,Toorak Road between Leopold Street and Marne Street
"MULTIPOLYGON (((144.961937572441 -37.825817569385, 144.96196041086 -37.825834457114, 144.961922496273 -37.825866700859, 144.961899690096 -37.82584979746, 144.961937572441 -37.825817569385)))",9073S,,21145,20201208142106,22046,Balston Street between City Road and Kavanagh Street
"MULTIPOLYGON (((144.978132590696 -37.811744278551, 144.978123800145 -37.811796066119, 144.978096393769 -37.811793159642, 144.978105127717 -37.811741365698, 144.978132590696 -37.811744278551)))",,,22146,20201208142209,21857,Lansdowne Street between St Andrews Place and Cathedral Place
"MULTIPOLYGON (((144.9331892332 -37.816788406569, 144.933181288423 -37.81680994118, 144.93312925421 -37.816797826226, 144.933137172056 -37.816776320884, 144.9331892332 -37.816788406569)))",,,8281,20201223122252,,
"MULTIPOLYGON (((144.964522235051 -37.805769518208, 144.964526815237 -37.805743644377, 144.96458757251 -37.805750216088, 144.964582992321 -37.805776090822, 144.964522235051 -37.805769518208)))",,,10353,20201208140908,20504,Cardigan Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.978928589243 -37.817513387124, 144.97890563404 -37.817510640126, 144.978910930037 -37.817479071761, 144.978914770084 -37.817456318056, 144.978938095442 -37.817458363081, 144.978928589243 -37.817513387124)))",15082E,,5733,20201223122248,21972,Jolimont Road between Brunton Avenue and Wellington Parade South
"MULTIPOLYGON (((144.978288072436 -37.833527595069, 144.978283734334 -37.833548943312, 144.97821485265 -37.833540001288, 144.978219190722 -37.833518654849, 144.978288072436 -37.833527595069)))",,,19121,20201209133900,22223,Domain Road between Dallas Brooks Drive and Domain Street
"MULTIPOLYGON (((144.96633514374 -37.796214256896, 144.966311970932 -37.79621195885, 144.966311077461 -37.796211865019, 144.966310186532 -37.796211761318, 144.966309296985 -37.796211648629, 144.966309088787 -37.796211620702, 144.966311683416 -37.796195194665, 144.966317942745 -37.796160179316, 144.966320081377 -37.796160463171, 144.966343975619 -37.796162833151, 144.96633514374 -37.796214256896)))",,,937,20201223122239,20518,Cardigan Street between Elgin Street and Keppel Street
"MULTIPOLYGON (((144.958921518082 -37.78458221457, 144.958919082021 -37.784602164113, 144.958851321865 -37.78459695254, 144.958853770458 -37.78457696086, 144.958921518082 -37.78458221457)))",,,18352,20201208141804,22382,Walker Street between Royal Parade and The Avenue
"MULTIPOLYGON (((144.964183383584 -37.816678134759, 144.964160336997 -37.816684492396, 144.9641603252 -37.816684466959, 144.964110685165 -37.816576668853, 144.964132836007 -37.816570621062, 144.964183383584 -37.816678134759)))",,,9499,20201208140818,20163,Elizabeth Street between Flinders Lane and Collins Street
"MULTIPOLYGON (((144.946539685515 -37.804757389951, 144.946542456865 -37.804735289205, 144.946607165855 -37.804741224455, 144.946605144189 -37.804763405864, 144.946539685515 -37.804757389951)))",,,6169,20201223122249,21007,Victoria Street between Curzon Street and Abbotsford Street
"MULTIPOLYGON (((144.979994845388 -37.818450032161, 144.979991526955 -37.818469413631, 144.979925118543 -37.818462260759, 144.979928435857 -37.818442879271, 144.979994845388 -37.818450032161)))",15165S,,15366,20201223122253,21977,Jolimont Street between Charles Street and Agnes Street
"MULTIPOLYGON (((144.954003708138 -37.804041639437, 144.953943694307 -37.804035009416, 144.953948009384 -37.804010804009, 144.954008012498 -37.804017492418, 144.954003708138 -37.804041639437)))",C5946,,12206,20201208141119,20956,Howard Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.941704025329 -37.785515093945, 144.94169659955 -37.785465765332, 144.941720129803 -37.785463623518, 144.941722609397 -37.785480333213, 144.941727357816 -37.785512959488, 144.941704025329 -37.785515093945)))",,,2753,20201223122242,22415,Manningham Street between Oak Street and Heathcote Road
"MULTIPOLYGON (((144.947506541171 -37.809160636915, 144.94754374552 -37.809199311354, 144.947520275707 -37.809213522918, 144.947483071364 -37.809174848472, 144.947506541171 -37.809160636915)))",,,13826,20201208141252,21475,Stanley Street between Adderley Street and Spencer Street
"MULTIPOLYGON (((144.984646078416 -37.829690312065, 144.984674186055 -37.829693671567, 144.984664017589 -37.829747104004, 144.984635884692 -37.829743836888, 144.984646078416 -37.829690312065)))",20094E,,4316,20201223122246,22716,Anderson Street between Clowes Street and St Leonards Court
"MULTIPOLYGON (((144.954600729316 -37.784602999898, 144.954639201593 -37.784634109834, 144.954619030286 -37.784649816734, 144.954580561315 -37.784618710453, 144.954600729316 -37.784602999898)))",,,16689,20201208141618,,
"MULTIPOLYGON (((144.924201295798 -37.824443494576, 144.924188228906 -37.824398149871, 144.924205132908 -37.824394905412, 144.924218927058 -37.824440123256, 144.924201295798 -37.824443494576)))",,,18471,20201208141810,22147,Douglas Street between Turner Street and Cook Street
"MULTIPOLYGON (((144.948618703428 -37.807127595756, 144.948639205126 -37.807112209388, 144.948681382339 -37.807147251858, 144.948660430689 -37.807163013394, 144.948618703428 -37.807127595756)))",,,4170,20201223122246,21433,Roden Street between Spencer Street and King Street
"MULTIPOLYGON (((144.970130932649 -37.807536187962, 144.969990386125 -37.807521023379, 144.969994231149 -37.807499615502, 144.970134882946 -37.807514791807, 144.970130932649 -37.807536187962)))",,,14602,20201208141353,21599,Victoria Street between La Trobe Street and Rathdowne Street
"MULTIPOLYGON (((144.966861944965 -37.807169628014, 144.966858750305 -37.807188453421, 144.966790828825 -37.807181309482, 144.966794008864 -37.807162562227, 144.966861944965 -37.807169628014)))",,,9829,20201208140835,21603,Victoria Street between Drummond Street and Lygon Street
"MULTIPOLYGON (((144.97432267171 -37.79496342712, 144.974377702211 -37.794970240341, 144.974373944305 -37.794991445355, 144.974319072238 -37.794984651979, 144.97432267171 -37.79496342712)))",,,1140,20201223122240,20877,Station Street between Kay Street and Princes Street
"MULTIPOLYGON (((144.949044650841 -37.808288748783, 144.949018561428 -37.808304675923, 144.948980267126 -37.808265315186, 144.949006498543 -37.808249304916, 144.949044650841 -37.808288748783)))",,,12608,20201208141144,21429,Stanley Street between King Street and Spencer Street
"MULTIPOLYGON (((144.949408155812 -37.803801821907, 144.949398875229 -37.803854465565, 144.949374863988 -37.803851823338, 144.94938412988 -37.803799177623, 144.949408155812 -37.803801821907)))",10189W,,11000,20201208141000,20992,Errol Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.988803667415 -37.815707108996, 144.988809601874 -37.815665541636, 144.988838069 -37.815668694455, 144.988832140174 -37.815710222261, 144.988803667415 -37.815707108996)))",,,4233,20201223122246,21919,George Street between Hoddle Street and Simpson Street
"MULTIPOLYGON (((144.972797486498 -37.819905184716, 144.972785933346 -37.819924770229, 144.972721374997 -37.819901134683, 144.972732516488 -37.819881398802, 144.972797486498 -37.819905184716)))",,,22340,20201218134549,22188,Boathouse Drive between St Kilda Road and Alexandra Avenue
"MULTIPOLYGON (((144.988623024313 -37.818463808325, 144.988594604719 -37.818460790531, 144.988602925434 -37.818411473275, 144.988631345009 -37.818414491067, 144.988623024313 -37.818463808325)))",15287W,,15307,20201223122253,21961,Berry Street between Wellington Parade South and Vale Street South
"MULTIPOLYGON (((144.944373907494 -37.79863096901, 144.944382950131 -37.798582009197, 144.944412804944 -37.798585224838, 144.944404254458 -37.798633761582, 144.944373907494 -37.79863096901)))",,,5602,20201223122248,21162,Dryburgh Street between O'Shanassy Street and Haines Street
"MULTIPOLYGON (((144.983794957515 -37.812738191664, 144.983799352886 -37.812719051087, 144.983858574271 -37.812725613658, 144.983856499466 -37.812745010254, 144.983794957515 -37.812738191664)))",,,4949,20201223122247,21890,Gipps Street between Powlett Street and Clarendon Street
"MULTIPOLYGON (((144.967124611977 -37.796423518738, 144.967182463775 -37.79639814526, 144.967198165466 -37.796418035855, 144.967140178181 -37.796443421421, 144.967133673522 -37.796435076871, 144.967124611977 -37.796423518738)))",,,1922,20201208135921,20501,Keppel Street between Lygon Street and Palmerston Street
"MULTIPOLYGON (((144.950592037112 -37.781392037042, 144.950601939007 -37.781390774178, 144.950611846905 -37.781389541331, 144.950621760662 -37.781388338518, 144.950629101021 -37.78142694746, 144.950599982616 -37.781430811518, 144.950592037112 -37.781392037042)))",,,16824,20201208141625,30702,Upfield Railway
"MULTIPOLYGON (((144.968701323317 -37.820797687894, 144.968724494467 -37.820848850874, 144.968698625598 -37.82085622228, 144.968675454439 -37.820805060196, 144.968701323317 -37.820797687894)))",,,15819,20201223122254,22087,St Kilda Road between Yarra River and Southbank Boulevard
"MULTIPOLYGON (((144.95691107939 -37.78658650463, 144.95693830587 -37.78658567743, 144.956940994921 -37.786640094889, 144.956913770808 -37.786640959078, 144.95691107939 -37.78658650463)))",,,14803,20201208141407,22380,The Avenue between Leonard Street and Walker Street
"MULTIPOLYGON (((144.971509934232 -37.824073792261, 144.971534792017 -37.82406491589, 144.97156291486 -37.824114172033, 144.971538057062 -37.824123048409, 144.971509934232 -37.824073792261)))",,,22387,20201218134552,22089,Linlithgow Avenue between St Kilda Road and Government House Drive
"MULTIPOLYGON (((144.97338080833 -37.79789519864, 144.973381076292 -37.797893912763, 144.973383501979 -37.797878294711, 144.973442586209 -37.797884586076, 144.973451027142 -37.797885484717, 144.973448691108 -37.797900523953, 144.973448569818 -37.797901263537, 144.973448436115 -37.797902000203, 144.973448336229 -37.797902496837, 144.973439846974 -37.79790157934, 144.97338080833 -37.79789519864)))",,,1906,20201223122240,20597,Elgin Street between Nicholson Street and Canning Street
"MULTIPOLYGON (((144.947093152436 -37.776567135958, 144.947095765015 -37.776545093605, 144.947163188608 -37.776553388927, 144.947160590736 -37.77657531078, 144.947093152436 -37.776567135958)))",,,7558,20201223122251,22398,Park Street between Oak Street and West Coburg Tramway
"MULTIPOLYGON (((144.954004140002 -37.806421310554, 144.95394530295 -37.806438228853, 144.953934552716 -37.806414554723, 144.953993389726 -37.80639763733, 144.954004140002 -37.806421310554)))",C5566,,12351,20201208141126,21384,William Street between Rosslyn Street and Victoria Street
"MULTIPOLYGON (((144.952596514658 -37.782024367821, 144.952622564845 -37.781988916793, 144.952649126538 -37.782000228701, 144.952620823439 -37.782035192687, 144.952596514658 -37.782024367821)))",,,16379,20201208141600,,
"MULTIPOLYGON (((144.95859020689 -37.801659222894, 144.958580176874 -37.801715904269, 144.958556206336 -37.801713239392, 144.95856618768 -37.801656552669, 144.95859020689 -37.801659222894)))",,,10675,20201208140931,20474,Berkeley Street between Pelham Street and Grattan Street
"MULTIPOLYGON (((144.953783215002 -37.807107392837, 144.95381041543 -37.807094205476, 144.953844715238 -37.807138732892, 144.95381735135 -37.807151998526, 144.953783215002 -37.807107392837)))",C7156,,12459,20201208141132,21387,Rosslyn Street between William Street and Howard Street
