the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc
"MULTIPOLYGON (((144.939048961745 -37.823301851611, 144.939042136596 -37.823322785301, 144.938970374933 -37.823307713255, 144.938977200126 -37.823286778669, 144.939048961745 -37.823301851611)))",,,2211,20201223122242,22127,Lorimer Street between Hartley Street and Boundary Street
"MULTIPOLYGON (((144.966201125934 -37.795611004115, 144.966189388868 -37.795610134547, 144.966189233578 -37.795610123755, 144.966189078338 -37.795610111161, 144.966188923073 -37.795610099468, 144.966187989336 -37.795610024766, 144.966187677721 -37.795609999558, 144.966187366155 -37.79560997255, 144.966187054588 -37.795609945541, 144.966186122258 -37.79560986095, 144.966185810742 -37.795609832139, 144.96618549925 -37.795609802428, 144.966185187807 -37.795609770915, 144.966184256884 -37.795609676436, 144.96618103334 -37.795609240469, 144.966190170299 -37.795555761905, 144.966192921855 -37.795556057247, 144.966193852777 -37.795556151727, 144.966194785106 -37.795556236317, 144.966195719978 -37.795556311039, 144.966210264388 -37.795557387695, 144.966201125934 -37.795611004115)))",,,1730,20201223122240,20503,Intersection of Cardigan Street and Keppel Street
"MULTIPOLYGON (((144.974720419215 -37.793624138211, 144.974696814774 -37.793621820882, 144.97469733561 -37.793618925335, 144.974706451731 -37.793567429159, 144.974729937216 -37.793569735429, 144.974720419215 -37.793624138211)))",,,818,20201223122239,20877,Station Street between Kay Street and Princes Street
"MULTIPOLYGON (((144.918240063884 -37.79326191185, 144.918257566787 -37.79325144683, 144.918295810243 -37.793293345166, 144.918278061296 -37.793303958141, 144.918251147792 -37.793274078951, 144.918240063884 -37.79326191185)))",,,5608,20201223122248,21812,Willis Street between Stockmans Way and The Crescent
"MULTIPOLYGON (((144.961220555368 -37.824842994264, 144.961264873984 -37.824805300484, 144.961284884649 -37.824819982866, 144.961240512459 -37.824857724389, 144.961220555368 -37.824842994264)))",8891W,,13651,20201208141242,22050,City Road between Power Street and Balston Street
"MULTIPOLYGON (((144.953900850119 -37.806511187037, 144.953875271842 -37.80651861526, 144.953865279053 -37.806496880999, 144.953851533888 -37.806466985374, 144.953877124787 -37.806459551968, 144.953900850119 -37.806511187037)))",,,12360,20201208141127,21384,William Street between Rosslyn Street and Victoria Street
"MULTIPOLYGON (((144.965909481265 -37.828013701208, 144.965893650166 -37.828066279766, 144.965867124973 -37.828061288575, 144.965882956115 -37.82800870912, 144.965909481265 -37.828013701208)))",,,20145,20201208141953,22767,Sturt Street between Grant Street and Miles Street
"MULTIPOLYGON (((144.962856179735 -37.800216354099, 144.962852460165 -37.800237602607, 144.9627871834 -37.800230595899, 144.9627908069 -37.800209248404, 144.962856179735 -37.800216354099)))",,,12943,20201208141203,20847,Grattan Street between Swanston Street and Bouverie Street
"MULTIPOLYGON (((144.976177643799 -37.837260777482, 144.976199452385 -37.837255722818, 144.976237314553 -37.837359556384, 144.976215514336 -37.837364636431, 144.976177643799 -37.837260777482)))",,,19601,20201208141917,22472,St Kilda Road between Toorak Road and Slater Street
"MULTIPOLYGON (((144.982741761838 -37.814399521441, 144.982750624485 -37.814347485124, 144.982776609071 -37.814349792119, 144.982771095651 -37.814382241025, 144.982767707159 -37.814401894453, 144.982741761838 -37.814399521441)))",11977W,IAW2,5876,20201223122249,21932,Clarendon Street between George Street and Hotham Street
"MULTIPOLYGON (((144.950714305554 -37.803148493952, 144.950745787013 -37.803152025593, 144.950736991837 -37.803200171943, 144.950705511518 -37.803196639418, 144.950714305554 -37.803148493952)))",C7734,,12561,20201208141141,20990,Queensberry Street between Leveson Street and Errol Street
"MULTIPOLYGON (((144.940314234503 -37.824743924452, 144.940299687312 -37.824796407401, 144.940273064711 -37.824791758418, 144.94028761192 -37.824739275473, 144.940314234503 -37.824743924452)))",,,2549,20201223122242,22124,Hartley Street between Lorimer Street and Westgate Freeway
"MULTIPOLYGON (((144.973054386129 -37.809529896025, 144.973044840058 -37.809587968519, 144.973017106282 -37.809584943488, 144.973026745251 -37.809526880707, 144.973054386129 -37.809529896025)))",,,15618,20201208141454,21553,Nicholson Street between Spring Street and Albert Street
"MULTIPOLYGON (((144.977488658058 -37.816187838649, 144.977484382999 -37.816207829936, 144.977415911129 -37.816198740544, 144.977420221214 -37.816178590353, 144.977488658058 -37.816187838649)))",,,18269,20201208141759,22630,Wellington Parade South between Wellington Crescent and Flinders Street
"MULTIPOLYGON (((144.941960854548 -37.787239831723, 144.941953536693 -37.787189181193, 144.941979421633 -37.787187359845, 144.941986423515 -37.787237857961, 144.941960854548 -37.787239831723)))",,,6289,20201223122249,22587,Manningham Street between Church Street and Heathcote Road
"MULTIPOLYGON (((144.943132036995 -37.807915180232, 144.943109622831 -37.807926331845, 144.943077365916 -37.807885523762, 144.943099691194 -37.807874382318, 144.943132036995 -37.807915180232)))",,,16022,20201208141532,21549,Railway Place between Abbotsford Street and Adderley Street
"MULTIPOLYGON (((144.954290500328 -37.800272651949, 144.954267707757 -37.800290624683, 144.954224490293 -37.800256112238, 144.954247282863 -37.800238139511, 144.954290500328 -37.800272651949)))",,,13008,20201208141207,21124,Wreckyn Street between Flemington Road and Courtney Street
"MULTIPOLYGON (((144.980725344292 -37.818528714083, 144.980791752861 -37.818535866508, 144.980788435766 -37.818555248026, 144.98072202718 -37.818548095599, 144.980725344292 -37.818528714083)))",15141S,,15378,20201223122253,21977,Jolimont Street between Charles Street and Agnes Street
"MULTIPOLYGON (((144.936559121967 -37.815359531768, 144.936502523167 -37.815381138571, 144.936491650305 -37.815363292263, 144.936548124701 -37.815341665261, 144.936559121967 -37.815359531768)))",,,23858,20210616094129,23256,Docklands Drive between Pearl River Road and Docklands Drive
"MULTIPOLYGON (((144.970889338294 -37.800121973549, 144.970880973637 -37.800179616611, 144.970850015456 -37.800196894079, 144.970858329831 -37.800139595304, 144.970889338294 -37.800121973549)))",,,1386,20201223122240,20677,Barkly Street between Canning Street and Rathdowne Street
"MULTIPOLYGON (((144.95689239245 -37.818678023864, 144.956914470067 -37.818671626522, 144.95693759047 -37.818721839219, 144.956915513975 -37.818728236584, 144.95689239245 -37.818678023864)))",1418E,,15011,20201208141418,20189,King Street between Flinders Lane and Collins Street
"MULTIPOLYGON (((144.91582327698 -37.794227934894, 144.915816859392 -37.794264387264, 144.91578816694 -37.794260735284, 144.91579419969 -37.79422415715, 144.91582327698 -37.794227934894)))",,,3316,20201223122244,22845,Speakmen Street between Stockmans Way and Smithfield Road
"MULTIPOLYGON (((144.942221167507 -37.803451854136, 144.942281377853 -37.803458383612, 144.942277308344 -37.803480767062, 144.9422168953 -37.803474215117, 144.942221167507 -37.803451854136)))",,,5190,20201223122248,21041,Munster Terrace between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.96174148554 -37.824665441857, 144.961686387498 -37.824712108738, 144.961667065253 -37.824697880818, 144.961722131142 -37.824651102545, 144.96174148554 -37.824665441857)))",,,13664,20201208141243,22050,City Road between Power Street and Balston Street
"MULTIPOLYGON (((144.965592574228 -37.802061312013, 144.965589212513 -37.802080429198, 144.965521748144 -37.802073109534, 144.965525119946 -37.802053956478, 144.965592574228 -37.802061312013)))",,,10071,20201208140849,20752,Argyle Place North between Lygon Street and Cardigan Street
"MULTIPOLYGON (((144.956666300379 -37.816213271365, 144.956602221717 -37.816231704014, 144.956594149689 -37.816213900004, 144.956658209997 -37.816195473349, 144.956666300379 -37.816213271365)))",2459S,,20230,20201208142002,20088,Bourke Street between William Street and King Street
"MULTIPOLYGON (((144.966940073503 -37.828561478488, 144.966933912174 -37.828581922473, 144.966828564411 -37.828561848146, 144.966770122302 -37.828550711478, 144.966776235155 -37.828530420765, 144.966940073503 -37.828561478488)))",,,14268,20201208141328,22108,Miles Street between Dodds Street and Sturt Street
"MULTIPOLYGON (((144.974095975581 -37.800705854012, 144.974033804743 -37.800699299875, 144.974037237559 -37.800677165594, 144.974099625281 -37.80068376221, 144.974095975581 -37.800705854012)))",,,1429,20201223122240,20601,Owen Street between Nicholson Street and Barrup Street
"MULTIPOLYGON (((144.978910038376 -37.833953723301, 144.978920071908 -37.833903956016, 144.978946230369 -37.833906466072, 144.978936385113 -37.833955413819, 144.978910038376 -37.833953723301)))",,,7586,20201223122251,22263,Domain Street between Bromby Street and Domain Road
"MULTIPOLYGON (((144.957198930404 -37.782559230073, 144.957226039215 -37.782561385454, 144.957219067535 -37.782615158661, 144.95719196776 -37.782613004336, 144.957198930404 -37.782559230073)))",,,14714,20201208141401,22388,The Avenue between Walker Street and Ievers Street
"MULTIPOLYGON (((144.953677640571 -37.807159672916, 144.953703655748 -37.807146795714, 144.95373747682 -37.807190806578, 144.953711463879 -37.807203684727, 144.953677640571 -37.807159672916)))",C7162,,12456,20201208141132,21387,Rosslyn Street between William Street and Howard Street
"MULTIPOLYGON (((144.972555575795 -37.8197388257, 144.97254596673 -37.819759061971, 144.972481946191 -37.819740440691, 144.972490653602 -37.819719942878, 144.972555575795 -37.8197388257)))",,,22364,20201218134551,22188,Boathouse Drive between St Kilda Road and Alexandra Avenue
"MULTIPOLYGON (((144.984988741609 -37.810511317946, 144.984992064896 -37.810490398062, 144.985050281365 -37.810496218272, 144.985046958094 -37.810517138157, 144.984988741609 -37.810511317946)))",,,15544,20201223122254,21587,Albert Street between Powlett Street and Clarendon Street
"MULTIPOLYGON (((144.971496215465 -37.823856812334, 144.971520469825 -37.823846943288, 144.971551026637 -37.823895433013, 144.971526375 -37.823904666201, 144.971496215465 -37.823856812334)))",,,22413,20201218134553,22089,Linlithgow Avenue between St Kilda Road and Government House Drive
"MULTIPOLYGON (((144.965828212742 -37.823906742836, 144.965812327201 -37.823959311472, 144.96578583725 -37.823954207338, 144.965801684143 -37.823901764202, 144.965828212742 -37.823906742836)))",,,20623,20201208142032,22078,Moore Street between Southbank Boulevard and Southern Link Road
"MULTIPOLYGON (((144.954323420911 -37.807435989505, 144.954300124186 -37.807442638283, 144.954281841013 -37.807402905943, 144.95428064623 -37.807400308726, 144.9543039849 -37.807393662482, 144.954323420911 -37.807435989505)))",5463W,,12308,20201208141124,21385,William Street between Capel Street and Rosslyn Street
"MULTIPOLYGON (((144.969183337577 -37.829334232949, 144.969142812987 -37.829346017889, 144.969174703354 -37.829289038799, 144.969212614541 -37.829277963953, 144.969183337577 -37.829334232949)))",9311S,,13789,20201208141250,22103,Coventry Street between St Kilda Road and Wells Street
"MULTIPOLYGON (((144.945598971413 -37.814776927333, 144.945530711498 -37.814796737279, 144.945522443099 -37.81477898859, 144.945590704109 -37.814759179569, 144.945598971413 -37.814776927333)))",,,22610,20201222113445,22549,La Trobe Street between Wurundjeri Way and Harbour Esplanade
"MULTIPOLYGON (((144.984391801616 -37.849177559282, 144.98436355648 -37.849174680313, 144.984372217277 -37.849120568022, 144.984400481631 -37.849123450021, 144.984391801616 -37.849177559282)))",,,5136,20201223122247,22480,Punt Road between High Street and Moubray Street
"MULTIPOLYGON (((144.956944425442 -37.787138259252, 144.956971627243 -37.787137016175, 144.956975986384 -37.787190784914, 144.956948799021 -37.787192203971, 144.956944425442 -37.787138259252)))",,,14813,20201208141407,22380,The Avenue between Leonard Street and Walker Street
"MULTIPOLYGON (((144.980108720879 -37.836549860101, 144.980136674925 -37.836553146883, 144.980126184914 -37.836603249774, 144.980098389843 -37.836600049526, 144.980108720879 -37.836549860101)))",,,3702,20201223122245,22740,Millswyn Street between Toorak Road and St Martins Lane
"MULTIPOLYGON (((144.957555647624 -37.811243782053, 144.95756039377 -37.811254073793, 144.957560552901 -37.811254028791, 144.957566401948 -37.811266713358, 144.957517239725 -37.811280620061, 144.957506757199 -37.811257760152, 144.957555647624 -37.811243782053)))",,,9856,20201208140837,21521,Wills Street between La Trobe Street and A'Beckett Street
"MULTIPOLYGON (((144.94634547598 -37.800681444588, 144.946348958791 -37.800661985869, 144.946401769113 -37.800667694767, 144.946398153847 -37.800687220568, 144.94634547598 -37.800681444588)))",,,4989,20201223122247,21061,Arden Street between Curzon Street and Abbotsford Street
"MULTIPOLYGON (((144.973307524717 -37.79454456087, 144.973307903855 -37.794542489274, 144.973317615185 -37.794488369319, 144.973339433244 -37.79449052912, 144.973333467578 -37.794524318032, 144.973329796964 -37.794546765437, 144.973307524717 -37.79454456087)))",,,1481,20201223122240,20589,Canning Street between Kay Street and Neill Street
"MULTIPOLYGON (((144.964516870136 -37.823832834014, 144.964535153302 -37.82384635501, 144.964488720478 -37.823885864514, 144.964470432819 -37.823872341631, 144.964516870136 -37.823832834014)))",,,21197,20201208142109,22077,Kavanagh Street between Southbank Boulevard and Power Street
"MULTIPOLYGON (((144.960536115228 -37.804165592581, 144.960609186078 -37.804173862024, 144.960605864097 -37.804193052728, 144.960532771707 -37.804184781107, 144.960536115228 -37.804165592581)))",,,10937,20201208140957,20868,Queensberry Street between Bouverie Street and Leicester Street
"MULTIPOLYGON (((144.952816374297 -37.807579777642, 144.95284233708 -37.807567204321, 144.952875766891 -37.807610440823, 144.95284984597 -37.807623060838, 144.952816374297 -37.807579777642)))",C7198,,12430,20201208141131,21388,Rosslyn Street between Howard Street and King Street
"MULTIPOLYGON (((144.953922352109 -37.794857866229, 144.95396224627 -37.794890137486, 144.953943985727 -37.794903695658, 144.953903764949 -37.794871819745, 144.953922352109 -37.794857866229)))",,,3792,20201223122245,22341,Morrah Street between Park Drive and Gatehouse Street
"MULTIPOLYGON (((144.990100321315 -37.81466604244, 144.990108060514 -37.814616120329, 144.990138671161 -37.814619429275, 144.990130927941 -37.81466937475, 144.990100321315 -37.81466604244)))",,,7631,20201223122251,21910,Hotham Street between Hoddle Street and Simpson Street
"MULTIPOLYGON (((144.960369817655 -37.824313124032, 144.960352602782 -37.82436542824, 144.960326225092 -37.824359969761, 144.960343441117 -37.824307665577, 144.960369817655 -37.824313124032)))",,,13627,20201208141241,22182,Queens Bridge Street between Power Street and Kings Way
"MULTIPOLYGON (((144.953863453065 -37.794839871943, 144.953823191228 -37.794807963748, 144.953842520542 -37.794793289581, 144.953882449076 -37.794825588497, 144.953863453065 -37.794839871943)))",,,5524,20201223122248,22341,Morrah Street between Park Drive and Gatehouse Street
"MULTIPOLYGON (((144.949948173485 -37.781943229459, 144.949943888665 -37.781945270845, 144.949915920031 -37.78190948848, 144.949941097972 -37.781897266068, 144.949968617257 -37.781933490295, 144.949948173485 -37.781943229459)))",,,16908,20201208141629,,
"MULTIPOLYGON (((144.964565410228 -37.823926472546, 144.964583725422 -37.823939945425, 144.964537420578 -37.823979550883, 144.964519106518 -37.823966078016, 144.964565410228 -37.823926472546)))",,,21211,20201208142110,22077,Kavanagh Street between Southbank Boulevard and Power Street
"MULTIPOLYGON (((144.953129728096 -37.80346711475, 144.953137904087 -37.803419948736, 144.953166683909 -37.803423146198, 144.95315866324 -37.803470323025, 144.953129728096 -37.80346711475)))",,,5958,20201223122249,20973,Queensberry Street between Howard Street and Chetwynd Street
"MULTIPOLYGON (((144.976615270553 -37.80883451889, 144.976623862002 -37.808783597636, 144.97665089882 -37.808786392656, 144.976642206714 -37.808837797917, 144.976615270553 -37.80883451889)))",,,5392,20201223122248,21567,Morrison Place between Victoria Parade and Albert Street
"MULTIPOLYGON (((144.968453930047 -37.801240446057, 144.968477170723 -37.801106568714, 144.968504167194 -37.80110951988, 144.968480927726 -37.801243396349, 144.968453930047 -37.801240446057)))",,,17990,20201208141741,20546,Drummond Street between Pelham Street and Grattan Street
"MULTIPOLYGON (((144.981232059304 -37.833906838877, 144.981227686069 -37.833928172216, 144.981160681629 -37.833919530849, 144.981165054883 -37.833898197513, 144.981232059304 -37.833906838877)))",20638N,,22519,20201223122254,22227,Domain Road between Millswyn Street and Park Street
"MULTIPOLYGON (((144.970530698499 -37.79894226037, 144.970535062502 -37.798921906752, 144.970596878428 -37.798928663874, 144.970592620973 -37.798948901277, 144.970530698499 -37.79894226037)))",,,2363,20201223122242,20673,Faraday Street between Canning Street and Rathdowne Street
"MULTIPOLYGON (((144.966450416923 -37.80768988724, 144.966419066868 -37.80769914434, 144.966427223474 -37.807650783846, 144.966458550673 -37.807641655217, 144.966450416923 -37.80768988724)))",6251S,,9329,20201208140809,21609,MacKenzie Street between Victoria Street and Russell Street
"MULTIPOLYGON (((144.957048587961 -37.803016272129, 144.957037808592 -37.802993058261, 144.957092190808 -37.802977263253, 144.957102970168 -37.803000478018, 144.957048587961 -37.803016272129)))",5138E,,21424,20201208142124,21116,O'Connell Street between Queensberry Street and Peel Street
"MULTIPOLYGON (((144.946985775955 -37.810411977636, 144.947018550482 -37.810454144554, 144.946993288671 -37.810466517907, 144.946960477723 -37.810424353952, 144.946985775955 -37.810411977636)))",,,11184,20201208141014,21490,Rosslyn Street between Railway Place and Adderley Street
"MULTIPOLYGON (((144.982747978402 -37.815755813188, 144.982754513658 -37.815715710967, 144.982756181494 -37.815706689006, 144.982780839019 -37.815709356271, 144.982772469425 -37.815758463183, 144.982747978402 -37.815755813188)))",,,4697,20201223122246,21937,Clarendon Street between Wellington Parade and George Street
"MULTIPOLYGON (((144.966824952284 -37.824888515813, 144.966853024077 -37.824893786716, 144.966836021698 -37.824950306779, 144.966807805676 -37.824945447021, 144.966824952284 -37.824888515813)))",8489W,,1424,20201208135852,22121,Sturt Street between Southbank Boulevard and Grant Street
"MULTIPOLYGON (((144.97193798553 -37.808960540612, 144.971911317549 -37.808968264904, 144.971905281545 -37.808955147037, 144.971931949546 -37.808947421845, 144.97193798553 -37.808960540612)))",,,8493,20201208140720,21848,Spring Street between Lonsdale Street and Little Lonsdale Street
"MULTIPOLYGON (((144.966267568274 -37.799962870864, 144.966293520116 -37.799965794578, 144.966284623301 -37.800016168193, 144.966258824298 -37.800013261534, 144.966267568274 -37.799962870864)))",,,1229,20201223122240,20758,Dorrit Street between Grattan Street and Faraday Street
"MULTIPOLYGON (((144.939656925461 -37.820330869881, 144.93958733391 -37.820314211399, 144.93959518818 -37.820293592158, 144.939664772326 -37.820310271232, 144.939656925461 -37.820330869881)))",,,22651,20210203112511,23378,Collins Street between Sailmaker Way and North Wharf Road
"MULTIPOLYGON (((144.973012754086 -37.79510272065, 144.972936815586 -37.79509451777, 144.972939898649 -37.795076786054, 144.973015946236 -37.795084736676, 144.973012754086 -37.79510272065)))",,,11502,20201208141039,20573,Kay Street between Canning Street and Rathdowne Street
"MULTIPOLYGON (((144.959598935244 -37.804525206096, 144.959576718976 -37.8045315223, 144.959555438771 -37.804485508072, 144.959578099175 -37.804479066194, 144.959598935244 -37.804525206096)))",,,10612,20201208140928,20456,Berkeley Street between Leicester Street and Queensberry Street
"MULTIPOLYGON (((144.94926538387 -37.803116646677, 144.949269255956 -37.803095533784, 144.949336676838 -37.803102793515, 144.949332822948 -37.80312394728, 144.94926538387 -37.803116646677)))",,,4896,20201223122247,20999,Queensberry Street between Errol Street and Curzon Street
"MULTIPOLYGON (((144.937670275331 -37.815785015806, 144.937601648679 -37.815811120188, 144.937594159312 -37.81579875109, 144.937593959562 -37.81579830977, 144.937593787796 -37.815797862348, 144.937593664916 -37.815797405193, 144.937593591828 -37.815796941678, 144.937593569071 -37.81579647522, 144.937593596813 -37.81579600926, 144.93759367485 -37.815795547234, 144.937593802605 -37.815795092549, 144.937593979136 -37.815794648558, 144.937594203143 -37.815794218537, 144.937594472972 -37.815793805656, 144.937594786634 -37.815793412961, 144.937595141815 -37.815793043347, 144.937595535896 -37.81579269954, 144.937595965971 -37.815792384076, 144.937596428868 -37.815792099282, 144.937596921173 -37.815791847257, 144.937597449157 -37.815791646199, 144.937653685764 -37.815770196539, 144.937654223211 -37.815769994952, 144.937654789457 -37.815769848739, 144.937655370154 -37.815769742835, 144.937655960776 -37.815769678066, 144.937656556721 -37.815769654936, 144.937657153343 -37.815769673626, 144.937657745994 -37.81576973399, 144.937658330054 -37.815769835557, 144.937658900971 -37.815769977537, 144.937659454296 -37.815770158822, 144.937659985717 -37.815770378, 144.937660491092 -37.815770633363, 144.937660966482 -37.815770922919, 144.937661408182 -37.815771244414, 144.93766181275 -37.815771595341, 144.937662177034 -37.815771972965, 144.937662498193 -37.815772374343, 144.937662793348 -37.815772789226, 144.937670275331 -37.815785015806)))",13824N,AUN1,23407,20210413090427,23275,Augusta Avenue between Pearl River Road and Wattle Road
"MULTIPOLYGON (((144.94801254213 -37.806155946848, 144.947967354498 -37.806125056565, 144.947988249131 -37.806105686752, 144.94803276989 -37.806136992563, 144.94801254213 -37.806155946848)))",,,4388,20201223122246,22667,Hawke Street between Spencer Street and Miller Street
"MULTIPOLYGON (((144.95812861661 -37.801870727055, 144.958120019239 -37.801919872352, 144.958090777032 -37.801916650966, 144.958099363578 -37.801867569466, 144.95812861661 -37.801870727055)))",,,10712,20201208140934,22502,Pelham Street between Berkeley Street and Elizabeth Street
"MULTIPOLYGON (((144.966211771493 -37.827618399228, 144.966195902266 -37.827670970866, 144.966169377216 -37.827665978846, 144.96618524646 -37.827613407212, 144.966211771493 -37.827618399228)))",8426E,,20109,20201208141951,22767,Sturt Street between Grant Street and Miles Street
"MULTIPOLYGON (((144.901741022284 -37.828362357109, 144.90179044543 -37.82838592208, 144.901774937879 -37.828405861539, 144.901725691708 -37.828381623842, 144.901741022284 -37.828362357109)))",,,2805,20201223122242,22168,Lorimer Street between West Gate Bridge and Todd Road
"MULTIPOLYGON (((144.945618916596 -37.795050437833, 144.945551484658 -37.795042707248, 144.9455550849 -37.795022530544, 144.945622500779 -37.795030348261, 144.945618916596 -37.795050437833)))",,,18308,20201208141802,21233,Erskine Street between Abbotsford Street and Dryburgh Street
"MULTIPOLYGON (((144.973924782732 -37.802982186044, 144.97391580395 -37.803035773362, 144.973888793584 -37.803032922319, 144.973897744053 -37.802979332713, 144.973924782732 -37.802982186044)))",,,23933,20210531120655,22501,Nicholson Street between Victoria Street and Carlton Street
"MULTIPOLYGON (((144.950027530449 -37.781617336967, 144.950061080754 -37.781606234422, 144.950081652214 -37.781646280354, 144.950061329993 -37.781652938723, 144.950060774432 -37.781653115816, 144.950060194824 -37.78165323797, 144.950059603652 -37.781653319674, 144.950059005367 -37.781653360314, 144.950058404478 -37.781653359582, 144.950057805509 -37.781653317484, 144.950057212972 -37.781653234338, 144.950056631331 -37.78165311077, 144.950056064967 -37.78165294771, 144.950055518146 -37.781652746387, 144.950054994986 -37.781652508318, 144.950054499429 -37.781652235294, 144.950054035207 -37.781651929374, 144.950053605817 -37.781651592861, 144.950053214492 -37.78165122829, 144.950052864182 -37.781650838407, 144.950052557524 -37.781650426149, 144.950052277641 -37.781650001035, 144.950036517461 -37.781620296951, 144.950036239544 -37.78161987453, 144.95003593542 -37.781619464696, 144.950035588167 -37.781619076903, 144.950035200369 -37.781618714035, 144.950034774908 -37.781618378789, 144.950034314948 -37.781618073659, 144.950033823911 -37.781617800914, 144.950033305446 -37.781617562582, 144.950032763409 -37.781617360435, 144.950032201831 -37.781617195976, 144.950031624888 -37.781617070428, 144.95003103687 -37.781616984724, 144.950030442148 -37.781616939503, 144.950029845146 -37.7816169351, 144.950029250303 -37.781616971548, 144.950028662042 -37.781617048575, 144.950028084737 -37.78161716561, 144.950027530449 -37.781617336967)))",,,16845,20201208141626,30702,Upfield Railway
"MULTIPOLYGON (((144.982783074467 -37.836915380268, 144.982773349189 -37.836963002062, 144.982753377366 -37.836960382571, 144.982763252381 -37.836912770555, 144.982783074467 -37.836915380268)))",,,6413,20201223122249,22242,Leopold Street between Toorak Road and Domain Road
"MULTIPOLYGON (((144.964883719086 -37.803718736859, 144.964887686503 -37.803695976796, 144.964948415784 -37.803702639739, 144.964944471146 -37.803725274033, 144.964883719086 -37.803718736859)))",,,11520,20201208141041,20506,Cardigan Street between Queensberry Street and Argyle Place South
"MULTIPOLYGON (((144.966376882855 -37.822863546698, 144.966413229488 -37.822846990874, 144.96639496303 -37.822899821277, 144.96635847564 -37.822916785599, 144.966376882855 -37.822863546698)))",8779W,,18381,20201208141806,22070,Kavanagh Street between Sturt Street and Southbank Boulevard
"MULTIPOLYGON (((144.953511588479 -37.806982134868, 144.953507547727 -37.807005071652, 144.95345152104 -37.80699912525, 144.953455682425 -37.80697593373, 144.953511588479 -37.806982134868)))",5812E,,14225,20201208141326,21382,Howard Street between Rosslyn Street and William Street
"MULTIPOLYGON (((144.984385878487 -37.842885804378, 144.984374686611 -37.84293912902, 144.984347789442 -37.842935578346, 144.984358980176 -37.842882254588, 144.984385878487 -37.842885804378)))",,,17371,20201208141659,22751,Intersection of Pasley Street and Pasley Street South
"MULTIPOLYGON (((144.968096152686 -37.797115645929, 144.968092492402 -37.797137072285, 144.968023048476 -37.797129576657, 144.968026708779 -37.797108150303, 144.968096152686 -37.797115645929)))",,,17989,20201208141741,20689,Elgin Street between Drummond Street and Lygon Street
"MULTIPOLYGON (((144.984633331001 -37.841706756764, 144.984622226998 -37.841759664803, 144.984595331426 -37.841756112415, 144.984606434311 -37.841703204359, 144.984633331001 -37.841706756764)))",,,17336,20201208141656,22752,Pasley Street between Pasley Street North and Pasley Street South
"MULTIPOLYGON (((144.97534935917 -37.794566805167, 144.975327412597 -37.794564648936, 144.975333605854 -37.794524404166, 144.975356094929 -37.79452661388, 144.97534935917 -37.794566805167)))",,,2383,20201223122242,20884,Nicholson Street between Kay Street and Princes Street
"MULTIPOLYGON (((144.94288652835 -37.788262111328, 144.942851100692 -37.788233933644, 144.94283727109 -37.78822278965, 144.942855250404 -37.78820922828, 144.94290443605 -37.788248511752, 144.94288652835 -37.788262111328)))",,,8045,20201223122252,22413,Manningham Street between Southgate Street and Church Street
"MULTIPOLYGON (((144.957753195595 -37.796403919154, 144.957746480123 -37.796458112157, 144.957722134712 -37.796456709485, 144.957728769767 -37.796402426774, 144.957753195595 -37.796403919154)))",,,8196,20201223122252,22608,Royal Parade between Morrah Street and Story Street
"MULTIPOLYGON (((144.951623123117 -37.805311583892, 144.951627083947 -37.805288555665, 144.951683756112 -37.805294725023, 144.951679696841 -37.80531790474, 144.951623123117 -37.805311583892)))",,,3062,20201223122244,20979,Victoria Street between Chetwynd Street and Leveson Street
"MULTIPOLYGON (((144.941269017607 -37.800826746387, 144.941272136147 -37.800807284169, 144.941334610033 -37.800814182607, 144.941331139441 -37.800833603526, 144.941269017607 -37.800826746387)))",,,5746,20201223122248,21300,Barwise Street from Laurens Street
"MULTIPOLYGON (((144.946056096408 -37.800060034359, 144.946079648313 -37.800062809821, 144.946070978076 -37.800109469252, 144.94604736538 -37.800106837816, 144.946056096408 -37.800060034359)))",,,21668,20201208142139,21156,Abbotsford Street between Arden Street and O'Shanassy Street
"MULTIPOLYGON (((144.953464582889 -37.79924361839, 144.953441172885 -37.799261992978, 144.953397254982 -37.799226764243, 144.953420664985 -37.799208389664, 144.953464582889 -37.79924361839)))",,,13201,20201208141217,21141,Villiers Street between Flemington Road and Courtney Street
"MULTIPOLYGON (((144.957334545322 -37.793641667466, 144.957406891565 -37.793647365072, 144.957404062341 -37.793668489174, 144.957331633638 -37.793662939731, 144.957334545322 -37.793641667466)))",,,4828,20201223122247,22360,Degraves Street between Royal Parade and Fitzgibbon Street
"MULTIPOLYGON (((144.962080075824 -37.80344035865, 144.962071381842 -37.803489510692, 144.962047204655 -37.80348681771, 144.962055815376 -37.803437761556, 144.962080075824 -37.80344035865)))",,,11758,20201208141054,20464,Bouverie Street between Queensberry Street and Lincoln Square South
"MULTIPOLYGON (((144.942389431111 -37.802857901504, 144.94232959188 -37.80285029446, 144.942333857226 -37.802824740492, 144.94239373491 -37.802832352711, 144.942389431111 -37.802857901504)))",,,5424,20201223122248,21041,Munster Terrace between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.970286385647 -37.799383050104, 144.970156790829 -37.800135389593, 144.970132060704 -37.800132594126, 144.97026165463 -37.799380254651, 144.970286385647 -37.799383050104)))",,,16972,20210407152708,20561,Rathdowne Street between Carlton Street and Faraday Street
