OBJECTID,MXUNITID,MXSITEID,COMPKEY,COMPTYPE,UNITID,UNITID2,PARALLEL_LINE_NBR,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,ASSET_ID,SUBAREA,Shape,MATERIAL,UPSTREAM_IL,DOWNSTREAM_IL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,GIS_ID,FIELD_TEAM,WS_CONSTRUCTION_FILE,DATE_OF_CONSTRUCTION,EPMS_SEC_NO,ASCONST_PLAN_NO,SKETCH_PLAN_NO,SOURCE,METHOD_OF_CAPTURE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS,MI_PRINX
25,,,226532,5049907,A013-01105BAS,A013-01364BAS,,AQDUCT,T,BUNYIP MAIN RACE,A013,,,EARTH,127.73,127.75,261.92,0,,,A013-011,TARAGO,,1/1/1953 12:00:00 AM,,,A13-2,,,10/17/2011 2:39:00 PM,7/23/2019 3:46:21 PM,IN,,,,12200
26,,,238723,5049902,A013-00804BAS,A013-00824BAS,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,RC,128.06,128.06,18.22,600,,,A013-005,TARAGO,,1/1/1953 12:00:00 AM,,,A13-1,,,10/17/2011 2:38:59 PM,7/23/2019 3:24:45 PM,IN,,,,12195
27,,,226533,5049904,A013-00824BAS,A013-00945BAS,,AQDUCT,T,BUNYIP MAIN RACE,A013,,,EARTH,128.06,128.05,118.72,0,,,A013-007,TARAGO,,1/1/1953 12:00:00 AM,,,A13-2,,,10/17/2011 2:38:59 PM,7/23/2019 3:24:46 PM,IN,,,,12196
28,,,238748,5050040,A013B-00804BAS,A013B-00824BAS,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,MS,128.06,128.06,18.22,600,,,A013-006,TARAGO,,1/1/1953 12:00:00 AM,,,A13-1,,,10/17/2011 2:39:08 PM,7/23/2019 3:24:46 PM,IN,,,,12264
29,,,237689,10215911,M420-17483BR,M420SA-17483V,,OFTAKE,S,TARAGO - WESTERN PORT MAIN,M420,,,MSCL,0,0,2.71,100,SAND,1/1/1979 12:00:00 AM,M420-027-A,WESTERNPORT,520/420/0017,8/1/1975 12:00:00 AM,,M420/114224B,M420-10,,,10/17/2011 2:54:08 PM,10/30/2019 3:11:17 PM,IN,,,,18807
30,,,237688,10215913,M420-17487BR,M420SA-17487V,,OFTAKE,S,TARAGO - WESTERN PORT MAIN,M420,,,MSCL,0,0,2.71,300,SAND,1/1/1979 12:00:00 AM,M420-028-A,WESTERNPORT,520/420/0017,8/1/1975 12:00:00 AM,,M420/114224B,M420-10,,,10/17/2011 2:54:08 PM,10/30/2019 3:11:17 PM,IN,,,,18810
31,,,237983,10216040,M420SA-17487V,M420SA-17487BE,,OFTAKE,S,TARAGO - WESTERN PORT MAIN,M420,,,MSCL,0,0,2.71,300,SAND,1/1/1979 12:00:00 AM,M420-028-B,WESTERNPORT,520/420/0017,8/1/1975 12:00:00 AM,,M420/114224B,M420-10,,,10/17/2011 2:54:09 PM,10/30/2019 3:11:18 PM,IN,,,,18811
32,,,239027,5025762,A013-00000ST,A013-00056TNL,,TUNNEL,T,BUNYIP MAIN RACE,A013,,,CONC,129.44,128.62,56.66,0,,,A013-001-1,TARAGO,,1/1/1926 12:00:00 AM,,,,,,10/17/2011 2:38:58 PM,7/23/2019 2:50:51 PM,IN,,,,12192
33,,,237982,10216039,M420SA-17483V,M420SA-17483BE,,OFTAKE,S,TARAGO - WESTERN PORT MAIN,M420,,,MSCL,0,0,2.71,100,SAND,1/1/1979 12:00:00 AM,M420-027-B,WESTERNPORT,520/420/0017,8/1/1975 12:00:00 AM,,M420/114224B,M420-8,,,10/17/2011 2:54:08 PM,10/30/2019 3:11:18 PM,IN,,,,18808
34,,,231812,10215912,M420-17487BR,M420-18336AG,,MAINBG,T,TARAGO - WESTERN PORT MAIN,M420,,,MS,0,0,817.95,1050,SAND,1/1/1979 12:00:00 AM,M420-029,WESTERNPORT,520/420/0017,8/1/1975 12:00:00 AM,,M420/114224B,M420-10,,,10/17/2011 2:54:09 PM,10/30/2019 3:11:19 PM,IN,,,,18812
35,,,237302,10272257,WR004-01770BR,WR004F-HY13,,OFTAKE,S,DANDENONG NORTH RESERVOIR,R004,,,MS,0,0,32.69,100,,,R004-009,SURREY HILLS,,1/1/1980 12:00:00 AM,,R4/219,WR4,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,10/5/2015 12:17:36 PM,IN,,,,29478
36,,,1001879,10272256,WR004-01770BR,WR004F-HY14,,OFTAKE,S,DANDENONG NORTH RESERVOIR,R004,,,MS,0,0,110.2,100,,,R004-008,SURREY HILLS,,1/1/1980 12:00:00 AM,,R4/219,WR4,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,6/12/2014 12:00:00 AM,IN,,,,32075
37,,,226534,5049901,A013-00338BAS,A013-00804BAS,,AQDUCT,T,BUNYIP MAIN RACE,A013,,,EARTH,127.84,128.06,460.15,0,,,A013-004,TARAGO,,1/1/1953 12:00:00 AM,,,A13-1,,,10/17/2011 2:38:59 PM,7/23/2019 3:24:45 PM,IN,,,,12194
38,,,229120,10273011,WR086-WS-TAN1,WR086V-AA,,CROSS,S,PLENTY RESERVOIR,R086,,,MS,0,0,3.17,900,,,R086-066,PRESTON,,1/1/1980 12:00:00 AM,,R86/101,WR86,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,1/31/2019 3:49:54 PM,IN,,,,29260
39,,,229652,10272055,WR086-01060RED,WR086-01080BR,,INLET,S,PLENTY RESERVOIR,R086,,,MS,0,0,19.09,825,,,R086-061,PRESTON,,1/1/1980 12:00:00 AM,,R86/101,WR86,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,1/31/2019 3:49:55 PM,IN,,,,29255
40,,,229653,10272056,WR086-01080BR,WR086-01090BE,,INLET,S,PLENTY RESERVOIR,R086,,,MS,0,0,0.46,825,,,R086-062,PRESTON,,1/1/1980 12:00:00 AM,,R86/101,WR86,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,1/31/2019 3:49:54 PM,IN,,,,29256
41,,,230142,5050305,M041-06613AG,M039-00011DATE,,MAINAG,T,MERRI CK - NORTHCOTE-PUNT RD,M041,,,MS,0,2.664,114.5,600,AIR,1/1/1996 12:00:00 AM,M041-043,SURREY HILLS,,1/1/1996 12:00:00 AM,,,M41-3,,,10/17/2011 12:00:00 AM,8/9/2016 4:37:53 PM,IN,,,BRIDGE CROSSING YARRA RIVER,32386
42,,,1001997,0,M022-08310BR,M022-08374DATE,,MAINBG,T,MITCHAM-NOTTING HILL MAIN,M022,,,MSCL,86.75,83.56,62.18,800,CLAY,,M022-049,SURREY HILLS,,6/2/2006 12:00:00 AM,,4860/38/045,M22-5,,,10/20/2015 12:00:00 AM,10/20/2015 4:44:01 PM,IN,,,CEMENT LINED,32082
43,,,1001996,0,M022-08305DATE,M022-08310BR,,MAINBG,T,MITCHAM-NOTTING HILL MAIN,M022,,,MS,0,86.75,4.48,800,CLAY,,M022-047,SURREY HILLS,,6/2/2006 12:00:00 AM,,4860/38/045,M22-5,,,10/20/2015 12:00:00 AM,10/20/2015 4:44:01 PM,IN,,,,32083
44,,,231066,10217054,WG002V-E,M022-08305DATE,,MAINBG,T,MITCHAM-NOTTING HILL MAIN,M022,,,MS,0,86.75,1,825,CLAY,1/1/1974 12:00:00 AM,M022-047,SURREY HILLS,520/022/0003,1/1/1985 12:00:00 AM,,M21/69,M22-5,,,10/17/2011 12:00:00 AM,12/5/2014 12:00:00 AM,IN,,,,32084
45,,,228882,10212145,M022-08305DATE,WG002V-J,,CROSS,S,BLACKBURN RD - NOTTING HILL,M021,,,MSCL,86.17,86.17,2,450,SS&C,1/1/1983 12:00:00 AM,M21B-002-B,SURREY HILLS,520/021/0031,1/1/1984 12:00:00 AM,,M21/69,M21B-1,,,10/17/2011 12:00:00 AM,10/20/2015 1:54:18 PM,IN,,,,32085
46,,,292578,0,WH001-WS-RES,WH001-01005BR,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,1.76,900,UNKN,,H001-059,MAROONDAH,,,,,WH001,,,10/17/2011 2:41:16 PM,12/5/2017 1:53:30 PM,IN,,,,13235
47,,,292588,0,WH001-01005BR,WH001OSTNV-A,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,0.55,900,UNKN,,H001-060,MAROONDAH,,,,,WH001,,,10/17/2011 2:41:16 PM,12/5/2017 1:53:34 PM,IN,,,,13236
48,,,227398,10217158,WH020V-U,M190-14009BR,,BYPASS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,16.8,450,CLAY,1/1/1960 12:00:00 AM,M190-003-E,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:58 PM,8/25/2016 2:21:56 PM,IN,,,,16215
49,,,227397,10217157,WH020V-T,M190SC-01012BR,,BYPASS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,1.58,450,CLAY,1/1/1960 12:00:00 AM,M190-003-C,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:58 PM,8/25/2016 2:21:52 PM,IN,,,,16213
50,,,227786,10214596,M190SC-01008BR,WH020V-BE,,BYPASS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,4.17,450,CLAY,1/1/1960 12:00:00 AM,M190-003-AA,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:57 PM,8/25/2016 2:21:53 PM,IN,,,,16210
51,,,228611,10217154,WH020V-Q,M190SC-02015BR,,CROSS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,6.21,825,CLAY,1/1/1960 12:00:00 AM,M190-004-AB,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:56 PM,8/25/2016 2:21:54 PM,IN,,,,16204
52,,,236878,5050804,M190-14110BR,M190-14099RED,,MAINBG,T,YAN YEAN-EPPING MAIN,M190,,,MS,0,0,12.77,2100,CLAY,1/1/1960 12:00:00 AM,M190-002,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,,WH20-1,,,10/17/2011 2:47:58 PM,8/25/2016 2:21:55 PM,IN,,,,16218
53,,,236877,5050802,M190-14009BR,M190-13991BR,,MAINBG,T,YAN YEAN-EPPING MAIN,M190,,,MS,0,0,18.02,1700,CLAY,1/1/1960 12:00:00 AM,M190-010,CIVIL MAINTENANCE,,1/1/1960 12:00:00 AM,,,WH20-1,,,10/17/2011 12:00:00 AM,8/25/2016 2:21:52 PM,IN,,,,30998
54,,,237485,10214593,M190-14110BR,M190SB-02002BE,,OFTAKE,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,1.99,1150,CLAY,1/1/1960 12:00:00 AM,M190-001-B,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:58 PM,8/25/2016 2:21:58 PM,IN,,,,16219
55,,,228325,10214602,M190SC-03002BR,M190SC-04001BE,,CONN,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,0.9,450,CLAY,1/1/1960 12:00:00 AM,M190-004-C,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:57 PM,8/25/2016 2:21:58 PM,IN,,,,16207
56,,,232737,10214585,M190-14046BR,M190-14040BR,,MAINBG,T,YAN YEAN-EPPING MAIN,M190,,,MS,0,0,4.51,1700,CLAY,1/1/1960 12:00:00 AM,M190-008,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:55 PM,8/25/2016 2:21:55 PM,IN,,,,16197
57,,,232738,10214586,M190-14050BR,WH020V-R,,MAINBG,T,YAN YEAN-EPPING MAIN,M190,,,MS,0,0,1.87,825,CLAY,1/1/1960 12:00:00 AM,M190-006,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:56 PM,8/25/2016 2:21:57 PM,IN,,,,16199
58,,,228330,10214599,M190SC-02003BR,M190SC-03002BR,,CONN,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,1.95,450,CLAY,1/1/1960 12:00:00 AM,M190-004-B,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:56 PM,8/25/2016 2:21:51 PM,IN,,,,16205
59,,,227784,10214587,M190-14050BR,WH020V-S,,BYPASS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,4.67,225,CLAY,1/1/1960 12:00:00 AM,M190-005-A,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:56 PM,8/25/2016 2:21:59 PM,IN,,,,16201
60,,,228334,10214548,M190SC-02015BR,M190SC-04015BE,,CONN,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,2.79,450,CLAY,1/1/1960 12:00:00 AM,M190-008-B,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:55 PM,8/25/2016 2:21:53 PM,IN,,,,16195
61,,,232735,10214588,M190-14054BR,M190-14050BR,,MAINBG,T,YAN YEAN-EPPING MAIN,M190,,,MS,0,0,3.83,1700,CLAY,1/1/1960 12:00:00 AM,M190-005,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:56 PM,8/25/2016 2:21:55 PM,IN,,,,16202
62,,,227396,10217156,WH020V-S,M190-14046BR,,BYPASS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,4.39,225,CLAY,1/1/1960 12:00:00 AM,M190-005-B,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:56 PM,8/25/2016 2:21:52 PM,IN,,,,16200
63,,,227785,10214591,M190-14059BR,M190SC-01008BR,,BYPASS,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,7.49,450,CLAY,1/1/1960 12:00:00 AM,M190-003-A,CIVIL MAINTENANCE,,7/19/1976 12:00:00 AM,,M190/74,WH20-1,,,10/17/2011 2:47:58 PM,8/25/2016 2:21:58 PM,IN,,,,16216
64,,,292580,0,WH001OSTNV-E,WH001-01009BR,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,11.77,900,UNKN,,H001-070,MAROONDAH,,,,,WH001,,,10/17/2011 2:41:17 PM,12/5/2017 1:53:31 PM,IN,,,,13246
65,,,292589,0,WH001-01009BR,WH001OSTNV-G,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,6.2,900,UNKN,,H001-071,MAROONDAH,,,,,WH001,,,10/17/2011 2:41:17 PM,12/5/2017 1:53:34 PM,IN,,,,13247
66,,,292579,0,WH001-01009BR,WH001OSTNV-F,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,4.37,300,UNKN,,H001-072,MAROONDAH,,,,,WH001,,,10/17/2011 2:41:18 PM,12/5/2017 1:53:31 PM,IN,,,,13248
67,,,292590,0,WH001OSTNV-F,WH001OSTNV-H,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,6.23,300,UNKN,,H001-073,MAROONDAH,,,,,WH001,,,10/17/2011 2:41:18 PM,12/5/2017 1:53:35 PM,IN,,,,13249
68,,,292591,0,WH001-01007BR,WH001OSTNV-E,,MAINBG,S,SUGARLOAF DAM,H001,,,MSCL,0,0,407.83,900,UNKN,,H001-068,MAROONDAH,,,,,WH001,,,10/17/2011 12:00:00 AM,12/5/2017 1:53:35 PM,IN,,,,33043
69,,,230397,10213736,M039-09681AG,M039-09922SLV,,MAINBG,T,NORTHCOTE - PUNT RD,M039,,,MS,0,0,140.99,600,SAND,1/1/1967 12:00:00 AM,M041-062,SURREY HILLS,520/041/0013,7/20/1971 12:00:00 AM,,M39/32,M41/39-5,,,10/17/2011 12:00:00 AM,11/10/2017 12:00:00 AM,IN,,,,33375
70,,,1020720,10213736,M039-09625BR,M039-09681AG,,MAINAG,T,NORTHCOTE - PUNT RD,M039,,,MS,0,0,55.97,600,SAND,1/1/1967 12:00:00 AM,M041-062,SURREY HILLS,520/041/0013,7/20/1971 12:00:00 AM,,M39/32,M41/39-5,,,10/17/2011 12:00:00 AM,11/10/2017 12:00:00 AM,IN,,,,33376
71,,,232901,10214492,M182-05109BR,M182-05369BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,261.18,600,CLAY,1/1/1961 12:00:00 AM,M182-038,PRESTON,520/182/0017,1/1/1961 12:00:00 AM,,,M182-3,,,10/17/2011 2:47:35 PM,2/4/2019 11:26:07 AM,IN,,,,16050
72,,,232892,10214498,M182-05590BR,M182-05989BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,399.38,600,CLAY,1/1/1961 12:00:00 AM,M182-040,PRESTON,520/182/0017,1/1/1961 12:00:00 AM,,,M182-4,,,10/17/2011 2:47:36 PM,2/4/2019 11:26:08 AM,IN,,,,16058
73,,,232903,10214480,M182-03735RED,M182-03736BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,0.5,600,CLAY,1/1/1969 12:00:00 AM,M182-027,PRESTON,520/182/0017,1/1/1969 12:00:00 AM,,M182/39,M182-3,,,10/17/2011 2:47:32 PM,2/4/2019 11:12:12 AM,IN,,,,16034
74,,,236921,5050762,M182-09995DATE,M182-10047AG,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,53.1,600,CLAY,1/1/1974 12:00:00 AM,M182-055,PRESTON,,1/1/1974 12:00:00 AM,,,M182-6,,,10/17/2011 2:47:39 PM,2/4/2019 12:02:01 PM,IN,,,,16085
75,,,232899,10214494,M182-05369BR,M182-05507BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,137.99,600,CLAY,1/1/1961 12:00:00 AM,M182-039,PRESTON,520/182/0017,1/1/1961 12:00:00 AM,,,M182-3,,,10/17/2011 2:47:35 PM,2/4/2019 11:26:11 AM,IN,,,,16054
76,,,230170,5051489,M418-14122AG,M418-14150AG,,MAINAG,T,BEACONSFIELD - LANGWARRIN MAIN,M418,,,MS,0,0,6.78,1050,CLAY,1/1/1959 12:00:00 AM,M418-069,SILVAN,,1/1/1959 12:00:00 AM,,,M418-8,,,10/17/2011 2:53:43 PM,9/3/2018 12:36:39 PM,IN,,,,18640
77,,,238196,10283790,WH080-02800BR,WH080-02900BR,,OUTLET,S,THOMSON DAM,H080,,,MS,296,295.1,28.03,2400,,,M895-004-EA,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/31,TD/C/2678,WH80-6,,,10/17/2011 12:00:00 AM,12/6/2014 12:00:00 AM,IN,,,,33266
78,,,1020459,10283790,WH080-02900BR,WH080-03180RED,,OUTLET,S,THOMSON DAM,H080,,,MS,296,295.1,8.8,2400,,,M895-004-EA,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/31,TD/C/2678,WH80-6,,,10/17/2011 12:00:00 AM,12/6/2014 12:00:00 AM,IN,,,,33267
79,,,238199,10283793,WH080OSV-E,WH080-02960SC,,OUTLET,S,THOMSON DAM,H080,,,MSCL,296.12,296.12,2.7,150,,,M895-004-AB,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/31,TD/M/3104,WH80-1,,,10/17/2011 12:00:00 AM,7/25/2018 4:08:15 PM,IN,,,,31655
80,,,226980,10283796,WH080-02620BR,WH080OSV-B,,BYPASS,S,THOMSON DAM,H080,,,MS,0,0,1.32,225,,,M895-004-BA,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/31,TD/M/3104,WH80-6,,,10/17/2011 12:00:00 AM,7/25/2018 11:31:56 AM,IN,,,,31657
81,,,238195,10283789,WH080-02800BR,WH080-02820BE,,OUTLET,S,THOMSON DAM,H080,,,MS,296,296,10.3,2400,,,M895-004-F,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/31,TD/C/2678,WH80-6,,,10/17/2011 12:00:00 AM,7/25/2018 11:31:57 AM,IN,,,,31667
82,,,230111,5050649,M158-05974AG,M158-06118AG,,MAINAG,T,SURREY HILLS - ROSANNA,M158,,,MS,19.85,20.12,53.48,1150,CRK,1/1/1980 12:00:00 AM,M158-017,SURREY HILLS,,1/1/1980 12:00:00 AM,,,M113-8,,,10/17/2011 2:46:44 PM,9/3/2018 12:36:38 PM,IN,,,CULVERT FOR ROAD CROSSING,15692
83,,,230141,5051137,M281-24325AG,M281-24357AG,,MAINAG,T,CARDINIA-DAND'G-NOTTING HILL M,M281,,,MS,0,0,32.31,1700,SNC,1/1/1974 12:00:00 AM,M281-040,SURREY HILLS,,1/1/1976 12:00:00 AM,,,M281-13,,,10/17/2011 2:51:27 PM,9/3/2018 12:36:38 PM,IN,,,,17694
84,,,230164,5051476,M418-04807AG,M418-04816AG,,MAINAG,T,BEACONSFIELD - LANGWARRIN MAIN,M418,,,MS,0,0,5.9,1050,CLAY,1/1/1959 12:00:00 AM,M418-032,SILVAN,,1/1/1959 12:00:00 AM,,,M418-3,,,10/17/2011 2:53:32 PM,9/3/2018 12:36:38 PM,IN,,,,18565
85,,,230157,5051481,M418-05672AG,M418-05726AG,,MAINAG,T,BEACONSFIELD - LANGWARRIN MAIN,M418,,,MS,0,0,55.38,1050,CLAY,1/1/1982 12:00:00 AM,M418-036-1,SILVAN,,1/1/1982 12:00:00 AM,,,M418-4,,,10/17/2011 2:53:33 PM,9/3/2018 12:36:39 PM,IN,,,,18572
86,,,231500,10215326,M333-07525BR,M333-07524BR,,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,M333,,,MS,188.98,177.87,0.67,1150,CRK,1/1/1978 12:00:00 AM,M333-018-2,PRESTON,,1/1/1978 12:00:00 AM,,M333/44,M333-3,,,10/17/2011 2:52:13 PM,9/13/2016 3:28:06 PM,IN,,,,18019
87,,,231499,10215330,M333-08705CON,M333-07529BR,,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,M333,,,MS,188.98,177.87,1214.74,1150,CRK,1/1/1978 12:00:00 AM,M333-018,PRESTON,,1/1/1978 12:00:00 AM,,M333/51,M333-3,,,10/17/2011 2:52:03 PM,9/13/2016 3:28:07 PM,IN,,,,17949
88,,,234364,10262454,M102SQ-01050BR,M102V-AJ,,MAINBG,T,NORTH ESSENDON-FOOTSCRAY MAIN,M102,,,MSCL,0,0,0.55,450,CRK,,022,PRESTON,,2/17/2012 12:00:00 AM,,M102/C/239,M102-5,AS CONSTRUCTED,DIGITISED,5/15/2013 12:00:00 AM,2/4/2019 10:49:04 AM,IN,,,,24638
89,,,234363,10262453,M102-12797BR,M102SQ-01050BR,,MAINBG,T,NORTH ESSENDON-FOOTSCRAY MAIN,M102,,,MSCL,0,0,7.23,450,CRK,,021,PRESTON,,2/17/2012 12:00:00 AM,,M102/C/239,M102-5,AS CONSTRUCTED,DIGITISED,5/15/2013 12:00:00 AM,2/4/2019 10:49:04 AM,IN,,,,24637
90,,,235149,10262422,M102-12772BR,M102-12797BR,,MAINBG,T,NORTH ESSENDON-FOOTSCRAY MAIN,M102,,,MSCL,18.47,0,25.28,900,CRK,,019,PRESTON,,2/17/2012 12:00:00 AM,,M102/C/239,M102-5,AS CONSTRUCTED,DIGITISED,5/15/2013 12:00:00 AM,2/4/2019 10:49:03 AM,IN,,,,24630
91,,,232904,10214481,M182-03736BR,M182-03865DATE,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,134.33,600,CLAY,1/1/1969 12:00:00 AM,M182-028,PRESTON,520/182/0017,1/1/1969 12:00:00 AM,,M182/39,M182-3,,,10/17/2011 2:47:32 PM,2/4/2019 11:12:14 AM,IN,,,,16035
92,,,232907,10214474,M182-03727BR,M182-03728RED,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,0.53,600,CLAY,1/1/1961 12:00:00 AM,M182-022,PRESTON,520/182/0017,1/1/1961 12:00:00 AM,,M182/39,M182-3,,,10/17/2011 2:47:31 PM,2/4/2019 11:12:15 AM,IN,,,,16026
93,,,236914,5050751,M182-03868AG,M182-03928AG,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,65.09,600,CLAY,1/1/1969 12:00:00 AM,M182-030,PRESTON,,1/1/1969 12:00:00 AM,,M182/63,M182-3,,,10/17/2011 2:47:33 PM,2/4/2019 11:26:07 AM,IN,,,,16038
94,,,232885,10214511,M182-08158BR,M182-09348BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,1189.7,600,CLAY,1/1/1961 12:00:00 AM,M182-049-1,PRESTON,520/182/0017,1/1/1961 12:00:00 AM,,,M182-4,,,10/17/2011 2:47:38 PM,2/4/2019 12:02:00 PM,IN,,,,16074
95,,,232876,10214451,M182-00195BR,M182-00197BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSEL,0,0,2.91,900,CLAY,1/1/1961 12:00:00 AM,M182-008,PRESTON,520/182/0017,1/1/1961 12:00:00 AM,,M182/31,M182-1,,,10/17/2011 2:47:26 PM,2/4/2019 11:01:14 AM,IN,,,,15993
96,,,235780,5050757,M182-07688BR,M182-08158BR,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MSCL,0,0,469.5,600,CLAY,1/1/1961 12:00:00 AM,M182-049,PRESTON,,1/1/1961 12:00:00 AM,,,M182-5,,,10/17/2011 2:47:38 PM,2/4/2019 11:26:10 AM,IN,,,,16075
97,,,230166,10062619,M041-06609DATE,M041-06613AG,,MAINAG,T,MERRI CK - NORTHCOTE-PUNT RD,M041,,,MS,0,0,2.09,600,AIR,1/1/1996 12:00:00 AM,M041-042,SURREY HILLS,,1/1/1996 12:00:00 AM,,,M41-3,,,10/17/2011 2:43:26 PM,8/9/2016 4:37:52 PM,IN,,,,14243
98,,,237259,10212267,M041-06609DATE,M041SA-06578V,,OFTAKE,S,MERRI CK - NORTHCOTE-PUNT RD,M041,,,MSCL,2.65,0,0.85,225,CRK,6/10/2004 12:00:00 AM,M041-086-A,SURREY HILLS,,6/10/2004 12:00:00 AM,,M41/110,M41/39-3,,,9/17/2004 12:00:00 AM,8/9/2016 4:37:51 PM,IN,,,,14274
99,,,235713,10062510,M041-06578AG,M041-06609DATE,,MAINBG,T,MERRI CK - NORTHCOTE-PUNT RD,M041,,,MS,2.65,0,33.98,600,CRK,6/10/2004 12:00:00 AM,M041-086,SURREY HILLS,,6/10/2004 12:00:00 AM,,M41/21,M41-4,,,9/17/2004 12:00:00 AM,8/9/2016 4:37:51 PM,IN,,,REPLACEMENT,14280
100,,,1014028,0,M333-07527V,M333-07526BR,,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,M333,,,MS,188.98,0,0.83,1150,,,,PRESTON,,1/1/2011 12:00:00 AM,,M333/183,M333-3,,,9/13/2016 10:55:27 AM,9/13/2016 3:28:09 PM,IN,,,,32526
