Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"""Prep Total""","""Year 1 Total""","""Year 2 Total""","""Year 3 Total""","""Year 4 Total""","""Year 5 Total""","""Year 6 Total""","""Primary Ungraded Total""","""Primary Total""","""Year 7 Total""","""Year 8 Total""","""Year 9 Total""","""Year 10 Total""","""Year 11 Total""","""Year 12 Total""","""Secondary Ungraded Total""","""Secondary Total""","""Grand Total""",Year,CENSUS_TYPE
Catholic,2,1398,St Mark's School,Primary,O,21,25,17,20,20,14,22,0,139,0,0,0,0,0,0,0,0,139,2023,F
Catholic,2,1406,St John the Baptist School,Primary,O,37,34,43,32,21,22,25,0,214,0,0,0,0,0,0,0,0,214,2023,F
Catholic,2,1407,St John's School,Primary,O,15,25,18,28,21.4,31,20,0,158.4,0,0,0,0,0,0,0,0,158.4,2023,F
Catholic,2,1408,St Mary's School,Primary,O,36,26,41,35,46,44,47,0,275,0,0,0,0,0,0,0,0,275,2023,F
Catholic,2,1412,St Raphael's School,Primary,O,52,45,42,38,42,31,43,0,293,0,0,0,0,0,0,0,0,293,2023,F
Catholic,2,1415,St Kevin's College,Pri/Sec,O,38,42,39,45,50,140,138,0,492,280,266,280,282,280,248,0,1636,2128,2023,F
Catholic,2,1416,St John the Baptist's School,Primary,O,22,36,32,32,31,32,22,0,207,0,0,0,0,0,0,0,0,207,2023,F
Catholic,2,1422,St Vincent de Paul's School,Primary,O,55,77,66,67,54,56,56,0,431,0,0,0,0,0,0,0,0,431,2023,F
Catholic,2,1425,St Joseph's College Geelong,Secondary,O,0,0,0,0,0,0,0,0,0,287,299,297,308,307,282,0,1780,1780,2023,F
Catholic,2,1429,St Joseph's School,Primary,O,80,82,75,81,91,72,86,0,567,0,0,0,0,0,0,0,0,567,2023,F
Catholic,2,1431,St Bede's College,Secondary,O,0,0,0,0,0,0,0,0,0,326,346,314,332,311,271,0,1900,1900,2023,F
Catholic,2,1438,Holy Name School,Primary,O,33,30,23,35,28,38,31,0,218,0,0,0,0,0,0,0,0,218,2023,F
Catholic,2,1445,Siena College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,121,108,155,120,135,144,0,783,783,2023,F
Catholic,2,1459,St Bernard's School,Primary,O,28,25,29,26,22,23,23,0,176,0,0,0,0,0,0,0,0,176,2023,F
Catholic,2,1465,St Oliver Plunkett's School,Primary,O,62,44,47,51,50,39,52,0,345,0,0,0,0,0,0,0,0,345,2023,F
Catholic,2,1466,Corpus Christi School,Primary,O,30,24,25,29,21,34,19,0,182,0,0,0,0,0,0,0,0,182,2023,F
Catholic,2,1470,St Robert's School,Primary,O,28,47,46,53,49,63,56.4,0,342.4,0,0,0,0,0,0,0,0,342.4,2023,F
Catholic,2,1471,St Bernard's College,Secondary,O,0,0,0,0,0,0,0,0,0,260,275,276,266,260,257,0,1594,1594,2023,F
Catholic,2,1473,Whitefriars College Inc,Secondary,O,0,0,0,0,0,0,0,0,0,163,177,202,164,177,158,0,1041,1041,2023,F
Catholic,2,1477,St Michael's School,Primary,O,24,32,34,30,35,17.4,28,0,200.4,0,0,0,0,0,0,0,0,200.4,2023,F
Catholic,2,1480,St Mary's School,Primary,O,0,1,4,2,1,2,4,0,14,0,0,0,0,0,0,0,0,14,2023,F
Catholic,2,1481,Our Lady of the Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,116,128,116,130,124,119,0,733,733,2023,F
Catholic,2,1482,St Bede's School,Primary,O,27,23,35,26,43,31.4,37,0,222.4,0,0,0,0,0,0,0,0,222.4,2023,F
Catholic,2,1485,Salesian College Chadstone,Secondary,O,0,0,0,0,0,0,0,0,0,143,175,182,174,188,185.5,0,1047.5,1047.5,2023,F
Catholic,2,1488,St Patrick's School,Primary,O,11,9,5,7,5,10,3,0,50,0,0,0,0,0,0,0,0,50,2023,F
Catholic,2,1489,St Margaret's School,Primary,O,24,38,42,28,37,30,30,0,229,0,0,0,0,0,0,0,0,229,2023,F
Catholic,2,1493,St Kieran's School,Primary,O,37,36,44,33,24,28,16,0,218,0,0,0,0,0,0,0,0,218,2023,F
Catholic,2,1495,Marcellin College,Secondary,O,0,0,0,0,0,0,0,0,0,177,211,219,217,222,218,0,1264,1264,2023,F
Catholic,2,1497,Marist-Sion College,Secondary,O,0,0,0,0,0,0,0,0,0,201,201,198,183,178,116,0,1077,1077,2023,F
Catholic,2,1499,St Theresa's School,Primary,O,39,37,36,35,27,28,28,0,230,0,0,0,0,0,0,0,0,230,2023,F
Catholic,2,1500,St Bernadette's School,Primary,O,15,32,28,31,34,34,27,0,201,0,0,0,0,0,0,0,0,201,2023,F
Catholic,2,1501,St Colman's School,Primary,O,8,2,8,9,6,9.7,3,0,45.7,0,0,0,0,0,0,0,0,45.7,2023,F
Catholic,2,1503,St Agnes' School,Primary,O,19,17,24.4,13,19,15,12.6,0,120,0,0,0,0,0,0,0,0,120,2023,F
Catholic,2,1505,Our Lady of the Assumption School,Primary,O,44,38,35,21,30,42,35,0,245,0,0,0,0,0,0,0,0,245,2023,F
Catholic,2,1509,Sacred Heart School,Primary,O,61,70,64,66,69,58,64,0,452,0,0,0,0,0,0,0,0,452,2023,F
Catholic,2,1510,St Malachy's School,Primary,O,7,15,4,9,8,6,8,0,57,0,0,0,0,0,0,0,0,57,2023,F
Catholic,2,1512,St Mary's School,Primary,O,17,24,14,17,23,21,25,0,141,0,0,0,0,0,0,0,0,141,2023,F
Catholic,2,1516,Holy Spirit School,Primary,O,26,16,19,23,24,31,20,0,159,0,0,0,0,0,0,0,0,159,2023,F
Catholic,2,1521,Sacred Heart School,Primary,O,41,40,35,49,43,49,45,0,302,0,0,0,0,0,0,0,0,302,2023,F
Catholic,2,1522,St Thomas The Apostle School,Primary,O,33,30,24,38,22,42,28,0,217,0,0,0,0,0,0,0,0,217,2023,F
Catholic,2,1523,St Mary's School,Primary,O,4,10,6,6,11,10,10,0,57,0,0,0,0,0,0,0,0,57,2023,F
Catholic,2,1524,St Michael's School,Primary,O,11,13,7,9,8,9,8,0,65,0,0,0,0,0,0,0,0,65,2023,F
Catholic,2,1525,St Thomas Aquinas School,Primary,O,25,25,31,24,22,15,13,0,155,0,0,0,0,0,0,0,0,155,2023,F
Catholic,2,1526,St Pius X School,Primary,O,13,9,7,5,6,7,9,0,56,0,0,0,0,0,0,0,0,56,2023,F
Catholic,2,1527,St Margaret Mary's School,Primary,O,31,13,33,10,19,12,20,0,138,0,0,0,0,0,0,0,0,138,2023,F
Catholic,2,1528,Monivae College,Secondary,O,0,0,0,0,0,0,0,0,0,101,102,103,100,88,74,0,568,568,2023,F
Catholic,2,1529,St Mary Magdalen’s School,Primary,O,4,11,8,13,7,11,20,0,74,0,0,0,0,0,0,0,0,74,2023,F
Catholic,2,1530,St Anthony's School,Primary,O,44,43,57,47,29,48,49,0,317,0,0,0,0,0,0,0,0,317,2023,F
Catholic,2,1531,St Peter's School,Primary,O,22,22,28,18.6,29,27.2,18,0,164.8,0,0,0,0,0,0,0,0,164.8,2023,F
Catholic,2,1532,St Joseph's School,Primary,O,10,8,4,5,6,7,3,0,43,0,0,0,0,0,0,0,0,43,2023,F
Catholic,2,1534,St John Bosco's School,Primary,O,53,52,67,65,72,53,56,0,418,0,0,0,0,0,0,0,0,418,2023,F
Catholic,2,1537,Holy Family School,Primary,O,58,45,39,46,57,51,57,0,353,0,0,0,0,0,0,0,0,353,2023,F
Catholic,2,1538,Holy Spirit Parish School,Primary,O,44,46,48,45,49.4,49,49,0,330.4,0,0,0,0,0,0,0,0,330.4,2023,F
Catholic,2,1539,St Mary's School,Primary,O,59,72,80,71,78,64,85,0,509,0,0,0,0,0,0,0,0,509,2023,F
Catholic,2,1541,Mother of God School,Primary,O,11,14,19,16,14,19,20,0,113,0,0,0,0,0,0,0,0,113,2023,F
Catholic,2,1542,St Peter Chanel School,Primary,O,67,65,74,75,78,76.8,77,0,512.8,0,0,0,0,0,0,0,0,512.8,2023,F
Catholic,2,1543,Christ the King Primary School,Primary,O,32,29,34,37,32,34,34,0,232,0,0,0,0,0,0,0,0,232,2023,F
Catholic,2,1545,Corpus Christi School,Primary,O,26,32,16,24,25,35.6,31,0,189.6,0,0,0,0,0,0,0,0,189.6,2023,F
Catholic,2,1547,Killester College,Secondary,O,0,0,0,0,0,0,0,0,0,168,167,168,159,153,152,0,967,967,2023,F
Catholic,2,1549,St Paul's School,Primary,O,61,71,76,72,71,73,87,0,511,0,0,0,0,0,0,0,0,511,2023,F
Catholic,2,1550,St Patrick's School,Primary,O,1,1,3,2,2,1,3,0,13,0,0,0,0,0,0,0,0,13,2023,F
Catholic,2,1551,Clonard College,Secondary,O,0,0,0,0,0,0,0,0,0,163,165,166,159,156,127,0,936,936,2023,F
Catholic,2,1554,Stella Maris School,Primary,O,23,18,28,22,34,37,38,0,200,0,0,0,0,0,0,0,0,200,2023,F
Catholic,2,1555,St Therese's School,Primary,O,68,67,63,65,68,68,71,0,470,0,0,0,0,0,0,0,0,470,2023,F
Catholic,2,1556,St Bernadette's School,Primary,O,48,46,50,54,46,52,53,0,349,0,0,0,0,0,0,0,0,349,2023,F
Catholic,2,1557,St James' School,Primary,O,27,28,23,22,17,25,20,0,162,0,0,0,0,0,0,0,0,162,2023,F
Catholic,2,1560,Sacred Heart School,Primary,O,41,45,41,56,44,53,53,0,333,0,0,0,0,0,0,0,0,333,2023,F
Catholic,2,1563,St Margaret's Primary School,Primary,O,64,64.4,67,65,56,58,58,0,432.4,0,0,0,0,0,0,0,0,432.4,2023,F
Catholic,2,1564,Immaculate Heart of Mary School,Primary,O,44,42,24,34,23,37,26,0,230,0,0,0,0,0,0,0,0,230,2023,F
Catholic,2,1565,Holy Family School,Primary,O,20,38,30,28,40,31,54,0,241,0,0,0,0,0,0,0,0,241,2023,F
Catholic,2,1566,St Gerard's School,Primary,O,21,10,18,20,19,17,21,0,126,0,0,0,0,0,0,0,0,126,2023,F
Catholic,2,1568,St Mel's School,Primary,O,31,33,32,29,24,46,45,0,240,0,0,0,0,0,0,0,0,240,2023,F
Catholic,2,1569,Our Lady of Perpetual Succour School,Primary,O,15,9,22,20,26,16,24,0,132,0,0,0,0,0,0,0,0,132,2023,F
Catholic,2,1570,St Catherine's School,Primary,O,17,13,15,19,21,12,10,0,107,0,0,0,0,0,0,0,0,107,2023,F
Catholic,2,1571,Sacred Heart Girls' College,Secondary,O,0,0,0,0,0,0,0,0,0,158,168,172,158,159,137,0,952,952,2023,F
Catholic,2,1575,St Vincent de Paul's School,Primary,O,27,37,25,34,32,26,45,0,226,0,0,0,0,0,0,0,0,226,2023,F
Catholic,2,1578,St Mary's School,Primary,O,6,2,4,4,9,2,3,0,30,0,0,0,0,0,0,0,0,30,2023,F
Catholic,2,1579,St Joseph's School,Primary,O,10,12,8,15,23,13,20,0,101,0,0,0,0,0,0,0,0,101,2023,F
Catholic,2,1580,St Stephen's School,Primary,O,8,8,6,7,4,4,4,0,41,0,0,0,0,0,0,0,0,41,2023,F
Catholic,2,1581,St Brendan's School,Primary,O,38,36,30,29,32,38,36,0,239,0,0,0,0,0,0,0,0,239,2023,F
Catholic,2,1582,St Martin of Tours School,Primary,O,69,59,67,73,77,73,74,0,492,0,0,0,0,0,0,0,0,492,2023,F
Catholic,2,1583,St Michael's School,Primary,O,14,8,11,8,7,11,5,0,64,0,0,0,0,0,0,0,0,64,2023,F
Catholic,2,1584,Christ Our Holy Redeemer School,Primary,O,16,16,23,15,24,27,32,0,153,0,0,0,0,0,0,0,0,153,2023,F
Catholic,2,1585,Our Lady of the Nativity School,Primary,O,53,49,42,55,58,59,56,0,372,0,0,0,0,0,0,0,0,372,2023,F
Catholic,2,1588,St John's Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,81,104,86,118,82,107,0,578,578,2023,F
Catholic,2,1589,Nagle College,Secondary,O,0,0,0,0,0,0,0,0,0,172,160,145,150,127,94,0,848,848,2023,F
Catholic,2,1590,St Mary's School,Pri/Sec,O,35,32,36,31,29,31,35,0,229,24,22,0,0,0,0,0,46,275,2023,F
Catholic,2,1591,Our Lady's School,Primary,O,13,15,11,12,15,15,15,0,96,0,0,0,0,0,0,0,0,96,2023,F
Catholic,2,1592,Emmaus College,Secondary,O,0,0,0,0,0,0,0,0,0,258,257,254,254,226,208,0,1457,1457,2023,F
Catholic,2,1593,St Dominic's School,Primary,O,38,23,25.9,41,42,42,34,0,245.9,0,0,0,0,0,0,0,0,245.9,2023,F
Catholic,2,1594,St Patrick's School,Primary,O,16,9,19,15,15,9,10,0,93,0,0,0,0,0,0,0,0,93,2023,F
Catholic,2,1595,St Bridget's School,Primary,O,19,11,7,10,17,12,9,0,85,0,0,0,0,0,0,0,0,85,2023,F
Catholic,2,1596,St Leonard's School,Primary,O,38.4,37,41,40,37,40,39,0,272.4,0,0,0,0,0,0,0,0,272.4,2023,F
Catholic,2,1598,St Scholastica's School,Primary,O,10,11,10,16,16,18,17,0,98,0,0,0,0,0,0,0,0,98,2023,F
Catholic,2,1600,St Christopher's School,Primary,O,19,20,21,16,14,9,16,0,115,0,0,0,0,0,0,0,0,115,2023,F
Catholic,2,1602,St John Vianney's School,Primary,O,18,24,20,22,11,22,26,0,143,0,0,0,0,0,0,0,0,143,2023,F
Catholic,2,1604,Ss Peter & Paul's School,Primary,O,6,9,8,14.2,11,5,9,0,62.2,0,0,0,0,0,0,0,0,62.2,2023,F
Catholic,2,1605,St Mary of the Angels College,Secondary,O,0,0,0,0,0,0,0,0,0,119,114,118,108,120,75,0,654,654,2023,F
Catholic,2,1607,Holy Family School,Primary,O,11,14,11,19,14,11,18,0,98,0,0,0,0,0,0,0,0,98,2023,F
Catholic,2,1608,Aquinas College,Secondary,O,0,0,0,0,0,0,0,0,0,303,292,305,263.4,282,234,0,1679.4,1679.4,2023,F
Catholic,2,1612,St Matthew's School,Primary,O,20,29,42,36,42,37,42,0,248,0,0,0,0,0,0,0,0,248,2023,F
Catholic,2,1613,St John Vianney's School,Primary,O,54,64,60,58,65,58,57,0,416,0,0,0,0,0,0,0,0,416,2023,F
Catholic,2,1615,St Luke's School,Primary,O,34,50,46,51,44,47,45,0,317,0,0,0,0,0,0,0,0,317,2023,F
Catholic,2,1616,St Francis de Sales School,Primary,O,30,31,34,37,34,38,29,0,233,0,0,0,0,0,0,0,0,233,2023,F
Catholic,2,1618,St Thomas More's School,Primary,O,11,7,8,13,10,22,14,0,85,0,0,0,0,0,0,0,0,85,2023,F
Catholic,2,1619,St Pius X School,Primary,O,34,35,30.4,34.4,38,40,31,0,242.8,0,0,0,0,0,0,0,0,242.8,2023,F
Catholic,2,1620,St Christopher's School,Primary,O,103,104,100,101,105,99,105,0,717,0,0,0,0,0,0,0,0,717,2023,F
Catholic,2,1622,Sacred Heart School,Primary,O,54,63,48,64,54,60,66,0,409,0,0,0,0,0,0,0,0,409,2023,F
Catholic,2,1623,Sacred Heart School,Primary,O,24,20,22,17,24,17,25,0,149,0,0,0,0,0,0,0,0,149,2023,F
Catholic,2,1624,St Michael's School,Primary,O,67,64,62,66,55,61,62,0,437,0,0,0,0,0,0,0,0,437,2023,F
Catholic,2,1625,Ave Maria College,Secondary,O,0,0,0,0,0,0,0,0,0,142,138,138,136,131,142,0,827,827,2023,F
Catholic,2,1627,Our Lady of the Way School,Primary,O,22,23,27,23,23,34,18,0,170,0,0,0,0,0,0,0,0,170,2023,F
Catholic,2,1628,St Luke the Evangelist School,Primary,O,11,19,20,20,24,21,31,0,146,0,0,0,0,0,0,0,0,146,2023,F
Catholic,2,1629,St Bernard's School,Primary,O,54,54,41,52,47,50,60,0,358,0,0,0,0,0,0,0,0,358,2023,F
Catholic,2,1632,Our Lady Help of Christians School,Primary,O,4,0,4,2,4,5,3,0,22,0,0,0,0,0,0,0,0,22,2023,F
Catholic,2,1634,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,135,143,154,132,143,122,0,829,829,2023,F
Catholic,2,1635,Mount St Joseph Girls' College,Secondary,O,0,0,0,0,0,0,0,0,0,214,206,213,196,165,185,0,1179,1179,2023,F
Catholic,2,1638,Our Lady Help of Christians School,Primary,O,15,15,13,13,14,20,22,0,112,0,0,0,0,0,0,0,0,112,2023,F
Catholic,2,1640,St Clement of Rome School,Primary,O,87,68,61.4,72,65,66,43,0,462.4,0,0,0,0,0,0,0,0,462.4,2023,F
Catholic,2,1641,St Joseph's Primary School,Primary,O,18,23,18,22,26,22,27,0,156,0,0,0,0,0,0,0,0,156,2023,F
Catholic,2,1642,Sacred Heart School,Primary,O,4,9,5,4,13,6,8,0,49,0,0,0,0,0,0,0,0,49,2023,F
Catholic,2,1644,Mater Christi College,Secondary,O,0,0,0,0,0,0,0,0,0,106,122,124,116,113,98.9,0,679.9,679.9,2023,F
Catholic,2,1645,Our Lady of Lourdes School,Primary,O,7,12,11,14,13,16,8,0,81,0,0,0,0,0,0,0,0,81,2023,F
Catholic,2,1646,St Joseph's College,Secondary,O,0,0,0,0,0,0,0,0,0,167,156,164,158,173,100,0,918,918,2023,F
Catholic,2,1648,Annunciation School,Primary,O,8,12,14,11,5,12,6,0,68,0,0,0,0,0,0,0,0,68,2023,F
Catholic,2,1649,St Louis de Montfort's School,Primary,O,96,66,84,75,100,81,80,0,582,0,0,0,0,0,0,0,0,582,2023,F
Catholic,2,1650,St Thomas More's School,Primary,O,60,53,62,55,61,68,44,0,403,0,0,0,0,0,0,0,0,403,2023,F
Catholic,2,1651,Avila College,Secondary,O,0,0,0,0,0,0,0,0,0,163,173,192,181,175,155,0,1039,1039,2023,F
Catholic,2,1652,St Philip's School,Primary,O,11,3,4,5,4,9,9,0,45,0,0,0,0,0,0,0,0,45,2023,F
Catholic,2,1653,Holy Child School,Primary,O,34,34.2,31,35,31,30.2,40,0,235.4,0,0,0,0,0,0,0,0,235.4,2023,F
Catholic,2,1654,Emmanuel College,Secondary,O,0,0,0,0,0,0,0,0,0,448,437,405,425,377,291,0,2383,2383,2023,F
Catholic,2,1655,St Peter Julian Eymard,Primary,O,73,84,98,68.4,96,85,55,0,559.4,0,0,0,0,0,0,0,0,559.4,2023,F
Catholic,2,1656,St Damian's School,Primary,O,48,62,67,55,64,53,43,0,392,0,0,0,0,0,0,0,0,392,2023,F
Catholic,2,1657,St Monica's College,Secondary,O,0,0,0,0,0,0,0,0,0,379,361,361,344,338,279,0,2062,2062,2023,F
Catholic,2,1659,Christ the King School,Primary,O,40,42,38,36,42,19,25,0,242,0,0,0,0,0,0,0,0,242,2023,F
Catholic,2,1661,Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,62,57,61,77,62,62,0,381,381,2023,F
Catholic,2,1663,St Timothy's School,Primary,O,10,5,6,5,7,1,12,0,46,0,0,0,0,0,0,0,0,46,2023,F
Catholic,2,1664,St Mary's School,Primary,O,32,25,29,14,20,19,15,0,154,0,0,0,0,0,0,0,0,154,2023,F
Catholic,2,1665,St Macartan's School,Primary,O,55,61,58,74,75,64,69,0,456,0,0,0,0,0,0,0,0,456,2023,F
Catholic,2,1667,St John's School,Primary,O,28,35,24,36,44,37,31,0,235,0,0,0,0,0,0,0,0,235,2023,F
Catholic,2,1669,St Mary's College for the Deaf,Special,O,0,5,1,1,5,3,2,0,17,11,14,8,7,11,10,0,61,78,2023,F
Catholic,2,1670,John Paul College,Secondary,O,0,0,0,0,0,0,0,0,0,236,240,198,197,162,140,0,1173,1173,2023,F
Catholic,2,1671,St Anne's School,Primary,O,40,27,26,25,22,15,22,0,177,0,0,0,0,0,0,0,0,177,2023,F
Catholic,2,1673,Mazenod College,Secondary,O,0,0,0,0,0,0,0,0,0,252,249,248,232,227,224,0,1432,1432,2023,F
Catholic,2,1674,St Martin de Porres School,Primary,O,35,45,38,40,43,42,43,0,286,0,0,0,0,0,0,0,0,286,2023,F
Catholic,2,1678,St Gregory the Great School,Primary,O,41,43,32,48,50,58,44,0,316,0,0,0,0,0,0,0,0,316,2023,F
Catholic,2,1680,St Kevin's School,Primary,O,24,12,14,16,15,10,18,0,109,0,0,0,0,0,0,0,0,109,2023,F
Catholic,2,1681,St James' School,Primary,O,49,47,55,50,53,37,57,0,348,0,0,0,0,0,0,0,0,348,2023,F
Catholic,2,1682,Good Shepherd School,Primary,O,59,76,69,77,68,73,78,0,500,0,0,0,0,0,0,0,0,500,2023,F
Catholic,2,1684,MacKillop Catholic Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,338,320,265,320,256,245,0,1744,1744,2023,F
Catholic,2,1689,St Thomas' School,Primary,O,43,46,51,42,40,40,55,0,317,0,0,0,0,0,0,0,0,317,2023,F
Catholic,2,1690,St Leo the Great Primary School,Primary,O,49,50,49,47,35,48,37,0,315,0,0,0,0,0,0,0,0,315,2023,F
Catholic,2,1692,St Peter's School,Primary,O,78,89,82,75,76,76,84,0,560,0,0,0,0,0,0,0,0,560,2023,F
Catholic,2,1693,Our Lady Help of Christians School,Primary,O,63,62,66,68,69,68,70,0,466,0,0,0,0,0,0,0,0,466,2023,F
Catholic,2,1694,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,28,25,32,27,30,39.8,0,181.8,181.8,2023,F
Catholic,2,1696,St Martin de Porres School,Primary,O,45,42,42,27,46,32,31,0,265,0,0,0,0,0,0,0,0,265,2023,F
Catholic,2,1697,St Jude the Apostle School,Primary,O,43,41,43,29,35,33,33,0,257,0,0,0,0,0,0,0,0,257,2023,F
Catholic,2,1699,St Monica's School,Primary,O,74,56,70,78,59,85,89,0,511,0,0,0,0,0,0,0,0,511,2023,F
Catholic,2,1709,St Peter's School,Primary,O,19,13,19,12,17,20.4,14.2,0,114.6,0,0,0,0,0,0,0,0,114.6,2023,F
Catholic,2,1710,St Mark's School,Primary,O,64,64,54,61,61,62,74,0,440,0,0,0,0,0,0,0,0,440,2023,F
Catholic,2,1715,Holy Eucharist School,Primary,O,75,72,83,84,67,88,71,0,540,0,0,0,0,0,0,0,0,540,2023,F
Catholic,2,1719,St Paul's Primary School,Primary,O,40,43,38,38,41,44,34,0,278,0,0,0,0,0,0,0,0,278,2023,F
Catholic,2,1722,St Peter Apostle School,Primary,O,63,71,70,77,79,71,69,0,500,0,0,0,0,0,0,0,0,500,2023,F
Catholic,2,1733,St John XXIII Primary School,Primary,O,26,35,29,40,26,33,35,0,224,0,0,0,0,0,0,0,0,224,2023,F
Catholic,2,1735,School of the Good Shepherd,Primary,O,51,56,54,50,50,53,45,0,359,0,0,0,0,0,0,0,0,359,2023,F
Catholic,2,1736,St Agatha's School,Primary,O,57,79,72,69,80,66,61,0,484,0,0,0,0,0,0,0,0,484,2023,F
Catholic,2,1737,Resurrection School,Primary,O,54,68,53,47,59,72,73,0,426,0,0,0,0,0,0,0,0,426,2023,F
Catholic,2,1739,St Dominic's School,Primary,O,42,56,49,57,54,48,42,0,348,0,0,0,0,0,0,0,0,348,2023,F
Catholic,2,1741,St Francis Xavier School,Primary,O,18,31,25,15,20,27,25,0,161,0,0,0,0,0,0,0,0,161,2023,F
Catholic,2,1744,Galen Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,189,185,190,175,176,142,0,1057,1057,2023,F
Catholic,2,1747,Holy Spirit School,Primary,O,54,49,68,56,56,66,60,0,409,0,0,0,0,0,0,0,0,409,2023,F
Catholic,2,1750,Lumen Christi School,Primary,O,5,12,14,13,13,16,14,0,87,0,0,0,0,0,0,0,0,87,2023,F
Catholic,2,1751,Holy Saviour Parish School,Primary,O,7,3,5,5,15,15,12,0,62,0,0,0,0,0,0,0,0,62,2023,F
Catholic,2,1752,St Clare's School,Primary,O,44,41,47,37,45,60,40,0,314,0,0,0,0,0,0,0,0,314,2023,F
Catholic,2,1758,St Anne's School,Primary,O,64,82,95.8,88,81,88.4,90,0,589.2,0,0,0,0,0,0,0,0,589.2,2023,F
Catholic,2,1759,Our Lady of the Pines School,Primary,O,35,51,53,40,34,45,52,0,310,0,0,0,0,0,0,0,0,310,2023,F
Catholic,2,1760,St Jude's School,Primary,O,49,57,36,48,36,27,24,0,277,0,0,0,0,0,0,0,0,277,2023,F
Catholic,2,1761,St Paul's Kealba Catholic School,Primary,O,37,30,47,49,51,46,54,0,314,0,0,0,0,0,0,0,0,314,2023,F
Catholic,2,1762,St Elizabeth's School,Primary,O,40,28,32,33,34,31,29,0,227,0,0,0,0,0,0,0,0,227,2023,F
Catholic,2,1763,St Joseph the Worker School,Primary,O,41,30,42,29,40,29,22,0,233,0,0,0,0,0,0,0,0,233,2023,F
Catholic,2,1764,Resurrection School,Primary,O,44,68,72,62,62,79,84,0,471,0,0,0,0,0,0,0,0,471,2023,F
Catholic,2,1765,Catholic Regional College St Albans,Secondary,O,0,0,0,0,0,0,0,0,0,132,122,96,129,0,0,0,479,479,2023,F
Catholic,2,1766,St Francis Xavier College,Secondary,O,0,0,0,0,0,0,0,0,0,600,561,511,600,573,472,0,3317,3317,2023,F
Catholic,2,1778,Nazareth School,Primary,O,48,38,52,53,48,39,45,0,323,0,0,0,0,0,0,0,0,323,2023,F
Catholic,2,1779,St Augustine's Primary School,Primary,O,42,33,37,35,38,38,26,0,249,0,0,0,0,0,0,0,0,249,2023,F
Catholic,2,1780,St Anthony's School,Primary,O,93,84,95,100,110,105,88,0,675,0,0,0,0,0,0,0,0,675,2023,F
Catholic,2,1781,St Thomas the Apostle School,Primary,O,42,35,40,35,38,60,39.8,0,289.8,0,0,0,0,0,0,0,0,289.8,2023,F
Catholic,2,1782,St Luke's School,Primary,O,18,27,33,27,22,19,19,0,165,0,0,0,0,0,0,0,0,165,2023,F
Catholic,2,1784,St Peter's School,Primary,O,25,21,28,20,24,30,26,0,174,0,0,0,0,0,0,0,0,174,2023,F
Catholic,2,1800,Catholic College Wodonga,Secondary,O,0,0,0,0,0,0,0,0,0,230,237,230,195,190,158,0,1240,1240,2023,F
Catholic,2,1801,Caroline Chisholm Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,285,275,271,244,250,207,0,1532,1532,2023,F
Catholic,2,1803,St Thomas More School,Primary,O,61,59,66,63,60,65,54,0,428,0,0,0,0,0,0,0,0,428,2023,F
Catholic,2,1804,St Mary's School,Primary,O,34,48,48,45,39,41,33,0,288,0,0,0,0,0,0,0,0,288,2023,F
Catholic,2,1805,St Anne's School,Primary,O,28,36,27,37,35,46,33,0,242,0,0,0,0,0,0,0,0,242,2023,F
Catholic,2,1806,St Gabriel's School,Primary,O,57,73,68,63,80,72,73,0,486,0,0,0,0,0,0,0,0,486,2023,F
Catholic,2,1807,Our Lady's School,Primary,O,99,101,99,99,103,100,104,0,705,0,0,0,0,0,0,0,0,705,2023,F
Catholic,2,1808,St Augustine's School,Primary,O,45,32,42,36,48,44,40,0,287,0,0,0,0,0,0,0,0,287,2023,F
Catholic,2,1809,St Francis of Assisi School,Primary,O,179,191,200,168,165,171,167,0,1241,0,0,0,0,0,0,0,0,1241,2023,F
Catholic,2,1810,Loyola College,Secondary,O,0,0,0,0,0,0,0,0,0,254,251,236,249,239,205,0,1434,1434,2023,F
Catholic,2,1811,St Francis Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,214,250,219,211,177,151,0,1222,1222,2023,F
Catholic,2,1820,St Paul Apostle South School,Primary,O,40,40,49,45,44,50,26,0,294,0,0,0,0,0,0,0,0,294,2023,F
Catholic,2,1821,St Andrew's School,Primary,O,37,50,45,52,54,49,45,0,332,0,0,0,0,0,0,0,0,332,2023,F
Catholic,2,1822,St Thomas More's School,Primary,O,40,40,39,31.6,41,43,45,0,279.6,0,0,0,0,0,0,0,0,279.6,2023,F
Catholic,2,1823,St Francis' School,Primary,O,12,13,16,15,16,8,21,0,101,0,0,0,0,0,0,0,0,101,2023,F
Catholic,2,1829,St James the Apostle School,Primary,O,58,67,56,72,56,72,55,0,436,0,0,0,0,0,0,0,0,436,2023,F
