Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate,Location
2002,1,103974,103974,507-581 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,270,144.95660,-37.82110,POINT (144.9566 -37.8211)
2002,6,578328,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Commercial,500,144.97050,-37.81780,POINT (144.9705 -37.8178)
2002,11,103957,103957,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,109,144.95670,-37.81990,POINT (144.9567 -37.8199)
2002,11,103987,103987,550-554 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,10,,,
2002,11,103989,103989,532-536 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,133,144.95640,-37.82020,POINT (144.9564 -37.8202)
2002,11,103990,103990,524-528 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,6,144.95680,-37.82030,POINT (144.9568 -37.8203)
2002,11,105295,105295,33-35 King Street MELBOURNE 3000,Melbourne (CBD),Private,6,144.95690,-37.81960,POINT (144.9569 -37.8196)
2002,11,108971,108971,24-40 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,30,144.95520,-37.82020,POINT (144.9552 -37.8202)
2002,11,559405,559405,547-555 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Residential,9,144.95580,-37.82000,POINT (144.9558 -37.82)
2002,12,103955,103955,475-485 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,17,144.95810,-37.81940,POINT (144.9581 -37.8194)
2002,12,103997,103997,472-482 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,310,144.95830,-37.81970,POINT (144.9583 -37.8197)
2002,12,103998,103998,452-470 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,296,144.95860,-37.81950,POINT (144.9586 -37.8195)
2002,12,103999,103999,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Private,121,144.95950,-37.81940,POINT (144.9595 -37.8194)
2002,12,104825,104825,1-9 Highlander Lane MELBOURNE 3000,Melbourne (CBD),Residential,5,144.95810,-37.81990,POINT (144.9581 -37.8199)
2002,13,104002,104002,376-388 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,315,144.96150,-37.81880,POINT (144.9615 -37.8188)
2002,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),Residential,34,144.96040,-37.81860,POINT (144.9604 -37.8186)
2002,13,106438,106438,14-40 Market Street MELBOURNE 3000,Melbourne (CBD),Private,85,144.96110,-37.81850,POINT (144.9611 -37.8185)
2002,13,106439,106439,8-12 Market Street MELBOURNE 3000,Melbourne (CBD),Private,3,144.96120,-37.81890,POINT (144.9612 -37.8189)
2002,13,108060,108060,19-35 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,172,144.96180,-37.81820,POINT (144.9618 -37.8182)
2002,13,110151,110151,22-38 William Street MELBOURNE 3000,Melbourne (CBD),Private,13,144.96000,-37.81880,POINT (144.96 -37.8188)
2002,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Commercial,457,144.96310,-37.81810,POINT (144.9631 -37.8181)
2002,14,103947,103947,317-323 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,55,144.96380,-37.81770,POINT (144.9638 -37.8177)
2002,14,103948,103948,325-331 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,10,144.96350,-37.81780,POINT (144.9635 -37.8178)
2002,14,103949,103949,333 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,10,144.96330,-37.81780,POINT (144.9633 -37.8178)
2002,14,104005,104005,334-340 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,88,144.96330,-37.81840,POINT (144.9633 -37.8184)
2002,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,574,144.96400,-37.81810,POINT (144.964 -37.8181)
2002,14,108114,108114,28-38 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,22,144.96240,-37.81800,POINT (144.9624 -37.818)
2002,14,108117,108117,10-16 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,13,144.96260,-37.81840,POINT (144.9626 -37.8184)
2002,15,103328,103328,2-26 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Private,22,144.96510,-37.81760,POINT (144.9651 -37.8176)
2002,15,103941,103941,247-251 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,12,144.96620,-37.81700,POINT (144.9662 -37.817)
2002,15,103942,103942,253-265 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,27,144.96590,-37.81710,POINT (144.9659 -37.8171)
2002,15,103943,103943,267-275 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,15,144.96550,-37.81710,POINT (144.9655 -37.8171)
2002,15,104014,104014,228-236 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,12,144.96660,-37.81720,POINT (144.9666 -37.8172)
2002,16,103934,103934,167-173 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,6,144.96880,-37.81610,POINT (144.9688 -37.8161)
2002,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,1072,144.96850,-37.81660,POINT (144.9685 -37.81660000000001)
2002,16,104931,104931,7-11 Hosier Lane MELBOURNE 3000,Melbourne (CBD),Private,5,144.96900,-37.81640,POINT (144.969 -37.8164)
2002,16,104016,110760,202 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,25,144.96770,-37.81680,POINT (144.9677 -37.8168)
2002,16,110761,110760,197-209 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,4,144.96770,-37.81680,POINT (144.9677 -37.8168)
2002,16,111528,110760,198 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,33,,,
2002,17,104021,104021,142-148 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,2,144.97010,-37.81640,POINT (144.9701 -37.8164)
2002,17,104024,104024,130-132 Flinders Street MELBOURNE 3000,Melbourne (CBD),Residential,2,144.97050,-37.81630,POINT (144.9705 -37.816300000000005)
2002,17,104025,104025,114-128 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,670,144.97080,-37.81590,POINT (144.9708 -37.8159)
2002,17,104025,104025,114-128 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,194,144.97080,-37.81590,POINT (144.9708 -37.8159)
2002,17,104026,104026,104-112 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,10,144.97120,-37.81600,POINT (144.9712 -37.816)
2002,17,104030,104030,84-90 Flinders Street MELBOURNE 3000,Melbourne (CBD),Private,68,144.97180,-37.81590,POINT (144.9718 -37.8159)
2002,17,107002,107002,22-30 Oliver Lane MELBOURNE 3000,Melbourne (CBD),Residential,16,144.97020,-37.81590,POINT (144.9702 -37.8159)
2002,17,107003,107003,10-20 Oliver Lane MELBOURNE 3000,Melbourne (CBD),Private,19,144.97030,-37.81610,POINT (144.9703 -37.8161)
2002,17,108594,108594,14-22 Russell Street MELBOURNE 3000,Melbourne (CBD),Private,11,144.97000,-37.81620,POINT (144.97 -37.8162)
2002,18,103913,103913,27-29 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Residential,5,144.97340,-37.81490,POINT (144.9734 -37.8149)
2002,18,103914,103914,31-35 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,12,144.97330,-37.81490,POINT (144.9733 -37.8149)
2002,18,103918,103918,61-73 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Residential,32,144.97250,-37.81510,POINT (144.9725 -37.8151)
2002,18,108975,108975,1-9 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,308,144.97400,-37.81500,POINT (144.974 -37.815000000000005)
2002,18,108976,108976,13-23 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,27,144.97420,-37.81480,POINT (144.9742 -37.8148)
2002,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,111,144.97410,-37.81450,POINT (144.9741 -37.8145)
2002,18,111072,111072,32-44 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,532,144.97320,-37.81520,POINT (144.9732 -37.8152)
2002,18,513723,513723,1-17 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,70,,,
2002,21,102105,102105,539-557 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,75,144.95640,-37.81880,POINT (144.9564 -37.8188)
2002,21,102106,102106,589-605 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,140,144.95520,-37.81940,POINT (144.9552 -37.8194)
2002,21,103960,103960,522-552 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,1018,144.95590,-37.81940,POINT (144.9559 -37.8194)
2002,21,103961,103961,578-584 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Private,21,144.95500,-37.81970,POINT (144.955 -37.8197)
2002,21,105296,105296,43-61 King Street MELBOURNE 3000,Melbourne (CBD),Private,60,144.95650,-37.81920,POINT (144.9565 -37.81920000000001)
2002,21,108970,108970,44-54 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,31,144.95480,-37.81970,POINT (144.9548 -37.8197)
2002,22,102102,102102,471-485 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,643,144.95850,-37.81840,POINT (144.9585 -37.8184)
2002,22,102104,102104,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,664,144.95750,-37.81870,POINT (144.9575 -37.8187)
2002,22,110092,110092,35-47 William Street MELBOURNE 3000,Melbourne (CBD),Private,13,144.95910,-37.81860,POINT (144.9591 -37.8186)
2002,22,102101,110661,459 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,95,144.95890,-37.81820,POINT (144.9589 -37.8182)
2002,22,110665,110661,459 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,175,144.95890,-37.81820,POINT (144.9589 -37.8182)
2002,23,102094,102094,389-399 Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,6,144.96140,-37.81730,POINT (144.9614 -37.8173)
2002,23,102095,102095,401-403 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,12,144.96120,-37.81740,POINT (144.9612 -37.8174)
2002,23,102097,102097,409-413 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,10,144.96100,-37.81750,POINT (144.961 -37.8175)
2002,23,102099,102099,419-429 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,38,144.96070,-37.81750,POINT (144.9607 -37.8175)
2002,23,102100,102100,433-455 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,450,144.95990,-37.81800,POINT (144.9599 -37.818)
2002,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Commercial,49,144.96080,-37.81780,POINT (144.9608 -37.8178)
2002,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Private,29,144.96080,-37.81780,POINT (144.9608 -37.8178)
2002,23,106437,106437,42-52 Market Street MELBOURNE 3000,Melbourne (CBD),Private,9,144.96080,-37.81800,POINT (144.9608 -37.818)
2002,23,108061,108061,37-41 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,3,144.96170,-37.81790,POINT (144.9617 -37.81790000000001)
2002,24,102089,102089,327-343 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,380,144.96330,-37.81710,POINT (144.9633 -37.8171)
2002,24,102092,102092,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,265,144.96240,-37.81730,POINT (144.9624 -37.8173)
2002,24,108113,108113,40-52 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,14,144.96220,-37.81760,POINT (144.9622 -37.8176)
2002,24,110762,110762,303-317 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,70,144.96380,-37.81660,POINT (144.9638 -37.81660000000001)
2002,24,110763,110763,319-325 Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,95,144.96370,-37.81680,POINT (144.9637 -37.8168)
2002,24,110765,110765,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Residential,14,144.96390,-37.81720,POINT (144.9639 -37.8172)
2002,25,102083,102083,251-257 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,32,144.96570,-37.81630,POINT (144.9657 -37.816300000000005)
2002,25,102086,102086,271-285 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,27,144.96500,-37.81660,POINT (144.965 -37.81660000000001)
2002,25,103963,103963,238-244 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Residential,16,144.96600,-37.81650,POINT (144.966 -37.8165)
2002,25,109264,109264,45-63 Swanston Street MELBOURNE 3000,Melbourne (CBD),Private,15,144.96660,-37.81630,POINT (144.9666 -37.816300000000005)
2002,25,110857,110857,233-239 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,130,144.96610,-37.81600,POINT (144.9661 -37.816)
2002,26,102073,102073,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,55,144.96880,-37.81550,POINT (144.9688 -37.8155)
2002,26,102073,102073,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,350,144.96880,-37.81550,POINT (144.9688 -37.8155)
2002,26,102074,102074,167-173 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,35,144.96830,-37.81560,POINT (144.9683 -37.8156)
2002,26,103966,103966,180-184 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Residential,20,144.96830,-37.81590,POINT (144.9683 -37.8159)
2002,26,109418,109418,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,417,144.96740,-37.81580,POINT (144.9674 -37.8158)
2002,27,102067,102067,89-105 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,414,144.97080,-37.81490,POINT (144.9708 -37.8149)
2002,27,102071,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,558,144.96990,-37.81510,POINT (144.9699 -37.8151)
2002,27,102072,102072,133-139 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,10,144.96940,-37.81490,POINT (144.9694 -37.8149)
2002,27,103593,103593,45-47 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,2,144.97150,-37.81490,POINT (144.9715 -37.8149)
2002,27,103594,103594,49-51 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,6,144.97150,-37.81480,POINT (144.9715 -37.8148)
2002,27,103595,103595,53-55 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Residential,6,144.97140,-37.81470,POINT (144.9714 -37.8147)
2002,27,103596,103596,57-63 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,29,144.97130,-37.81460,POINT (144.9713 -37.8146)
2002,27,103596,103596,57-63 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,3,144.97130,-37.81460,POINT (144.9713 -37.8146)
2002,28,102057,102057,1-9 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,17,144.97370,-37.81370,POINT (144.9737 -37.813700000000004)
2002,28,102059,102059,13-15 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,52,144.97340,-37.81380,POINT (144.9734 -37.8138)
2002,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,552,144.97260,-37.81430,POINT (144.9726 -37.8143)
2002,28,103969,103969,12-20 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,121,144.97360,-37.81420,POINT (144.9736 -37.8142)
2002,28,108978,108978,35-47 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,30,144.97390,-37.81420,POINT (144.9739 -37.8142)
2002,28,108979,108979,49-51 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,19,144.97380,-37.81400,POINT (144.9738 -37.814)
2002,31,102109,102109,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,210,144.95440,-37.81870,POINT (144.9544 -37.8187)
2002,31,102110,102110,582-606 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,19,144.95490,-37.81850,POINT (144.9549 -37.8185)
2002,31,105297,105297,97-111 King Street MELBOURNE 3000,Melbourne (CBD),Private,62,144.95590,-37.81770,POINT (144.9559 -37.8177)
2002,31,105941,105941,577-583 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,6,144.95560,-37.81780,POINT (144.9556 -37.8178)
2002,31,105942,105942,585-587 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,4,144.95540,-37.81790,POINT (144.9554 -37.81790000000001)
2002,31,105943,105943,589-595 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,20,144.95530,-37.81790,POINT (144.9553 -37.81790000000001)
2002,31,105944,105944,597-599 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,5,144.95510,-37.81800,POINT (144.9551 -37.818)
2002,31,105945,105945,601-611 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,32,144.95490,-37.81800,POINT (144.9549 -37.818)
2002,31,108968,108968,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,300,144.95440,-37.81820,POINT (144.9544 -37.8182)
2002,32,102115,102115,522-534 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,348,144.95680,-37.81770,POINT (144.9568 -37.8177)
2002,32,102116,102116,516-520 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,17,144.95730,-37.81780,POINT (144.9573 -37.8178)
2002,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,170,144.95750,-37.81750,POINT (144.9575 -37.8175)
2002,32,102118,102118,480-490 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,45,144.95800,-37.81770,POINT (144.958 -37.8177)
2002,32,102119,102119,468-478 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,43,144.95830,-37.81750,POINT (144.9583 -37.8175)
2002,32,105939,105939,499-503 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,15,144.95810,-37.81710,POINT (144.9581 -37.8171)
2002,32,105940,105940,505-515 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,98,144.95780,-37.81720,POINT (144.9578 -37.8172)
2002,32,110093,110093,91-97 William Street MELBOURNE 3000,Melbourne (CBD),Private,12,144.95850,-37.81710,POINT (144.9585 -37.8171)
2002,32,110094,110094,99-107 William Street MELBOURNE 3000,Melbourne (CBD),Private,10,144.95840,-37.81690,POINT (144.9584 -37.8169)
2002,33,100731,100731,4-10 Bank Place MELBOURNE 3000,Melbourne (CBD),Private,5,144.96060,-37.81670,POINT (144.9606 -37.8167)
2002,33,102124,102124,430-442 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,105,144.95980,-37.81700,POINT (144.9598 -37.817)
2002,33,102125,102125,422-428 Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,24,144.96000,-37.81680,POINT (144.96 -37.8168)
2002,33,105932,105932,421-423 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,2,144.96060,-37.81620,POINT (144.9606 -37.8162)
2002,33,105938,105938,457-469 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,26,144.95950,-37.81660,POINT (144.9595 -37.81660000000001)
2002,33,110149,110149,90-96 William Street MELBOURNE 3000,Melbourne (CBD),Private,7,144.95920,-37.81700,POINT (144.9592 -37.817)
2002,33,102131,110666,394 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,9,144.96100,-37.81660,POINT (144.961 -37.81660000000001)
2002,33,110667,110666,17-21 Austral Lane MELBOURNE 3000,Melbourne (CBD),Private,9,144.96100,-37.81660,POINT (144.961 -37.81660000000001)
2002,34,102132,102132,376-390 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,80,144.96170,-37.81630,POINT (144.9617 -37.816300000000005)
2002,34,102133,102133,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,140,144.96220,-37.81620,POINT (144.9622 -37.8162)
2002,34,102135,102135,344-350 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,56,144.96270,-37.81600,POINT (144.9627 -37.816)
2002,34,105930,105930,377-379 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,6,144.96240,-37.81590,POINT (144.9624 -37.8159)
2002,36,102151,102151,170-174 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,3,144.96770,-37.81470,POINT (144.9677 -37.8147)
2002,36,105916,105916,201-207 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,70,144.96750,-37.81430,POINT (144.9675 -37.8143)
2002,36,108534,108534,103-107 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,275,144.96820,-37.81430,POINT (144.9682 -37.8143)
2002,36,110754,109416,120 Swanston Street MELBOURNE 3000,Melbourne (CBD),Private,20,144.96680,-37.81480,POINT (144.9668 -37.8148)
2002,37,102154,102154,122-136 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,12,144.96920,-37.81440,POINT (144.9692 -37.8144)
2002,37,102155,102155,106-120 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,307,144.96930,-37.81400,POINT (144.9693 -37.814)
2002,37,102157,102157,90-98 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,118,144.97030,-37.81400,POINT (144.9703 -37.814)
2002,37,102161,102161,80 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,220,144.97070,-37.81360,POINT (144.9707 -37.8136)
2002,37,102162,102162,74 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,1,144.97110,-37.81390,POINT (144.9711 -37.8139)
2002,37,102163,102163,68-72 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,1,144.97120,-37.81390,POINT (144.9712 -37.8139)
2002,38,102164,102164,56-64 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,4,144.97160,-37.81360,POINT (144.9716 -37.8136)
2002,38,102165,102165,52-54 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,5,144.97180,-37.81360,POINT (144.9718 -37.8136)
2002,38,102167,102167,30-34 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,9,144.97250,-37.81350,POINT (144.9725 -37.8135)
2002,38,102172,102172,8 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,7,144.97330,-37.81310,POINT (144.9733 -37.8131)
2002,38,108274,108274,2-18 Ridgway Place MELBOURNE 3000,Melbourne (CBD),Private,15,144.97260,-37.81310,POINT (144.9726 -37.8131)
2002,38,108980,108980,85 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,29,144.97310,-37.81280,POINT (144.9731 -37.8128)
2002,38,108982,108982,93-101 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,43,144.97320,-37.81260,POINT (144.9732 -37.8126)
2002,38,108982,108982,93-101 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,32,144.97320,-37.81260,POINT (144.9732 -37.8126)
2002,41,101159,101159,607-619 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,4,144.95560,-37.81680,POINT (144.9556 -37.8168)
2002,41,101159,101159,607-619 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,33,144.95560,-37.81680,POINT (144.9556 -37.8168)
2002,41,101163,101161,653 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,20,,,
2002,41,105947,101161,588-600 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,37,144.95490,-37.81720,POINT (144.9549 -37.8172)
2002,41,101164,101164,655-667 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,67,144.95450,-37.81730,POINT (144.9545 -37.8173)
2002,41,105298,105298,115-129 King Street MELBOURNE 3000,Melbourne (CBD),Private,15,144.95560,-37.81730,POINT (144.9556 -37.8173)
2002,41,105946,105946,616-622 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,28,144.95430,-37.81760,POINT (144.9543 -37.8176)
2002,41,105948,105948,582-584 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,4,144.95540,-37.81740,POINT (144.9554 -37.8174)
2002,42,101156,101155,535 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,361,144.95780,-37.81640,POINT (144.9578 -37.8164)
2002,42,101157,101157,561-571 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,62,144.95700,-37.81650,POINT (144.957 -37.8165)
2002,42,101158,101158,573-585 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,93,144.95670,-37.81650,POINT (144.9567 -37.8165)
2002,42,105391,105391,140-146 King Street MELBOURNE 3000,Melbourne (CBD),Private,8,144.95630,-37.81670,POINT (144.9563 -37.8167)
2002,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),Private,4,144.95640,-37.81700,POINT (144.9564 -37.817)
2002,42,105950,105950,520-536 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,60,144.95710,-37.81690,POINT (144.9571 -37.8169)
2002,43,101152,101152,457-471 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,52,144.96020,-37.81550,POINT (144.9602 -37.8155)
2002,43,101153,101153,473-481 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,20,144.95990,-37.81560,POINT (144.9599 -37.8156)
2002,43,105954,105954,422-428 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,17,144.96030,-37.81590,POINT (144.9603 -37.8159)
2002,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,69,144.96060,-37.81580,POINT (144.9606 -37.8158)
2002,43,110146,110146,130-148 William Street MELBOURNE 3000,Melbourne (CBD),Private,308,144.95890,-37.81600,POINT (144.9589 -37.816)
2002,43,110147,110147,114-128 William Street MELBOURNE 3000,Melbourne (CBD),Private,111,144.95890,-37.81630,POINT (144.9589 -37.816300000000005)
2002,44,101146,101146,359-385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,213,144.96290,-37.81490,POINT (144.9629 -37.8149)
2002,44,101146,101146,359-385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,25,144.96290,-37.81490,POINT (144.9629 -37.8149)
2002,44,101147,101147,387-403 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,6,144.96220,-37.81510,POINT (144.9622 -37.8151)
2002,44,105958,105958,378-380 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,1,144.96200,-37.81550,POINT (144.962 -37.8155)
2002,44,108109,108109,148-156 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,31,144.96120,-37.81510,POINT (144.9612 -37.8151)
2002,44,108110,108110,128-146 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,13,144.96120,-37.81540,POINT (144.9612 -37.8154)
2002,44,108112,108112,400-404 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,8,144.96140,-37.81580,POINT (144.9614 -37.8158)
2002,46,101134,101134,219-225 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,5,144.96710,-37.81350,POINT (144.9671 -37.8135)
2002,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,85,144.96660,-37.81380,POINT (144.9666 -37.8138)
2002,46,105962,105962,218-242 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,32,,,
2002,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Private,53,144.96720,-37.81380,POINT (144.9672 -37.8138)
2002,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,126,144.96720,-37.81380,POINT (144.9672 -37.8138)
2002,46,105965,105965,166-186 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,30,144.96790,-37.81380,POINT (144.9679 -37.8138)
2002,46,109409,109409,158-164 Swanston Street MELBOURNE 3000,Melbourne (CBD),Private,7,144.96620,-37.81390,POINT (144.9662 -37.8139)
2002,46,111393,111393,12-14 Russell Place MELBOURNE 3000,Melbourne (CBD),Private,2,144.96750,-37.81380,POINT (144.9675 -37.8138)
