Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate,Location
2007,656,109991,109991,161-167 Wellington Parade South JOLIMONT 3002,East Melbourne,Residential,15,144.97920,-37.81670,POINT (144.97920000000002 -37.8167)
2007,656,111441,111441,40 Jolimont Terrace JOLIMONT 3002,East Melbourne,Residential,2,144.98150,-37.81830,POINT (144.9815 -37.8183)
2007,657,101065,101065,31-43 Berry Street EAST MELBOURNE 3002,East Melbourne,Private,3,144.98840,-37.81830,POINT (144.9884 -37.8183)
2007,657,101066,101066,51 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98850,-37.81800,POINT (144.9885 -37.818)
2007,657,101067,101067,53 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98850,-37.81790,POINT (144.9885 -37.81790000000001)
2007,657,101068,101068,55 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98850,-37.81790,POINT (144.9885 -37.81790000000001)
2007,657,101069,101069,57 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98850,-37.81780,POINT (144.9885 -37.8178)
2007,657,101071,101071,54 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81790,POINT (144.989 -37.81790000000001)
2007,657,101072,101072,52 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81800,POINT (144.989 -37.818)
2007,657,101073,101073,48 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98900,-37.81810,POINT (144.989 -37.8181)
2007,657,101074,101074,46 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98900,-37.81810,POINT (144.989 -37.8181)
2007,657,101075,101075,44 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81820,POINT (144.989 -37.8182)
2007,657,101076,101076,42 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81830,POINT (144.989 -37.8183)
2007,657,101077,101077,40 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81830,POINT (144.989 -37.8183)
2007,657,101078,101078,36-38 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81840,POINT (144.989 -37.8184)
2007,657,101079,101079,34 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81850,POINT (144.989 -37.8185)
2007,657,101080,101080,32 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81850,POINT (144.989 -37.8185)
2007,657,101081,101081,30 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98900,-37.81860,POINT (144.989 -37.8186)
2007,657,101082,101082,28 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98900,-37.81860,POINT (144.989 -37.8186)
2007,657,101083,101083,24-26 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98890,-37.81870,POINT (144.98890000000003 -37.8187)
2007,657,101084,101084,20-22 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98890,-37.81880,POINT (144.98890000000003 -37.8188)
2007,657,101085,101085,18 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98890,-37.81880,POINT (144.98890000000003 -37.8188)
2007,657,101086,101086,16 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98890,-37.81890,POINT (144.98890000000003 -37.8189)
2007,657,101087,101087,14 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98890,-37.81890,POINT (144.98890000000003 -37.8189)
2007,657,109574,109574,120-132 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98810,-37.81760,POINT (144.9881 -37.8176)
2007,657,109575,109575,116-118 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98810,-37.81790,POINT (144.9881 -37.81790000000001)
2007,657,109576,109576,114 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98800,-37.81800,POINT (144.988 -37.818)
2007,657,109577,109577,112 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98800,-37.81800,POINT (144.988 -37.818)
2007,657,109578,109578,110 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98800,-37.81810,POINT (144.988 -37.8181)
2007,657,109579,109579,98-108 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98800,-37.81830,POINT (144.988 -37.8183)
2007,657,109580,109580,96 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98800,-37.81840,POINT (144.988 -37.8184)
2007,657,109581,109581,94 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98800,-37.81850,POINT (144.988 -37.8185)
2007,657,109582,109582,92 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98790,-37.81850,POINT (144.9879 -37.8185)
2007,657,109585,109585,78-80 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,3,144.98790,-37.81880,POINT (144.9879 -37.8188)
2007,657,109587,109587,74-76 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,8,144.98790,-37.81890,POINT (144.9879 -37.8189)
2007,657,109588,109588,28 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98870,-37.81910,POINT (144.9887 -37.8191)
2007,657,109589,109589,26 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98880,-37.81910,POINT (144.9888 -37.8191)
2007,657,109590,109590,24 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98890,-37.81910,POINT (144.98890000000003 -37.8191)
2007,657,109591,109591,22 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98900,-37.81910,POINT (144.989 -37.8191)
2007,657,109592,109592,20 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98900,-37.81910,POINT (144.989 -37.8191)
2007,657,109594,109594,16 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98920,-37.81920,POINT (144.9892 -37.81920000000001)
2007,657,109595,109595,14 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98920,-37.81920,POINT (144.9892 -37.81920000000001)
2007,657,109598,109598,8 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98940,-37.81920,POINT (144.9894 -37.81920000000001)
2007,657,109977,109977,39 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98870,-37.81770,POINT (144.9887 -37.8177)
2007,657,109978,109978,41 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98860,-37.81760,POINT (144.9886 -37.8176)
2007,657,109979,109979,43 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98850,-37.81760,POINT (144.9885 -37.8176)
2007,657,109980,109980,45 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98840,-37.81760,POINT (144.9884 -37.8176)
2007,657,109981,109981,47 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98840,-37.81760,POINT (144.9884 -37.8176)
2007,657,110285,110285,2-40 Webb Lane EAST MELBOURNE 3002,East Melbourne,Residential,62,144.98930,-37.81830,POINT (144.9893 -37.8183)
2007,658,110265,110264,Punt Road JOLIMONT 3002,East Melbourne,Private,80,144.98410,-37.81970,POINT (144.9841 -37.8197)
2007,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Private,600,144.98310,-37.82000,POINT (144.9831 -37.82)
2007,659,100847,100847,Batman Avenue MELBOURNE 3004,Melbourne (Remainder),Private,658,144.98770,-37.82400,POINT (144.9877 -37.824)
2007,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,23,144.97550,-37.83510,POINT (144.9755 -37.8351)
2007,710,108618,108618,387-389 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,14,144.97560,-37.83530,POINT (144.9756 -37.8353)
2007,710,108620,108620,391 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,19,144.97570,-37.83550,POINT (144.9757 -37.8355)
2007,710,108621,108621,393-401 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,24,144.97600,-37.83570,POINT (144.976 -37.8357)
2007,710,108622,108622,403 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,1,144.97590,-37.83590,POINT (144.9759 -37.8359)
2007,710,108623,108623,405 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,10,144.97610,-37.83600,POINT (144.9761 -37.836)
2007,710,108624,108624,407A St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,5,144.97620,-37.83620,POINT (144.9762 -37.8362)
2007,710,108625,108625,407B-407D St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,1,144.97620,-37.83630,POINT (144.9762 -37.8363)
2007,720,108626,108626,409-413 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,124,144.97690,-37.83740,POINT (144.9769 -37.8374)
2007,720,108627,108627,415-421 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,482,144.97700,-37.83770,POINT (144.977 -37.8377)
2007,720,108628,108628,423-425 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,76,144.97720,-37.83810,POINT (144.9772 -37.8381)
2007,720,108629,108629,427-431 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,93,144.97730,-37.83850,POINT (144.9773 -37.8385)
2007,720,108629,108629,427-431 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,100,144.97730,-37.83850,POINT (144.9773 -37.8385)
2007,720,108630,108630,2-6 Slater Street MELBOURNE 3004,Melbourne (Remainder),Residential,54,144.97770,-37.83850,POINT (144.9777 -37.8385)
2007,724,106798,106798,557-563 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,86,144.98130,-37.84750,POINT (144.9813 -37.8475)
2007,724,108647,108647,541-543 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,132,144.98010,-37.84610,POINT (144.9801 -37.8461)
2007,724,108648,108648,545-547 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,25,144.98020,-37.84630,POINT (144.9802 -37.8463)
2007,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.98030,-37.84660,POINT (144.9803 -37.8466)
2007,724,108650,108650,553-555 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,170,144.98040,-37.84690,POINT (144.9804 -37.8469)
2007,728,110605,110605,1-3 Meaden Street SOUTHBANK 3006,Southbank,Commercial,84,,,
2007,729,110346,110346,79 Whiteman Street SOUTHBANK 3006,Southbank,Residential,226,144.95640,-37.82660,POINT (144.9564 -37.8266)
2007,729,110347,110347,81-89 Whiteman Street SOUTHBANK 3006,Southbank,Residential,225,144.95600,-37.82700,POINT (144.956 -37.827000000000005)
2007,729,110348,110348,91-99 Whiteman Street SOUTHBANK 3006,Southbank,Residential,75,144.95570,-37.82740,POINT (144.9557 -37.8274)
2007,729,110475,110475,52-70 Haig Street SOUTHBANK 3006,Southbank,Private,20,144.95640,-37.82730,POINT (144.9564 -37.8273)
2007,729,110476,110476,72-82 Haig Street SOUTHBANK 3006,Southbank,Commercial,200,,,
2007,729,110486,110486,42-48 Clarendon Street SOUTHBANK 3006,Southbank,Private,8,144.95680,-37.82610,POINT (144.9568 -37.8261)
2007,729,110486,110486,42-48 Clarendon Street SOUTHBANK 3006,Southbank,Private,4,144.95680,-37.82610,POINT (144.9568 -37.8261)
2007,729,110487,110487,50-54 Clarendon Street SOUTHBANK 3006,Southbank,Private,6,144.95700,-37.82630,POINT (144.957 -37.8263)
2007,729,110489,110489,60-62 Clarendon Street SOUTHBANK 3006,Southbank,Private,12,144.95720,-37.82660,POINT (144.9572 -37.8266)
2007,730,110400,110400,322-332 City Road SOUTHBANK 3006,Southbank,Private,7,144.95760,-37.82760,POINT (144.9576 -37.8276)
2007,730,609329,110401,334-342 City Road SOUTHBANK 3006,Southbank,Private,20,144.95740,-37.82780,POINT (144.9574 -37.8278)
2007,730,110402,110402,344 City Road SOUTHBANK 3006,Southbank,Private,12,,,
2007,730,110403,110403,346-366 City Road SOUTHBANK 3006,Southbank,Commercial,90,,,
2007,730,609331,110471,57-59 Haig Street SOUTHBANK 3006,Southbank,Private,8,144.95700,-37.82760,POINT (144.957 -37.8276)
2007,730,110472,110472,61-63 Haig Street SOUTHBANK 3006,Southbank,Private,6,144.95680,-37.82770,POINT (144.9568 -37.8277)
2007,730,110473,110473,65-73 Haig Street SOUTHBANK 3006,Southbank,Private,20,144.95660,-37.82790,POINT (144.9566 -37.8279)
2007,730,110491,110491,41-55 Haig Street SOUTHBANK 3006,Southbank,Residential,300,144.95730,-37.82720,POINT (144.9573 -37.8272)
2007,730,619639,619639,75-77 Haig Street SOUTHBANK 3006,Southbank,Commercial,52,,,
2007,730,619640,619640,79-83 Haig Street SOUTHBANK 3006,Southbank,Commercial,8,,,
2007,731,110377,110377,305-331 City Road SOUTHBANK 3006,Southbank,Private,35,144.95780,-37.82820,POINT (144.9578 -37.8282)
2007,732,110375,110375,285-291 City Road SOUTHBANK 3006,Southbank,Residential,60,144.95880,-37.82740,POINT (144.9588 -37.8274)
2007,732,110376,110376,293-297 City Road SOUTHBANK 3006,Southbank,Private,23,144.95880,-37.82760,POINT (144.9588 -37.8276)
2007,732,110460,110460,33 Hancock Street SOUTHBANK 3006,Southbank,Private,5,144.95910,-37.82790,POINT (144.9591 -37.8279)
2007,732,110468,110468,58 Clarke Street SOUTHBANK 3006,Southbank,Private,6,144.95930,-37.82790,POINT (144.9593 -37.8279)
2007,732,110482,110482,109-117 Clarendon Street SOUTHBANK 3006,Southbank,Private,18,144.95850,-37.82770,POINT (144.9585 -37.8277)
2007,732,110483,110483,127-135 Clarendon Street SOUTHBANK 3006,Southbank,Commercial,225,,,
2007,733,110397,110397,296-306 City Road SOUTHBANK 3006,Southbank,Private,5,144.95850,-37.82690,POINT (144.9585 -37.8269)
2007,733,110397,110397,296-306 City Road SOUTHBANK 3006,Southbank,Private,10,144.95850,-37.82690,POINT (144.9585 -37.8269)
2007,734,110371,110371,245-261 City Road SOUTHBANK 3006,Southbank,Private,28,144.95980,-37.82670,POINT (144.9598 -37.8267)
2007,734,110372,110372,263-267 City Road SOUTHBANK 3006,Southbank,Private,12,144.95950,-37.82680,POINT (144.9595 -37.8268)
2007,734,110459,110459,15-17 Hancock Street SOUTHBANK 3006,Southbank,Private,10,144.96000,-37.82770,POINT (144.96 -37.8277)
2007,734,110463,110463,51-65 Clarke Street SOUTHBANK 3006,Southbank,Private,28,144.95970,-37.82730,POINT (144.9597 -37.8273)
2007,734,110465,110465,71-75 Clarke Street SOUTHBANK 3006,Southbank,Commercial,253,,,
2007,734,110634,110634,26-40 Moray Street SOUTHBANK 3006,Southbank,Private,20,144.96020,-37.82720,POINT (144.9602 -37.8272)
2007,735,110444,110444,100-110 Kings Way SOUTHBANK 3006,Southbank,Commercial,15,,,
2007,735,110630,110630,9-15 Moray Street SOUTHBANK 3006,Southbank,Private,10,144.96080,-37.82680,POINT (144.9608 -37.8268)
2007,735,110637,110637,31-49 Moray Street SOUTHBANK 3006,Southbank,Commercial,180,,,
2007,736,110408,110408,93-119 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,700,,,
2007,736,110412,110412,127-129 Kavanagh Street SOUTHBANK 3006,Southbank,Private,72,,,
2007,736,559332,559332,42-48 Balston Street SOUTHBANK 3006,Southbank,Private,52,,,
2007,736,563369,563369,49 Balston Street SOUTHBANK 3006,Southbank,Private,30,144.96300,-37.82670,POINT (144.963 -37.8267)
2007,737,110405,110405,21-55 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,91,144.96530,-37.82390,POINT (144.9653 -37.8239)
2007,737,110406,110406,57-83 Kavanagh Street SOUTHBANK 3006,Southbank,Private,80,144.96480,-37.82470,POINT (144.9648 -37.8247)
2007,738,110620,110620,102-118 Sturt Street SOUTHBANK 3006,Southbank,Commercial,200,144.96640,-37.82420,POINT (144.9664 -37.8242)
2007,738,110621,110621,120-150 Sturt Street SOUTHBANK 3006,Southbank,Residential,144,144.96630,-37.82480,POINT (144.9663 -37.8248)
2007,738,610509,110622,152-166 Sturt Street SOUTHBANK 3006,Southbank,Commercial,79,144.96610,-37.82540,POINT (144.9661 -37.8254)
2007,738,610509,110622,152-166 Sturt Street SOUTHBANK 3006,Southbank,Private,12,144.96610,-37.82540,POINT (144.9661 -37.8254)
2007,738,110623,110623,168-172 Sturt Street SOUTHBANK 3006,Southbank,Private,30,144.96600,-37.82570,POINT (144.966 -37.8257)
2007,740,559375,559375,135-149 Kings Way SOUTHBANK 3006,Southbank,Private,143,144.96360,-37.82800,POINT (144.9636 -37.828)
2007,741,110613,110613,131-139 Sturt Street SOUTHBANK 3006,Southbank,Private,8,144.96690,-37.82740,POINT (144.9669 -37.8274)
2007,741,110613,110613,131-139 Sturt Street SOUTHBANK 3006,Southbank,Private,8,144.96690,-37.82740,POINT (144.9669 -37.8274)
2007,741,110613,110613,131-139 Sturt Street SOUTHBANK 3006,Southbank,Private,4,144.96690,-37.82740,POINT (144.9669 -37.8274)
2007,741,110613,110613,131-139 Sturt Street SOUTHBANK 3006,Southbank,Private,38,144.96690,-37.82740,POINT (144.9669 -37.8274)
2007,741,110614,110614,141-151 Sturt Street SOUTHBANK 3006,Southbank,Private,16,144.96680,-37.82770,POINT (144.9668 -37.8277)
2007,741,110614,110614,141-151 Sturt Street SOUTHBANK 3006,Southbank,Private,12,144.96680,-37.82770,POINT (144.9668 -37.8277)
2007,741,110615,110615,153-159 Sturt Street SOUTHBANK 3006,Southbank,Private,36,144.96670,-37.82790,POINT (144.9667 -37.8279)
2007,741,110616,110616,161-173 Sturt Street SOUTHBANK 3006,Southbank,Residential,92,144.96660,-37.82820,POINT (144.9666 -37.8282)
2007,742,110424,110424,12-80 Wells Street SOUTHBANK 3006,Southbank,Residential,108,144.96830,-37.82670,POINT (144.9683 -37.8267)
2007,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96850,-37.82620,POINT (144.9685 -37.8262)
2007,742,110426,110426,90-104 Wells Street SOUTHBANK 3006,Southbank,Residential,146,144.96800,-37.82790,POINT (144.968 -37.8279)
2007,742,110427,110427,82-88 Wells Street SOUTHBANK 3006,Southbank,Residential,84,144.96820,-37.82730,POINT (144.9682 -37.8273)
2007,743,110451,110451,62-104 Coventry Street SOUTHBANK 3006,Southbank,Residential,112,144.96780,-37.82920,POINT (144.9678 -37.8292)
2007,744,110430,110430,110-120 Dodds Street SOUTHBANK 3006,Southbank,Residential,68,144.96630,-37.82920,POINT (144.9663 -37.8292)
2007,744,110618,110618,211-229 Sturt Street SOUTHBANK 3006,Southbank,Residential,250,144.96620,-37.82970,POINT (144.9662 -37.8297)
2007,745,110422,110422,161-169 Moore Street SOUTHBANK 3006,Southbank,Commercial,80,144.96490,-37.82850,POINT (144.9649 -37.8285)
2007,745,110626,110626,248-250 Sturt Street SOUTHBANK 3006,Southbank,Private,4,144.96540,-37.82880,POINT (144.9654 -37.8288)
2007,745,110627,110627,252-274 Sturt Street SOUTHBANK 3006,Southbank,Commercial,200,144.96490,-37.82920,POINT (144.9649 -37.8292)
2007,746,110438,110437,80 Dorcas Street SOUTHBANK 3006,Southbank,Private,128,144.96630,-37.83070,POINT (144.9663 -37.8307)
2007,746,110439,110437,100 Dorcas Street SOUTHBANK 3006,Southbank,Private,84,144.96630,-37.83070,POINT (144.9663 -37.8307)
2007,746,110448,110437,95 Coventry Street SOUTHBANK 3006,Southbank,Private,44,144.96630,-37.83070,POINT (144.9663 -37.8307)
2007,746,110449,110437,99 Coventry Street SOUTHBANK 3006,Southbank,Private,77,144.96630,-37.83070,POINT (144.9663 -37.8307)
2007,746,110450,110437,111 Coventry Street SOUTHBANK 3006,Southbank,Private,78,144.96630,-37.83070,POINT (144.9663 -37.8307)
2007,747,110436,110436,68-70 Dorcas Street SOUTHBANK 3006,Southbank,Private,44,144.96750,-37.83060,POINT (144.9675 -37.8306)
2007,747,110446,110446,77-81 Coventry Street SOUTHBANK 3006,Southbank,Residential,20,144.96750,-37.83010,POINT (144.9675 -37.8301)
2007,747,610540,110447,83-89 Coventry Street SOUTHBANK 3006,Southbank,Private,9,144.96720,-37.83020,POINT (144.9672 -37.8302)
2007,747,610540,110447,83-89 Coventry Street SOUTHBANK 3006,Southbank,Private,30,144.96720,-37.83020,POINT (144.9672 -37.8302)
2007,747,110457,110457,49-75 Coventry Street SOUTHBANK 3006,Southbank,Private,146,144.96870,-37.83000,POINT (144.9687 -37.83)
2007,748,108658,108658,312-318 St Kilda Road SOUTHBANK 3006,Southbank,Commercial,240,144.97070,-37.82910,POINT (144.9707 -37.8291)
2007,748,108658,108658,312-318 St Kilda Road SOUTHBANK 3006,Southbank,Private,28,144.97070,-37.82910,POINT (144.9707 -37.8291)
2007,748,108659,108659,320-322 St Kilda Road SOUTHBANK 3006,Southbank,Residential,80,144.97070,-37.82940,POINT (144.9707 -37.8294)
2007,748,108660,108660,324-330 St Kilda Road SOUTHBANK 3006,Southbank,Private,66,144.97070,-37.82960,POINT (144.9707 -37.829600000000006)
2007,748,108661,108661,332 St Kilda Road SOUTHBANK 3006,Southbank,Private,65,144.97070,-37.82990,POINT (144.9707 -37.82990000000001)
2007,748,110433,110433,6-8 Dorcas Street SOUTHBANK 3006,Southbank,Residential,221,144.97020,-37.82980,POINT (144.9702 -37.8298)
2007,748,110434,110434,10-16 Dorcas Street SOUTHBANK 3006,Southbank,Private,47,144.96990,-37.82990,POINT (144.9699 -37.82990000000001)
2007,748,110445,110445,21-23 Coventry Street SOUTHBANK 3006,Southbank,Private,50,144.97020,-37.82930,POINT (144.9702 -37.8293)
2007,748,110452,110452,25-27 Coventry Street SOUTHBANK 3006,Southbank,Private,29,144.97000,-37.82940,POINT (144.97 -37.8294)
2007,748,110453,110453,29 Coventry Street SOUTHBANK 3006,Southbank,Private,11,144.96990,-37.82940,POINT (144.9699 -37.8294)
2007,748,110454,110454,31 Coventry Street SOUTHBANK 3006,Southbank,Private,10,144.96980,-37.82940,POINT (144.9698 -37.8294)
2007,748,110455,110455,33 Coventry Street SOUTHBANK 3006,Southbank,Private,6,144.96960,-37.82940,POINT (144.9696 -37.8294)
2007,748,110456,110456,35-47 Coventry Street SOUTHBANK 3006,Southbank,Private,48,144.96940,-37.82960,POINT (144.9694 -37.829600000000006)
2007,749,108657,108657,256-310 St Kilda Road SOUTHBANK 3006,Southbank,Private,300,144.96980,-37.82770,POINT (144.9698 -37.8277)
2007,750,569746,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,94,144.97010,-37.82560,POINT (144.9701 -37.8256)
2007,750,569747,108655,3-17 Grant Street SOUTHBANK 3006,Southbank,Residential,18,144.97010,-37.82560,POINT (144.9701 -37.8256)
2007,750,569748,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,173,144.97010,-37.82560,POINT (144.9701 -37.8256)
2007,750,569749,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,206,144.97010,-37.82560,POINT (144.9701 -37.8256)
2007,752,110734,110733,100 St Kilda Road SOUTHBANK 3006,Southbank,Private,24,144.96820,-37.82090,POINT (144.9682 -37.8209)
2007,752,110736,110736,130-200 St Kilda Road SOUTHBANK 3006,Southbank,Private,850,144.96870,-37.82270,POINT (144.9687 -37.8227)
2007,753,110378,110380,16-24 City Road SOUTHBANK 3006,Southbank,Private,20,144.96630,-37.82070,POINT (144.9663 -37.8207)
2007,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Commercial,1122,144.96630,-37.82070,POINT (144.9663 -37.8207)
2007,753,110607,110607,24-26 Southgate Avenue SOUTHBANK 3006,Southbank,Residential,56,144.96710,-37.82040,POINT (144.9671 -37.8204)
2007,753,110607,110607,24-26 Southgate Avenue SOUTHBANK 3006,Southbank,Private,160,144.96710,-37.82040,POINT (144.9671 -37.8204)
2007,753,110608,110608,28-32 Southgate Avenue SOUTHBANK 3006,Southbank,Residential,108,144.96750,-37.82070,POINT (144.9675 -37.8207)
2007,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,114,144.97750,-37.83910,POINT (144.9775 -37.8391)
2007,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,336,144.97770,-37.83950,POINT (144.9777 -37.8395)
2007,759,108633,108633,447-453 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,44,144.97790,-37.84000,POINT (144.9779 -37.84)
2007,759,108634,108634,455-457 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,114,144.97800,-37.84040,POINT (144.978 -37.8404)
2007,759,108635,108635,459-465 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,108,144.97820,-37.84080,POINT (144.9782 -37.8408)
2007,760,102177,102177,12-22 Commercial Road MELBOURNE 3004,Melbourne (Remainder),Private,63,144.97990,-37.84460,POINT (144.97990000000001 -37.8446)
2007,760,108636,108636,469-471 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,231,144.97840,-37.84140,POINT (144.9784 -37.8414)
2007,760,108637,108637,473-475 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,12,144.97820,-37.84170,POINT (144.9782 -37.8417)
2007,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97860,-37.84190,POINT (144.9786 -37.8419)
2007,760,108639,108639,481-483 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,40,144.97870,-37.84210,POINT (144.9787 -37.8421)
2007,760,108640,108640,485-491 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,79,144.97880,-37.84250,POINT (144.9788 -37.8425)
2007,760,108641,108641,493-495 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,91,144.97890,-37.84290,POINT (144.9789 -37.84290000000001)
2007,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,365,144.97910,-37.84330,POINT (144.9791 -37.8433)
2007,760,108643,108643,505-507 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,80,144.97920,-37.84370,POINT (144.97920000000002 -37.8437)
2007,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,215,144.97940,-37.84410,POINT (144.9794 -37.8441)
2007,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,49,144.97940,-37.84410,POINT (144.9794 -37.8441)
2007,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,46,144.97940,-37.84410,POINT (144.9794 -37.8441)
2007,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,14,144.97940,-37.84410,POINT (144.9794 -37.8441)
2007,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,10,144.97940,-37.84410,POINT (144.9794 -37.8441)
2007,760,108645,108645,517 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,79,144.97930,-37.84460,POINT (144.9793 -37.8446)
2007,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,194,144.94300,-37.82500,POINT (144.943 -37.825)
2007,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,8,144.94300,-37.82500,POINT (144.943 -37.825)
2007,772,110529,110529,81-83 Lorimer Street DOCKLANDS 3205,Docklands,Private,10,144.94210,-37.82460,POINT (144.94210000000004 -37.8246)
