Geo Point,Geo Shape,segid_1,mapbase_mc,insol_scor,verticalsu,segid,driveways,parklane,objectid,climate_ty,narrowing,closepart,farmlane,walls,farm_rank,vert_rank,fores_rank,forest,park_rank,binsperct,mapbase__1,wsud
"-37.81602777672109, 144.961858207876","{""coordinates"": [[[[144.96178824243682, -37.81583387822336], [144.96196159926185, -37.81621198059417], [144.96192820355049, -37.81622173722892], [144.96175478903297, -37.81584350764789], [144.96178824243682, -37.81583387822336]]]], ""type"": ""MultiPolygon""}",20386,20386.0,3.5747,0.0,20386,1,0.0,140,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,0.0,Briscoe Lane,Probably Unsuitable
"-37.817199920431165, 144.96372396866002","{""coordinates"": [[[[144.9638150240939, -37.81735290527082], [144.96377908039338, -37.817363228459214], [144.96363353812472, -37.81705431356203], [144.96367432841512, -37.81704243950261], [144.9638150240939, -37.81735290527082]]]], ""type"": ""MultiPolygon""}",20389,20389.0,1.517552,0.0,20389,0,46.947172,143,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Bligh Place,Probably Unsuitable
"-37.81776601260828, 144.9644701544366","{""coordinates"": [[[[144.96436823601385, -37.81780890144185], [144.9643574899494, -37.81778568521541], [144.96457207478792, -37.81772312335947], [144.96458281748124, -37.817746340410075], [144.96436823601385, -37.81780890144185]]]], ""type"": ""MultiPolygon""}",20393,20393.0,2.497896,70.1144,20393,0,61.028648,147,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Cl0496,Consider
"-37.81820807553832, 144.96278099354788","{""coordinates"": [[[[144.962647190404, -37.817784705464504], [144.96302075354635, -37.81859808556831], [144.96291270530725, -37.81862931192559], [144.96254104025888, -37.81781519113068], [144.962647190404, -37.817784705464504]]]], ""type"": ""MultiPolygon""}",20394,20394.0,2.044473,0.0,20394,3,59.970094,148,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,20.0,Bond Street,Consider
"-37.817688637627505, 144.96142118297337","{""coordinates"": [[[[144.96136391927013, -37.817462761997845], [144.96140386838132, -37.81745125897092], [144.96142791766263, -37.817504680671554], [144.96136136203808, -37.817523502886196], [144.96135478896136, -37.81753577302778], [144.96156590434978, -37.817991098905054], [144.96153395502762, -37.818000401932], [144.96152966607116, -37.8179910068244], [144.9612972992293, -37.81748194443252], [144.96136391927013, -37.817462761997845]]]], ""type"": ""MultiPolygon""}",20399,20399.0,2.177555,0.0,20399,4,0.0,152,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,0.0,Samuel Lane,Probably Unsuitable
"-37.813316564957894, 144.95622231595837","{""coordinates"": [[[[144.95604855149406, -37.81305766303547], [144.95603353374239, -37.8130252781627], [144.95610076409974, -37.813005860536144], [144.9561157818528, -37.81303824630193], [144.95631907034777, -37.81347662509208], [144.95650463859803, -37.813424068407606], [144.9565211845699, -37.81346007453041], [144.9561811074615, -37.81355497575451], [144.95616500817638, -37.81352032459601], [144.9562512520426, -37.81349477639492], [144.95604855149406, -37.81305766303547]]]], ""type"": ""MultiPolygon""}",20408,20408.0,1.65005,46.648186,20408,3,0.0,161,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,37.75391,Lowest potential,20.0,Chisholm Place,Probably Unsuitable
"-37.81445067539735, 144.95696234059736","{""coordinates"": [[[[144.9569914378668, -37.814396801784156], [144.9570334875199, -37.81448731993629], [144.95717024123024, -37.814781702110004], [144.95709488601597, -37.81480323139785], [144.95696006230042, -37.81450811662923], [144.95694245545664, -37.81446957788317], [144.95692767839512, -37.81447372101842], [144.9568810721982, -37.8143722573988], [144.95672181731177, -37.81402555152156], [144.95676691687936, -37.814012477659965], [144.95692838398938, -37.81435851173804], [144.95694415408218, -37.814392308175286], [144.9569914378668, -37.814396801784156]]]], ""type"": ""MultiPolygon""}",20410,20410.0,2.743771,0.0,20410,5 or more,0.0,163,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Some potential,27.894646,Lowest potential,20.0,Guests Lane,Probably Unsuitable
"-37.81488075904122, 144.95548424957065","{""coordinates"": [[[[144.95527913789783, -37.814445174493436], [144.95531609219185, -37.814432343649614], [144.95541184872738, -37.81463809996594], [144.95543607796475, -37.81469016430366], [144.95548979238436, -37.8148055822229], [144.95550431854255, -37.81483647799221], [144.9554860932222, -37.81484105040835], [144.9556709037261, -37.81524455292482], [144.95561455633552, -37.815258687299256], [144.9554276929576, -37.814849273393065], [144.95544772046287, -37.814812113360794], [144.95527913789783, -37.814445174493436]]]], ""type"": ""MultiPolygon""}",20412,20412.0,2.706366,0.0,20412,0,0.0,165,Shaded-Exposed,Probably Unsuitable,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,0.0,Brown Alley,Probably Unsuitable
"-37.81676041377433, 144.9565316258329","{""coordinates"": [[[[144.95667968238146, -37.817174524287836], [144.95631855551707, -37.81636245085678], [144.95638191419658, -37.81634414014376], [144.95658082390264, -37.81678944812036], [144.95659914930258, -37.81683094171661], [144.95674427161174, -37.81715614372498], [144.95667968238146, -37.817174524287836]]]], ""type"": ""MultiPolygon""}",20418,20418.0,1.555599,48.081454,20418,5 or more,45.374902,170,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,40.0,Gallaghers Place,Consider
"-37.81734946853748, 144.95821608690858","{""coordinates"": [[[[144.95809920745478, -37.81735324181715], [144.95817487804032, -37.817331937276066], [144.95835528172432, -37.817281145559384], [144.95842044338264, -37.817262799231116], [144.95871284379575, -37.81718047558912], [144.9587372146307, -37.81723188295949], [144.95773355777436, -37.81751445652343], [144.95771937501706, -37.81751844874771], [144.95769491895896, -37.81746706493035], [144.95809920745478, -37.81735324181715]]]], ""type"": ""MultiPolygon""}",20419,20419.0,1.400661,50.078614,20419,1,55.054162,171,Shaded-Sheltered,Consider,Consider,0.0,Consider,Lowest potential,Good potential,Highest potential,60.504294,Highest potential,20.0,St James Lane,Probably Unsuitable
"-37.81739031205376, 144.9571657633738","{""coordinates"": [[[[144.9572695585228, -37.817568987832416], [144.9572317042253, -37.817579929212506], [144.95718909878698, -37.8175922444481], [144.95707974797648, -37.81762342391596], [144.95705872823504, -37.817576590146295], [144.9571512738456, -37.81755020265535], [144.95717178450872, -37.817515540670875], [144.9570229689104, -37.81718839975137], [144.9570175921338, -37.81717657947442], [144.95713427421413, -37.81714353745909], [144.95713969465953, -37.81715558738696], [144.95732237958376, -37.81755371911251], [144.9572695585228, -37.817568987832416]]]], ""type"": ""MultiPolygon""}",20421,20421.0,2.585259,0.0,20421,4,44.77241,173,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,McCrackens Lane,Probably Unsuitable
"-37.818984126275495, 144.95739637072802","{""coordinates"": [[[[144.95752452834626, -37.819176890590406], [144.95745686058294, -37.81919685829055], [144.9572681151176, -37.81878587275715], [144.95733187602477, -37.81876795694462], [144.95752452834626, -37.819176890590406]]]], ""type"": ""MultiPolygon""}",20423,20423.0,2.093497,59.228951,20423,1,0.0,175,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,55.662509,Lowest potential,40.0,Geddes Lane,Consider
"-37.81963370613525, 144.95802323076245","{""coordinates"": [[[[144.9578925622941, -37.81926331209747], [144.95802622618422, -37.81955443233871], [144.95804177975606, -37.81958830777416], [144.9582220714674, -37.81998098502639], [144.9581550590971, -37.820006583306984], [144.95806822545123, -37.81981736911788], [144.9580498108611, -37.81977724398922], [144.9578231792992, -37.81928339805223], [144.9578925622941, -37.81926331209747]]]], ""type"": ""MultiPolygon""}",20425,20425.0,1.556214,50.782206,20425,5 or more,0.0,176,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,38.607411,Lowest potential,20.0,Highlander Lane,Consider
"-37.81954117327879, 144.95814655276035","{""coordinates"": [[[[144.95802622618422, -37.81955443233871], [144.95818233490175, -37.819509280922524], [144.95818329454016, -37.8195113531429], [144.95824835481713, -37.81949432720396], [144.95826487962918, -37.81953121766075], [144.95804177975606, -37.81958830777416], [144.95802622618422, -37.81955443233871]]]], ""type"": ""MultiPolygon""}",20426,20426.0,1.322984,61.445051,20426,1,0.0,177,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,57.380106,Lowest potential,0.0,Cl0481,Consider
"-37.8200790748199, 144.95689895741233","{""coordinates"": [[[[144.95720715274007, -37.82001013369068], [144.95662482002055, -37.820181293760825], [144.95660643576878, -37.82014071204753], [144.95675510798836, -37.82009753142738], [144.95719142659402, -37.819975606310734], [144.95720715274007, -37.82001013369068]]]], ""type"": ""MultiPolygon""}",20429,20429.0,2.637209,61.555394,20429,0,57.879836,180,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,40.0,Mercantile Place,Consider
"-37.82011600297684, 144.9565343730053","{""coordinates"": [[[[144.95638059543663, -37.8196954730032], [144.95650378221015, -37.81996739466778], [144.95652515890268, -37.81996130065167], [144.95660643576878, -37.82014071204754], [144.95662482002055, -37.820181293760825], [144.9567302451015, -37.82041400595358], [144.95673590886108, -37.82042650710102], [144.95662628587135, -37.82045775615776], [144.95641797045815, -37.819991459000384], [144.95643938146253, -37.81998543949183], [144.95631782214008, -37.81971333693868], [144.95638059543663, -37.8196954730032]]]], ""type"": ""MultiPolygon""}",20430,20430.0,3.509397,0.0,20430,1,56.945726,181,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Katherine Place,Probably Unsuitable
"-37.82027880943805, 144.95574545353142","{""coordinates"": [[[[144.95596961997802, -37.82064787133068], [144.95588585892077, -37.820671854610936], [144.95580858828333, -37.820503749939206], [144.95579101390618, -37.8205087662479], [144.9555286275663, -37.8199379289313], [144.95563304806595, -37.81990821267344], [144.9558937902964, -37.82048122639693], [144.95590662306918, -37.820509430638424], [144.95596961997802, -37.82064787133068]]]], ""type"": ""MultiPolygon""}",20431,20431.0,2.820778,0.0,20431,5 or more,0.0,182,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Some potential,32.799316,Lowest potential,20.0,Downie Street,Probably Unsuitable
"-37.819764909598696, 144.95678115855074","{""coordinates"": [[[[144.95673420503792, -37.81959483887598], [144.9568818861467, -37.81992055186338], [144.956829176949, -37.81993606561775], [144.95668030344422, -37.8196101795757], [144.95673420503792, -37.81959483887598]]]], ""type"": ""MultiPolygon""}",20432,20432.0,2.084227,64.473929,20432,2,58.53896,183,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Hay Place,Consider
"-37.81604819466985, 144.95454175904922","{""coordinates"": [[[[144.95476289083854, -37.81652042328036], [144.9547514118552, -37.81652181896794], [144.95466873041883, -37.81633885019045], [144.95464190699238, -37.816312578213726], [144.95436734799782, -37.81571352367972], [144.95440475367926, -37.81570371089838], [144.95467901747475, -37.81630034146921], [144.9546757429945, -37.81633131202235], [144.95476289083854, -37.81652042328036]]]], ""type"": ""MultiPolygon""}",20435,20435.0,2.690894,69.604554,20435,2,59.286684,185,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Langs Lane,Consider
"-37.81336268612127, 144.95366296666123","{""coordinates"": [[[[144.9537156971986, -37.81357161418477], [144.95351817758902, -37.813138906907234], [144.95355015832368, -37.81312937047676], [144.9535712191433, -37.81317373095265], [144.95361515886194, -37.81316065976881], [144.9537987285215, -37.813560747970755], [144.95372090216375, -37.81358304682253], [144.9537156971986, -37.81357161418477]]]], ""type"": ""MultiPolygon""}",20445,20445.0,3.493321,65.14506,20445,3,62.101175,192,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Nicholson Place,Consider
"-37.813098677911036, 144.9537692541663","{""coordinates"": [[[[144.95400282954245, -37.81304533966592], [144.95361515886194, -37.81316065976881], [144.9535712191433, -37.81317373095265], [144.95355015832368, -37.81312937047676], [144.95358676742822, -37.813118454573484], [144.95359536792972, -37.8131371988832], [144.95399207748127, -37.81301918999466], [144.95400282954245, -37.81304533966592]]]], ""type"": ""MultiPolygon""}",20446,20446.0,2.712633,0.0,20446,2,48.060896,193,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Cl1126,Consider
"-37.810100678849565, 144.97061722203512","{""coordinates"": [[[[144.97060086020232, -37.80998942941727], [144.97068647481032, -37.810166464182906], [144.97070005989966, -37.810194554599285], [144.97065321662447, -37.810208303128746], [144.97064858529333, -37.810198109398065], [144.97064912366847, -37.810197911942204], [144.97064961072013, -37.81019764339988], [144.97065003168638, -37.81019731191033], [144.97065037380818, -37.81019692752065], [144.97065062671615, -37.810196501881244], [144.97065078274503, -37.81019604789281], [144.97065083716566, -37.81019557931521], [144.97065078832864, -37.810195110350534], [144.9706506377142, -37.810194655212584], [144.97065038988725, -37.8101942276961], [144.9706500523592, -37.810193840758636], [144.97064963536008, -37.81019350612783], [144.9706491515288, -37.810193233945995], [144.97064861552965, -37.81019303246265], [144.97064804360824, -37.81019290778455], [144.97064745309885, -37.810192863690524], [144.97064686189918, -37.81019290151704], [144.97064628792785, -37.810193020117595], [144.97064574858126, -37.810193215897556], [144.97064526020648, -37.81019348292303], [144.97064483760556, -37.81019381310081], [144.9706444935871, -37.810194196423495], [144.97064423857793, -37.81019462127306], [144.97064408030707, -37.81019507477275], [144.97064402357157, -37.810195543177485], [144.970644070091, -37.810196012290454], [144.97064421845542, -37.81019646789332], [144.9706255235161, -37.810201714076854], [144.97056784508018, -37.810078022910844], [144.9705689325404, -37.81007771722904], [144.97053649226805, -37.810008335206035], [144.97060086020232, -37.80998942941727]]]], ""type"": ""MultiPolygon""}",20451,20451.0,2.396348,54.033254,20451,0,59.333126,196,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Highest potential,0.0,Ph8014,Probably Unsuitable
"-37.81109181824087, 144.95686225824505","{""coordinates"": [[[[144.95721872561592, -37.81096817243098], [144.9572426751116, -37.81101951333585], [144.9568392994562, -37.811140345659], [144.95698480455127, -37.81145327385471], [144.9569193720123, -37.81147321614678], [144.95658907831628, -37.81076105704293], [144.95665416618567, -37.81074288426069], [144.95681474288776, -37.81108857870006], [144.95721872561592, -37.81096817243098]]]], ""type"": ""MultiPolygon""}",21520,21520.0,2.145329,54.921906,21520,5 or more,0.0,197,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,41.046218,Lowest potential,20.0,Singers Lane,Consider
"-37.810461362738046, 144.95794177940672","{""coordinates"": [[[[144.9578195026648, -37.810232048714155], [144.95785424725648, -37.81022346830832], [144.95806222686753, -37.81068164067422], [144.95802367088567, -37.81069163297177], [144.9578195026648, -37.810232048714155]]]], ""type"": ""MultiPolygon""}",21522,21522.0,2.628803,60.291626,21522,2,0.0,198,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,0.0,Cl1611,Consider
"-37.80804153774292, 144.96757914799085","{""coordinates"": [[[[144.96777274658209, -37.80829698398184], [144.9677318911564, -37.80830853489425], [144.9675509197725, -37.80791271985236], [144.96729083033117, -37.807987732270135], [144.96727549665968, -37.807957484507256], [144.96757771866788, -37.80787114247809], [144.96777274658209, -37.80829698398184]]]], ""type"": ""MultiPolygon""}",21611,21611.0,3.189603,56.018286,21611,0,0.0,200,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,51.395268,Lowest potential,0.0,Cl1266,Probably Unsuitable
"-37.809574187684454, 144.96249136310982","{""coordinates"": [[[[144.9617784307794, -37.809614546119576], [144.96184864011323, -37.80976904424859], [144.9620429857086, -37.80971194445252], [144.96206510233924, -37.809759825523855], [144.9618082083028, -37.809838281099175], [144.96180749930858, -37.80983676025807], [144.96174025259378, -37.80985651796306], [144.96172678450552, -37.809827521090945], [144.961652254748, -37.80984941823404], [144.9616425197258, -37.809829695093384], [144.96178470480103, -37.80978792567775], [144.9617124154616, -37.80963579404351], [144.9617784307794, -37.809614546119576]]], [[[144.96299943779883, -37.80926152328995], [144.9630690583175, -37.80941789670046], [144.96321252615795, -37.80937729672756], [144.96321948727643, -37.809392448758565], [144.9632935793969, -37.80937143971129], [144.9633052466838, -37.809396834803515], [144.9632539053482, -37.80941687840123], [144.9630897371243, -37.80946389088527], [144.96272581282014, -37.80956912468379], [144.96270369790193, -37.809521291523055], [144.96300539041823, -37.80943591469297], [144.9629338363044, -37.8092783182434], [144.96299943779883, -37.80926152328995]]]], ""type"": ""MultiPolygon""}",21646,0.0,2.536213,42.297297,21646,2,46.170361,0,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,60.0,,Probably Unsuitable
"-37.81477253709165, 144.95568011260008","{""coordinates"": [[[[144.95551557940496, -37.81437449886063], [144.95587834721726, -37.81515177467195], [144.95583992279663, -37.81516312026269], [144.95566629541608, -37.81478855062307], [144.95565194899788, -37.814757602120736], [144.9555986763577, -37.81464267407114], [144.95558457679903, -37.81461224982451], [144.95547937677804, -37.81438499706182], [144.95551557940496, -37.81437449886063]]]], ""type"": ""MultiPolygon""}",30094,30094.0,2.57283,74.688577,30094,0,66.81523,213,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Merritts Place,Consider
"-37.81124523135607, 144.9629516862615","{""coordinates"": [[[[144.96284461566734, -37.8110475609986], [144.96287335742673, -37.81103908432946], [144.96305875688475, -37.81144290232143], [144.96303001609633, -37.811451379951805], [144.96284461566734, -37.8110475609986]]]], ""type"": ""MultiPolygon""}",30120,30120.0,2.426953,57.763163,30120,0,52.79449,219,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Pl5250,Probably Unsuitable
"-37.81452312073989, 144.966997043321","{""coordinates"": [[[[144.96692841204523, -37.814313041719934], [144.96701068556396, -37.814477465225686], [144.9670848149042, -37.81463736564448], [144.9670567935165, -37.81464530424526], [144.96707935996307, -37.81469078601816], [144.96703836526927, -37.81470284880414], [144.96696877091486, -37.814559502865805], [144.9669548514827, -37.81453083041928], [144.9669870074728, -37.81452136814761], [144.966890067199, -37.8143242949937], [144.96692841204523, -37.814313041719934]]]], ""type"": ""MultiPolygon""}",30129,30129.0,1.82539,0.0,30129,0,0.0,221,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,80.0,Athenaeum Place,Probably Unsuitable
"-37.81119641212291, 144.97194522260708","{""coordinates"": [[[[144.9718572670298, -37.81123595305428], [144.97184597931832, -37.81121097355158], [144.9720326039409, -37.81115678282594], [144.97204391290578, -37.811182274546404], [144.97199871066186, -37.81119527415165], [144.9718572670298, -37.81123595305428]]]], ""type"": ""MultiPolygon""}",30164,30164.0,1.618685,0.0,30164,0,56.396685,226,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Harwood Place,Consider
"-37.80981203103341, 144.9715932336254","{""coordinates"": [[[[144.97161365324467, -37.80989683897261], [144.97152666700435, -37.809717556216995], [144.97156492535188, -37.80970632062547], [144.97165956650733, -37.809910834811824], [144.97162534860178, -37.809920942367256], [144.97161365324467, -37.80989683897261]]]], ""type"": ""MultiPolygon""}",30165,30165.0,2.184662,0.0,30165,2,43.078222,227,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Pl5226,Probably Unsuitable
"-37.81261588548371, 144.967462431471","{""coordinates"": [[[[144.96749274447353, -37.812627164769474], [144.9674490287705, -37.81264090469906], [144.9674319436743, -37.812604072475544], [144.96747650485082, -37.81259135466156], [144.96749274447353, -37.812627164769474]]]], ""type"": ""MultiPolygon""}",30191,30191.0,6.096438,0.0,30191,0,0.0,235,Sunny-Sheltered,Probably Unsuitable,Probably Unsuitable,45.675342,Probably Unsuitable,Highest Potential,Lowest potential,Lowest potential,0.0,Lowest potential,40.0,Bullens Lane,Consider
"-37.81332555540913, 144.97243815994796","{""coordinates"": [[[[144.97252787599064, -37.813313708598145], [144.97236884990573, -37.81336040887502], [144.97235549337663, -37.813335422636214], [144.97249744378098, -37.81329251068811], [144.97252787599064, -37.813313708598145]]]], ""type"": ""MultiPolygon""}",30194,30194.0,3.969611,0.0,30194,1,0.0,236,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Highest potential,59.880169,Lowest potential,0.0,Ridgway Place,Consider
"-37.808798598420246, 144.9616871375218","{""coordinates"": [[[[144.96175191357952, -37.808898112463105], [144.9617177634932, -37.80890770643327], [144.96163347566156, -37.80872538761696], [144.96162334765685, -37.80870347952721], [144.96166240644527, -37.80869220695181], [144.96167781344425, -37.80872553330392], [144.96167280279474, -37.80872699208656], [144.96175191357952, -37.808898112463105]]]], ""type"": ""MultiPolygon""}",30503,30503.0,2.092823,52.479954,30503,1,0.0,240,Shaded-Exposed,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Highest potential,51.54818,Lowest potential,20.0,Pl5221,Consider
"-37.807613165711366, 144.960765316124","{""coordinates"": [[[[144.96090301753756, -37.80787520465005], [144.9608704113205, -37.807884472754296], [144.96065777174778, -37.80741566887109], [144.96065146394977, -37.807417461111235], [144.96062631854286, -37.80736202142306], [144.96066528796246, -37.80735108646469], [144.96090301753756, -37.80787520465005]]]], ""type"": ""MultiPolygon""}",30510,30510.0,2.83591,58.2337,30510,0,0.0,242,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,0.0,Pl5160,Probably Unsuitable
"-37.815810557823596, 144.95986079172638","{""coordinates"": [[[[144.95962679093614, -37.81541927523295], [144.9597174218493, -37.81539290205834], [144.96009481044916, -37.81620188318857], [144.96000414119518, -37.81622817306859], [144.95962679093614, -37.81541927523295]]]], ""type"": ""MultiPolygon""}",30744,30744.0,2.106052,0.0,30744,3,51.242158,243,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,New Chancery Lane,Probably Unsuitable
