Geo Point,Geo Shape,segid_1,mapbase_mc,insol_scor,verticalsu,segid,driveways,parklane,objectid,climate_ty,narrowing,closepart,farmlane,walls,farm_rank,vert_rank,fores_rank,forest,park_rank,binsperct,mapbase__1,wsud
"-37.81288655222083, 144.9585839756677","{""coordinates"": [[[[144.95879905995233, -37.81313817410494], [144.95862694177356, -37.81276529112811], [144.95810242482324, -37.81291629760921], [144.9580886412404, -37.81288637567388], [144.95867136514573, -37.81271742393343], [144.95885772019403, -37.813121151249725], [144.95879905995233, -37.81313817410494]]]], ""type"": ""MultiPolygon""}",20343,20343.0,2.06344,60.81302,20343,3,0.0,105,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Good potential,47.589979,Lowest potential,40.0,Lonsdale Lane,Consider
"-37.81434588510203, 144.95974778709353","{""coordinates"": [[[[144.9597036099756, -37.81420385934673], [144.95983387304696, -37.8144843290894], [144.9597941905609, -37.81449597680688], [144.95966142383884, -37.814203465390335], [144.95969850330243, -37.814192864835654], [144.9597036099756, -37.81420385934673]]]], ""type"": ""MultiPolygon""}",20346,20346.0,2.367461,54.944469,20346,3,0.0,108,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,43.414387,Lowest potential,20.0,Merlin Alley,Consider
"-37.814713446937354, 144.959365686083","{""coordinates"": [[[[144.95960329617452, -37.81513488256478], [144.95955334342258, -37.81514985959863], [144.95946318182513, -37.81495557091333], [144.95943140398964, -37.81496479074553], [144.9591555535962, -37.81435923964328], [144.95915105885123, -37.814349374074176], [144.9592297612651, -37.81432687412825], [144.95923504020305, -37.814338293394414], [144.95960329617452, -37.81513488256478]]]], ""type"": ""MultiPolygon""}",20348,20348.0,2.135954,59.599654,20348,4,56.911138,110,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Little Queen Street,Consider
"-37.81668311746074, 144.95967498096383","{""coordinates"": [[[[144.95945475759544, -37.816836932517525], [144.9594276492346, -37.816785503980206], [144.95978679198095, -37.816683562197085], [144.95967300529458, -37.81642920653827], [144.9596671282492, -37.8164160683007], [144.9597067375746, -37.81640497089291], [144.9598486264217, -37.816723068724045], [144.95945475759544, -37.816836932517525]]]], ""type"": ""MultiPolygon""}",20360,20360.0,1.709022,0.0,20360,1,48.031435,118,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,60.0,Temple Court Place,Consider
"-37.81179252091795, 144.96145629110254","{""coordinates"": [[[[144.96137002315936, -37.81147812752126], [144.9614172783973, -37.811463202103], [144.96160300094795, -37.811866705257735], [144.96141775659845, -37.81192039315105], [144.96149524333268, -37.81208820615557], [144.96145425704617, -37.81209986072115], [144.9613800939557, -37.81193130859396], [144.96131007938743, -37.81177923775787], [144.96135118887472, -37.81176805398469], [144.9613986332147, -37.811871139033585], [144.96146601053871, -37.811851081018], [144.9614699510828, -37.81185970950802], [144.96153718016572, -37.8118396299602], [144.96137002315936, -37.81147812752126]]]], ""type"": ""MultiPolygon""}",20363,20363.0,3.01853,49.705426,20363,2,48.705526,120,Shaded-Exposed,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,40.0,Heape Court,Consider
"-37.8121714527127, 144.9605637989974","{""coordinates"": [[[[144.96044019778907, -37.811982904381296], [144.9604279525985, -37.81195112409399], [144.96034448508598, -37.8117711535884], [144.96040913749414, -37.811753574074075], [144.96078159559846, -37.81256554812688], [144.96071503094848, -37.812584113047414], [144.96044019778907, -37.811982904381296]]]], ""type"": ""MultiPolygon""}",20365,20365.0,2.122155,0.0,20365,1,60.580593,122,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,40.0,Hardware Street,Consider
"-37.81327834872983, 144.9616783818041","{""coordinates"": [[[[144.9617560948089, -37.8134981261928], [144.96155948548218, -37.813065551268046], [144.9615972561731, -37.813054196971386], [144.9617965044201, -37.8134864020731], [144.9617560948089, -37.8134981261928]]]], ""type"": ""MultiPolygon""}",20368,20368.0,2.088217,67.688643,20368,2,0.0,124,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,54.830313,Lowest potential,0.0,Warburton Alley,Consider
"-37.813481152611836, 144.96071921330733","{""coordinates"": [[[[144.9608072423104, -37.81377339461787], [144.9605588165347, -37.81322780636104], [144.9605315397586, -37.81316790138574], [144.96057206766102, -37.81315641944789], [144.96076138629354, -37.81357468248218], [144.96093927604204, -37.81352031680954], [144.96095273251143, -37.81355098523962], [144.96077462829362, -37.813603936877584], [144.96084621281912, -37.81376208928425], [144.9608072423104, -37.81377339461787]]]], ""type"": ""MultiPolygon""}",20372,20372.0,2.238165,62.575551,20372,2,54.670828,127,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Goldie Place,Consider
"-37.81382053335725, 144.9621722247973","{""coordinates"": [[[[144.96205269428285, -37.813508580538794], [144.96233238090704, -37.81412757220338], [144.96229558063365, -37.81413815499427], [144.9620137160778, -37.813519887945404], [144.96205269428285, -37.813508580538794]]]], ""type"": ""MultiPolygon""}",20375,20375.0,2.807233,59.069103,20375,3,0.0,130,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,0.0,Rankins Lane,Consider
"-37.81386196353888, 144.96194119821186","{""coordinates"": [[[[144.9617876994004, -37.81358545829369], [144.96183530810814, -37.813571646390145], [144.9620948275227, -37.814138807143316], [144.96204699203054, -37.81415205559187], [144.9617876994004, -37.81358545829369]]]], ""type"": ""MultiPolygon""}",20376,20376.0,2.584059,67.580146,20376,0,64.242755,131,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Warburton Lane,Consider
"-37.814139526354815, 144.9614681922904","{""coordinates"": [[[[144.9616933994975, -37.81453539442534], [144.9616157298953, -37.81455740834527], [144.961243016649, -37.813743476083886], [144.9613202590131, -37.813721067496196], [144.9616933994975, -37.81453539442534]]]], ""type"": ""MultiPolygon""}",20378,20378.0,2.570831,0.0,20378,1,52.366668,133,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Hardware Lane,Probably Unsuitable
"-37.81417691097461, 144.96114774652452","{""coordinates"": [[[[144.96103916053883, -37.8138026157864], [144.96108743823697, -37.81378861030566], [144.9613860605185, -37.81444196760018], [144.9613605401973, -37.81444960929787], [144.9613573882329, -37.81444282654917], [144.96132777267297, -37.81443606233659], [144.96124241129513, -37.814248868306116], [144.9608800485968, -37.81435245407916], [144.9608326577673, -37.8143660017107], [144.96081402606603, -37.81432479811839], [144.96122015631067, -37.81420805623182], [144.96103916053883, -37.8138026157864]]]], ""type"": ""MultiPolygon""}",20379,20379.0,2.241196,49.5895,20379,5 or more,0.0,134,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Some potential,35.660939,Lowest potential,40.0,Kirks Lane,Consider
"-37.817244932826426, 144.96301317553295","{""coordinates"": [[[[144.9631664351543, -37.81753918438331], [144.96312902268093, -37.81754871326008], [144.9631245148772, -37.81753863583706], [144.962857893432, -37.81694260974836], [144.96289197902158, -37.816932890021505], [144.9631664351543, -37.81753918438331]]]], ""type"": ""MultiPolygon""}",20388,20388.0,1.095631,73.287663,20388,0,64.6736,142,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Fulham Place,Consider
"-37.81774881340534, 144.96432068731727","{""coordinates"": [[[[144.9643574899494, -37.81778568521541], [144.96436823601385, -37.81780890144185], [144.96441585941332, -37.817911786506166], [144.96442214014579, -37.817909934130675], [144.9645369877264, -37.81815987982184], [144.96450614792343, -37.81816879280507], [144.9644232302908, -37.81798835164187], [144.96440899363904, -37.81799261950368], [144.9641173163365, -37.817362477058055], [144.9641564008067, -37.817351251923455], [144.96416079210402, -37.81736073702426], [144.9643574899494, -37.81778568521541]]]], ""type"": ""MultiPolygon""}",20391,20391.0,1.461997,52.590257,20391,5 or more,41.717351,145,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,40.0,Flinders Court,Consider
"-37.817647102746875, 144.9639285753139","{""coordinates"": [[[[144.96385493451058, -37.81743783642887], [144.96400233663246, -37.81774671923028], [144.9640449176738, -37.81784113721766], [144.96400154037275, -37.817856771428815], [144.9638101900385, -37.81745068753093], [144.96385493451058, -37.81743783642887]]]], ""type"": ""MultiPolygon""}",20392,20392.0,1.926661,0.0,20392,0,63.940365,146,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Mill Place,Consider
"-37.81848742506025, 144.96164025970833","{""coordinates"": [[[[144.96181600765777, -37.8189372970752], [144.96144048757415, -37.81812007737902], [144.9615033694489, -37.81810172501932], [144.961510617506, -37.8181173624313], [144.96166451297657, -37.818449390883515], [144.9616449412572, -37.818454943044], [144.96186168451598, -37.8189225605082], [144.96181600765777, -37.8189372970752]]]], ""type"": ""MultiPolygon""}",20395,20395.0,1.796544,0.0,20395,5 or more,45.45424,149,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Tavistock Place,Consider
"-37.81274968140071, 144.95557759699858","{""coordinates"": [[[[144.95567460024765, -37.81302922486362], [144.95555148482674, -37.81275652123749], [144.95543316104926, -37.81249524196993], [144.95544256100325, -37.81249255747486], [144.95543081589463, -37.8124666069671], [144.95544096949908, -37.81244607427009], [144.9554624045318, -37.812447753162395], [144.95553741656545, -37.81261301628673], [144.95554658731498, -37.81261122897887], [144.95572794246857, -37.81301414519801], [144.95567460024765, -37.81302922486362]]]], ""type"": ""MultiPolygon""}",20402,20402.0,1.515332,57.89404,20402,0,59.732554,155,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Brights Place,Probably Unsuitable
"-37.81272540384329, 144.9552110178304","{""coordinates"": [[[[144.95534487708161, -37.81312243351056], [144.9549723628293, -37.812314040379384], [144.95503932640065, -37.81229546762666], [144.95532819156446, -37.81292468013194], [144.95551262586142, -37.81287103741747], [144.95552429134682, -37.812896912637726], [144.95534134566287, -37.81295012161959], [144.95541183634043, -37.81310350541755], [144.95534487708161, -37.81312243351056]]]], ""type"": ""MultiPolygon""}",20403,20403.0,2.557044,49.267334,20403,2,51.861609,156,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Highest potential,20.0,Park Street,Probably Unsuitable
"-37.81283327377191, 144.95470375589997","{""coordinates"": [[[[144.95432229123074, -37.81249644420446], [144.95435615903787, -37.812487993807295], [144.9544527801048, -37.81269093353105], [144.9547056823388, -37.81262184580373], [144.9549867239384, -37.81322367798508], [144.95493883441233, -37.81323721547986], [144.95467192517853, -37.812663740821876], [144.95443129300034, -37.81273229365858], [144.95432229123074, -37.81249644420446]]]], ""type"": ""MultiPolygon""}",20404,20404.0,2.31714,42.111851,20404,4,0.0,157,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Some potential,29.281039,Lowest potential,20.0,Eagle Alley,Probably Unsuitable
"-37.8135247555415, 144.95580894305417","{""coordinates"": [[[[144.95603912875825, -37.81393529792295], [144.9559949841183, -37.8139472715258], [144.95588883077812, -37.813717007049156], [144.9557602888804, -37.81375478044042], [144.95574666973664, -37.813725803727195], [144.95585509123137, -37.813693942418205], [144.9556015029671, -37.813150052329306], [144.95566467204117, -37.81313180806275], [144.95567967014856, -37.81316419984885], [144.95568262552516, -37.81316334637965], [144.95603912875825, -37.81393529792295]]]], ""type"": ""MultiPolygon""}",20407,20407.0,2.611334,0.0,20407,2,0.0,160,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,42.540166,Lowest potential,20.0,Healeys Lane,Probably Unsuitable
"-37.813157519841646, 144.956467534624","{""coordinates"": [[[[144.95639740778782, -37.81292018621755], [144.95657560337713, -37.81332282104316], [144.95647165277032, -37.81335228779625], [144.95644445926064, -37.813292736617456], [144.95650530279386, -37.81327548879086], [144.95635153842107, -37.81293343403031], [144.95639740778782, -37.81292018621755]]]], ""type"": ""MultiPolygon""}",20409,20409.0,1.598355,57.311437,20409,3,0.0,162,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Good potential,46.410246,Lowest potential,20.0,Wicklow Lane,Consider
"-37.81654155142347, 144.95728722207423","{""coordinates"": [[[[144.95703007307145, -37.81615797123249], [144.95717996564917, -37.81611513555161], [144.957520253559, -37.81687741464539], [144.9575438282789, -37.81693022328897], [144.95739924976465, -37.81697218463832], [144.95737569891455, -37.81692024421241], [144.95703007307145, -37.81615797123249]]]], ""type"": ""MultiPolygon""}",20416,20416.0,1.430429,0.0,20416,1,58.60627,168,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Church Street,Probably Unsuitable
"-37.817468209169334, 144.95766420142033","{""coordinates"": [[[[144.95769491895896, -37.817467064930355], [144.95771937501706, -37.817518448747705], [144.95773355777436, -37.817514456523426], [144.95779096434958, -37.817636331282365], [144.95789352848934, -37.81785407305237], [144.95782173501652, -37.81787428573885], [144.9577197263544, -37.8176563868265], [144.95770992957313, -37.817659145717585], [144.95743782292402, -37.81707164235578], [144.95743221189605, -37.817059169187495], [144.9574981596418, -37.81704049456023], [144.95769491895896, -37.817467064930355]]]], ""type"": ""MultiPolygon""}",20420,20420.0,2.348098,45.963283,20420,3,46.84797,172,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,0.0,Church Lane,Probably Unsuitable
"-37.81597970168963, 144.9550350462116","{""coordinates"": [[[[144.9551994188955, -37.81639399403832], [144.9548256572945, -37.81558339545622], [144.95487353711104, -37.81556952532795], [144.955246145976, -37.81638190068831], [144.9551994188955, -37.81639399403832]]]], ""type"": ""MultiPolygon""}",20436,20436.0,2.014619,46.362769,20436,4,0.0,186,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,37.933723,Lowest potential,40.0,Cosgrave Lane,Consider
"-37.81523292318083, 144.95416746963403","{""coordinates"": [[[[144.95395408894373, -37.814820312221194], [144.95399341757795, -37.81480909380365], [144.95407948089482, -37.81499622036224], [144.9540764879589, -37.81499707313722], [144.95410395876536, -37.815055583388315], [144.9541136852709, -37.81505281095664], [144.95420369656856, -37.8152517483248], [144.95436515674402, -37.815609248569245], [144.95437009832378, -37.81562018996759], [144.95432463815928, -37.81563318993899], [144.954319706514, -37.815622341532396], [144.95415066512453, -37.81525044030876], [144.95395408894373, -37.814820312221194]]]], ""type"": ""MultiPolygon""}",20439,20439.0,5.349117,73.738554,20439,0,68.201535,189,Sunny-Sheltered,Probably Unsuitable,Consider,66.219334,Consider,Highest Potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Rose Lane,Consider
"-37.81375860365229, 144.95411623616334","{""coordinates"": [[[[144.95401648145858, -37.8135964253046], [144.95405863221626, -37.81358339676934], [144.95421771801446, -37.81392878836907], [144.95417882161684, -37.81393996301184], [144.9541197006004, -37.81381137362495], [144.95410162245847, -37.813779473343736], [144.95401648145858, -37.8135964253046]]]], ""type"": ""MultiPolygon""}",20443,20443.0,2.88918,0.0,20443,2,53.121919,191,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Altson Lane,Consider
"-37.81345477331178, 144.95342725801962","{""coordinates"": [[[[144.9533724622774, -37.8134404305742], [144.9534087802733, -37.81343002604207], [144.9533969677274, -37.81340419402543], [144.95339314917058, -37.8134052883672], [144.95329959028112, -37.813201858536864], [144.95333919263558, -37.81319094247204], [144.95354004260284, -37.81362193710994], [144.95354524852988, -37.81363337517891], [144.95347044599202, -37.81365480631756], [144.9533724622774, -37.8134404305742]]]], ""type"": ""MultiPolygon""}",20447,20447.0,2.703381,51.890334,20447,5 or more,0.0,194,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,40.241604,Lowest potential,0.0,Warner Lane,Consider
"-37.81713959638289, 144.95803438474277","{""coordinates"": [[[[144.95790914573163, -37.81693797994087], [144.95796606435252, -37.81692186369204], [144.9581523561779, -37.81732355600237], [144.95817487804032, -37.817331937276066], [144.95809920745478, -37.81735324181715], [144.95790914573163, -37.81693797994087]]]], ""type"": ""MultiPolygon""}",30086,30086.0,1.120387,0.0,30086,5 or more,0.0,211,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Some potential,31.02169,Lowest potential,0.0,Pl5359,Probably Unsuitable
"-37.80766995107844, 144.9680242507245","{""coordinates"": [[[[144.96834001912822, -37.80761405928419], [144.96835183143259, -37.80763989527458], [144.96792284662953, -37.80776943064611], [144.96782550714036, -37.80755766295882], [144.96787443449236, -37.80754313233206], [144.96787731938872, -37.80754947684138], [144.96788020110193, -37.80755581318509], [144.96795901228026, -37.8077291079495], [144.96834001912822, -37.80761405928419]]]], ""type"": ""MultiPolygon""}",21610,21610.0,3.128363,67.266286,21610,0,62.264473,199,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Grant Lane,Consider
"-37.807874533479186, 144.96719168157594","{""coordinates"": [[[[144.96727549665968, -37.807957484507256], [144.96729083033117, -37.807987732270135], [144.96733942361254, -37.808092883257004], [144.96723638222522, -37.808124284069216], [144.9672371959357, -37.80812596619512], [144.96712308574718, -37.80815880966284], [144.96710911301048, -37.80812863944484], [144.96728734609766, -37.80807709413948], [144.96703960952402, -37.80754422375877], [144.96708036407895, -37.80753236313783], [144.96727549665968, -37.807957484507256]]]], ""type"": ""MultiPolygon""}",21612,21612.0,4.422277,0.0,21612,5 or more,0.0,201,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,36.247128,Lowest potential,20.0,Bell Place,Consider
"-37.807868542290684, 144.9667625802273","{""coordinates"": [[[[144.9666991973428, -37.80764329107162], [144.96689919003958, -37.80806826625616], [144.96684474809692, -37.80808393766986], [144.96682252037024, -37.808091067897735], [144.96662633780375, -37.80766497062991], [144.96666753386845, -37.807652505878366], [144.9666991973428, -37.80764329107162]]]], ""type"": ""MultiPolygon""}",21613,21613.0,4.291275,0.0,21613,5 or more,0.0,202,Shaded-Exposed,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,37.969777,Lowest potential,0.0,Grange Place,Consider
"-37.80825704076604, 144.96229519445652","{""coordinates"": [[[[144.96243927760426, -37.808696682773395], [144.96204311844951, -37.80784858880286], [144.96215166303358, -37.8078179528662], [144.962348460437, -37.80823988647668], [144.96254735063758, -37.808666299669504], [144.96243927760426, -37.808696682773395]]]], ""type"": ""MultiPolygon""}",21640,21640.0,2.851537,65.807517,21640,3,65.605934,204,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Stewart Street,Consider
"-37.8092052807982, 144.96224533961347","{""coordinates"": [[[[144.96295898063966, -37.80917587762203], [144.96289321163889, -37.80919492620196], [144.9628220060254, -37.809039420134326], [144.96166997130248, -37.809377519378224], [144.961739765133, -37.80953509150164], [144.96167538322368, -37.80955344967077], [144.96157889962768, -37.80934351764729], [144.96286017738313, -37.80896658055328], [144.9628617168809, -37.80896991360323], [144.9628787886444, -37.80900476455702], [144.96288982355247, -37.80902187594923], [144.96295898063966, -37.80917587762203]]]], ""type"": ""MultiPolygon""}",21645,21645.0,2.943436,0.0,21645,3,47.70987,206,Shaded-Exposed,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Literature Lane,Consider
"-37.81059550083191, 144.95911816016283","{""coordinates"": [[[[144.95889182172763, -37.81063145189836], [144.9593196255501, -37.81050867743116], [144.95934330737913, -37.810560423323075], [144.95891529104154, -37.81068220199433], [144.95889182172763, -37.81063145189836]]]], ""type"": ""MultiPolygon""}",21650,21650.0,1.584558,55.487654,21650,4,0.0,207,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,43.579568,Lowest potential,40.0,Cl1183,Consider
"-37.81532410339944, 144.95738250359312","{""coordinates"": [[[[144.95725327620636, -37.81492939075359], [144.9575988277403, -37.81570690976671], [144.95752060496028, -37.81572928804595], [144.95716779295114, -37.814954165238], [144.95725327620636, -37.81492939075359]]]], ""type"": ""MultiPolygon""}",22881,22881.0,1.433145,0.0,22881,0,0.0,209,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,0.0,Goldsbrough Lane,Probably Unsuitable
"-37.812892966824165, 144.97243830492508","{""coordinates"": [[[[144.97238464390918, -37.81292430017334], [144.97237187157742, -37.81289747748305], [144.97249313165872, -37.81286219367343], [144.97250612830572, -37.81288704663522], [144.97238464390918, -37.81292430017334]]]], ""type"": ""MultiPolygon""}",23244,23244.0,2.76759,0.0,23244,0,44.990994,210,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,100.0,Brabham Lane,Consider
"-37.81593137617615, 144.96023905827192","{""coordinates"": [[[[144.96031294823047, -37.816138631841625], [144.9601264982001, -37.8157365786702], [144.9601754029259, -37.81572279171749], [144.9601703917044, -37.81573572508287], [144.9603519898005, -37.8161273107996], [144.96031294823047, -37.816138631841625]]]], ""type"": ""MultiPolygon""}",30102,30102.0,1.183589,0.0,30102,1,0.0,215,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,42.600453,Lowest potential,40.0,Normanby Lane,Probably Unsuitable
"-37.813761236886755, 144.96151358975985","{""coordinates"": [[[[144.96145923582188, -37.813680749804504], [144.96149088345706, -37.81367156771221], [144.9615677907294, -37.813842259785496], [144.96153707687174, -37.81385168606057], [144.96145923582188, -37.813680749804504]]]], ""type"": ""MultiPolygon""}",30114,30114.0,2.713662,0.0,30114,0,49.22341,217,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Platypus Alley,Probably Unsuitable
"-37.815212125832595, 144.97267324944883","{""coordinates"": [[[[144.97225462475495, -37.815343151929646], [144.97223702593809, -37.81530526617227], [144.972959298813, -37.81509159802788], [144.97300768979073, -37.81519454435266], [144.97302510215675, -37.815231950968375], [144.97296670607778, -37.81524892056548], [144.97292472277962, -37.81515960669817], [144.97290240986163, -37.815151521109705], [144.97225462475495, -37.815343151929646]]]], ""type"": ""MultiPolygon""}",30160,30160.0,2.01965,48.769763,30160,3,0.0,223,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Lowest potential,0.0,Pl5236,Probably Unsuitable
"-37.81289266958999, 144.97338626335969","{""coordinates"": [[[[144.9735460837736, -37.81286312955236], [144.97324505632477, -37.81295146912409], [144.97323073295533, -37.812919294769124], [144.97353291357655, -37.81283397599934], [144.9735460837736, -37.81286312955236]]]], ""type"": ""MultiPolygon""}",30162,30162.0,3.216198,70.95248,30162,1,0.0,224,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,60.648158,Lowest potential,0.0,Pl5235,Consider
"-37.80875417866908, 144.97090512754946","{""coordinates"": [[[[144.970895284364, -37.80868921516158], [144.97095046763513, -37.80880885385227], [144.97091497076994, -37.808819141934286], [144.97085978752534, -37.80869950412933], [144.970895284364, -37.80868921516158]]]], ""type"": ""MultiPolygon""}",30167,30167.0,2.924579,0.0,30167,0,0.0,228,Shaded-Exposed,Probably Unsuitable,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,0.0,Gorman Alley,Consider
"-37.80880126515651, 144.97106863634434","{""coordinates"": [[[[144.9709783125601, -37.808665148831544], [144.97102993823643, -37.808650184865314], [144.97115818959932, -37.80892564613107], [144.97109771848275, -37.808943192818255], [144.9710415277243, -37.80882096847934], [144.9710496543245, -37.80881866360947], [144.9709783125601, -37.808665148831544]]]], ""type"": ""MultiPolygon""}",30168,30168.0,4.729036,0.0,30168,0,0.0,229,Shaded-Exposed,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Highest potential,66.632455,Lowest potential,0.0,Casselden Place,Consider
"-37.81034170711123, 144.97192733483007","{""coordinates"": [[[[144.97202051191766, -37.81048859925953], [144.97197736020436, -37.81049965429072], [144.97183423357404, -37.8101918927326], [144.971874117661, -37.81018019750817], [144.97202051191766, -37.81048859925953]]]], ""type"": ""MultiPolygon""}",30170,30170.0,2.484323,0.0,30170,4,0.0,231,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Lowest potential,40.0,Gordon Place,Consider
"-37.81674801251833, 144.96800192126963","{""coordinates"": [[[[144.96813839095847, -37.8171159298704], [144.9678839217264, -37.816558218012986], [144.96789850087012, -37.81655403674088], [144.96778188183748, -37.81629814016567], [144.96781144141266, -37.81628959802594], [144.96792808623115, -37.816545551792295], [144.96793876669457, -37.816542488277776], [144.96819288369005, -37.817100092110856], [144.96813839095847, -37.8171159298704]]]], ""type"": ""MultiPolygon""}",30173,30173.0,3.156374,0.0,30173,0,0.0,232,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Highest potential,67.89465,Lowest potential,0.0,Chapter House Lane,Consider
"-37.808893073302414, 144.96135266168625","{""coordinates"": [[[[144.96128527082845, -37.80879272247959], [144.96132055424772, -37.808782311964805], [144.96142006081763, -37.8089940772599], [144.9613852489407, -37.80900423102102], [144.96128527082845, -37.80879272247959]]]], ""type"": ""MultiPolygon""}",30471,30471.0,3.538454,34.070891,30471,3,0.0,237,Shaded-Exposed,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Some potential,Some potential,28.510099,Lowest potential,20.0,Pl5220,Probably Unsuitable
"-37.80743440633362, 144.96794349212385","{""coordinates"": [[[[144.96791503526757, -37.807531075914596], [144.96793884532585, -37.80734108873972], [144.96797151048057, -37.807344505553964], [144.96794940859303, -37.80752086937593], [144.96791503526757, -37.807531075914596]]]], ""type"": ""MultiPolygon""}",30485,30485.0,7.681368,52.43622,30485,0,0.0,238,Sunny-Exposed,Consider,Probably Unsuitable,44.37743,Consider,Highest Potential,Good potential,Good potential,47.940846,Lowest potential,0.0,Pl5242,Probably Unsuitable
