Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total floor space in block
2011,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,547,Kensington,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,571,Kensington,0,0,0,119646.54,0,0,0,0,0,862.32,3351.52,0,0,,,,0,5892.17,,0,135164.32
2011,602,East Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,612,East Melbourne,,0,0,0,,,0,0,0,,,0,0,,0,0,0,0,0,0,3522.25
2011,613,East Melbourne,2630.81,0,0,,980.06,0,,0,0,1200.76,1081.71,0,0,886.84,0,51.06,0,1038.65,0,0,8346.27
2011,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,658,East Melbourne,0,,0,379685.7,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,397742.21
2011,660,Melbourne (Remainder),0,0,0,90641.88,0,0,0,0,0,,,0,0,,0,0,0,0,,0,100779.68
2011,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,720,Melbourne (Remainder),0,526.5,0,1325.25,15659.95,,,0,4646.5,703.75,3810.1,,1149.45,1594.8,0,286.25,0,1146.95,0,,36978.75
2011,730,Southbank,,0,0,0,,0,0,0,,,0,0,,4386,0,0,,,,,13288.65
2011,736,Southbank,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,24971.56
2011,737,Southbank,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7465.95
2011,741,Southbank,0,,0,4824.17,3197.49,0,,0,0,214.3,,,0,,0,0,0,813.1,0,0,11940.35
2011,747,Southbank,0,0,0,0,1645.4,,0,0,0,0,0,,0,0,0,0,0,0,0,0,17918.01
2011,748,Southbank,,0,0,0,14671.7,,0,,0,858.74,0,0,0,,0,,,799.8,,929.9,38777.67
2011,750,Southbank,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,478.8
2011,751,Southbank,0,0,0,,0,0,,0,0,0,,0,0,,,0,0,0,0,0,21121.43
2011,753,Southbank,,1916.97,,,10763.06,0,0,,2916.1,7024.72,2072.1,21549.5,,45231.14,,,0,1411.98,1343.06,0,161324.13
2011,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,772,Docklands,0,0,0,0,1152.65,6222.63,0,0,1275.95,0,0,,,0,,,0,,,,11952.06
2011,779,Port Melbourne,0,0,0,0,7701.39,7133.28,0,,0,0,0,0,12076.46,0,0,0,0,0,,0,51351.17
2011,784,Port Melbourne,0,,0,0,8271.24,,0,0,809.3,,0,3972.03,7267.72,0,3130.5,0,0,,5278.9,11507.63,41561.8
2011,785,Port Melbourne,0,,0,0,275.36,684.89,,0,,,0,0,,0,0,0,0,,31549.29,0,39826.17
2011,787,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2011,788,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2011,790,Port Melbourne,0,15724.5,0,,5670.53,3913.11,,,,,,0,7215.68,6218.24,0,,3365.06,4565.88,1699.65,37005.19,93782.7
2011,793,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2011,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802360,0,802360
2011,802,Southbank,0,5032.09,,,46352.32,5391.8,,,8096.7,4920.23,,0,9940.95,30477.89,0,,0,11404.86,0,,145075.03
2011,804,Southbank,,42339.82,0,22133.27,4666.38,0,0,0,,2470.77,423.06,,0,109267.18,0,866.11,0,41538.5,,9654.61,268773.6
2011,806,Southbank,,0,0,0,0,,,0,0,,0,0,0,105674.14,0,0,0,0,0,0,165751.24
2011,814,Southbank,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,15458.4
2011,850,Melbourne (Remainder),0,0,0,112347.99,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,114129.02
2011,858,South Yarra,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,3109.9
2011,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,866,South Yarra,0,,0,,0,0,,,0,,,0,0,,0,0,0,0,0,0,413531.58
2011,902,Parkville,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6818.79
2011,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,921,Parkville,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,41480.74
2011,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1005,West Melbourne (Industrial),0,0,0,,0,0,0,,0,,0,0,0,,0,,0,,63403.67,,98084.95
2011,1015,West Melbourne (Industrial),0,0,0,,0,,0,,0,0,0,0,,,0,0,0,3050.14,,3785.47,13755.24
2011,1016,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,1104,Docklands,0,,0,330,1362,,0,0,100.04,1217.89,,,,3104.6,0,553.66,0,741.96,0,122.38,8075.3
2011,1109,Docklands,1530.53,1539.71,,,3537.49,331.66,0,,1314.09,11961.13,315.37,1381.52,290,28137.41,412.81,2217.17,,1673.98,1721.69,271.03,59703.32
2011,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194632,0,194632
2011,2381,North Melbourne,0,0,0,0,,,0,0,0,,,,0,2682.1,0,0,0,,,0,7078.56
2011,2383,North Melbourne,0,,0,0,0,,0,,0,0,0,,,,7896.4,0,0,,,,25506.37
2011,2385,North Melbourne,0,0,0,,,,,0,,0,,,,0,0,0,,0,,1535.28,13406.63
2011,2389,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,1417.5
2011,2390,North Melbourne,0,5806.73,0,0,1139.14,,0,0,0,0,0,0,7010.53,0,0,0,,1358.53,13907.75,3957.63,34698.94
2011,2501,Kensington,0,0,0,21456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21456
2011,2502,Kensington,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,2503,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,2508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2523,Kensington,,0,0,0,0,0,0,0,0,777.99,0,0,0,,0,0,0,,0,0,1352.32
2011,2525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2011,2533,Kensington,0,0,0,0,,,0,0,0,0,0,0,0,1229.66,,0,0,,,0,15673.68
2011,2539,Kensington,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
2011,2542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,1301.5
2011,2546,Kensington,0,0,0,0,0,0,0,0,0,,0,0,,1347.5,0,0,0,0,0,0,1415.84
2011,2548,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,5,Melbourne (CBD),0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,440.16,0,0,614.39
2010,6,Melbourne (CBD),0,,0,21166.53,,0,0,0,0,5677.69,0,,0,,,,,496.07,78.6,0,45793.38
2010,11,Melbourne (CBD),23864.87,,,0,3295.21,0,0,,,3400.85,2387.72,1889.87,,6200.77,0,,0,,820.93,,45621.41
2010,13,Melbourne (CBD),0,1691.06,3265.5,,10360.14,,1292.2,13165.35,2283.83,1786.4,0,1921.07,0,9119.23,,702.58,0,2504.66,,0,54621.26
2010,21,Melbourne (CBD),,0,0,0,,0,0,,,937.72,,,0,28498.93,19910.38,,0,,,0,113494.37
2010,24,Melbourne (CBD),0,10083.29,,,45335.94,1296.8,4701.6,,30870.8,3931.15,1015.23,18339.28,382.77,19439.93,,3371.39,0,1357.12,825.12,,147892.02
2010,26,Melbourne (CBD),,,,,36200.59,,0,2458.73,690.6,2924.22,691.2,0,0,17529.57,,0,0,4121.96,,0,98248.2
2010,31,Melbourne (CBD),0,7982.35,,,2211.51,0,0,,24238.77,4991.6,6308.2,,,5283.02,,,0,2821.76,,597.44,82452.91
2010,34,Melbourne (CBD),,14121.46,920.9,,17614.66,0,2555.36,,84048.35,4930.65,876.45,539.68,1622.46,6404.12,,2074.8,0,6255.59,710.15,1865.8,152761.94
2010,36,Melbourne (CBD),18326.87,195.62,0,,2903.19,0,,,,2807.59,459.17,,59,11349.54,,,0,2166.67,,0,51727.09
2010,43,Melbourne (CBD),,15501.35,,0,50833.74,2963.9,8905.73,0,15041.15,3354.35,0,,620.85,13524.17,2757.06,4123.83,0,1636.39,1632.88,0,163904.53
2010,52,Melbourne (CBD),0,2976.1,0,,84145.32,,5377.54,0,51818.14,3683.75,122.27,3240.04,0,36048.6,13848.33,3072.68,0,1272.02,,,210210.8
2010,53,Melbourne (CBD),25993.02,2149.32,0,0,21913.41,1787.55,3449.16,,52592.68,3592.96,845.55,1500.17,1047.81,8374.16,1310.4,683.12,0,692.94,,988.69,129490.44
2010,56,Melbourne (CBD),0,2103.75,0,1078.68,4771.74,0,3598.9,0,910.63,8091.11,248.9,5024.83,320.61,3885.07,0,,,19681.14,0,0,50221.19
2010,61,Melbourne (CBD),4376.45,,0,0,0,0,,,0,3944.99,0,0,0,0,,0,0,0,0,0,30334.55
2010,68,Melbourne (CBD),21610.89,0,0,,1714.46,,,0,19645.8,2915.59,,,0,7527.11,,,0,598.66,0,0,81544.94
2010,72,Melbourne (CBD),0,,0,0,19648.14,,4216,0,477.8,5809.03,,1383.93,0,,17591.05,,0,418.44,0,,69888.69
2010,73,Melbourne (CBD),0,0,0,0,5999.99,0,,0,0,488.31,0,0,0,,52632.74,0,0,0,0,0,74661.94
2010,76,Melbourne (CBD),0,,,3449.45,9861.4,,0,0,8649.5,5947.18,5005.04,33134.9,,50084.39,0,384.74,0,28927.6,,0,159184.95
2010,82,Melbourne (CBD),0,3778.88,0,0,33885.69,0,1355.46,,5189.5,3990.07,0,,,,39664.1,551.38,0,,,0,108552.11
2010,83,Melbourne (CBD),0,0,0,,0,,,0,0,1738.2,0,0,0,,,0,0,0,0,0,31359.5
2010,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,27202.88
2010,91,West Melbourne (Residential),0,,0,0,3482.29,,,,0,301.59,0,,0,,0,,0,,0,2039.91,14295.33
2010,98,Melbourne (CBD),0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2010,101,West Melbourne (Residential),0,0,0,0,753.72,0,,,,1113.09,,0,2742.04,,0,0,0,0,0,,29272.75
2010,113,Melbourne (CBD),0,523.88,0,,0,,0,,0,1604.47,,0,97.95,19422.55,0,0,0,19672.5,3071.3,,47151.86
2010,115,Melbourne (CBD),16094.32,,0,,,,,0,,1362.02,,1676.88,0,,0,,4310.22,5902.92,0,,68135.47
2010,204,Carlton,,0,0,0,0,0,,0,0,1053.54,267.44,0,0,,0,0,0,0,0,0,52817.4
2010,205,Carlton,,,0,0,0,0,,0,,435.25,8913.8,0,0,0,0,0,0,,0,0,26462.05
2010,206,Carlton,1235,,0,,503.02,,0,0,,3142.48,,,0,14857.45,0,,0,3289.39,0,0,24545.54
2010,208,Carlton,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2010,210,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,212,Carlton,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,2538.47
2010,216,Carlton,0,0,0,0,,0,0,0,,719.46,0,,,938.84,,0,0,772.6,0,,5412.07
2010,220,Carlton,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,,1850.9
2010,224,Carlton,,0,0,0,,0,,0,,,701.84,0,1560.58,,0,,,338.69,0,0,4731.1
2010,227,Carlton,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1264.55
2010,229,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2010,231,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2010,237,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2010,238,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2010,243,Carlton,6547.31,,,0,373,,8897.13,0,0,705.7,0,,0,,0,0,0,,,,20830.82
2010,245,Carlton,0,,0,0,1763.07,0,2008.78,0,0,1666.18,0,0,,947.52,0,,0,866.96,0,,9400.73
2010,246,Carlton,,0,0,0,564.37,0,,0,0,3746.33,,0,0,,0,0,0,728.89,0,,7735.44
2010,249,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70734.8
2010,251,Carlton,0,0,0,0,,0,0,0,2334.85,0,4001.93,0,0,8444.38,,0,0,0,0,,17921.74
2010,252,Carlton,,,0,0,2262.7,0,,,554.73,5964.75,727.41,0,,461.3,0,,0,655.5,0,0,14857.01
2010,254,Carlton,0,0,0,0,1029.53,,,0,,2574.09,,,0,6389.79,1473.61,0,0,,,,14635.2
2010,256,Carlton,,,0,0,8702.5,0,,0,0,0,0,0,,,,0,0,,0,0,17000.48
2010,264,Carlton,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
2010,267,Carlton,,,0,,1602.93,,,0,,829.72,545.7,,0,6642.47,0,0,0,,,0,17022.54
2010,268,Carlton,0,,0,0,2650.68,0,0,0,,,1485.37,0,0,5382.49,0,0,0,,0,,12265.64
2010,270,Parkville,0,,0,,0,0,,0,880.52,3555.99,0,,,,0,0,0,991.63,,0,269921.05
2010,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,309,North Melbourne,0,,0,0,2286.74,,0,348.58,0,,0,0,,1014,0,0,,0,0,,5649.66
2010,312,North Melbourne,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,3221.98
2010,313,North Melbourne,0,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,7969.74
2010,315,North Melbourne,0,0,0,45152.87,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,45255.67
2010,316,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2010,320,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,322,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6248.9
2010,329,North Melbourne,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2822.39
2010,335,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,762.56,0,,1978
2010,336,North Melbourne,0,0,0,0,,1111.5,0,0,0,,0,,0,,0,0,0,,,,8005.99
2010,339,North Melbourne,0,0,0,,0,0,0,0,0,,0,0,1838.85,0,0,0,0,0,0,,3178.6
2010,340,North Melbourne,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,1871.15
2010,342,North Melbourne,0,0,0,0,,788.06,,0,0,0,0,0,0,0,,,0,,0,1379.7,5702.16
2010,347,North Melbourne,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,1434.7
2010,349,North Melbourne,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2010,351,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,352,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,379.42
2010,355,North Melbourne,0,241.38,0,0,1647.37,620,0,0,309.68,,1412.09,0,0,,0,0,0,0,0,,6987.12
2010,360,North Melbourne,0,0,0,0,,0,,0,0,1179.23,0,,0,0,0,0,,578.8,0,,4027.4
2010,364,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2218.78
2010,365,North Melbourne,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,922.4,0,0,3763.13
2010,368,North Melbourne,,0,0,0,0,0,0,0,0,,0,0,,3455.88,0,0,0,0,0,0,7145.21
2010,369,North Melbourne,0,,0,0,,0,0,0,0,,,,0,671.2,0,,0,780.92,,0,3784.86
2010,371,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,373,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2010,377,North Melbourne,,581.56,0,0,5421.87,,,0,,1319.31,2354.96,89.8,,1785.87,0,0,0,,0,1170.38,16777.35
2010,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2010,402,West Melbourne (Residential),0,0,0,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,3166.06
2010,403,West Melbourne (Residential),0,,0,0,,407.4,0,0,0,0,0,,0,0,0,0,0,,,,4617.37
2010,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,409,West Melbourne (Residential),0,,0,0,1538.37,0,0,,0,,0,0,0,,0,0,0,0,,0,3671.8
2010,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,973.3
2010,416,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2010,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,664.82,278.8,0,0,569.65,0,0,0,226.51,,0,2053.52
2010,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2010,426,West Melbourne (Residential),0,,0,0,2172.88,0,,0,0,0,0,0,0,,0,0,,,,,16604.72
2010,428,West Melbourne (Residential),0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,,2276.25
2010,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,16915.54
2010,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2010,504,Kensington,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,,,,8481.2
2010,505,Kensington,0,,0,0,,0,0,0,0,,0,,,2262.09,0,0,0,0,,4942.93,9948.58
2010,507,Kensington,0,0,0,,,0,0,0,0,0,0,,,3600.72,0,0,0,0,0,0,18112.48
2010,508,Kensington,0,0,0,0,1160.66,,0,,0,,0,0,6825.98,0,,0,0,0,,4752.55,14699.78
2010,509,Kensington,0,0,0,,0,0,0,0,0,0,0,0,20203.25,0,0,0,0,,0,0,40624.3
2010,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2010,513,Kensington,0,0,0,0,,0,0,0,0,,0,,,0,0,0,0,,0,,4163.84
2010,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,519,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,112457
2010,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2010,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,535,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2010,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,559,Kensington,0,0,0,0,0,0,0,,,415.33,0,0,0,0,0,0,,,0,0,2220.1
2010,560,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,779
2010,562,Kensington,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,506.91
2010,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,570,Kensington,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395313.82
2010,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8893.16
2010,606,East Melbourne,3187.53,,0,0,766.29,,,0,,,1144.37,0,,288.75,0,0,,0,,,7362.37
2010,610,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2010,611,East Melbourne,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,0,20047.96
2010,612,East Melbourne,,0,0,0,,,0,0,0,,,0,0,,0,0,0,0,0,0,3522.25
2010,613,East Melbourne,2630.81,0,0,,980.06,0,,0,0,1200.76,1081.71,0,0,886.84,0,51.06,0,1038.65,0,0,8346.27
2010,614,East Melbourne,,0,0,0,,0,0,0,0,,14917.31,0,0,,0,0,0,,0,0,26012.09
2010,616,East Melbourne,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1948.42
2010,620,East Melbourne,0,0,0,0,588.81,0,,0,0,,13098.47,0,0,17354.1,,0,0,,0,0,35668.01
2010,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,645,East Melbourne,0,0,0,,0,0,0,0,0,,15419.76,0,0,0,0,0,0,0,0,0,17241.18
2010,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2010,655,East Melbourne,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,13231.44
2010,660,Melbourne (Remainder),0,0,0,90641.88,0,0,0,0,0,,,0,0,,0,0,0,0,,0,100779.68
2010,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,710,Melbourne (Remainder),,0,0,0,0,0,,0,,1069.79,,0,0,,0,0,0,471.3,,0,10357.92
2010,724,Melbourne (Remainder),0,5679.7,0,,1794.58,0,0,0,,2532.97,475.5,0,0,,,0,0,,,0,23865.37
2010,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2010,730,Southbank,,0,0,0,,0,0,0,0,,0,0,,3466,0,0,,,,,12986.43
2010,732,Southbank,,0,0,0,130.01,,0,,0,,0,0,,,0,0,,,0,309.69,13094.25
2010,733,Southbank,0,0,0,,1632.9,0,0,0,0,,0,0,0,0,0,0,0,1997.63,0,0,5263.07
2010,734,Southbank,0,0,0,0,789.96,0,0,,,0,0,,,8548.58,,,,2417.51,,0,15875.48
2010,735,Southbank,0,,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,7140.05
2010,736,Southbank,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,24602.66
2010,737,Southbank,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,7161.45
2010,741,Southbank,0,,0,4964.66,2204.91,0,,,0,236.1,,,0,,0,0,,,0,0,11380.35
2010,742,Southbank,0,0,0,,0,0,0,502.66,0,0,0,0,0,0,0,0,0,,0,0,3216.66
2010,745,Southbank,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,7097.67
2010,747,Southbank,0,0,0,0,2534.4,,0,0,,0,0,,0,0,0,0,0,0,0,0,19099.6
2010,750,Southbank,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,357.65
2010,772,Docklands,0,0,0,0,1152.65,6222.63,0,0,1275.95,0,0,,,0,,,0,,,,11952.06
2010,774,Port Melbourne,0,0,0,0,0,,0,0,0,,0,0,,0,,0,0,,0,0,15086.95
2010,780,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2010,785,Port Melbourne,0,,0,0,275.36,684.89,,0,,,0,0,,0,0,0,0,,31549.29,0,39826.17
2010,786,Port Melbourne,0,0,,66237.91,3159.23,3035.98,0,0,,1322.27,0,0,272613.07,2790.66,,0,,5039.8,,2247.46,448140.86
2010,787,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2010,791,Port Melbourne,,,0,0,2435,2420,0,0,0,0,0,0,67273.48,0,0,0,0,0,,1460.5,95228.68
2010,792,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802360,0,802360
2010,801,Southbank,,1805,35267.02,,15710.33,501.52,0,0,1336,2180.85,0,8388,,34601.4,,,0,2480.77,,0,114660.41
