road_name,location,suburb,speed_limit,average_speed,85th_percentile_speed,maximum_speed,road_segment,datetime,hour,day_of_week,week,year,road_name_encoded,location_encoded,suburb_encoded,Total_Traffic_Volume,month,month_name,day_type,Speeding_Incident,time_of_day
Wolseley Parade,North East Of Derby Street,Kensington,50,35.5,40.4,46.91879065285473,21727,2014-10-11 16:00:00,16,5,41,2014,107,103,4,34.29217885759312,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.8,40.7,46.91879065285473,21727,2014-10-11 17:00:00,17,5,41,2014,107,103,4,52.292178857593136,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,36.9,42.9,46.91879065285473,21727,2014-10-11 18:00:00,18,5,41,2014,107,103,4,40.1981832534903,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,30.7,33.7,46.91879065285473,21727,2014-11-11 02:00:00,2,1,46,2014,107,103,4,13.292178857593125,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.298564176939806,37.90016679055095,46.91879065285473,21727,2014-11-11 04:00:00,4,1,46,2014,107,103,4,96.46956329878134,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,37.0,37.0,46.91879065285473,21727,2014-11-11 05:00:00,5,1,46,2014,107,103,4,11.292178857593127,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,33.1,33.0,46.91879065285473,21727,2014-11-11 06:00:00,6,1,46,2014,107,103,4,11.292178857593127,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,31.4,34.9,46.91879065285473,21727,2014-11-11 11:00:00,11,1,46,2014,107,103,4,20.19818325349029,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,34.2,37.2,46.91879065285473,21727,2014-11-11 14:00:00,14,1,46,2014,107,103,4,22.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,34.1,40.0,46.91879065285473,21727,2014-11-11 17:00:00,17,1,46,2014,107,103,4,41.1981832534903,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.8,37.6,46.91879065285473,21727,2014-11-11 19:00:00,19,1,46,2014,107,103,4,33.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,32.7,34.6,46.91879065285473,21727,2014-11-11 23:00:00,23,1,46,2014,107,103,4,19.292178857593125,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,34.9,39.6,46.91879065285473,21727,2014-12-11 00:00:00,0,3,50,2014,107,103,4,18.292178857593125,12,December,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,34.6,39.5,46.91879065285473,21727,2014-12-11 10:00:00,10,3,50,2014,107,103,4,20.292178857593125,12,December,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,33.0,36.0,46.91879065285473,21727,2014-12-11 14:00:00,14,3,50,2014,107,103,4,32.29217885759312,12,December,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,32.1,39.0,46.91879065285473,21727,2014-12-11 15:00:00,15,3,50,2014,107,103,4,37.292178857593136,12,December,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,30.9,35.7,46.91879065285473,21727,2014-12-11 22:00:00,22,3,50,2014,107,103,4,24.29217885759312,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,31.6,37.5,46.91879065285473,21727,2014-11-13 01:00:00,1,3,46,2014,107,103,4,15.292178857593125,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,29.9,37.1,46.91879065285473,21727,2014-11-13 11:00:00,11,3,46,2014,107,103,4,36.29217885759313,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,30.4,34.2,46.91879065285473,21727,2014-11-13 13:00:00,13,3,46,2014,107,103,4,26.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,34.2,39.3,46.91879065285473,21727,2014-11-13 17:00:00,17,3,46,2014,107,103,4,54.683796680958,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,30.7,36.0,46.91879065285473,21727,2014-11-13 22:00:00,22,3,46,2014,107,103,4,33.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,33.4,38.0,46.91879065285473,21727,2014-11-13 23:00:00,23,3,46,2014,107,103,4,16.292178857593125,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,32.4,36.3,46.91879065285473,21727,2014-10-11 13:00:00,13,5,41,2014,107,103,4,25.198183253490285,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.9,38.4,46.91879065285473,21727,2014-10-11 14:00:00,14,5,41,2014,107,103,4,21.29217885759312,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,32.3,38.0,46.91879065285473,21727,2014-10-11 15:00:00,15,5,41,2014,107,103,4,36.29217885759313,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.9,36.9,46.91879065285473,21727,2014-10-11 21:00:00,21,5,41,2014,107,103,4,24.29217885759312,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,36.6,40.2,46.91879065285473,21727,2014-10-11 22:00:00,22,5,41,2014,107,103,4,14.292178857593125,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,39.2,43.3,46.91879065285473,21727,2014-10-11 23:00:00,23,5,41,2014,107,103,4,15.292178857593125,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,30.7,31.1,46.91879065285473,21727,2014-11-11 00:00:00,0,1,46,2014,107,103,4,16.292178857593125,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,33.1,35.0,46.91879065285473,21727,2014-11-11 10:00:00,10,1,46,2014,107,103,4,19.292178857593125,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,27.7,34.5,46.91879065285473,21727,2014-11-11 12:00:00,12,1,46,2014,107,103,4,27.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.6,39.4,46.91879065285473,21727,2014-11-11 13:00:00,13,1,46,2014,107,103,4,17.19818325349029,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,31.2,34.0,46.91879065285473,21727,2014-11-11 15:00:00,15,1,46,2014,107,103,4,37.292178857593136,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.4,36.5,46.91879065285473,21727,2014-11-11 21:00:00,21,1,46,2014,107,103,4,27.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,31.4,31.6,46.91879065285473,21727,2014-12-11 03:00:00,3,3,50,2014,107,103,4,12.292178857593127,12,December,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.298564176939806,37.90016679055095,46.91879065285473,21727,2014-12-11 04:00:00,4,3,50,2014,107,103,4,96.46956329878134,12,December,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.7,36.0,46.91879065285473,21727,2014-12-11 08:00:00,8,3,50,2014,107,103,4,33.198183253490285,12,December,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,30.6,36.5,46.91879065285473,21727,2014-12-11 12:00:00,12,3,50,2014,107,103,4,27.29217885759312,12,December,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,31.7,40.5,46.91879065285473,21727,2014-12-11 13:00:00,13,3,50,2014,107,103,4,21.134725813767364,12,December,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.2,40.0,46.91879065285473,21727,2014-12-11 18:00:00,18,3,50,2014,107,103,4,48.292178857593136,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,31.7,36.0,46.91879065285473,21727,2014-12-11 19:00:00,19,3,50,2014,107,103,4,31.29217885759312,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,32.8,36.6,46.91879065285473,21727,2014-12-11 21:00:00,21,3,50,2014,107,103,4,33.29217885759312,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,36.9,42.5,46.91879065285473,21727,2014-12-11 23:00:00,23,3,50,2014,107,103,4,15.292178857593125,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,29.8,32.8,46.91879065285473,21727,2014-11-13 00:00:00,0,3,46,2014,107,103,4,15.292178857593125,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.298564176939806,37.90016679055095,46.91879065285473,21727,2014-11-13 02:00:00,2,3,46,2014,107,103,4,96.46956329878134,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.298564176939806,37.90016679055095,46.91879065285473,21727,2014-11-13 04:00:00,4,3,46,2014,107,103,4,96.46956329878134,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,30.0,32.9,46.91879065285473,21727,2014-11-13 05:00:00,5,3,46,2014,107,103,4,13.292178857593125,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.1,35.0,46.91879065285473,21727,2014-11-13 09:00:00,9,3,46,2014,107,103,4,19.19818325349029,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,30.4,35.2,46.91879065285473,21727,2014-11-13 10:00:00,10,3,46,2014,107,103,4,36.29217885759313,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,32.2,37.0,46.91879065285473,21727,2014-11-13 12:00:00,12,3,46,2014,107,103,4,32.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,29.0,37.0,46.91879065285473,21727,2014-11-13 14:00:00,14,3,46,2014,107,103,4,29.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,30.9,38.0,46.91879065285473,21727,2014-11-13 15:00:00,15,3,46,2014,107,103,4,37.062892857859545,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,31.7,35.0,46.91879065285473,21727,2014-11-13 18:00:00,18,3,46,2014,107,103,4,38.292178857593136,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,36.7,36.0,46.91879065285473,21727,2014-07-11 02:00:00,2,4,28,2014,107,103,4,11.292178857593127,7,July,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.298564176939806,37.90016679055095,46.91879065285473,21727,2014-07-11 04:00:00,4,4,28,2014,107,103,4,96.46956329878134,7,July,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,33.6,41.0,46.91879065285473,21727,2014-07-11 09:00:00,9,4,28,2014,107,103,4,30.29217885759312,7,July,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,35.3,41.4,46.91879065285473,21727,2014-07-11 10:00:00,10,4,28,2014,107,103,4,23.198183253490285,7,July,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,33.8,40.6,46.91879065285473,21727,2014-07-11 15:00:00,15,4,28,2014,107,103,4,29.198183253490285,7,July,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,33.5,39.0,46.91879065285473,21727,2014-07-11 18:00:00,18,4,28,2014,107,103,4,23.29217885759312,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,37.2,42.8,46.91879065285473,21727,2014-07-11 20:00:00,20,4,28,2014,107,103,4,26.29217885759312,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,33.1,35.9,46.91879065285473,21727,2014-07-11 22:00:00,22,4,28,2014,107,103,4,17.292178857593125,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,34.1,38.5,46.91879065285473,21727,2014-07-11 23:00:00,23,4,28,2014,107,103,4,20.292178857593125,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,41.1,42.3,46.91879065285473,21727,2014-08-11 00:00:00,0,0,33,2014,107,103,4,13.292178857593125,8,August,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,44.2,45.1,46.91879065285473,21727,2014-08-11 04:00:00,4,0,33,2014,107,103,4,13.292178857593125,8,August,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,36.1,41.8,46.91879065285473,21727,2014-08-11 09:00:00,9,0,33,2014,107,103,4,27.29217885759312,8,August,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,34.9,40.0,46.91879065285473,21727,2014-08-11 13:00:00,13,0,33,2014,107,103,4,36.90567292979241,8,August,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.4,41.0,46.91879065285473,21727,2014-08-11 14:00:00,14,0,33,2014,107,103,4,30.29217885759312,8,August,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.8,39.0,46.91879065285473,21727,2014-08-11 16:00:00,16,0,33,2014,107,103,4,23.29217885759312,8,August,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,32.5,32.0,46.91879065285473,21727,2014-09-11 00:00:00,0,3,37,2014,107,103,4,11.292178857593127,9,September,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,33.4,37.3,46.91879065285473,21727,2014-09-11 05:00:00,5,3,37,2014,107,103,4,15.292178857593125,9,September,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,33.3,39.1,46.91879065285473,21727,2014-09-11 12:00:00,12,3,37,2014,107,103,4,23.29217885759312,9,September,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,32.0,35.8,46.91879065285473,21727,2014-09-11 16:00:00,16,3,37,2014,107,103,4,22.29217885759312,9,September,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,38.9,41.0,46.91879065285473,21727,2014-09-11 20:00:00,20,3,37,2014,107,103,4,20.292178857593125,9,September,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,36.0,40.2,46.91879065285473,21727,2014-09-11 21:00:00,21,3,37,2014,107,103,4,18.292178857593125,9,September,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,43.5,43.7,46.91879065285473,21727,2014-09-11 22:00:00,22,3,37,2014,107,103,4,12.292178857593127,9,September,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,42.0,49.0,46.91879065285473,21727,2014-10-11 05:00:00,5,5,41,2014,107,103,4,18.292178857593125,10,October,Weekend,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,37.4,44.3,46.91879065285473,21727,2014-10-11 09:00:00,9,5,41,2014,107,103,4,35.29217885759312,10,October,Weekend,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,34.7,40.5,46.91879065285473,21727,2014-10-11 12:00:00,12,5,41,2014,107,103,4,20.292178857593125,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.8,42.1,46.91879065285473,21727,2014-10-11 14:00:00,14,5,41,2014,107,103,4,23.29217885759312,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,34.3,40.0,46.91879065285473,21727,2014-10-11 16:00:00,16,5,41,2014,107,103,4,26.29217885759312,10,October,Weekend,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,36.0,42.6,46.91879065285473,21727,2014-10-11 20:00:00,20,5,41,2014,107,103,4,33.29217885759312,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,40.6,44.8,46.91879065285473,21727,2014-10-11 21:00:00,21,5,41,2014,107,103,4,17.292178857593125,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,44.5,58.2,46.91879065285473,21727,2014-10-11 22:00:00,22,5,41,2014,107,103,4,17.292178857593125,10,October,Weekend,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,39.0,40.6,46.91879065285473,21727,2014-11-11 04:00:00,4,1,46,2014,107,103,4,14.292178857593125,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,39.3,44.0,46.91879065285473,21727,2014-11-11 14:00:00,14,1,46,2014,107,103,4,24.198183253490285,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,36.4,44.6,46.91879065285473,21727,2014-11-11 15:00:00,15,1,46,2014,107,103,4,22.198183253490285,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,36.0,41.2,46.91879065285473,21727,2014-11-11 16:00:00,16,1,46,2014,107,103,4,23.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,39.3,43.0,46.91879065285473,21727,2014-11-11 19:00:00,19,1,46,2014,107,103,4,22.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,38.4,45.2,46.91879065285473,21727,2014-11-11 20:00:00,20,1,46,2014,107,103,4,22.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,42.5,49.6,46.91879065285473,21727,2014-11-11 21:00:00,21,1,46,2014,107,103,4,28.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,37.7,43.7,46.91879065285473,21727,2014-11-11 22:00:00,22,1,46,2014,107,103,4,21.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,40.8,45.8,46.91879065285473,21727,2014-11-11 23:00:00,23,1,46,2014,107,103,4,24.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,45.5,48.6,46.91879065285473,21727,2014-12-11 02:00:00,2,3,50,2014,107,103,4,14.292178857593125,12,December,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,40.0,44.5,46.91879065285473,21727,2014-12-11 06:00:00,6,3,50,2014,107,103,4,16.292178857593125,12,December,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,34.4,39.0,46.91879065285473,21727,2014-12-11 09:00:00,9,3,50,2014,107,103,4,29.29217885759312,12,December,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,37.7,44.0,46.91879065285473,21727,2014-12-11 10:00:00,10,3,50,2014,107,103,4,26.198183253490285,12,December,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,31.7,37.0,46.91879065285473,21727,2014-12-11 15:00:00,15,3,50,2014,107,103,4,26.198183253490285,12,December,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,39.2,44.8,46.91879065285473,21727,2014-12-11 17:00:00,17,3,50,2014,107,103,4,25.29217885759312,12,December,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,31.3,35.0,46.91879065285473,21727,2014-12-11 20:00:00,20,3,50,2014,107,103,4,19.292178857593125,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,38.9,45.0,46.91879065285473,21727,2014-12-11 21:00:00,21,3,50,2014,107,103,4,21.29217885759312,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,37.4,37.0,46.91879065285473,21727,2014-12-11 22:00:00,22,3,50,2014,107,103,4,11.292178857593127,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,43.6,48.4,46.91879065285473,21727,2014-12-11 23:00:00,23,3,50,2014,107,103,4,14.292178857593125,12,December,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,32.298564176939806,37.90016679055095,46.91879065285473,21727,2014-11-13 00:00:00,0,3,46,2014,107,103,4,96.46956329878134,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,41.2,41.0,46.91879065285473,21727,2014-11-13 01:00:00,1,3,46,2014,107,103,4,11.292178857593127,11,November,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,35.2,43.8,46.91879065285473,21727,2014-11-13 06:00:00,6,3,46,2014,107,103,4,18.292178857593125,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,33.5,41.7,46.91879065285473,21727,2014-11-13 07:00:00,7,3,46,2014,107,103,4,31.29217885759312,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,35.7,40.5,46.91879065285473,21727,2014-11-13 09:00:00,9,3,46,2014,107,103,4,27.29217885759312,11,November,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,33.0,38.1,46.91879065285473,21727,2014-11-13 14:00:00,14,3,46,2014,107,103,4,23.29217885759312,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.2,38.6,46.91879065285473,21727,2014-11-13 15:00:00,15,3,46,2014,107,103,4,22.198183253490285,11,November,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.3,39.6,46.91879065285473,21727,2014-11-13 18:00:00,18,3,46,2014,107,103,4,28.29217885759312,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,24.4,35.6,46.91879065285473,21727,2014-11-13 21:00:00,21,3,46,2014,107,103,4,13.292178857593125,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,45.2,45.0,46.91879065285473,21727,2014-11-13 23:00:00,23,3,46,2014,107,103,4,11.292178857593127,11,November,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,33.9,35.3,46.91879065285473,21727,2014-07-11 00:00:00,0,4,28,2014,107,103,4,15.292178857593125,7,July,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,35.8,38.2,46.91879065285473,21727,2014-07-11 03:00:00,3,4,28,2014,107,103,4,14.292178857593125,7,July,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,35.1,37.7,46.91879065285473,21727,2014-07-11 06:00:00,6,4,28,2014,107,103,4,12.292178857593127,7,July,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,30.5,33.9,46.91879065285473,21727,2014-07-11 10:00:00,10,4,28,2014,107,103,4,23.198183253490285,7,July,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,33.7,38.0,46.91879065285473,21727,2014-07-11 11:00:00,11,4,28,2014,107,103,4,21.19818325349029,7,July,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,29.9,38.0,46.91879065285473,21727,2014-07-11 12:00:00,12,4,28,2014,107,103,4,33.29217885759312,7,July,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,31.1,36.0,46.91879065285473,21727,2014-07-11 15:00:00,15,4,28,2014,107,103,4,36.19818325349029,7,July,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,35.1,41.0,46.91879065285473,21727,2014-07-11 18:00:00,18,4,28,2014,107,103,4,49.292178857593136,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,32.4,38.8,46.91879065285473,21727,2014-07-11 19:00:00,19,4,28,2014,107,103,4,32.29217885759312,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,34.7,40.0,46.91879065285473,21727,2014-07-11 21:00:00,21,4,28,2014,107,103,4,21.29217885759312,7,July,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,34.9,35.4,46.91879065285473,21727,2014-08-11 06:00:00,6,0,33,2014,107,103,4,13.292178857593125,8,August,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,34.0,35.0,46.91879065285473,21727,2014-08-11 07:00:00,7,0,33,2014,107,103,4,17.292178857593125,8,August,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,35.9,40.0,46.91879065285473,21727,2014-08-11 13:00:00,13,0,33,2014,107,103,4,37.292178857593136,8,August,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,37.6,41.1,46.91879065285473,21727,2014-08-11 14:00:00,14,0,33,2014,107,103,4,33.29217885759312,8,August,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,32.4,36.5,46.91879065285473,21727,2014-08-11 20:00:00,20,0,33,2014,107,103,4,27.29217885759312,8,August,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,29.8,31.0,46.91879065285473,21727,2014-08-11 23:00:00,23,0,33,2014,107,103,4,17.292178857593125,8,August,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,33.4,34.4,46.91879065285473,21727,2014-09-11 01:00:00,1,3,37,2014,107,103,4,13.292178857593125,9,September,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,36.5,46.0,46.91879065285473,21727,2014-09-11 02:00:00,2,3,37,2014,107,103,4,16.292178857593125,9,September,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,32.3,32.0,46.91879065285473,21727,2014-09-11 05:00:00,5,3,37,2014,107,103,4,11.292178857593127,9,September,Weekday,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,33.3,37.0,46.91879065285473,21727,2014-09-11 09:00:00,9,3,37,2014,107,103,4,19.292178857593125,9,September,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,34.9,41.0,46.91879065285473,21727,2014-09-11 11:00:00,11,3,37,2014,107,103,4,30.29217885759312,9,September,Weekday,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,35.6,40.0,46.91879065285473,21727,2014-09-11 12:00:00,12,3,37,2014,107,103,4,28.198183253490285,9,September,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,30.9,37.0,46.91879065285473,21727,2014-09-11 13:00:00,13,3,37,2014,107,103,4,35.29217885759312,9,September,Weekday,False,Afternoon
Wolseley Parade,North East Of Derby Street,Kensington,50,31.7,38.8,46.91879065285473,21727,2014-09-11 18:00:00,18,3,37,2014,107,103,4,25.156888461962378,9,September,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,30.4,34.0,46.91879065285473,21727,2014-09-11 20:00:00,20,3,37,2014,107,103,4,26.905672929792402,9,September,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,33.3,36.0,46.91879065285473,21727,2014-09-11 23:00:00,23,3,37,2014,107,103,4,14.292178857593125,9,September,Weekday,False,Evening
Wolseley Parade,North East Of Derby Street,Kensington,50,29.3,30.8,46.91879065285473,21727,2014-10-11 00:00:00,0,5,41,2014,107,103,4,15.292178857593125,10,October,Weekend,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,34.0,36.7,46.91879065285473,21727,2014-10-11 03:00:00,3,5,41,2014,107,103,4,12.292178857593127,10,October,Weekend,False,Night
Wolseley Parade,North East Of Derby Street,Kensington,50,28.6,34.7,46.91879065285473,21727,2014-10-11 09:00:00,9,5,41,2014,107,103,4,20.905672929792402,10,October,Weekend,False,Morning
Wolseley Parade,North East Of Derby Street,Kensington,50,50.0,50.0,46.91879065285473,21727,2014-07-11 01:00:00,1,4,28,2014,107,103,4,11.292178857593127,7,July,Weekday,False,Night
