route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"1-Ech-mjp-1","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-10","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-11","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-2","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-3","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-4","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-5","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-6","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-7","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-8","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-Ech-mjp-9","","","Melbourne - Echuca/Moama Via Bendigo or Heathcote","2","8F1A95","FFFFFF"
"1-my1-mjp-1","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-10","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-11","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-2","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-3","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-4","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-5","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-6","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-7","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-8","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-my1-mjp-9","","","Melbourne - Maryborough Via Ballarat","2","8F1A95","FFFFFF"
"1-Sht-mjp-1","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-10","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-11","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-2","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-3","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-4","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-5","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-6","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-7","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-8","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-Sht-mjp-9","","","Shepparton - Melbourne Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-1","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-10","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-11","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-2","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-3","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-4","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-5","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-6","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-7","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-8","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V01-mjp-9","","","Melbourne - Albury Via Seymour","2","8F1A95","FFFFFF"
"1-V04-mjp-1","","","Ararat - Melbourne Via Ballarat","2","8F1A95","FFFFFF"
"1-V04-mjp-10","","","Ararat - Melbourne Via Ballarat","2","8F1A95","FFFFFF"
"1-V04-mjp-11","","","Ararat - Melbourne Via Ballarat","2","8F1A95","FFFFFF"
"1-V04-mjp-2","","","Ararat - Melbourne Via Ballarat","2","8F1A95","FFFFFF"
"1-V04-mjp-3","","","Ararat - Melbourne Via Ballarat","2","8F1A95","FFFFFF"
