lastupdated,status_timestamp,zone_number,status_description,parkingbay_id,datetime
2023-08-13T03:16:36+00:00,2023-07-23T10:59:16+00:00,7827.0,Unoccupied,22096,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-23T11:09:31+00:00,7827.0,Unoccupied,22097,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:58:58+00:00,7708.0,Present,21963,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:47:23+00:00,7708.0,Present,21967,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:42:47+00:00,7708.0,Unoccupied,21968,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-19T12:59:21+00:00,7986.0,Unoccupied,11138,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:06:55+00:00,7610.0,Present,5474,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:07:37+00:00,7610.0,Present,5479,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:19:58+00:00,7611.0,Present,5456,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:13:41+00:00,7611.0,Present,5455,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:34:04+00:00,7611.0,Unoccupied,5462,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:53:21+00:00,7611.0,Present,5465,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:04:49+00:00,7611.0,Present,5460,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:42:11+00:00,7611.0,Present,5453,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:13:13+00:00,7612.0,Present,7778,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:54:44+00:00,7612.0,Unoccupied,7776,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:45:01+00:00,7612.0,Present,7779,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:07:29+00:00,7605.0,Present,6032,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:50:41+00:00,7605.0,Present,7801,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:21:58+00:00,7605.0,Present,7781,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:44:03+00:00,7605.0,Present,7792,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:04:04+00:00,7605.0,Present,7794,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T20:32:08+00:00,7183.0,Present,18559,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:15:02+00:00,7183.0,Present,18556,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:26:26+00:00,7183.0,Present,18557,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:49:17+00:00,7183.0,Present,18555,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:43:22+00:00,7163.0,Present,18590,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:49:17+00:00,7163.0,Present,18589,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:18:45+00:00,7163.0,Present,18592,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:57:48+00:00,7163.0,Present,18576,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:41:59+00:00,7163.0,Present,18220,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:53:12+00:00,7163.0,Present,18217,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:57:48+00:00,7163.0,Present,18218,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:25:11+00:00,7163.0,Present,18215,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-10T07:35:54+00:00,7824.0,Unoccupied,22092,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-10T07:31:10+00:00,7823.0,Present,13228,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-10T04:52:21+00:00,,Present,21334,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-27T04:30:15+00:00,7028.0,Present,10496,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:58:52+00:00,7184.0,Present,20894,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:10:45+00:00,7184.0,Present,20896,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:39:10+00:00,7184.0,Present,20899,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:40:59+00:00,7186.0,Present,18630,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:19:21+00:00,7186.0,Present,18636,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:55:21+00:00,7186.0,Present,18633,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:08:59+00:00,7186.0,Present,15095,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:31:27+00:00,7186.0,Present,15092,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:08:28+00:00,7186.0,Present,18621,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:32:34+00:00,7353.0,Unoccupied,6243,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-08T21:23:34+00:00,7135.0,Unoccupied,7307,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-08T21:37:57+00:00,7135.0,Present,20561,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-08T21:48:14+00:00,7135.0,Unoccupied,20562,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:06:22+00:00,7971.0,Present,14764,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:38:23+00:00,7197.0,Present,20904,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T11:43:09+00:00,7197.0,Unoccupied,20906,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:41:16+00:00,7197.0,Unoccupied,20907,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T02:16:08+00:00,7197.0,Present,20908,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T12:23:59+00:00,7197.0,Unoccupied,20910,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T10:11:43+00:00,7197.0,Unoccupied,20911,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T14:52:00+00:00,7197.0,Unoccupied,20912,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T08:14:29+00:00,7197.0,Unoccupied,20914,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:33:19+00:00,7197.0,Unoccupied,20915,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:58:51+00:00,7197.0,Unoccupied,20916,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:49:54+00:00,7197.0,Present,20919,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:54:53+00:00,7197.0,Unoccupied,20586,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:13:44+00:00,7568.0,Present,5769,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:09:31+00:00,7568.0,Present,5765,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:29:55+00:00,7202.0,Unoccupied,20590,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:28:25+00:00,7202.0,Unoccupied,20596,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:05:32+00:00,7202.0,Unoccupied,20597,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:31:28+00:00,7202.0,Unoccupied,21484,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:51:46+00:00,7200.0,Present,21482,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:25:38+00:00,7282.0,Present,21504,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:32:57+00:00,7229.0,Present,18611,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:27:33+00:00,7159.0,Present,18534,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:28:29+00:00,7159.0,Unoccupied,18533,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:02:41+00:00,7159.0,Unoccupied,18530,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:35:09+00:00,7159.0,Present,18540,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-19T17:10:20+00:00,7126.0,Unoccupied,7378,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-06T18:22:08+00:00,7685.0,Unoccupied,7333,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:02:06+00:00,7486.0,Present,6920,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:15:39+00:00,7486.0,Present,6918,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:33:02+00:00,7486.0,Present,6921,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:02:37+00:00,7486.0,Present,6924,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T19:33:39+00:00,7427.0,Present,7811,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:52:08+00:00,7429.0,Present,7174,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T08:41:35+00:00,7429.0,Present,7175,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:42:26+00:00,7429.0,Present,7170,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T20:28:32+00:00,7424.0,Present,7125,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:42:15+00:00,7425.0,Present,7128,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:47:13+00:00,7425.0,Present,7126,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:01:30+00:00,7424.0,Present,20742,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:42:42+00:00,7424.0,Present,20745,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:53:29+00:00,7419.0,Present,21151,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:16:44+00:00,7419.0,Present,21152,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:06:12+00:00,7228.0,Present,18568,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:00:37+00:00,7228.0,Present,18570,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:08:40+00:00,7227.0,Present,18563,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:42:29+00:00,7222.0,Unoccupied,20626,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:57:54+00:00,7391.0,Present,20734,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-08T05:57:58+00:00,7025.0,Unoccupied,20544,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-08T21:20:03+00:00,7025.0,Present,20545,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-10T07:35:29+00:00,7822.0,Unoccupied,13206,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-04T14:14:06+00:00,,Unoccupied,20534,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-04T12:55:49+00:00,,Present,20535,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:12:28+00:00,7521.0,Unoccupied,7969,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T07:41:11+00:00,7595.0,Present,20767,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:10:00+00:00,7208.0,Unoccupied,20608,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:25:58+00:00,7208.0,Unoccupied,20613,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:27:18+00:00,7213.0,Present,18525,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:39:39+00:00,7213.0,Present,18527,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T20:37:18+00:00,7231.0,Present,15028,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:20:34+00:00,7231.0,Present,15025,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:20:10+00:00,7213.0,Present,18526,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T10:45:04+00:00,7231.0,Present,15030,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:01:00+00:00,7213.0,Unoccupied,16284,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:22:57+00:00,7167.0,Present,17489,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T12:01:10+00:00,7167.0,Present,17494,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T18:07:13+00:00,7167.0,Present,17488,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:33:25+00:00,7207.0,Unoccupied,20605,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:39:44+00:00,7214.0,Unoccupied,20621,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T16:45:32+00:00,7214.0,Unoccupied,20622,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T12:11:48+00:00,7214.0,Unoccupied,20623,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:40:07+00:00,7214.0,Present,20624,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:28:19+00:00,7214.0,Unoccupied,20921,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:11:46+00:00,7214.0,Present,20924,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:07:48+00:00,7214.0,Present,20925,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T21:28:39+00:00,7161.0,Unoccupied,20578,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:38:22+00:00,,Unoccupied,7517,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T13:45:27+00:00,7695.0,Present,22958,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:47:44+00:00,7165.0,Present,15327,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:37:16+00:00,7165.0,Present,15337,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:09:06+00:00,7171.0,Unoccupied,13022,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T20:20:37+00:00,7173.0,Unoccupied,13451,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:00:07+00:00,7173.0,Present,13471,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:49:45+00:00,7173.0,Present,13448,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-02-13T04:48:19+00:00,7173.0,Unoccupied,13457,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:23:24+00:00,7173.0,Present,13476,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T20:19:18+00:00,7173.0,Unoccupied,13453,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:38:38+00:00,7173.0,Unoccupied,13452,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:05:39+00:00,7173.0,Present,13475,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:28:35+00:00,7173.0,Unoccupied,13455,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:08:03+00:00,7173.0,Present,13472,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T07:36:08+00:00,7178.0,Present,13388,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T11:46:43+00:00,7178.0,Present,13402,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:15:18+00:00,7178.0,Present,13439,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:25:05+00:00,7178.0,Present,13437,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T16:22:35+00:00,7178.0,Present,13396,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:49:04+00:00,7178.0,Unoccupied,13435,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:07:27+00:00,,Unoccupied,22975,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:39:31+00:00,7990.0,Present,22979,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:40:03+00:00,7990.0,Present,22986,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T08:41:19+00:00,,Present,22987,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T19:36:59+00:00,,Unoccupied,22874,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T00:19:20+00:00,7402.0,Present,22898,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T16:39:02+00:00,7402.0,Unoccupied,22899,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:34:08+00:00,7197.0,Present,20871,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-06-29T20:45:09+00:00,7240.0,Present,23331,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-07-04T20:17:05+00:00,7240.0,Present,23332,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T16:51:56+00:00,7274.0,Unoccupied,5348,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T13:27:23+00:00,7274.0,Unoccupied,5351,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:24:22+00:00,7645.0,Present,23352,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:31:21+00:00,7188.0,Present,17713,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:44:48+00:00,7188.0,Present,17694,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:33:20+00:00,7182.0,Present,23362,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:18:54+00:00,7267.0,Unoccupied,15103,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:03:46+00:00,7267.0,Present,15100,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:44:30+00:00,7185.0,Unoccupied,18615,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:12:11+00:00,7185.0,Unoccupied,18616,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:01:02+00:00,,Unoccupied,23367,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:12:48+00:00,,Present,23372,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:12:21+00:00,7210.0,Unoccupied,17323,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:12:56+00:00,7210.0,Present,17334,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:53:33+00:00,7226.0,Present,23377,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:57:49+00:00,7226.0,Unoccupied,23378,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:13:04+00:00,7226.0,Unoccupied,23382,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:10:34+00:00,7226.0,Unoccupied,23384,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:23:35+00:00,7226.0,Present,23388,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:47:11+00:00,7047.0,Present,9992,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T13:28:17+00:00,7047.0,Present,9995,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:18:31+00:00,7047.0,Present,9991,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:36:20+00:00,7034.0,Present,23418,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:22:16+00:00,7034.0,Present,23419,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T14:23:33+00:00,7443.0,Present,10546,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:05:17+00:00,7443.0,Present,23400,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T07:01:20+00:00,7442.0,Present,10298,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:39:13+00:00,7442.0,Present,10297,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T16:14:59+00:00,7442.0,Unoccupied,10300,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:12:21+00:00,7577.0,Present,5716,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:10:21+00:00,7575.0,Present,5675,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:53:46+00:00,7577.0,Present,5725,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:11:56+00:00,,Unoccupied,5691,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:13:46+00:00,7440.0,Present,23406,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:25:01+00:00,7577.0,Present,23443,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:37:33+00:00,7577.0,Present,5694,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T22:53:31+00:00,7577.0,Present,5711,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:48:35+00:00,7577.0,Present,23444,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T16:12:35+00:00,7275.0,Unoccupied,5345,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T16:26:47+00:00,7273.0,Unoccupied,5357,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T13:07:52+00:00,7273.0,Unoccupied,5347,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-04T10:03:45+00:00,,Unoccupied,5359,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-05T04:40:40+00:00,7711.0,Present,13901,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:48:43+00:00,7711.0,Unoccupied,23816,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T03:11:24+00:00,7711.0,Present,23819,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T04:46:04+00:00,7711.0,Present,23823,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-10T06:46:57+00:00,7712.0,Present,11368,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T06:33:27+00:00,7712.0,Present,11364,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T03:07:15+00:00,7712.0,Present,11358,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-11T01:24:55+00:00,7712.0,Present,11369,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:18:35+00:00,7712.0,Present,11363,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T02:57:06+00:00,7712.0,Present,11365,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:10:35+00:00,7712.0,Present,11362,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:44:30+00:00,7205.0,Present,23852,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:17:13+00:00,7205.0,Present,23853,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-19T13:50:25+00:00,7553.0,Unoccupied,23937,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-04-19T17:42:58+00:00,7553.0,Unoccupied,23938,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:33:02+00:00,7191.0,Present,23951,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:56:50+00:00,7191.0,Present,23952,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:29:05+00:00,7193.0,Present,15008,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:57:03+00:00,7193.0,Present,15010,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:01:25+00:00,7220.0,Present,14992,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T08:58:49+00:00,7220.0,Present,14998,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T01:49:08+00:00,7220.0,Present,14997,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:12:18+00:00,7220.0,Present,14996,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:14:15+00:00,7113.0,Present,9280,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:23:49+00:00,7113.0,Present,9278,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:28:36+00:00,7113.0,Unoccupied,9269,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-06T09:45:02+00:00,7116.0,Present,23676,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-12T23:30:27+00:00,7116.0,Present,23677,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:47:42+00:00,,Present,6968,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T03:10:00+00:00,,Unoccupied,6969,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:59:48+00:00,7061.0,Present,24167,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:51:56+00:00,7061.0,Present,24174,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:54:01+00:00,7061.0,Present,8765,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:40:39+00:00,7061.0,Present,8763,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T00:16:25+00:00,7251.0,Present,16411,2023-08-13 13:17:40
2023-08-13T03:16:36+00:00,2023-08-13T02:04:37+00:00,7251.0,Present,16408,2023-08-13 13:17:40
