,block_id,retail,business,leisure,education,healthcare,manufacture,public_service,farming,residence,non_residential
576,516,0,0,0,0,0,0,0,0,0,0
577,517,0,0,0,0,0,0,0,0,0,0
578,724,2,4,10,1,1,0,2,0,0,20
579,752,0,0,13,0,0,0,1,0,0,14
580,795,0,0,0,0,0,0,9,0,0,9
581,901,0,0,0,0,0,0,1,0,0,1
582,905,0,1,0,1,0,0,0,0,0,2
583,1002,0,0,1,0,0,0,3,0,0,4
584,73,0,9,3,0,0,0,5,0,0,17
585,358,4,1,3,1,0,1,5,0,0,15
586,606,0,3,4,0,4,0,1,0,0,12
587,614,1,0,3,0,6,0,1,0,0,11
588,730,1,1,2,0,0,0,0,0,0,4
589,813,0,0,5,1,1,0,1,0,0,8
590,1111,0,0,0,0,0,0,3,0,0,3
591,2502,0,0,0,1,0,0,0,0,0,1
592,506,1,0,0,0,0,0,6,0,0,7
593,13,3,35,7,3,1,5,12,1,0,67
594,234,2,1,0,0,1,0,0,0,0,4
595,374,0,0,1,0,0,0,0,0,0,1
596,509,0,0,2,0,0,1,1,0,0,4
597,566,0,0,0,0,0,0,0,0,0,0
598,853,0,0,0,0,0,0,0,0,0,0
599,929,0,0,3,1,3,0,2,0,0,9
600,1014,6,1,0,0,0,1,2,0,0,10
601,23,6,57,14,3,4,0,15,1,0,100
602,570,0,2,18,0,0,0,1,1,0,22
603,571,5,3,8,2,3,1,6,0,0,28
604,791,1,5,0,1,0,8,6,0,0,21
605,0,2154,3732,3596,622,1021,725,2624,39,0,14513
606,501,4,3,2,0,0,2,1,0,0,12
