Census year,Block ID,CLUE small area,Commercial Accommodation,Common Area,Community Use,Educational/Research,Entertainment/Recreation - Indoor,Equipment Installation,Hospital/Clinic,House/Townhouse,Institutional Accommodation,Manufacturing,Office,Park/Reserve,Parking - Commercial Covered,Parking - Commercial Uncovered,Parking - Private Covered,Parking - Private Uncovered,"Performances, Conferences, Ceremonies",Private Outdoor Space,Public Display Area,Residential Apartment,Retail - Cars,Retail - Shop,Retail - Showroom,Retail - Stall,Sports and Recreation - Outdoor,Square/Promenade,Storage,Student Accommodation,Transport,Transport/Storage - Uncovered,Unoccupied - Under Construction,Unoccupied - Under Demolition/Condemned,Unoccupied - Under Renovation,Unoccupied - Undeveloped Site,Unoccupied - Unused,Wholesale,Workshop/Studio,Total floor space in block
2013,88,Melbourne (CBD),0,19209,0,0,,,,0,0,0,,0,0,0,15052,0,0,7866,0,41428,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,105854
2013,93,Melbourne (CBD),,27994,0,1898,800,,0,0,0,0,35772,0,,0,14246,0,,1439,0,41772,0,535,0,0,0,0,,0,0,0,,0,,0,8788,,0,196656
2013,95,Melbourne (CBD),0,15553,0,12598,4603,,975,,0,0,3380,0,,0,7382,0,,485,0,20953,0,4737,0,0,0,0,0,0,0,0,0,0,,,2444,0,0,94351
2013,96,Melbourne (CBD),0,46286,0,83278,929,3264,0,0,0,0,9748,,0,0,1423,0,0,,,0,0,1177,0,0,0,,0,0,0,0,0,0,,0,0,0,0,177237
2013,105,Melbourne (CBD),,15519,0,38681,1962,2414,0,0,0,0,7400,0,0,0,10345,0,0,554,0,,0,2683,0,,0,0,,0,,0,,0,,0,6946,0,0,110397
2013,202,Carlton,0,0,0,0,0,0,0,6568,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9272
2013,205,Carlton,0,15898,,,435,,8232,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,33733,0,0,115866
2013,207,Carlton,0,910,0,0,1813,,,5091,,0,1550,0,,0,,0,0,1746,0,4098,0,1561,0,0,0,0,816,,0,0,0,0,0,0,,0,0,23763
2013,215,Carlton,0,2026,0,0,663,0,,3807,0,0,848,0,0,0,,0,0,1227,0,4873,0,1269,0,0,0,0,0,,0,0,0,0,0,0,,0,0,17208
2013,221,Carlton,,0,0,0,0,0,0,11731,0,0,0,0,0,0,,0,0,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15155
2013,225,Carlton,0,63,0,0,,0,0,5546,0,0,,,0,0,0,0,0,1586,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,9239
2013,230,Carlton,0,1079,,0,0,0,0,7066,0,,354,,0,0,495,,0,3870,0,3852,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19529
2013,239,Carlton,0,4171,0,,,,1923,,0,0,3726,0,0,0,3277,,0,,0,0,,,0,0,0,0,2613,,0,0,,0,0,0,,0,0,31057
2013,244,Carlton,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,251,Carlton,0,8521,0,0,,0,,1571,0,0,14034,0,,0,7724,,0,6976,0,15899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,58964
2013,252,Carlton,,3925,0,0,5443,,,4390,0,0,3837,0,0,0,,,0,5761,0,7392,0,826,0,0,0,0,567,0,0,0,,0,0,0,955,0,0,38206
2013,254,Carlton,0,3455,0,0,2100,0,0,2800,0,0,7551,0,,0,2993,0,0,,0,7471,0,1205,0,0,0,0,,0,0,0,0,0,0,0,3105,0,0,33362
2013,261,Carlton,0,1538,0,,0,0,0,0,0,0,5846,0,0,0,,0,,481,0,0,0,4321,0,0,0,0,,0,0,0,0,0,0,0,,,,17888
2013,264,Carlton,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,33091
2013,269,Carlton,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,271,Parkville,0,10578,0,,0,0,0,0,0,0,,0,0,0,,0,0,120954,0,0,0,0,0,0,0,0,0,89942,0,0,0,0,0,0,0,0,0,228589
2013,302,North Melbourne,0,1263,0,,0,0,0,7294,,0,0,0,0,0,,0,0,12645,0,3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33105
2013,303,North Melbourne,0,,0,,0,0,,3259,0,0,0,0,0,0,0,0,0,5569,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12201
2013,304,North Melbourne,0,,0,0,0,0,,4638,0,0,0,0,0,0,0,0,,6549,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18804
2013,309,North Melbourne,0,527,0,,,,0,0,0,0,1894,0,0,0,0,0,0,2354,0,0,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,,,1121,12699
2013,310,North Melbourne,0,,0,0,0,0,0,0,0,,4059,0,0,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,,,10604
2013,313,North Melbourne,0,,0,0,0,,0,0,0,,679,0,0,0,0,0,0,12638,0,0,0,0,0,0,0,0,5557,0,0,0,0,0,0,0,0,0,0,20878
2013,314,North Melbourne,0,,0,0,0,0,0,0,,,1541,0,0,0,0,0,0,13934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23320
2013,315,North Melbourne,0,,0,0,3762,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,41637,0,0,0,0,0,0,0,0,0,0,0,0,48606
2013,316,North Melbourne,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,319,North Melbourne,0,,0,0,0,0,0,0,0,0,1927,0,0,0,0,0,0,20372,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,4185,0,0,69207
2013,321,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,322,North Melbourne,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,9137
2013,324,North Melbourne,0,454,0,0,0,0,0,7903,0,0,0,,0,0,,0,0,4000,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18548
2013,328,North Melbourne,0,2089,0,,0,0,0,7223,0,0,0,0,0,0,,0,0,,0,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27993
2013,337,North Melbourne,0,924,0,0,0,,0,,0,0,2677,0,0,0,0,0,0,6095,0,0,,0,,0,0,0,1602,0,0,0,0,0,0,0,0,1923,,18403
2013,338,North Melbourne,0,2683,0,0,0,0,0,0,0,26323,425,0,0,0,0,0,0,1733,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,35012
2013,346,North Melbourne,,110,0,0,414,0,,4767,0,,1210,0,0,0,132,0,0,412,0,1118,0,1341,0,0,0,0,,0,0,0,0,0,,0,343,0,0,11077
2013,350,North Melbourne,0,,0,0,0,0,0,2665,0,0,0,0,0,0,0,0,0,1186,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4741
2013,353,North Melbourne,,4999,0,0,,0,,9691,6610,0,1276,0,0,0,2846,,0,21471,0,12563,0,458,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,65136
2013,355,North Melbourne,,1190,0,0,,0,,12906,0,0,5506,0,0,0,,,0,2867,0,2539,0,,0,0,0,0,753,0,0,0,,0,0,,677,0,,30116
2013,356,North Melbourne,0,125,0,0,,,0,10041,0,0,1927,0,0,0,0,0,0,1943,0,284,,,0,0,0,0,1671,0,0,0,0,0,,0,,,2796,25869
2013,359,North Melbourne,0,2950,0,,0,,0,929,0,0,2887,0,0,0,,0,0,1280,0,,0,337,,0,0,0,,0,0,0,0,0,,0,633,0,0,17076
2013,361,North Melbourne,,3791,0,0,727,0,0,,0,0,3983,0,0,0,3886,0,0,187,0,8136,0,473,0,0,0,0,610,,0,0,,0,0,0,582,0,0,24441
2013,367,North Melbourne,0,,0,,0,0,0,1114,0,0,0,0,0,0,,0,,7043,0,8936,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,23299
2013,368,North Melbourne,,2381,0,0,,0,0,8549,0,,510,0,0,0,936,0,,3276,0,6172,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,2711,30680
2013,372,North Melbourne,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288
2013,374,North Melbourne,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499
2013,375,North Melbourne,,12787,0,0,1163,0,,,0,0,4964,0,,0,12781,0,0,3148,0,6846,0,0,0,0,0,0,0,,0,0,0,0,0,0,2855,,0,67923
2013,377,North Melbourne,0,5655,0,,1174,0,3689,4848,0,0,5827,0,0,0,2882,,0,2299,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,3513,,,44208
2013,380,North Melbourne,,,0,0,0,0,0,3064,0,0,0,,0,0,,0,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8297
2013,405,West Melbourne (Residential),0,617,0,0,0,0,0,6997,0,0,,0,0,0,,0,0,5850,0,1765,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16504
2013,409,West Melbourne (Residential),0,514,0,0,447,,0,332,0,0,1838,0,0,0,,0,0,758,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,6309
2013,410,West Melbourne (Residential),0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2562
2013,411,West Melbourne (Residential),0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2013,412,West Melbourne (Residential),0,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,5795
2013,414,West Melbourne (Residential),0,1134,0,0,,0,0,4238,0,0,2226,0,0,0,1372,0,,3664,0,4650,0,,,0,0,0,,0,0,0,,0,0,0,,0,,23250
2013,420,West Melbourne (Residential),,1169,0,0,0,0,,10880,0,0,1944,0,0,0,0,,0,6681,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,25483
2013,422,West Melbourne (Residential),,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2405
2013,425,West Melbourne (Residential),0,,0,0,0,0,0,,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13345
2013,429,West Melbourne (Residential),0,476,0,,0,0,0,1241,0,,2039,0,0,0,684,0,0,1006,0,,0,0,0,0,0,0,657,0,0,0,0,0,0,0,1626,0,,9771
2013,430,West Melbourne (Residential),0,1292,0,0,,0,0,2492,0,,2060,0,0,0,,0,0,2224,0,,0,256,0,0,0,0,2661,0,0,0,0,,0,0,871,0,,16148
2013,433,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105
2013,437,West Melbourne (Residential),0,395,0,0,,0,0,1613,0,0,1022,0,0,0,0,0,0,788,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,6338
2013,442,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,8721
2013,503,Kensington,0,376,0,0,0,0,0,0,0,0,4748,,0,0,,0,0,,0,0,0,,0,0,0,0,15031,0,0,0,,0,0,0,6607,2761,752,71389
2013,504,Kensington,0,,0,0,0,0,0,0,0,0,2045,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,,0,3493,0,,15619
2013,520,Kensington,0,13354,0,0,,0,0,6230,0,0,,,0,0,9970,0,0,27302,0,69164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133708
2013,530,Kensington,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418
2013,532,Kensington,0,0,0,0,0,0,0,10078,0,0,0,0,0,0,0,0,0,9107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19185
2013,535,Kensington,0,,0,0,0,,0,10586,0,0,0,0,0,0,0,0,0,8856,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21451
2013,538,Kensington,0,0,0,0,0,0,0,12305,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16142
2013,540,Kensington,0,0,0,0,0,0,0,5599,0,0,0,,0,0,0,0,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7796
2013,541,Kensington,0,0,0,0,0,0,0,9371,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12956
2013,545,Kensington,0,,0,0,0,0,0,7220,0,0,0,0,0,0,0,0,0,11494,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19523
2013,547,Kensington,0,,0,0,,0,,5912,0,0,0,0,0,0,0,0,0,8550,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15984
2013,548,Kensington,0,,0,0,0,0,0,7466,0,0,0,0,0,0,0,0,0,6107,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16239
2013,550,Kensington,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940
2013,551,Kensington,0,0,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5063
2013,553,Kensington,0,0,0,0,0,0,0,7107,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10857
2013,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,61141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61141
2013,555,Kensington,0,0,0,0,0,0,0,10900,0,0,0,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13670
2013,560,Kensington,0,,0,0,0,0,,10596,0,0,0,,0,0,0,,0,3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15458
2013,561,Kensington,0,0,0,0,0,0,0,10710,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13324
2013,566,Kensington,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11123
2013,602,East Melbourne,0,472,0,0,0,0,,10311,0,0,0,0,0,0,,0,0,6135,0,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21223
2013,603,East Melbourne,0,,0,0,0,0,0,3302,0,0,0,,0,0,0,,0,1798,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15170
2013,607,East Melbourne,,3476,0,0,666,,3240,5676,0,0,13776,0,0,0,3604,,0,6979,0,2983,0,787,0,0,0,0,0,0,0,0,0,0,,,,0,0,44437
2013,609,East Melbourne,0,1122,0,0,0,0,0,15162,0,0,0,0,0,0,,,0,7303,0,5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29018
2013,612,East Melbourne,,2870,0,0,,0,,10336,0,0,368,0,0,0,,0,0,7597,0,6901,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,32349
2013,614,East Melbourne,,8489,0,0,,,14041,1413,0,0,,0,,0,,0,,9544,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54513
2013,615,East Melbourne,0,11742,0,0,,2518,15412,5123,,0,390,0,0,0,9069,0,0,6750,0,24040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,84270
2013,618,East Melbourne,,13602,0,0,681,0,0,3352,0,0,4715,0,0,0,14449,0,0,7432,0,21899,0,260,0,0,0,0,0,0,0,0,0,,,0,0,0,0,89785
2013,620,East Melbourne,0,6018,0,,,,12387,0,0,0,4412,0,,0,,0,,8898,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,53347
2013,643,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,644,East Melbourne,,24472,0,0,2014,3531,3418,0,,0,43073,0,,0,9079,0,,4957,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,6462,0,0,112771
2013,650,East Melbourne,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,25517
2013,652,East Melbourne,0,9668,0,0,,0,0,0,0,0,71638,,0,0,3429,0,,19957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,109334
2013,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,656,East Melbourne,,10653,0,0,,,,17205,0,0,21640,0,0,0,12092,0,,13649,0,14905,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,94787
2013,658,East Melbourne,0,,0,0,49829,,0,0,0,0,,,0,0,,0,0,,,0,0,,0,0,,0,0,0,0,0,0,0,,0,,0,0,471635
2013,661,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,663,Melbourne (Remainder),0,0,,0,,0,0,0,0,0,0,116433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116919
2013,710,Melbourne (Remainder),,5351,0,,896,0,,0,0,0,,0,0,0,4737,0,0,734,0,,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,,0,,27366
2013,733,Southbank,0,561,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,6776
2013,734,Southbank,0,10676,,0,0,,,0,0,0,4550,0,0,,9055,0,0,2982,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2831,0,,64862
2013,736,Southbank,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,34159
2013,737,Southbank,0,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,30031
2013,738,Southbank,0,17673,0,0,0,,0,0,0,0,,0,,0,11425,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,82715
2013,740,Southbank,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27011
2013,741,Southbank,0,5840,0,0,,,0,0,0,0,6268,0,0,0,0,0,,6076,,,0,1398,0,,0,,,0,0,0,0,0,0,0,1239,0,0,37655
2013,748,Southbank,,25936,0,,993,,0,0,0,0,26615,0,,0,34439,0,0,1109,0,55382,0,800,0,0,0,0,,0,0,0,0,0,0,0,4676,0,0,164916
2013,752,Southbank,0,8476,0,0,3268,,0,0,0,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145626
2013,753,Southbank,,42209,0,0,11346,3162,,0,0,0,64151,0,,0,19159,0,5749,12525,0,,0,3585,0,159,0,,,0,0,0,0,0,798,0,3725,0,0,252289
2013,759,Melbourne (Remainder),0,12481,0,0,1747,,0,0,0,0,27599,0,0,0,19061,0,0,12600,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3525,0,0,103652
2013,772,Docklands,0,917,0,0,0,0,0,0,0,0,8648,0,0,0,,0,0,27521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3305,,0,41833
2013,773,Docklands,0,36393,,0,920,,0,27195,0,0,2632,,,,41543,,0,8291,0,114806,,,0,0,0,,,0,0,,61422,0,0,,2238,0,0,406454
2013,774,Port Melbourne,0,1661,0,0,0,,0,0,0,0,2097,0,0,0,,0,0,23672,0,,,,0,0,0,0,,0,0,0,0,0,0,,,0,,50199
2013,779,Port Melbourne,0,3054,0,0,0,,0,0,0,0,18297,0,0,0,0,0,0,92364,0,0,0,0,0,0,0,0,30171,0,0,0,0,0,0,,0,0,,154008
2013,780,Port Melbourne,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80475
2013,784,Port Melbourne,0,2151,0,0,,0,0,0,0,0,20763,0,0,0,0,,0,,0,0,0,0,,0,0,0,17936,0,0,0,0,0,0,0,4212,,,97239
2013,789,Port Melbourne,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,382285
2013,791,Port Melbourne,0,7963,0,,0,0,0,0,0,65036,4400,0,0,0,0,0,0,109200,0,0,0,0,0,0,0,0,3727,0,0,,0,0,,20029,2245,0,1466,235067
2013,807,Southbank,,,0,0,2818,,0,0,0,0,10108,0,0,0,,0,,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,66873
2013,809,Southbank,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9446
2013,849,South Yarra,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,851,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,854,South Yarra,0,,0,0,0,0,0,1955,0,0,0,,0,0,1788,0,0,3155,0,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15650
2013,855,South Yarra,0,5605,0,,0,,0,11843,0,0,0,0,0,0,,0,0,24183,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,65552
2013,857,South Yarra,0,6194,0,,0,0,0,19405,0,0,0,0,0,0,,0,0,25744,0,21895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79220
2013,861,South Yarra,,5812,0,,1836,,0,18980,0,0,,0,0,0,1799,,0,19302,0,25592,0,376,0,0,0,0,0,0,0,0,,0,,0,,0,,83028
2013,865,South Yarra,0,2272,0,,,0,0,4967,0,0,0,0,0,0,1028,0,0,6546,0,6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21805
2013,867,South Yarra,0,386,0,,0,0,0,3743,0,0,0,0,0,0,,0,,7652,0,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18289
2013,868,South Yarra,0,1287,0,,0,0,0,6533,0,0,0,0,0,0,,0,,12806,0,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27002
2013,869,South Yarra,0,3601,0,0,0,0,0,6762,0,0,0,0,0,0,1984,0,0,8077,0,10951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31374
2013,871,Melbourne (Remainder),0,,0,,0,0,0,0,0,0,9547,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,103122
2013,902,Parkville,,3614,0,0,0,,0,5994,0,0,,,0,0,2741,0,0,12022,0,5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37020
2013,903,Parkville,0,11248,0,,0,,0,5771,,0,,0,0,0,7874,0,0,11279,0,22996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66486
2013,907,Parkville,0,283,0,0,0,0,0,1526,0,0,0,,0,0,,0,0,1546,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866
2013,917,Parkville,0,,0,0,0,0,0,8815,0,0,0,0,0,0,,0,0,3264,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12914
2013,920,Parkville,0,36480,0,,940,,173601,0,0,0,,0,,0,0,0,0,,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,338348
2013,921,Parkville,0,6053,0,42053,,0,0,0,0,0,1343,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79540
2013,922,Parkville,0,1032,,,0,,,22013,2512,0,,,0,0,,0,0,12008,0,1992,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,55099
2013,923,Parkville,0,,0,0,0,0,0,6164,0,0,0,0,0,0,,0,,1476,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510
2013,924,Parkville,0,844,0,0,0,0,0,3704,0,0,0,0,0,0,335,0,0,5970,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13976
2013,926,Parkville,0,,0,0,0,0,0,1778,0,0,0,0,0,0,,0,0,1363,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9128
2013,928,Parkville,0,6236,,,,0,,47834,,0,,26244,0,0,4006,0,0,78082,0,21371,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,220401
2013,931,Parkville,0,62925,0,0,12013,1062,,970,,0,,1154224,,0,0,0,0,,0,0,0,565,0,0,577682,0,0,0,,0,0,0,0,0,0,0,0,2129084
2013,1006,West Melbourne (Industrial),0,,0,0,740,5040,0,0,0,0,6252,,0,0,0,0,0,191363,0,0,0,0,0,832,0,0,7015,0,5781,524854,0,,0,0,,71525,771,940455
2013,1009,West Melbourne (Industrial),0,,0,0,,,0,0,0,0,,,0,0,0,0,0,97413,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,32234,250357
2013,1015,West Melbourne (Industrial),0,1504,0,,,0,0,0,0,,,0,0,0,0,0,0,15971,0,0,,2140,0,0,0,0,3240,0,0,,0,0,0,,1348,0,2151,33137
2013,1102,Docklands,,8933,0,0,268,,0,0,0,0,26702,0,0,,,,0,8098,0,0,0,147,0,0,0,0,,0,0,0,,0,0,,463,0,0,100341
2013,1105,Docklands,,52234,,0,3573,16522,,0,0,0,151291,0,34749,0,19660,,0,8631,0,,0,,,0,0,0,,0,0,0,62482,0,,,6663,0,0,399332
2013,1107,Docklands,0,,,,0,,0,0,0,0,,,0,0,0,0,0,14271,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42832
2013,1109,Docklands,,44809,0,475,12060,1265,,12767,0,0,14284,,,12094,53250,0,,1402,0,124887,0,1784,,0,0,25867,,0,0,0,,0,,82004,9708,0,,425737
