Census year,Block ID,CLUE small area,Commercial Accommodation,Common Area,Community Use,Educational/Research,Entertainment/Recreation - Indoor,Equipment Installation,Hospital/Clinic,House/Townhouse,Institutional Accommodation,Manufacturing,Office,Park/Reserve,Parking - Commercial Covered,Parking - Commercial Uncovered,Parking - Private Covered,Parking - Private Uncovered,"Performances, Conferences, Ceremonies",Private Outdoor Space,Public Display Area,Residential Apartment,Retail - Cars,Retail - Shop,Retail - Showroom,Retail - Stall,Sports and Recreation - Outdoor,Square/Promenade,Storage,Student Accommodation,Transport,Transport/Storage - Uncovered,Unoccupied - Under Construction,Unoccupied - Under Demolition/Condemned,Unoccupied - Under Renovation,Unoccupied - Undeveloped Site,Unoccupied - Unused,Wholesale,Workshop/Studio,Total floor space in block
2013,258,Carlton,0,6287,0,,413,,0,664,0,0,,0,0,0,2373,0,,799,0,,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,,43198
2013,263,Carlton,0,9113,0,0,0,1675,0,0,0,0,17852,0,,0,10644,0,0,4096,0,18360,0,0,0,0,0,0,,,0,0,,,,0,2265,0,,79942
2013,265,Carlton,,14244,0,,964,0,0,1267,0,0,11444,0,,0,5304,,,1168,0,741,0,1315,0,0,0,0,,,0,0,0,0,0,0,2625,0,0,82401
2013,266,Carlton,0,9800,0,30091,1327,,0,,0,0,2801,0,0,0,,0,0,3081,0,,0,,0,0,0,0,,,0,0,0,0,0,0,,0,4845,58323
2013,267,Carlton,,6478,,0,830,,508,5609,0,0,6923,0,0,0,2732,0,2468,6383,0,569,0,,0,0,0,0,,,0,0,0,0,0,0,1385,0,,39650
2013,268,Carlton,0,6591,0,0,0,0,,2447,0,0,9439,0,0,0,9718,0,0,5436,0,21420,0,0,0,0,0,0,0,,0,0,0,0,0,0,1635,0,0,60754
2013,301,North Melbourne,0,839,0,0,0,0,0,11880,0,0,,0,0,0,0,0,0,9090,0,4412,0,524,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,27211
2013,306,North Melbourne,0,535,0,0,0,0,0,15953,0,0,0,0,0,0,,0,0,7895,0,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27320
2013,307,North Melbourne,0,0,0,0,0,0,0,4713,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216
2013,308,North Melbourne,0,,0,0,0,0,0,4538,0,0,,0,0,0,0,0,0,1436,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6566
2013,311,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4487
2013,317,North Melbourne,0,1403,0,0,,0,0,0,0,0,,0,0,0,0,,0,1361,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1509,,0,1577,17064
2013,318,North Melbourne,0,,0,,0,0,0,10287,0,0,0,0,0,0,0,0,,7973,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22975
2013,323,North Melbourne,0,,0,0,0,0,0,0,0,0,1228,0,0,0,,0,0,1020,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1253,9903
2013,331,North Melbourne,0,1184,0,0,0,0,,2862,0,0,922,0,0,0,663,0,0,538,0,2417,0,,0,0,0,0,779,0,0,0,0,0,0,,1745,0,2063,15245
2013,333,North Melbourne,0,1168,0,0,,0,0,4410,0,0,2236,0,0,0,0,0,0,812,0,2024,0,,0,0,0,0,,0,0,0,0,0,0,0,1070,,1314,14605
2013,335,North Melbourne,0,2288,0,0,,0,0,3196,0,,2270,0,0,0,3660,0,0,573,0,3219,0,,,0,0,0,,0,0,0,,0,0,,3155,,,20822
2013,336,North Melbourne,0,521,0,0,0,,0,3302,0,0,2311,0,0,0,,0,0,628,0,,0,,,0,0,0,,0,0,0,0,0,0,1109,0,,680,12802
2013,339,North Melbourne,0,686,0,0,0,0,0,3276,0,,892,0,0,0,,0,0,,0,2607,0,0,0,0,0,0,613,0,0,0,0,0,0,0,,776,0,10641
2013,343,North Melbourne,0,357,0,,0,0,0,4318,0,0,1120,0,0,0,0,0,,5635,0,,0,,,0,0,0,,0,0,0,,0,,0,,,1093,18578
2013,344,North Melbourne,0,1045,0,0,,0,0,9106,0,0,,0,0,0,,0,0,7119,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24295
2013,345,North Melbourne,0,884,0,,2516,,528,4899,0,0,2402,0,0,,1278,0,0,2603,0,2489,0,4066,0,0,0,0,2988,0,0,0,,,0,0,1134,0,,29033
2013,348,North Melbourne,0,202,0,0,0,0,,4181,0,0,0,0,0,0,,0,0,1240,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6191
2013,352,North Melbourne,,1114,0,0,0,,0,14763,0,0,0,0,0,0,0,0,0,15675,0,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35259
2013,358,North Melbourne,691,588,0,0,,0,0,5031,0,,1150,0,0,0,,0,,257,0,403,0,545,0,0,0,0,,,0,0,0,0,,0,,0,,12533
2013,363,North Melbourne,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734,0,0,4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15815
2013,364,North Melbourne,,1036,0,0,0,0,0,770,0,0,,0,0,0,,0,0,297,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,9672
2013,370,North Melbourne,0,990,0,0,0,,0,6688,0,0,94,0,0,0,,0,0,625,0,5904,0,,0,0,0,0,0,,0,0,,0,0,,923,0,695,18866
2013,371,North Melbourne,0,,0,0,0,0,0,4621,0,0,,0,0,0,,0,0,834,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6395
2013,373,North Melbourne,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,378,North Melbourne,0,4747,0,0,470,0,,2169,0,0,3856,0,0,0,5152,,0,6314,0,15138,0,0,0,0,0,0,,,0,0,0,0,0,0,1147,0,,49090
2013,402,West Melbourne (Residential),0,603,0,0,0,0,0,0,0,0,,0,0,0,1635,,0,,0,,0,0,0,0,0,0,1562,0,0,0,0,0,0,0,0,,0,7716
2013,403,West Melbourne (Residential),0,1152,0,0,0,0,0,,0,0,3421,0,0,0,2240,0,0,231,0,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,10447
2013,408,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,413,West Melbourne (Residential),0,1225,0,0,,0,0,2526,0,0,4173,0,0,0,2604,0,0,2223,0,2748,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,17917
2013,415,West Melbourne (Residential),0,,0,0,0,0,0,6166,0,0,0,0,0,0,378,0,0,1785,0,3225,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12699
2013,416,West Melbourne (Residential),0,,0,0,0,0,0,3925,0,0,0,,0,0,273,0,0,2209,0,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,13843
2013,419,West Melbourne (Residential),,1962,0,0,,,0,1573,0,0,1247,0,0,0,1844,0,0,1281,0,5793,0,,0,0,0,0,,0,0,0,0,0,0,0,2816,0,8143,27112
2013,423,West Melbourne (Residential),,101,0,0,741,0,0,1103,0,0,0,,0,,0,0,0,834,0,,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7484
2013,424,West Melbourne (Residential),0,,0,0,479,0,279,5484,0,0,,0,0,0,0,0,0,1866,0,723,0,767,0,0,0,0,,0,0,0,0,0,0,0,266,0,0,10207
2013,426,West Melbourne (Residential),0,1287,0,,0,0,0,0,0,0,2174,0,0,0,2867,0,0,2764,0,0,,,,0,0,0,,0,0,0,,0,0,0,3734,0,0,24273
2013,427,West Melbourne (Residential),0,564,0,0,,0,0,1555,0,0,1376,0,0,0,448,0,0,1727,0,,0,,0,0,0,0,1535,0,0,0,,,0,0,2180,,,14197
2013,431,West Melbourne (Residential),0,2403,0,0,0,,0,1454,0,1286,5026,0,0,0,1319,0,0,1599,0,,0,,,0,0,0,6715,0,0,0,0,0,0,0,2474,0,,26203
2013,434,West Melbourne (Residential),0,1024,0,0,665,0,0,3510,0,0,4722,0,0,0,1411,0,0,616,0,1554,0,518,,0,0,0,,0,0,0,0,0,0,0,451,0,0,15657
2013,436,West Melbourne (Residential),0,,0,0,0,0,0,2258,0,0,0,0,0,0,64,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10148
2013,439,West Melbourne (Residential),0,1085,0,,1163,,0,1246,0,0,3322,0,0,0,1368,0,0,524,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,,0,16961
2013,440,West Melbourne (Residential),0,3801,0,0,,0,0,,0,0,6892,0,0,0,5613,1275,0,4846,0,,,,0,0,0,0,,0,0,0,0,0,0,0,2630,,893,39262
2013,443,West Melbourne (Residential),,1835,0,0,,0,0,0,0,0,,0,0,0,,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,1358,0,0,22805
2013,501,West Melbourne (Industrial),0,2407,0,0,0,0,0,0,0,,4142,,0,0,0,0,0,23323,0,0,0,0,0,0,,0,14932,0,0,,0,0,0,,,,,74735
2013,502,West Melbourne (Industrial),0,7073,0,0,0,,0,0,0,,3145,0,0,0,0,0,0,35976,0,0,0,2921,,0,0,0,23102,0,,208827,0,0,0,0,0,13086,,310988
2013,505,Kensington,0,727,0,0,0,0,0,,0,0,929,0,0,0,,0,0,3241,0,0,0,,0,0,0,0,2566,0,0,0,0,0,0,0,,,5082,14747
2013,507,Kensington,0,902,0,0,0,0,0,0,0,,3459,,0,0,0,0,0,6879,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,,26475
2013,509,Kensington,0,3479,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21486,0,3085,59538
2013,512,Kensington,0,1902,0,0,0,0,0,961,0,3523,,0,0,0,,0,0,700,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,19062
2013,513,Kensington,0,1281,0,0,,,0,4317,0,0,,0,0,0,1581,0,0,3273,0,3754,0,,0,0,0,0,,0,0,0,0,0,0,,784,,,18843
2013,516,Kensington,0,0,0,0,0,0,0,9650,0,0,0,0,0,0,0,0,0,5763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15412
2013,519,Kensington,0,,3137,0,0,0,,0,0,0,0,117790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,122644
2013,521,Kensington,0,,0,0,0,0,0,9935,0,0,0,0,0,0,0,0,0,7479,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17645
2013,522,Kensington,0,0,0,,0,0,0,6689,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11542
2013,525,Kensington,0,0,0,0,,,0,5321,0,0,0,0,0,0,0,0,0,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10735
2013,526,Kensington,0,,0,0,0,0,0,8831,0,0,0,0,0,0,0,0,,8749,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19123
2013,527,Kensington,0,0,0,0,0,0,0,17747,0,0,0,0,0,0,0,0,0,3605,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,21573
2013,537,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,542,Kensington,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735
2013,549,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,552,Kensington,0,0,0,0,0,0,0,8808,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12470
2013,557,Kensington,0,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939
2013,562,Kensington,0,,0,0,0,0,0,9707,0,0,,,0,0,0,0,0,2495,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19148
2013,563,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,564,Kensington,0,0,0,0,0,0,0,4669,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6437
2013,568,Kensington,0,0,0,0,0,0,0,7384,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9832
2013,605,East Melbourne,0,1409,0,0,0,0,0,8391,0,0,0,0,0,0,,0,0,7547,0,7852,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25452
2013,606,East Melbourne,3188,2216,0,,,0,1260,2422,0,0,2542,0,0,0,,0,0,5072,0,5443,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,24494
2013,610,East Melbourne,,866,0,0,0,0,,13001,0,0,0,0,0,0,96,0,0,8043,0,4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28114
2013,616,East Melbourne,,,0,0,0,0,0,10053,0,0,,0,0,0,0,0,0,12628,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25180
2013,621,East Melbourne,,19731,0,7183,939,1525,1917,,0,0,42051,0,0,0,8244,0,0,5220,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,96541
2013,645,East Melbourne,0,,0,0,,0,15420,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22751
2013,653,East Melbourne,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,655,East Melbourne,,15864,0,0,1081,0,,4950,0,0,5427,0,0,0,16907,0,0,23497,0,40070,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,114515
2013,657,East Melbourne,0,3463,0,,0,0,0,17558,,0,0,0,0,0,1793,0,0,9366,0,9643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43139
2013,659,Melbourne (Remainder),0,21837,0,0,43962,0,0,0,0,0,10133,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,298560
2013,660,Melbourne (Remainder),0,,,0,47433,,,0,0,0,10833,0,0,,0,0,0,75486,0,0,0,0,0,0,62203,0,0,0,0,0,0,0,0,0,0,0,0,215595
2013,720,Melbourne (Remainder),0,21281,0,0,704,,,0,0,0,32062,,,0,8144,0,0,9446,0,,0,1393,0,0,0,0,0,0,0,0,0,0,0,0,4013,0,0,97204
2013,724,Melbourne (Remainder),0,22893,0,0,4598,,476,0,0,0,21566,0,,0,18262,0,0,21587,0,,0,768,0,0,0,0,0,0,0,0,0,0,0,0,4147,0,0,122567
2013,729,Southbank,0,23378,0,0,0,0,0,0,,0,372,0,0,,36938,0,0,4800,0,70706,0,2356,,0,0,0,,0,0,0,0,0,0,0,0,0,0,146540
2013,731,Southbank,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,739,Southbank,0,5709,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39307
2013,742,Southbank,0,15035,0,0,,447,0,0,0,0,0,,0,0,11066,0,0,12712,0,37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79573
2013,743,Southbank,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21834
2013,746,Southbank,0,4658,0,0,601,,0,0,0,0,27270,0,0,0,6074,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889,0,0,48289
2013,749,Southbank,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82116
2013,750,Southbank,0,11273,0,0,0,,0,0,0,0,479,0,0,0,,0,0,,0,36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73901
2013,751,Southbank,0,,0,,,0,0,0,0,0,3161,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5020,0,0,40668
2013,760,Melbourne (Remainder),0,38664,0,,1127,,3939,0,0,0,48323,0,,0,28790,0,0,23072,0,52320,0,1339,,0,0,0,,0,0,0,0,0,,0,2575,0,0,206531
2013,775,Port Melbourne,0,1430,0,0,,0,0,0,0,,18385,0,0,0,,0,0,21035,0,0,0,0,,0,0,0,6191,0,0,0,0,0,,0,5113,,,57802
2013,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,25214
2013,777,Port Melbourne,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,23099
2013,778,Port Melbourne,0,3580,0,0,0,0,0,0,0,0,11614,0,0,0,,0,0,27549,0,0,0,0,0,0,0,0,25858,0,0,0,0,0,0,,2189,,,85205
2013,781,Port Melbourne,0,12213,0,,,0,0,0,0,39211,34303,0,0,0,,0,0,55909,0,0,0,0,372,0,0,0,22159,0,0,0,0,0,0,0,5605,0,861,183021
2013,782,Port Melbourne,0,,0,0,0,,0,0,0,15980,1710,0,0,0,0,0,0,41554,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,87234
2013,786,Port Melbourne,0,43782,0,,1208,0,0,0,0,,60392,,0,0,,0,0,290341,0,0,,,0,0,,0,14278,0,0,0,0,0,0,,2361,1972,5369,850089
2013,790,Port Melbourne,0,10536,0,8924,844,,0,0,0,,29886,0,0,0,19604,0,0,100613,0,,0,,,0,0,0,45011,0,0,0,0,0,,10863,22050,,11621,276989
2013,792,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,793,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,771272,0,0,0,,0,0,0,940580
2013,801,Southbank,,49606,,0,6458,7025,0,0,0,0,56331,,,0,23468,0,0,8775,0,,,1766,0,0,0,14208,0,0,0,0,0,0,0,0,,0,0,306204
2013,802,Southbank,0,52924,0,,11985,6133,,0,0,0,94508,0,22382,0,34005,0,0,6989,0,,,2912,,0,0,,,0,0,0,,0,,3098,11380,0,,321373
2013,803,Southbank,,,0,0,70253,0,0,0,0,0,,0,,0,0,0,11324,,0,0,0,4225,0,0,0,,699,0,0,0,0,0,,0,,0,0,332430
2013,806,Southbank,,28213,0,,11294,0,0,0,0,0,,0,,0,0,0,,,0,0,0,2478,,0,0,0,,0,0,0,0,0,,0,1710,0,0,166492
2013,811,Southbank,0,11375,0,0,0,,0,0,0,0,,0,0,0,6292,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,8080,0,0,80592
2013,812,Southbank,,23139,0,,535,0,,0,0,0,17484,0,0,0,33156,0,0,886,0,61619,0,543,,0,0,0,0,0,0,0,0,0,0,0,4171,0,,160245
2013,813,Southbank,0,,0,,,0,0,0,0,0,9000,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,29522
2013,850,Melbourne (Remainder),0,0,,0,3731,,0,0,0,0,0,103912,0,0,0,0,0,0,0,0,0,0,0,0,,0,3751,0,0,0,0,0,0,0,0,0,0,114219
2013,852,Melbourne (Remainder),0,,134,,,,0,,0,0,10784,843850,0,0,0,0,,129345,2855,0,0,112,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1001455
2013,856,South Yarra,0,1657,0,0,0,0,0,6653,0,0,0,0,0,0,1986,0,0,7222,0,5813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23330
2013,859,South Yarra,0,3826,0,0,,0,0,7690,0,0,,0,0,0,1148,0,0,17619,0,21233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52410
2013,860,South Yarra,0,7750,0,,0,0,0,24846,0,0,0,0,0,0,2897,0,0,20044,0,34675,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,92540
2013,863,Melbourne (Remainder),0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75442
2013,866,South Yarra,0,,1401,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,307,0,0,0,0,0,0,0,0,0,0,415067
2013,870,Melbourne (Remainder),0,,0,60113,,,,0,,0,2707,0,,0,,0,0,,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272505
2013,904,Parkville,,8457,0,,,,0,,0,0,,0,0,0,5068,0,0,11519,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60749
2013,905,Parkville,,2916,0,,0,0,0,1648,,0,,0,0,0,0,0,,13043,0,7427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29954
2013,906,Parkville,0,6971,0,6395,556,,0,0,0,0,9813,0,0,0,2064,0,0,10958,0,5404,0,,0,0,0,0,,,0,0,0,0,,0,1295,0,,52185
2013,909,Parkville,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,4539,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,10708
2013,910,Parkville,0,506,0,0,0,0,0,5193,0,0,0,0,0,0,,0,,2850,0,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11422
2013,914,Parkville,,,0,,0,0,0,5664,0,0,0,0,0,0,0,0,0,2719,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9733
2013,915,Parkville,0,,0,0,,0,,6313,0,0,0,0,0,0,0,0,0,1946,0,434,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10292
2013,925,Parkville,,1315,0,0,0,0,0,5163,0,0,0,0,0,0,,0,0,5057,0,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16838
2013,930,Parkville,0,,0,70176,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196787
2013,1001,West Melbourne (Industrial),0,,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,95206,0,0,410683,0,0,0,0,0,0,0,517295
2013,1002,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,140777
2013,1007,West Melbourne (Industrial),0,,0,0,0,,0,0,0,0,3393,0,0,0,0,0,0,51086,0,0,0,0,0,0,0,0,81476,0,,951541,0,0,0,66407,0,0,0,1171052
2013,1013,West Melbourne (Industrial),0,206,0,0,0,0,0,0,0,,1249,0,0,0,0,0,0,3375,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,10635
2013,1016,Kensington,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37011
2013,1101,Docklands,,46880,0,0,1481,388,0,0,0,0,18013,,,0,,,0,53011,0,,0,19090,,76,0,0,,0,46941,0,0,0,1429,0,3129,0,,257056
2013,1103,Docklands,,130334,0,0,37860,0,,0,0,0,26387,0,,0,28616,0,0,12014,0,,0,2380,0,0,,0,0,0,0,0,49976,0,,,222,0,,595611
2013,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11416,0,0,0,11416
2013,1110,Docklands,0,24946,0,,13310,5002,0,0,0,0,17904,0,90570,,24850,0,0,71161,0,,0,39614,0,0,,0,0,0,0,0,,0,,42413,10418,0,,390101
2013,2382,North Melbourne,0,,0,0,0,0,0,474,0,0,,0,0,0,,0,0,1856,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,,4894
2013,2383,North Melbourne,0,,0,0,,,0,,0,,9994,0,0,0,0,0,0,4973,0,0,0,,0,0,0,0,8753,0,0,0,0,0,,0,0,,0,33158
2013,2385,North Melbourne,0,5269,,,,0,0,0,0,0,2082,0,0,0,,0,0,4746,0,0,0,0,0,0,0,0,3951,0,0,0,0,0,0,,3760,,0,79326
2020,505,Kensington,0,490,0,0,0,0,0,,0,0,1246,0,0,0,,0,0,3377,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,6581,14883
2020,518,Kensington,0,0,0,0,0,0,0,3566,0,0,0,0,0,0,0,0,0,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6239
2020,519,Kensington,0,,3336,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,108421
2020,520,Kensington,0,13584,,0,0,0,0,6230,0,0,,,0,0,9970,0,0,27302,0,68883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,133708
2020,521,Kensington,0,,0,0,0,0,0,10115,0,0,0,0,0,0,0,0,0,7394,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17740
2020,526,Kensington,0,,0,0,0,0,0,8831,0,0,0,0,0,0,0,0,,8666,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19039
2020,530,Kensington,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418
2020,534,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,535,Kensington,0,196,0,0,0,,0,10586,0,0,0,0,0,0,,0,0,8856,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21451
2020,536,Kensington,0,0,0,0,0,0,0,4972,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7107
2020,538,Kensington,0,0,0,0,0,0,0,12305,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16142
2020,539,Kensington,0,5296,0,0,0,0,0,0,0,,,4054,0,0,,0,0,23719,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,1450,0,0,76917
2020,541,Kensington,0,0,0,0,0,0,0,9668,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12956
