,block_id,retail,business,leisure,education,healthcare,manufacture,public_service,farming,residence,non_residential
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1,6,32.0,37.0,490.0,0.0,0.0,0.0,0.0,0.0,0,559.0
2,12,12.0,1415.0,169.0,194.0,0.0,0.0,10.0,0.0,0,1800.0
3,14,103.0,602.0,503.0,449.0,22.0,46.0,339.0,0.0,0,2064.0
4,15,294.0,355.0,623.0,371.0,66.0,32.0,372.0,0.0,0,2113.0
5,23,20.0,2769.0,94.0,36.0,73.0,0.0,231.0,0.0,0,3223.0
6,25,488.0,759.0,300.0,466.0,124.0,26.0,389.0,0.0,0,2552.0
7,26,114.0,2047.0,226.0,0.0,45.0,0.0,103.0,0.0,0,2535.0
8,32,14.0,5077.0,90.0,45.0,52.0,0.0,774.0,0.0,0,6052.0
9,33,43.0,1633.0,274.0,352.0,142.0,48.0,381.0,0.0,0,2873.0
10,34,199.0,5452.0,265.0,147.0,86.0,54.0,1014.0,61.0,0,7278.0
11,43,69.0,2939.0,84.0,231.0,58.0,35.0,624.0,0.0,0,4040.0
12,46,143.0,240.0,315.0,0.0,157.0,0.0,1294.0,0.0,0,2149.0
13,47,66.0,24.0,194.0,0.0,0.0,0.0,4733.0,0.0,0,5017.0
14,54,159.0,744.0,382.0,249.0,51.0,0.0,352.0,0.0,0,1937.0
15,56,286.0,268.0,522.0,429.0,0.0,17.0,98.0,0.0,0,1620.0
16,62,0.0,1378.0,223.0,0.0,0.0,0.0,450.0,0.0,0,2051.0
17,63,0.0,188.0,49.0,46.0,0.0,0.0,262.0,0.0,0,545.0
18,64,193.0,698.0,337.0,139.0,29.0,0.0,113.0,0.0,0,1509.0
19,71,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0,25.0
20,83,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0,39.0
21,85,1294.0,3664.0,1220.0,0.0,120.0,87.0,897.0,0.0,0,7282.0
22,86,0.0,0.0,30.0,0.0,0.0,0.0,65.0,0.0,0,95.0
23,91,26.0,43.0,27.0,0.0,29.0,0.0,14.0,0.0,0,139.0
24,96,0.0,43.0,65.0,1561.0,0.0,0.0,0.0,0.0,0,1669.0
25,97,0.0,86.0,18.0,69.0,0.0,0.0,14.0,0.0,0,187.0
26,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
27,104,0.0,18.0,188.0,57.0,0.0,0.0,15.0,0.0,0,278.0
28,111,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.0
29,131,0.0,0.0,38.0,48.0,0.0,0.0,0.0,0.0,0,86.0
30,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
31,206,51.0,38.0,64.0,0.0,0.0,0.0,16.0,0.0,0,169.0
32,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
33,212,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0,26.0
34,215,9.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0,54.0
35,216,31.0,0.0,19.0,0.0,0.0,0.0,48.0,0.0,0,98.0
36,217,205.0,0.0,184.0,0.0,25.0,0.0,23.0,0.0,0,437.0
37,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
38,224,8.0,0.0,0.0,0.0,16.0,83.0,0.0,0.0,0,107.0
39,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
40,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
41,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
42,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
43,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
44,256,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0,29.0
45,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
46,263,0.0,104.0,31.0,0.0,0.0,0.0,385.0,0.0,0,520.0
47,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
48,266,0.0,0.0,30.0,262.0,0.0,0.0,0.0,0.0,0,292.0
49,267,0.0,62.0,0.0,0.0,0.0,0.0,130.0,0.0,0,192.0
50,270,13.0,0.0,299.0,3085.0,0.0,0.0,0.0,0.0,0,3397.0
51,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
52,274,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0,154.0
53,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
55,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
56,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
57,316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
58,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
59,335,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.0
60,338,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0,49.0
61,340,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,9.0
62,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
63,353,0.0,0.0,24.0,0.0,123.0,0.0,0.0,0.0,0,147.0
64,356,21.0,16.0,22.0,0.0,0.0,0.0,13.0,0.0,0,72.0
65,362,107.0,0.0,31.0,0.0,0.0,0.0,159.0,0.0,0,297.0
66,364,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,6.0
67,365,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.0
68,367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
69,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
70,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
71,375,0.0,36.0,0.0,0.0,0.0,0.0,50.0,0.0,0,86.0
72,377,0.0,395.0,18.0,0.0,131.0,0.0,37.0,0.0,0,581.0
73,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
74,414,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32.0
75,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
76,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
77,424,0.0,0.0,23.0,0.0,30.0,0.0,0.0,0.0,0,53.0
78,426,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.0
79,429,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.0
80,430,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,12.0
