Geo Point,Geo Shape,total
"-37.81369020080004, 144.98698059467495","{""coordinates"": [[[[144.9881307835093, -37.813720701877536], [144.98803512950508, -37.8142666656189], [144.98622148218928, -37.814061736974935], [144.98616809816383, -37.81405736299645], [144.98577295402163, -37.814012480926856], [144.98592566338888, -37.81311380394028], [144.9863207468461, -37.813158233934615], [144.98637913923244, -37.81316429769583], [144.98751494131855, -37.81329231803794], [144.98754872251288, -37.813298221700904], [144.98818843779858, -37.813369168766386], [144.98813363702106, -37.81369227899671], [144.9881307835093, -37.813720701877536]]]], ""type"": ""MultiPolygon""}",451.807170247
"-37.81339853588139, 144.98437772002504","{""coordinates"": [[[[144.9854642013756, -37.813779900345445], [144.9854331119994, -37.8139774749564], [144.9847552796188, -37.81389706490588], [144.9847216624706, -37.81389264129424], [144.98316858226391, -37.81371993691702], [144.9833151790697, -37.81282742111622], [144.98477138795138, -37.81298401003848], [144.9848014815109, -37.81298849960632], [144.98558764234173, -37.81307463889673], [144.98555125127538, -37.81327421394125], [144.9855475053518, -37.81329918461116], [144.9855124946395, -37.813504803125475], [144.98550663313102, -37.81353655963703], [144.985471664116, -37.813747738779185], [144.9854642013756, -37.813779900345445]]]], ""type"": ""MultiPolygon""}",593.030366042
"-37.814109785323055, 144.97615217934364","{""coordinates"": [[[[144.97723210873602, -37.81530159981839], [144.9771353515723, -37.81534977306104], [144.9750283401148, -37.81512015019955], [144.97491733491424, -37.81503627217491], [144.97458216616317, -37.814314642299145], [144.9745311799415, -37.81420486608177], [144.97429315943668, -37.813692390048274], [144.97432058203628, -37.81365624010082], [144.97761481198924, -37.812671584078174], [144.9776296175574, -37.81274285849434], [144.97763540927411, -37.81281494799279], [144.97763212961513, -37.81288713689858], [144.97723210873602, -37.81530159981839]]]], ""type"": ""MultiPolygon""}",15738.6782728
"-37.81315152172128, 144.9724540706282","{""coordinates"": [[[[144.97335497669994, -37.8124401111532], [144.97344334833562, -37.812635723559325], [144.97345992551217, -37.81267241744649], [144.97353291281263, -37.81283397547442], [144.97354608344475, -37.812863128697], [144.97371568143984, -37.81323853213444], [144.97156966151184, -37.81386820939951], [144.9711957557035, -37.81305821878299], [144.97144190200487, -37.812985580163335], [144.97149008036317, -37.81297009885073], [144.9717847939505, -37.81288517503921], [144.97183249577375, -37.812871749072144], [144.97223528068994, -37.81275280065413], [144.97229164218237, -37.81273714451799], [144.9724806375936, -37.812681534052835], [144.9724865219509, -37.81269412073609], [144.97270346007755, -37.81262999966171], [144.97269788064722, -37.81261761154131], [144.97273120614716, -37.81261008833563], [144.97273677220042, -37.812622384304085], [144.97335497669994, -37.8124401111532]]]], ""type"": ""MultiPolygon""}",24885.8745156
"-37.812973757997135, 144.96957831537352","{""coordinates"": [[[[144.9708352531271, -37.813064940749065], [144.96948137060627, -37.813464293906115], [144.969477388559, -37.81345514272719], [144.96936448596995, -37.81348912834666], [144.96936830194528, -37.813497644715], [144.96930644221783, -37.81351589079523], [144.9693029686991, -37.81350836024807], [144.96868938500083, -37.81368933935419], [144.9686166524962, -37.81353109692546], [144.96860025295308, -37.81349544822424], [144.96844387498842, -37.81315552310407], [144.96842525483035, -37.81311499100161], [144.96832046063648, -37.81288599410869], [144.97045734453812, -37.812254604101305], [144.9708352531271, -37.813064940749065]]]], ""type"": ""MultiPolygon""}",51465.9141936
"-37.81730481765901, 144.9521105491981","{""coordinates"": [[[[144.95077695479998, -37.81795677842847], [144.95073307405548, -37.817901008311985], [144.9512994358016, -37.81773714573516], [144.95130480604726, -37.817748826241626], [144.95148896592048, -37.81769554348977], [144.95148040467555, -37.81767692228139], [144.95157099078295, -37.817650712947945], [144.95157955204823, -37.817669334150416], [144.95173242016185, -37.81762510445534], [144.95162316491917, -37.817486970774176], [144.95106379212606, -37.8167797344682], [144.95064379647823, -37.81625102887805], [144.9505379464117, -37.816125337289094], [144.95051066838263, -37.81609435970796], [144.95039832564325, -37.81597226632252], [144.9504248446616, -37.81595900903081], [144.9504671116904, -37.81598923409432], [144.9507340030387, -37.816291791953006], [144.95075222857267, -37.8162826806224], [144.95083201094204, -37.81638311500976], [144.95086910680556, -37.8163645699903], [144.9511602505115, -37.81673107495994], [144.95160843594977, -37.817294386701505], [144.95174137311787, -37.81722828998715], [144.9514359359405, -37.81674761709304], [144.9515640703383, -37.8166839080226], [144.95115530809267, -37.816166818983135], [144.95117807002748, -37.81615549528706], [144.95075223109993, -37.815545984099884], [144.9507794557262, -37.81553244049142], [144.95094663862125, -37.81543111389518], [144.95102556463567, -37.81540831280919], [144.95100708132716, -37.81538488743281], [144.95107582983226, -37.815365026478304], [144.95095733540512, -37.81518677527223], [144.9505937783913, -37.81476537382771], [144.95053214933702, -37.81468589810632], [144.9505079147766, -37.814651566795966], [144.95045608111153, -37.81458249075893], [144.95041046521544, -37.81452092359681], [144.95035542241533, -37.8144524781249], [144.95026219675572, -37.81434682241312], [144.9501847554528, -37.81425815312236], [144.9503217360487, -37.81418021390304], [144.95012100159536, -37.81397496901334], [144.95012634106843, -37.8139709605004], [144.9501231705874, -37.813968011410125], [144.94989486657917, -37.81375564880577], [144.94966680557113, -37.81354351056037], [144.94941293566663, -37.813307361339206], [144.9494055807159, -37.813300816555326], [144.9491718451388, -37.81309272034105], [144.94908931736637, -37.81302099089889], [144.94893792564295, -37.812888674173266], [144.94877909354423, -37.81276253597361], [144.94866139814027, -37.81266865542854], [144.94861944958794, -37.812628813445194], [144.94851573058108, -37.81251426889882], [144.9484303900673, -37.81240878597759], [144.94845082384526, -37.81238462995268], [144.94840987991557, -37.812337235538], [144.94838323251986, -37.812339655003534], [144.94837225919076, -37.812329821133275], [144.94830226481633, -37.81218702643751], [144.94829354213448, -37.81216155134809], [144.94832597667641, -37.8121101185282], [144.9483100325656, -37.81209109618322], [144.94828585897375, -37.81206571234165], [144.94825602222292, -37.81203563382913], [144.94822347544954, -37.812004967270234], [144.94819296501203, -37.811974606650864], [144.94818031483078, -37.811959696969055], [144.948173582463, -37.81194849510217], [144.9481677781911, -37.81193658858073], [144.94816273244695, -37.81192190152458], [144.9481598290668, -37.81190779261695], [144.94815773762105, -37.81187666544298], [144.9481594557568, -37.811806416085425], [144.94809768458478, -37.81169532739266], [144.9499866209804, -37.81335559144508], [144.9500372234043, -37.813400066614854], [144.9503034008232, -37.81363401237001], [144.950331119692, -37.81362620182838], [144.95042249446803, -37.81360045481067], [144.95133257897766, -37.8133440109726], [144.9516177020848, -37.81396140167603], [144.95183164379898, -37.814424652881655], [144.95220480988448, -37.81523436096882], [144.95303059988623, -37.81702316828105], [144.95305090635395, -37.817067154686484], [144.95307722218425, -37.81712415803022], [144.95313487761717, -37.81724904640835], [144.95314702723815, -37.817275363952156], [144.95393758962345, -37.818987772758426], [144.95402871949628, -37.81918516102622], [144.95405546740392, -37.819243097051476], [144.95407534814598, -37.81928615871229], [144.95414237108574, -37.819433920413786], [144.95417313427382, -37.819501742104464], [144.95475855507885, -37.820792358130824], [144.95484165533702, -37.82097555687422], [144.95469139181768, -37.82101913207167], [144.95455075916288, -37.82096398003491], [144.95450636763306, -37.82086530205347], [144.9544472954481, -37.820882388249366], [144.9544035995984, -37.82084280270237], [144.95438740592175, -37.82084098339057], [144.9543666675251, -37.82085343506863], [144.95425522713882, -37.82082967478077], [144.95411732379395, -37.820738443402924], [144.95406268228714, -37.82061874379411], [144.95404684589488, -37.820564500133244], [144.95403307416822, -37.82056846671491], [144.95402396468342, -37.82054856539408], [144.95396012338634, -37.82056695301573], [144.95385639306681, -37.82046340450924], [144.9538984557033, -37.82045128958797], [144.95385969225586, -37.820366603244], [144.95384818327102, -37.82036364844255], [144.9538370396741, -37.82035991491647], [144.95382634502025, -37.8203554306599], [144.95381617949832, -37.820350229296004], [144.9538066193297, -37.82034434982481], [144.95379773619666, -37.82033783633075], [144.95378959670515, -37.82033073765241], [144.95378226188512, -37.82032310701578], [144.95377578673302, -37.82031500163566], [144.95377021979937, -37.820306482286455], [144.953765602825, -37.82029761284651], [144.95376197042756, -37.82028845981903], [144.95375934984258, -37.82027909183362], [144.9537577607189, -37.82026957913171], [144.95375721497138, -37.82025999303958], [144.95375771669154, -37.8202504054339], [144.95375926211716, -37.820240888202704], [144.95376183966022, -37.82023151270618], [144.95376542999395, -37.82022234924186], [144.95377000619754, -37.82021346651748], [144.95377553395838, -37.82020493113559], [144.95378197182896, -37.82019680709453], [144.95370218294386, -37.82023943734916], [144.953682807321, -37.820246766778354], [144.95362833054196, -37.82018874435993], [144.95362512825102, -37.8201896678285], [144.953522891413, -37.81997327039349], [144.95345661466283, -37.82000454264081], [144.9533219232973, -37.819823075782736], [144.95268873449228, -37.82000627952104], [144.95276403990536, -37.82017006060825], [144.95279082395984, -37.82019021639495], [144.95278420397017, -37.82019575209949], [144.9527714341867, -37.82018614253997], [144.95283905480355, -37.82033320927857], [144.95400746868424, -37.82121746123738], [144.95255147054377, -37.821639665557925], [144.952534374357, -37.82159529220971], [144.95257035285937, -37.82153482904768], [144.95257881792514, -37.82151952433441], [144.95261054281264, -37.8214575807797], [144.95263481444007, -37.82139713828785], [144.95263992118345, -37.82138181249401], [144.95265646951663, -37.82131975065162], [144.9526651399285, -37.82127095069239], [144.95269332108066, -37.821088157251104], [144.95269602065753, -37.82102490216481], [144.952696025501, -37.82102291701389], [144.95269393912204, -37.82090914013503], [144.95269166071793, -37.82088024570229], [144.95267564039037, -37.82076604036082], [144.95267557974014, -37.8207657059178], [144.9526457213304, -37.82065299495202], [144.952636530657, -37.82062505424308], [144.95259311411797, -37.820515072486586], [144.95243016561028, -37.82015885593314], [144.95221928335692, -37.8198641552105], [144.9521667374527, -37.81979071294959], [144.95213698537364, -37.81974912911376], [144.95208495539785, -37.8196788100209], [144.95209879354573, -37.81966919097122], [144.95205750977522, -37.819631498666894], [144.95201663017517, -37.81959353018587], [144.95197615768106, -37.81955528825506], [144.95194199549917, -37.81952248954391], [144.9519081327806, -37.81948949600362], [144.95187457129072, -37.819456309354685], [144.95179909682957, -37.8193798384291], [144.95177447119198, -37.81935402205283], [144.9517619580617, -37.819341235483435], [144.95174984724463, -37.81932820742594], [144.95172522164103, -37.81930239104007], [144.9516529657927, -37.81922398823107], [144.95175139747226, -37.81919521885022], [144.95077695479998, -37.81795677842847]]]], ""type"": ""MultiPolygon""}",50378.8125515
"-37.81099734862178, 144.94669544657165","{""coordinates"": [[[[144.9469443107113, -37.81114302852483], [144.94598634623998, -37.81150891363061], [144.94575108550234, -37.81120158269967], [144.9466526707846, -37.8107644694791], [144.94728271405972, -37.810458999721234], [144.94738995627122, -37.8106069170739], [144.94758725085788, -37.81089745722568], [144.9469443107113, -37.81114302852483]]]], ""type"": ""MultiPolygon""}",1486.01604098
"-37.81040541057409, 144.94623410753965","{""coordinates"": [[[[144.94623061546037, -37.810653574022744], [144.9455702081954, -37.81097478530068], [144.945456514241, -37.81082862200711], [144.9454481709099, -37.810818590440874], [144.94534007218272, -37.81068285211586], [144.94674700288104, -37.809828368917785], [144.9471050529939, -37.81022611119247], [144.94672398132474, -37.81041310735668], [144.9467170468952, -37.8104165101409], [144.94671013895208, -37.81041989986895], [144.9465197469649, -37.81051332651771], [144.94623865495717, -37.810648748776316], [144.94623061546037, -37.810653574022744]]]], ""type"": ""MultiPolygon""}",959.344440314
"-37.812825647870504, 144.98909111588407","{""coordinates"": [[[[144.98962217267604, -37.812421543370654], [144.9894658453119, -37.813330402639345], [144.98855972386542, -37.81322874826974], [144.98871616002205, -37.812321694533004], [144.98962217267604, -37.812421543370654]]]], ""type"": ""MultiPolygon""}",0.0
"-37.812089033284046, 144.94729409443363","{""coordinates"": [[[[144.948264706221, -37.8131185746008], [144.94816961787507, -37.813208093036025], [144.94716488241053, -37.81246247910423], [144.94615131387434, -37.8117469055096], [144.94737942322692, -37.81127911631515], [144.9476137297373, -37.81173105245491], [144.94808759299863, -37.81241855826065], [144.94788629998, -37.81259740106479], [144.94807426500026, -37.81276827887656], [144.9479488247889, -37.81288373298803], [144.948264706221, -37.8131185746008]]]], ""type"": ""MultiPolygon""}",1272.248474
"-37.81210735509396, 144.9607786817427","{""coordinates"": [[[[144.9616667480407, -37.81139051562139], [144.96203704691013, -37.81220170018807], [144.96179009607718, -37.81227327148233], [144.96174649267527, -37.81228590863848], [144.96164702198425, -37.81231473696667], [144.96136895550424, -37.81239532490665], [144.96108919277512, -37.812476403585116], [144.9607815956642, -37.81256554806682], [144.96071503031078, -37.812584112749875], [144.95988932794475, -37.81282072159048], [144.95980189138484, -37.81262815573176], [144.9597867339661, -37.8125965319687], [144.95963937238042, -37.81227049654318], [144.95952253676452, -37.81201199738247], [144.95990361409756, -37.81190033665241], [144.95994260435344, -37.81188891175313], [144.95994910319763, -37.811887007502726], [144.9603444852995, -37.81177115330569], [144.96040913727575, -37.8117535740092], [144.96077141736112, -37.81164701329596], [144.96077611438878, -37.811657352837315], [144.96081532500153, -37.81164644006256], [144.96111924710732, -37.81156358641952], [144.9611138239599, -37.81155171730129], [144.9613700228091, -37.81147812711618], [144.96141727861476, -37.81146320170774], [144.9616667480407, -37.81139051562139]]]], ""type"": ""MultiPolygon""}",35571.6134062
"-37.811419560453764, 144.9752303710269","{""coordinates"": [[[[144.9752888510756, -37.81175268528243], [144.9752847630001, -37.81175263222189], [144.9749353420368, -37.81171438449062], [144.97493234814692, -37.81171317295421], [144.97492963099884, -37.81171160368999], [144.97492725792372, -37.81170971558469], [144.97492528772668, -37.81170755542567], [144.97492376922935, -37.81170517674196], [144.9749227400603, -37.81170263847765], [144.9749222257224, -37.81170000353124], [144.97492223896091, -37.811697337196954], [144.97541607477868, -37.8108754233978], [144.97541856763024, -37.81087320838653], [144.9754214832295, -37.81087134635671], [144.9754247431841, -37.81086988737321], [144.9754282598427, -37.81086887066395], [144.97543193865224, -37.81086832356549], [144.9754356806997, -37.81086826078777], [144.97543938537189, -37.81086868401868], [144.97544295306042, -37.810869581878755], [144.97544628784001, -37.81087093022705], [144.97544930004776, -37.81087269281014], [144.97545190869366, -37.81087482223718], [144.97545404363848, -37.81087726125369], [144.97545564747927, -37.81087994428128], [144.97545667709332, -37.810882799180774], [144.97545710479693, -37.810885749191854], [144.97545691909036, -37.810888714996764], [144.9753107549415, -37.81173617609224], [144.97530991321725, -37.81173935032859], [144.97530839731724, -37.81174236286265], [144.97530625222439, -37.81174512430032], [144.9753035415921, -37.81174755269855], [144.9753003458559, -37.811749575996885], [144.97529675984626, -37.81175113415577], [144.97529288997455, -37.81175218093836], [144.9752888510756, -37.81175268528243]]]], ""type"": ""MultiPolygon""}",0.0
"-37.81144531751536, 144.97672009109445","{""coordinates"": [[[[144.9779313239377, -37.8111198012245], [144.97778230519054, -37.8120193803449], [144.97596151342097, -37.81182028391556], [144.9759273278149, -37.811816261449714], [144.975505168608, -37.811769522174245], [144.97566264796228, -37.810870145174476], [144.97608289608814, -37.81091657432421], [144.97611682382095, -37.81092103005576], [144.9779313239377, -37.8111198012245]]]], ""type"": ""MultiPolygon""}",20108.3082616
"-37.811182379099094, 144.97156580038856","{""coordinates"": [[[[144.97245371437597, -37.81046017498498], [144.97271575425583, -37.81104115673092], [144.97272840351917, -37.811068319943004], [144.97282127332699, -37.811276037828236], [144.9721736057787, -37.81146382179324], [144.97212917375322, -37.81147670415239], [144.97161049907479, -37.81162708453546], [144.97155048726128, -37.811644569945635], [144.97128985145758, -37.81171927513607], [144.9712310864397, -37.81173685395636], [144.9706702618197, -37.811901153120026], [144.97057207899624, -37.811691025908466], [144.97055325556093, -37.811654158412715], [144.97030319230723, -37.81110426185898], [144.97085986860225, -37.81094026664419], [144.97085425576282, -37.81092826897346], [144.97092089823144, -37.81090778584183], [144.97092671062074, -37.81092057007125], [144.9711832331381, -37.81084499273047], [144.9711788106134, -37.81083179899372], [144.9712403839933, -37.810814562245945], [144.97155984560806, -37.81071990921469], [144.97161661501966, -37.81070339178572], [144.97180052468772, -37.81064988178159], [144.97184322583385, -37.810637457489676], [144.97245371437597, -37.81046017498498]]]], ""type"": ""MultiPolygon""}",13937.2512145
"-37.810684756336826, 144.95793689701574","{""coordinates"": [[[[144.9582747686229, -37.810099711658665], [144.95867370188233, -37.81095807496473], [144.9584626609109, -37.8110207872001], [144.95760197143997, -37.81127102136018], [144.9573027294099, -37.810614950655236], [144.9572803025445, -37.81062138462684], [144.9571872105089, -37.81041728318064], [144.95720964173537, -37.810410858989236], [144.9578195024692, -37.81023204774865], [144.9578542474836, -37.810223467462805], [144.9582747686229, -37.810099711658665]]]], ""type"": ""MultiPolygon""}",11875.8516605
"-37.81192302348487, 144.9634946202743","{""coordinates"": [[[[144.96327502675652, -37.81082078119029], [144.9633158200652, -37.810908580623604], [144.96348361715962, -37.81085908889195], [144.96384979838302, -37.81075108274753], [144.96390449220397, -37.81073413124546], [144.9641334310673, -37.81066720384599], [144.96436672175963, -37.81117018717487], [144.96451235679046, -37.81148371279599], [144.9642840699795, -37.81154912039825], [144.96423450229543, -37.81156470078797], [144.96393727953227, -37.81165064592857], [144.96362634796316, -37.811740554076536], [144.96374456625435, -37.81199491363181], [144.9641157820901, -37.811887102979234], [144.96431535265856, -37.81182914190987], [144.96436080205208, -37.811813367620054], [144.96462334509087, -37.811736926958524], [144.9649945031296, -37.81253841298601], [144.96473460379863, -37.81261569316947], [144.96473996952346, -37.81262705050493], [144.9646864494578, -37.81264185049266], [144.96468106995334, -37.812630069701825], [144.9644569925058, -37.81269650289319], [144.96450242644778, -37.81279108854538], [144.9647720344732, -37.812713304229064], [144.96482777472025, -37.812697222578436], [144.96504210480242, -37.81263538575639], [144.96533730440927, -37.81328785053923], [144.96535313039624, -37.813320783760176], [144.96541245513097, -37.81344967810042], [144.9632598375945, -37.8140740835952], [144.9628942678426, -37.81326903673054], [144.96331926184558, -37.81314602239546], [144.963313750532, -37.81313402253228], [144.9633916209592, -37.81311155732855], [144.96333670461942, -37.81303769631447], [144.9632779903068, -37.81305482932026], [144.96311746953637, -37.81310166961417], [144.9630653889786, -37.81311791277105], [144.96306033160442, -37.813107004751195], [144.96284525156892, -37.81316976487437], [144.96271366811894, -37.8128823992647], [144.96267551291393, -37.812799071414744], [144.96247599094636, -37.812363329247546], [144.96271238046435, -37.812294679120264], [144.96277082180526, -37.812277706941906], [144.9630060159329, -37.812209403212194], [144.9636165939446, -37.81203207973916], [144.96349830962006, -37.811777577040026], [144.96321711048824, -37.81185888650418], [144.96236340308147, -37.81210573290832], [144.9619913416035, -37.81129922408063], [144.962844615889, -37.811047560490806], [144.96287335694802, -37.8110390834716], [144.96295390442504, -37.811015326459994], [144.9629129271715, -37.810927130135845], [144.9622344611594, -37.811126392269436], [144.96194707496213, -37.811210794661], [144.96168409285278, -37.8106362271452], [144.96157556214325, -37.8103991049261], [144.9637212007177, -37.80977141394475], [144.96388445160176, -37.810125526899284], [144.9639021229317, -37.81016385816786], [144.96390816930213, -37.81017697345652], [144.96409407395458, -37.810580220860594], [144.96366227263005, -37.81070704512742], [144.96361679735654, -37.810720401528144], [144.96353190395618, -37.81074533524119], [144.96327502675652, -37.81082078119029]], [[144.96431287210694, -37.81275197434903], [144.96435121347574, -37.812834714517216], [144.96438893004796, -37.81282383309791], [144.9643932010405, -37.812822600790994], [144.9644313455352, -37.81281159583826], [144.96445333163177, -37.81280525275703], [144.96440805741315, -37.81271101082795], [144.96438348579576, -37.812718295619234], [144.9643408119069, -37.812730947328], [144.96433603764453, -37.812732362771676], [144.9643414914013, -37.81274412143069], [144.96431287210694, -37.81275197434903]], [[144.96425803123526, -37.81286159804706], [144.96423651523574, -37.81276104963462], [144.96413527069103, -37.81279072986794], [144.96414053429257, -37.812802157783224], [144.96405820788033, -37.81282629178545], [144.96401421235925, -37.81283999453334], [144.96401324658018, -37.81284027641354], [144.96391449863796, -37.81286909212473], [144.96395316271634, -37.81294955355972], [144.96398498090815, -37.812940373958234], [144.96425803123526, -37.81286159804706]], [[144.96388858925292, -37.812968183075974], [144.96385001511234, -37.81288790899482], [144.96371337410093, -37.81292778202764], [144.96375031399873, -37.81300807548115], [144.96388858925292, -37.812968183075974]], [[144.96365452705606, -37.81303570984534], [144.96361478411845, -37.812956551239566], [144.96339628534048, -37.813020310417606], [144.96345132235479, -37.813094333775716], [144.96351909716137, -37.81307478104414], [144.96352962204594, -37.813098490751166], [144.96356936559206, -37.81308760081324], [144.96355851658194, -37.81306340866921], [144.96365452705606, -37.81303570984534]]]], ""type"": ""MultiPolygon""}",103252.737866
