,Unnamed: 0,block_id,geo_point_coords,CLUE,block_area,total_energy_consumption,total_jobs,business_establishments,commercial_area,energy_consumption_per_sqm,plot_ratio,residential_area,business/residence_with_largest_floor_area,business/residence_with_second_largest_floor_area,detailed_business_info
153,153,212,"-37.794495660543355, 144.96943191568855",Carlton,133297.93954141045,15867.5616548,293,15,77228.0,0.07224653155634883,1.6476214768524422,142395.0,residence,public_service,"residence: 142395, public_service: 45222, education: 29785, business: 1820, leisure: 401"
154,154,547,"-37.79228673090661, 144.92469249496594",Kensington,23212.16373285363,180.2739962,0,2,0.0,0.012221618685497012,0.6344993968636912,14728.0,residence,retail,residence: 14728
155,155,2539,"-37.79147548489166, 144.93479311620405",Kensington,5517.919490418848,229.6056467,0,2,0.0,0.07039655702428528,0.58963204640203,3253.0,residence,retail,residence: 3253
156,156,2513,"-37.79139430507824, 144.92563923940662",Kensington,31891.870677646708,241.22385694,0,0,0.0,0.012025348036525123,0.6284218117964316,20041.0,residence,retail,residence: 20041
157,157,568,"-37.791041423773194, 144.9218794262538",Kensington,19085.43841550362,149.2812233,0,0,0.0,0.014913422079871884,0.5235001309929264,9991.0,residence,retail,residence: 9991
158,158,2536,"-37.790749381205174, 144.93294042595542",Kensington,14352.620696718011,214.3318815,0,0,0.0,0.024285065819337266,0.6139910813823858,8812.0,residence,retail,residence: 8812
159,159,2535,"-37.79066331044397, 144.9321181534923",Kensington,14344.164496529833,296.1437556,0,0,0.0,0.03966764942374699,0.5202175125488009,7462.0,residence,retail,residence: 7462
160,160,2517,"-37.790225218514315, 144.92892235882422",Kensington,5650.815340907426,53.83176922,0,0,0.0,0.015456401283172936,0.6069026548672566,3429.0,residence,retail,residence: 3429
161,161,272,"-37.791554418123496, 144.95951185572486",Parkville,33156.60921596522,1525.193756,0,1,0.0,,,0.0,,,
162,162,2514,"-37.79041811110363, 144.92718408468696",Kensington,16598.91991227223,121.6270641,0,0,0.0,0.020567737548869626,0.35444029401132665,5883.0,residence,retail,residence: 5883
163,163,2382,"-37.78885863576035, 144.9406432426711",North Melbourne,7357.860502357968,520.303159,22,4,0.0,0.16069221260815822,0.4398532010330298,3236.0,residence,retail,residence: 3236
164,164,2515,"-37.78896133539424, 144.9284171880444",Kensington,23268.02414262181,302.5029311,30,7,462.0,0.04424908424908425,0.2933212996389892,6363.0,residence,business,"residence: 6363, business: 462"
165,165,2501,"-37.7880975640379, 144.9230974155445",Kensington,34264.34074949605,0.0,4,4,0.0,,,0.0,,,
166,166,564,"-37.792020531643665, 144.92170453605428",Kensington,171592.35917242675,2000.17612,0,0,0.0,0.3027550711474417,0.03849829828896452,6606.0,residence,retail,residence: 6606
167,167,2384,"-37.79009400967782, 144.94115094542823",North Melbourne,48309.48894776288,3859.5999555,257,20,9647.0,0.09791434080990562,0.8158314185762487,29765.0,residence,business,"residence: 29765, business: 6095, public_service: 3552"
168,168,2387,"-37.79211283988038, 144.93742644781267",North Melbourne,338038.3233790824,23024.0054,254,12,14732.0,0.8479982321093146,0.08031937237825333,12419.0,business,residence,"business: 14732, residence: 12419"
169,169,931,"-37.7892167827868, 144.94576626751976",Parkville,3214101.1808124394,102859.181812,6690,73,780444.0,0.13165025182227172,0.2430866360453514,861.0,public_service,healthcare,"public_service: 653808, healthcare: 109011, leisure: 12402, business: 2721, retail: 2502, residence: 861"
170,170,2532,"-37.78934544070058, 144.93405713722262",Kensington,13320.646073757269,939.8839446,0,2,0.0,0.14959375497849292,0.4712462462462462,6277.0,residence,retail,residence: 6277
171,171,908,"-37.788652424338544, 144.95794604280337",Parkville,36411.36691793663,2161.005782,0,2,0.0,,,0.0,,,
172,172,926,"-37.787044932454016, 144.94123216549707",Parkville,13340.949913231776,41.95743428,0,0,0.0,0.00857920066959615,0.35824587706146926,4779.0,residence,retail,residence: 4779
173,173,906,"-37.78606987854656, 144.95799360750868",Parkville,75184.20758926665,6473.308537,576,27,24665.0,0.14149871026975036,0.6084539263673122,21081.0,residence,business,"residence: 21081, business: 9754, public_service: 9603, education: 5308"
174,174,928,"-37.77957051880664, 144.94124252420346",Parkville,481983.4409349568,6427.72943221,365,15,42664.0,0.024498088409625418,0.5443075793129634,219683.0,residence,public_service,"residence: 219683, public_service: 42664"
175,175,871,"-37.84918262859423, 144.9824102163475",Melbourne (Remainder),127472.71692197977,4957.194101,723,5,0.0,,,0.0,,,
176,176,870,"-37.84662688494784, 144.98213235773974",Melbourne (Remainder),197008.8558767356,67382.07941,9001,16,63415.0,1.0625561775605141,0.32189048160480793,0.0,education,business,"education: 59937, business: 2707, leisure: 771"
177,177,867,"-37.83972056954812, 144.98571840157194",South Yarra,10357.68368715827,83.4867521,0,2,709.0,0.005975521958243341,1.341121946509607,13181.0,residence,public_service,"residence: 13181, public_service: 709"
178,178,866,"-37.84103413724351, 144.9813490699898",South Yarra,841411.8915786924,39576.40555,54,11,1998.0,19.80780780780781,0.002374582695020626,0.0,public_service,business,"public_service: 1691, business: 307"
179,179,858,"-37.83641509647135, 144.98595705324735",South Yarra,82192.36827962963,1627.701268,17,3,7202.0,0.01832165942208509,1.0804214522094608,81600.0,residence,public_service,"residence: 81600, public_service: 7202"
180,180,860,"-37.836099749129374, 144.98346270908644",South Yarra,81559.14942856427,1414.3740965000002,0,0,8069.0,0.015445449381745096,1.12247575374882,83479.0,residence,public_service,"residence: 83479, public_service: 8069"
181,181,779,"-37.82532198183176, 144.9272366476026",Port Melbourne,240663.2421274891,7855.550707,1125,15,46641.0,0.05650875867774541,0.5775919023697037,92364.0,residence,business,"residence: 92364, business: 44223, public_service: 2418"
182,182,856,"-37.833874379281355, 144.98470203198647",South Yarra,23547.065846568847,123.0769351,0,0,0.0,0.0054275880328302885,0.9624155943432284,22662.0,residence,retail,residence: 22662
183,183,855,"-37.83199688431741, 144.9851001427063",South Yarra,66768.6452782888,1899.062677,571,3,6029.0,0.044607831622465996,0.6375958543014618,36542.0,residence,public_service,"residence: 36542, public_service: 6029"
184,184,747,"-37.830187808800666, 144.96812580729184",Southbank,28158.45190386421,3924.536835,262,8,23015.0,0.03521208912499215,3.9576319340862276,88424.0,residence,public_service,"residence: 88424, public_service: 21287, leisure: 1408, business: 320"
185,185,743,"-37.829137800189024, 144.96781594254514",Southbank,19240.55191023854,0.0,0,1,0.0,,,0.0,,,
186,186,853,"-37.82969807889235, 144.98550208314012",South Yarra,40663.53284153594,608.6585382,0,0,3562.0,0.014005666766487757,1.0675798637582077,39849.0,residence,public_service,"residence: 39849, public_service: 3562"
187,187,745,"-37.82914254750056, 144.9649335773655",Southbank,29800.0251672903,3072.008827,254,4,1789.0,1.7171604248183343,0.060033557046979866,0.0,public_service,retail,public_service: 1789
188,188,731,"-37.828328944229966, 144.9578737176508",Southbank,5378.754340934936,74.01982914,0,1,0.0,,,0.0,,,
189,189,732,"-37.82820277853141, 144.9591184420291",Southbank,18933.296291148006,5706.3716744,41,6,16948.0,0.06815412914168319,4.422014472085777,66774.0,residence,public_service,"residence: 66774, public_service: 16370, leisure: 578"
190,190,735,"-37.8276835866416, 144.9614390335497",Southbank,10110.801421934386,502.362001,33,7,667.0,0.5885111371629543,0.08437190900098912,186.0,business,residence,"business: 667, residence: 186"
191,191,772,"-37.824814397130154, 144.94200209414163",Docklands,53814.098185650095,3796.315576,358,16,7469.0,0.115176891801687,0.612442858735645,25489.0,residence,business,"residence: 25489, business: 6437, public_service: 1032"
192,192,776,"-37.82412283994091, 144.93923282727368",Docklands,34989.609700153946,1375.047712,0,1,0.0,,,0.0,,,
193,193,659,"-37.82405724050445, 144.98755414192883",Melbourne (Remainder),372440.7513794503,17867.777048,4294,14,93374.0,0.19134876946473323,0.2507088390076254,0.0,leisure,public_service,"leisure: 58951, public_service: 25684, business: 8739"
194,194,774,"-37.823148737692904, 144.93249752861146",Port Melbourne,70034.91894708072,4517.423677,246,6,1661.0,0.17830497769707496,0.36172430533740757,23672.0,residence,public_service,"residence: 23672, public_service: 1661"
195,195,802,"-37.82248701263599, 144.9622643212043",Southbank,55337.5345998105,57653.4033,4877,67,167294.0,0.23920719285361614,4.3554403021486525,73723.0,public_service,residence,"public_service: 86058, residence: 73723, business: 72298, leisure: 7788, retail: 1150"
196,196,813,"-37.8218224883783, 144.96738717512818",Southbank,11092.046697443784,2713.775079,548,8,8550.0,0.3173099415204678,0.7708258204111071,0.0,business,retail,business: 8550
197,197,851,"-37.821883884305215, 144.9711961072535",Melbourne (Remainder),77613.88074313526,0.0,0,2,0.0,,,0.0,,,
198,198,11,"-37.82019849983636, 144.95607371283103",Melbourne (CBD),27949.78956859078,15822.39821,658,71,68505.0,0.13474361922280984,4.201330995742245,48918.0,residence,leisure,"residence: 48918, leisure: 40520, public_service: 20797, business: 6216, retail: 972"
199,199,850,"-37.820546010334255, 144.97189607747933",Melbourne (Remainder),98068.34880531396,1171.953042,0,12,112669.0,0.010393275878901917,1.148886486927438,0.0,public_service,business,"public_service: 104523, business: 4083, leisure: 4063"
200,200,1107,"-37.82018686735745, 144.94766387457773",Docklands,42202.3236217899,3334.36439956,158,7,0.0,0.23362062924812557,0.3381593289417563,14271.0,residence,retail,residence: 14271
201,201,753,"-37.81968985476374, 144.9650858316062",Southbank,42204.09820734437,33738.63142236,6380,94,130192.0,0.20842136476518774,3.8355132214955927,31682.0,business,public_service,"business: 72771, public_service: 44132, residence: 31682, leisure: 11550, retail: 1739"
202,202,4,"-37.81879815271894, 144.9649735509534",Melbourne (CBD),77462.24216141501,5127.37357,653,36,12907.0,0.3972263113039436,0.1666236348144897,0.0,leisure,business,"leisure: 6051, business: 5818, retail: 1038"
203,203,31,"-37.81819706829751, 144.95516018490568",Melbourne (CBD),29353.441708522005,25413.30382,1407,76,91301.0,0.15644256754677024,5.534119170101864,71142.0,residence,public_service,"residence: 71142, public_service: 39242, education: 22422, business: 21655, leisure: 4487, retail: 2644, healthcare: 851"
204,204,14,"-37.81800614875345, 144.96347929805174",Melbourne (CBD),30942.089507125434,38033.41909,2121,197,141093.0,0.25121203714712215,4.892961023851076,10305.0,public_service,leisure,"public_service: 65172, leisure: 28816, business: 23655, education: 20754, residence: 10305, retail: 2399, healthcare: 297"
205,205,657,"-37.818431769558785, 144.98915554469127",East Melbourne,43902.15060488999,880.3030816,0,2,3503.0,0.020852586431601147,0.9612546125461254,38698.0,residence,public_service,"residence: 38698, public_service: 3503"
206,206,32,"-37.817470504197004, 144.95762727184723",Melbourne (CBD),31021.28493792258,38692.04292,6585,192,170405.0,0.17423884213038643,7.158473292285871,51658.0,business,public_service,"business: 99953, public_service: 65303, residence: 51658, retail: 2379, leisure: 1683, healthcare: 1087"
207,207,15,"-37.81728891079034, 144.9659590935327",Melbourne (CBD),30925.117226492333,20539.69822,2139,267,86865.0,0.1908953184686736,3.4791592562651577,20728.0,public_service,residence,"public_service: 28060, residence: 20728, leisure: 18679, business: 17052, education: 13652, retail: 8994, healthcare: 428"
208,208,16,"-37.8165712136608, 144.9684279694896",Melbourne (CBD),30938.09341668752,22292.97964,821,42,30625.0,0.5438001610030981,1.3250048484064905,10368.0,public_service,residence,"public_service: 15118, residence: 10368, business: 8130, leisure: 5448, retail: 1929"
209,209,51,"-37.816209683878334, 144.95424761012993",Melbourne (CBD),30933.535510272035,17290.92686,1574,46,70272.0,0.10700118202578178,5.2237739630814986,91315.0,residence,public_service,"residence: 91315, public_service: 31297, business: 23740, education: 9189, leisure: 5469, retail: 577"
210,210,25,"-37.81638399987391, 144.9655427916031",Melbourne (CBD),30809.39485891626,26594.61502,3457,249,117697.0,0.19087333486449243,4.522314907981434,21631.0,business,public_service,"business: 45050, public_service: 35927, residence: 21631, education: 18388, retail: 13685, leisure: 2577, healthcare: 2070"
211,211,34,"-37.81604738282739, 144.96258037555887",Melbourne (CBD),30459.06497728611,46478.84406,7390,440,196213.0,0.21765477193968344,7.010735743130109,17327.0,business,public_service,"business: 109958, public_service: 67472, residence: 17327, retail: 7032, education: 5397, leisure: 4770, healthcare: 1584"
212,212,18,"-37.81552594883142, 144.9751310125201",Melbourne (CBD),33686.540696834214,28312.0754,7099,55,127404.0,0.16940207863386963,4.961378614261117,39725.0,business,public_service,"business: 71336, public_service: 43656, residence: 39725, leisure: 11468, retail: 944"
213,213,17,"-37.81584191000155, 144.9708957292433",Melbourne (CBD),30949.245954134403,19851.60516,2222,96,125547.0,0.11965064975769704,5.360690167695241,40361.0,public_service,residence,"public_service: 81972, residence: 40361, business: 32384, leisure: 9413, retail: 1778"
214,214,26,"-37.81566839236283, 144.96801246702714",Melbourne (CBD),31007.385368220705,34357.1909,4000,67,124406.0,0.25236706601341274,4.390589221788629,11733.0,business,public_service,"business: 71032, public_service: 41676, residence: 11733, leisure: 7026, retail: 4110, healthcare: 562"
215,215,35,"-37.81532515063201, 144.96505260060346",Melbourne (CBD),30850.62123502625,24704.27446,2173,381,84370.0,0.2714814774113432,2.9496596434359805,6627.0,public_service,retail,"public_service: 35255, retail: 19130, business: 18819, residence: 6627, healthcare: 3879, leisure: 3704, education: 3583"
216,216,44,"-37.815143960138634, 144.96216460088118",Melbourne (CBD),30494.422591928836,55615.16943,3794,128,87511.0,0.5805202396609674,3.141667213222273,8291.0,business,public_service,"business: 47786, public_service: 32370, residence: 8291, retail: 5376, leisure: 1636, healthcare: 343"
217,217,605,"-37.81513323508098, 144.98922662634246",East Melbourne,27932.1109084679,592.9142643,0,1,1361.0,0.023338326894267916,0.9081340398109695,24005.0,residence,public_service,"residence: 24005, public_service: 1361"
218,218,53,"-37.81479694611925, 144.95920532408041",Melbourne (CBD),30596.818412538207,38254.58012,6226,191,170624.0,0.20160104558078745,6.201823767812786,19127.0,business,public_service,"business: 77925, public_service: 52411, leisure: 36364, residence: 19127, retail: 2109, healthcare: 966, education: 849"
219,219,27,"-37.81494081611191, 144.97047905308463",Melbourne (CBD),30858.941477751527,42179.83207,6279,159,193644.0,0.2083273652236189,6.561183485643918,8821.0,business,public_service,"business: 92143, public_service: 60541, leisure: 34313, residence: 8821, retail: 5206, healthcare: 1441"
220,220,36,"-37.814597418716744, 144.9675268884245",Melbourne (CBD),30850.15667462212,17145.25728,2023,65,80940.0,0.20256379962192816,2.7435980551053483,3700.0,business,public_service,"business: 38163, public_service: 22121, leisure: 18144, residence: 3700, retail: 2512"
221,221,405,"-37.80530529534778, 144.94639686773763",West Melbourne (Residential),24633.480363334133,445.9936939,0,2,617.0,0.02912303664921466,0.6203060934518735,14663.0,residence,public_service,"residence: 14663, public_service: 617"
222,222,71,"-37.814253550751765, 144.95335450657726",Melbourne (CBD),30035.80046689034,32545.35755,38,12,86276.0,0.10357228100883126,10.461961045446978,227949.0,residence,public_service,"residence: 227949, public_service: 83431, leisure: 2845"
223,223,617,"-37.814568587031005, 144.98417375337246",East Melbourne,32445.63350932841,1194.457094,9,4,2267.0,0.0337250028245396,1.0912004931422408,33137.0,residence,public_service,"residence: 33137, public_service: 2267"
224,224,28,"-37.81421151702756, 144.97295467724618",Melbourne (CBD),30546.03392225179,48086.7308,6278,158,215893.0,0.17964792205269214,8.7627839979048,51775.0,public_service,business,"public_service: 121934, business: 80569, residence: 51775, leisure: 6172, healthcare: 3612, retail: 3606"
225,225,63,"-37.813891266177194, 144.95879497969096",Melbourne (CBD),30907.440396751503,9658.81162,791,54,68382.0,0.13702400544804494,2.2805189762836897,2102.0,business,public_service,"business: 32571, public_service: 31840, education: 2287, residence: 2102, leisure: 1375, retail: 309"
226,226,37,"-37.813878346640784, 144.96999119790695",Melbourne (CBD),30722.8729749871,62466.11651,6092,148,214021.0,0.2842865529811723,7.152171082611809,5708.0,business,public_service,"business: 101796, public_service: 81267, leisure: 27177, residence: 5708, retail: 2252, healthcare: 1529"
227,227,46,"-37.81369693237567, 144.96710743799198",Melbourne (CBD),30541.05520926756,16406.35287,2441,108,64577.0,0.1915246322671025,2.8047542647588486,21083.0,business,public_service,"business: 28905, public_service: 23619, residence: 21083, leisure: 6522, retail: 5531"
228,228,445,"-37.81278505558377, 144.95045781132592",West Melbourne (Residential),16386.306302038778,0.0,0,1,0.0,,,0.0,,,
229,229,73,"-37.812831598584815, 144.95829674027226",Melbourne (CBD),30399.58329894821,19432.31294,940,17,68521.0,0.2746999533496374,2.3270173360965822,2218.0,business,public_service,"business: 44675, public_service: 23846, residence: 2218"
230,230,603,"-37.81295519484518, 144.99024200579524",East Melbourne,23468.346399062284,168.3129403,9,3,0.0,0.028624978701652752,0.2500852224305437,5869.0,residence,retail,residence: 5869
231,231,652,"-37.812305971789186, 144.9775568086833",East Melbourne,51110.38881242686,1941.006751,3086,16,81772.0,0.01845864161135097,2.057405595773821,23382.0,business,residence,"business: 72539, residence: 23382, public_service: 9233"
232,232,91,"-37.812261723505415, 144.95242206985063",West Melbourne (Residential),32626.82010417968,6291.078331,238,43,16411.0,0.12517161105473645,1.540458530006743,33848.0,residence,public_service,"residence: 33848, public_service: 11755, business: 3058, retail: 1188, leisure: 410"
233,233,83,"-37.81193349999912, 144.9578987536794",Melbourne (CBD),30732.036312298864,5827.927531,724,11,30050.0,0.13213451552189392,1.4349537940908499,14049.0,public_service,residence,"public_service: 17005, residence: 14049, business: 11307, leisure: 1738"
234,234,57,"-37.81190813292756, 144.96908955520445",Melbourne (CBD),30983.40001212969,12843.76969,1200,143,66893.0,0.17727197438162545,2.3383145595971984,5555.0,public_service,leisure,"public_service: 28585, leisure: 18685, business: 12883, residence: 5555, retail: 5377, education: 729, healthcare: 634"
235,235,101,"-37.81124202185723, 144.9519479067812",West Melbourne (Residential),32427.98612097397,8554.291481,316,14,31907.0,0.07478776327408483,3.5272149751750086,82470.0,residence,public_service,"residence: 82470, public_service: 27927, business: 3980"
236,236,443,"-37.81093606150409, 144.9491627496059",West Melbourne (Residential),19406.362716296877,4397.713249,374,3,3205.0,0.9644658916429042,0.23492734205915697,1354.0,public_service,residence,"public_service: 3205, residence: 1354"
237,237,84,"-37.81120967117495, 144.9603764335085",Melbourne (CBD),30665.487124171064,12809.02848,759,55,43174.0,0.0787490163289396,5.304288276536768,119482.0,residence,public_service,"residence: 119482, public_service: 26746, business: 10587, leisure: 4108, retail: 1733"
238,238,611,"-37.81143226429904, 144.98736690316912",East Melbourne,32728.15284841929,135.0933265,30,5,0.0,,,0.0,,,
239,239,111,"-37.810168865530024, 144.9514844466629",West Melbourne (Residential),28869.117514277525,5424.403716,185,15,15272.0,0.09263718809243224,2.028161695936818,43279.0,residence,public_service,"residence: 43279, public_service: 13450, business: 1822"
240,240,94,"-37.81012063139989, 144.95986979566052",Melbourne (CBD),32644.825171798013,25147.57104,3415,58,102151.0,0.1548594090623576,4.974451660335744,60235.0,residence,business,"residence: 60235, business: 50309, public_service: 36587, education: 11951, leisure: 1703, retail: 1601"
241,241,612,"-37.810257072120336, 144.98756737351832",East Melbourne,32964.891128275034,1609.385035,44,8,2975.0,0.056191939652161765,0.8686445819682077,25659.0,residence,public_service,"residence: 25659, public_service: 2665, business: 310"
242,242,418,"-37.80929461296397, 144.94516587026416",West Melbourne (Residential),10175.271400094834,511.2706055,39,5,1009.0,0.044551002615518746,1.1272727272727272,10461.0,residence,business,"residence: 10461, business: 1009"
243,243,86,"-37.809768814300014, 144.96530604559302",Melbourne (CBD),30801.453061717715,1565.485301,468,13,2503.0,0.6252497003595685,0.0812635953378137,0.0,business,leisure,"business: 1638, leisure: 865"
244,244,621,"-37.80939495161713, 144.97972693716648",East Melbourne,32554.333451675146,14638.05525,1244,35,40899.0,0.2741917356610347,1.639921361430239,12487.0,business,public_service,"business: 24550, public_service: 15194, residence: 12487, healthcare: 1155"
245,245,104,"-37.80909286568598, 144.95939600393567",Melbourne (CBD),32339.828456275143,8792.76989,319,45,36180.0,0.061717302184534174,4.405083645134358,106276.0,residence,public_service,"residence: 106276, public_service: 25922, education: 6164, leisure: 1887, retail: 1312, business: 895"
246,246,416,"-37.808621494525426, 144.94425700785226",West Melbourne (Residential),16722.62971659665,359.6445078,0,1,0.0,0.02900541326654278,0.7401626599689033,12377.0,residence,retail,residence: 12377
247,247,644,"-37.8088088285708, 144.97438011857253",East Melbourne,32630.487554757765,17461.49826,3634,69,80890.0,0.18373617585470312,2.912442537542139,14143.0,business,public_service,"business: 46511, public_service: 26106, residence: 14143, healthcare: 6317, leisure: 1956"
248,248,105,"-37.808381599398516, 144.96186460392553",Melbourne (CBD),32298.74352472919,15025.20592,1230,26,103065.0,0.06272386470848536,7.416620224162487,136477.0,residence,public_service,"residence: 136477, public_service: 60488, education: 22733, business: 12548, leisure: 5752, retail: 1544"
249,249,88,"-37.80833628709954, 144.97021496216317",Melbourne (CBD),29498.904618994864,2283.650443,57,3,18824.0,0.03027610534970692,2.556308902298461,56582.0,residence,public_service,"residence: 56582, public_service: 18824"
250,250,1009,"-37.808328576179804, 144.9386650312006",West Melbourne (Industrial),163189.744230303,3370.4142890000003,326,6,0.0,0.03435305150918969,0.601137331560338,98099.0,residence,retail,residence: 98099
251,251,114,"-37.80796408647547, 144.9590407854398",Melbourne (CBD),27879.817097009494,6721.769256,299,26,12668.0,0.261925175370226,0.9204060403888231,12992.0,residence,public_service,"residence: 12992, public_service: 6351, business: 2409, retail: 2312, leisure: 1596"
252,252,97,"-37.807967300934926, 144.96726671564693",Melbourne (CBD),31938.20599709374,11048.73013,343,34,75407.0,0.05646789436292173,6.125962802930678,120244.0,residence,public_service,"residence: 120244, public_service: 59403, business: 9436, leisure: 5967, retail: 601"
253,253,116,"-37.807006945264874, 144.9633862918068",Melbourne (CBD),4317.655950815092,1123.521333,51,3,0.0,,,0.0,,,
254,254,435,"-37.80711848311267, 144.955318726953",West Melbourne (Residential),15537.053935799937,1058.685249,89,27,3321.0,0.07158322056833559,0.9512775954173908,11459.0,residence,retail,"residence: 11459, retail: 1269, leisure: 822, business: 680, public_service: 550"
255,255,425,"-37.80680260343611, 144.95098328388696",West Melbourne (Residential),17804.462194874424,942.1583307,0,2,0.0,,,0.0,,,
256,256,420,"-37.80660503506899, 144.94838562460185",West Melbourne (Residential),29049.27075316673,1737.166875,93,3,1172.0,0.09187559504919074,0.6508313539192399,17734.0,residence,public_service,"residence: 17734, public_service: 1172"
257,257,432,"-37.806625753072424, 144.9527178959236",West Melbourne (Residential),34157.935840360195,3027.371393,307,9,10105.0,0.08346660784205592,1.0617442983868606,26161.0,residence,public_service,"residence: 26161, public_service: 5994, business: 4111"
258,258,403,"-37.80500918786034, 144.9436452740726",West Melbourne (Residential),7181.278307073887,995.8706734,168,6,4319.0,0.1473637440758294,0.9402590168500209,2433.0,business,residence,"business: 3233, residence: 2433, public_service: 1086"
259,259,265,"-37.80569240414078, 144.96381464351842",Carlton,32816.94142373218,11084.21235,600,35,82018.0,0.0966515521450994,3.494636762554851,32662.0,education,residence,"education: 43979, residence: 32662, public_service: 28473, business: 6786, leisure: 1923, retail: 857"
260,260,264,"-37.80553146475095, 144.96233923375917",Carlton,32752.906858974115,12614.76298,175,13,49727.0,0.0687014585579992,5.605947728383,133879.0,residence,public_service,"residence: 133879, public_service: 42649, leisure: 4538, business: 2112, retail: 428"
261,261,355,"-37.804335262814796, 144.9516541235436",North Melbourne,32796.69535385886,2143.047497,162,23,5494.0,0.08428380398017778,0.7752774728625442,19932.0,residence,business,"residence: 19932, business: 4198, public_service: 1296"
262,262,254,"-37.804138632324005, 144.96559041580008",Carlton,19601.28765983891,3837.779784,324,37,13454.0,0.11301248821866164,1.7321565226263966,20498.0,residence,business,"residence: 20498, business: 6413, public_service: 4101, leisure: 1848, retail: 1092"
263,263,354,"-37.804174874407884, 144.95017904107652",North Melbourne,32663.535637221383,4489.425209,347,55,17008.0,0.1416043657928772,0.970547714539387,14693.0,residence,business,"residence: 14693, business: 7792, leisure: 3802, public_service: 3063, retail: 2351"
264,264,258,"-37.80269349715614, 144.96009563962716",Carlton,10213.228097145133,5077.604608,225,10,8269.0,0.4132682132682133,1.2028786840301577,4016.0,public_service,residence,"public_service: 6386, residence: 4016, business: 1883"
265,265,1005,"-37.802860759587674, 144.9121906841974",West Melbourne (Industrial),217378.35009024825,4986.723703,266,13,65025.0,0.0543368097557786,0.42212643413776924,26736.0,public_service,residence,"public_service: 56632, residence: 26736, business: 8393"
266,266,260,"-37.80299706492065, 144.9585943780069",Carlton,14628.200823944017,7636.817138,110,19,16548.0,0.19974365010855633,2.6134126333059884,21681.0,residence,public_service,"residence: 21681, public_service: 11262, retail: 2657, business: 1661, leisure: 968"
267,267,253,"-37.80274030212736, 144.9658350869265",Carlton,21249.25976867641,0.0,0,1,0.0,,,0.0,,,
268,268,244,"-37.80241985935792, 144.96288089925292",Carlton,21192.9947606307,0.0,0,1,0.0,,,0.0,,,
269,269,367,"-37.80258186270708, 144.9534301404687",North Melbourne,26094.80399355096,1080.570968,13,4,2241.0,0.03764509045278678,1.09944814899977,26448.0,residence,public_service,"residence: 26448, public_service: 2241"
270,270,501,"-37.8007035370369, 144.9119080816176",West Melbourne (Industrial),109582.68514632824,3049.9299140000003,421,12,21795.0,0.06356850971562004,0.4376996222007264,26169.0,residence,business,"residence: 26169, business: 19430, public_service: 2365"
271,271,370,"-37.80209231299298, 144.95054928157714",North Melbourne,32637.920952854765,1869.696531,36,6,3057.0,0.07977633600819532,0.7178355853785581,20371.0,residence,public_service,"residence: 20371, public_service: 2376, business: 681"
272,272,347,"-37.80193187448101, 144.9490659664518",North Melbourne,32923.60112871937,1851.766616,10,3,613.0,0.14796163069544366,0.3799775233119704,11897.0,residence,public_service,"residence: 11897, public_service: 613"
273,273,248,"-37.80202463922082, 144.96896999246064",Carlton,32757.878353019485,3354.306547,106,12,5393.0,0.16372156594747633,0.6253930457612114,15093.0,residence,public_service,"residence: 15093, public_service: 2603, leisure: 1498, business: 1292"
274,274,334,"-37.80150590741117, 144.94520603409208",North Melbourne,19567.359954232827,1299.897231,55,10,5623.0,0.06046078659529905,1.0980221802013594,15862.0,residence,public_service,"residence: 15862, public_service: 4171, business: 1452"
275,275,247,"-37.801858957716426, 144.96749017054503",Carlton,32722.32710725829,5375.316627,925,40,23663.0,0.14400921658986174,1.1406393252246194,13661.0,residence,business,"residence: 13661, business: 13573, public_service: 6235, leisure: 2732, healthcare: 631, retail: 492"
276,276,246,"-37.801339555159956, 144.96607335129409",Carlton,19541.410238078257,2204.275422,176,32,8715.0,0.11525991005124987,0.9785579038943759,10407.0,residence,business,"residence: 10407, business: 3057, leisure: 2777, public_service: 2304, retail: 577"
277,277,337,"-37.80124118242295, 144.94277126313256",North Melbourne,48357.6994245914,8570.782665,205,15,5209.0,0.7653152348633685,0.23156936948115062,5989.0,residence,business,"residence: 5989, business: 4722, public_service: 487"
278,278,374,"-37.8005686209078, 144.95164321973496",North Melbourne,5420.401707949238,57.62608361,0,1,0.0,,,0.0,,,
279,279,330,"-37.800312408495174, 144.94726802162432",North Melbourne,16269.475401326565,64.5522571,0,2,1812.0,0.0033241572741910352,1.1834163132337574,17441.0,residence,public_service,"residence: 17441, public_service: 1812"
280,280,518,"-37.79925335451235, 144.92691240033542",Kensington,9940.142168015322,58.83221199,0,0,0.0,0.009259259259259259,0.6301810865191146,6264.0,residence,retail,residence: 6264
281,281,349,"-37.79950687704018, 144.94949576753478",North Melbourne,19490.502406356554,294.0189484,0,1,0.0,0.04823625922887613,0.31272447408927656,6095.0,residence,retail,residence: 6095
282,282,327,"-37.79927835644079, 144.9474502320336",North Melbourne,39194.355817682655,1705.299795,11,4,7801.0,0.03640750784736606,1.1948512527427668,39030.0,residence,public_service,"residence: 39030, public_service: 7801"
283,283,219,"-37.799932504292485, 144.96931430437613",Carlton,31904.923761602084,1149.072221,34,8,3261.0,0.03425045458610308,1.0514982447342025,30286.0,residence,public_service,"residence: 30286, public_service: 3261"
