Geo Point,Suburb,Latitude,Longitude,Geo Shape,total_2011,p_com_2011,p_res_2026,p_com_2026,total_2026,p_com_2021,property_id,p_res_2011,total_2016,total_2021,p_res_2021,floor_area,p_res_2016,p_com_2016
"-37.79218677910434, 144.92441418316412",Kensington,-37.792187,144.924414,"{""coordinates"": [[[[144.9243103108932, -37.791982686144216], [144.92462879660104, -37.79232648326472], [144.92457831011828, -37.792357032792495], [144.92452056685246, -37.7923919728922], [144.92419892378223, -37.79204771160137], [144.9243103108932, -37.791982686144216]]]], ""type"": ""MultiPolygon""}",3.30402843402,0.0,25.841081798,0.0,25.841081798,0.0,110029.0,3.30402843402,19.6354167392,22.6802129062,22.6802129062,183.7,19.6354167392,0.0
"-37.79221815960151, 144.92409870265146",Kensington,-37.792218,144.924099,"{""coordinates"": [[[[144.92408004975442, -37.792117108140836], [144.9242169727519, -37.79226077060682], [144.92411671365056, -37.792319237825126], [144.92398067794394, -37.792175118670976], [144.92408004975442, -37.792117108140836]]]], ""type"": ""MultiPolygon""}",1.91910812424,0.0,15.0094906252,0.0,15.0094906252,0.0,110031.0,1.91910812424,11.4050025372,13.1735368377,13.1735368377,106.7,11.4050025372,0.0
"-37.792968917478085, 144.92304034872893",Kensington,-37.792969,144.92304,"{""coordinates"": [[[[144.92312411425027, -37.793176934938195], [144.92281809131373, -37.79283851646365], [144.92295425323093, -37.79276042792497], [144.92326306046166, -37.793097811941465], [144.92312411425027, -37.793176934938195]]]], ""type"": ""MultiPolygon""}",2.91373271036,0.0,22.7885424675,0.0,22.7885424675,0.0,110042.0,2.91373271036,17.3159363732,20.0010587414,20.0010587414,162.0,17.3159363732,0.0
"-37.793306246082835, 144.92244873732625",Kensington,-37.793306,144.922449,"{""coordinates"": [[[[144.92256878804432, -37.793493163879404], [144.9222586548882, -37.793159347661046], [144.92232859349025, -37.79311923933932], [144.92263889880851, -37.793453239549585], [144.92256878804432, -37.793493163879404]]]], ""type"": ""MultiPolygon""}",2.1960921862,0.0,17.1758088597,0.0,17.1758088597,0.0,110048.0,2.1960921862,13.0510853776,15.0748720514,15.0748720514,122.1,13.0510853776,0.0
"-37.79358822773938, 144.92195529558657",Kensington,-37.793588,144.921955,"{""coordinates"": [[[[144.9220740592587, -37.79377488014586], [144.92176676604902, -37.79344143718788], [144.9218364339704, -37.793401483897604], [144.92214390279776, -37.79373510910924], [144.9220740592587, -37.79377488014586]]]], ""type"": ""MultiPolygon""}",2.68531078913,0.0,21.002033274,0.0,21.002033274,0.0,110054.0,2.68531078913,15.9584524723,18.4330745068,18.4330745068,149.3,15.9584524723,0.0
"-37.792245325102705, 144.92331215676865",Kensington,-37.792245,144.923312,"{""coordinates"": [[[[144.9232803521344, -37.79213473671322], [144.9234532641248, -37.79232358596656], [144.9233660094038, -37.79237389731964], [144.92315959530896, -37.79214845887824], [144.9232118684274, -37.79211831816034], [144.92323021836012, -37.79213836031889], [144.92321009306445, -37.79214996489064], [144.92322524309418, -37.79216651174472], [144.9232803521344, -37.79213473671322]]]], ""type"": ""MultiPolygon""}",3.69586327819,0.0,24.4149019692,0.0,24.4149019692,0.0,110064.0,3.69586327819,18.7642536353,21.5259418528,21.5259418528,182.8,18.7642536353,0.0
"-37.79160663052062, 144.9242741942705",Kensington,-37.791607,144.924274,"{""coordinates"": [[[[144.9242829528893, -37.79185642809625], [144.92400006357937, -37.79149684898006], [144.92423867747593, -37.79135925981363], [144.92443682260378, -37.79156727878], [144.92456005259825, -37.79169664753229], [144.9242829528893, -37.79185642809625]]]], ""type"": ""MultiPolygon""}",86.3121426903,0.0,402.997219085,0.0,402.997219085,0.0,110080.0,86.3121426903,299.271398351,350.19067075,350.19067075,1111.0,299.271398351,0.0
"-37.81458961001197, 144.95730468230352",Melbourne CBD,-37.81459,144.957305,"{""coordinates"": [[[[144.95703318564168, -37.81449269917847], [144.95743213074627, -37.814377527382106], [144.95757648579388, -37.81468607316061], [144.95717703384074, -37.814801899896075], [144.95703318564168, -37.81449269917847]]]], ""type"": ""MultiPolygon""}",3.290909e-05,0.0,0.0,0.0,0.0,0.0,110099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.81349327358287, 144.95678359553648",Melbourne CBD,-37.813493,144.956784,"{""coordinates"": [[[[144.95690761670997, -37.81322941343161], [144.95709282372405, -37.813635001546416], [144.9566611156298, -37.81375801526445], [144.95652506508355, -37.8134589892322], [144.95652118439216, -37.81346007268478], [144.95650463842026, -37.81342406656198], [144.9564716525925, -37.81335228595063], [144.95657560322425, -37.813322818296804], [144.95661911582604, -37.8133107208544], [144.95667367824663, -37.813296128744355], [144.95681198712282, -37.81325619968541], [144.95690761670997, -37.81322941343161]]]], ""type"": ""MultiPolygon""}",4455.56397417,4455.56395989,0.0,4507.06367189,4507.06367189,4490.12350089,110102.0,0.0,4473.01102689,4490.12350089,0.0,0.0,0.0,4473.01102689
"-37.806326562193384, 144.95430259921997",Melbourne CBD,-37.806327,144.954303,"{""coordinates"": [[[[144.95446672646395, -37.80623011329909], [144.9544777216665, -37.80632620831282], [144.9541518135444, -37.80641952085903], [144.95411249854317, -37.806333657785764], [144.95446672646395, -37.80623011329909]]]], ""type"": ""MultiPolygon""}",11.8860154398,0.0,62.0468027746,0.0,62.0468027746,0.0,110122.0,11.8860154398,47.7266563659,54.8867294079,54.8867294079,400.0,47.7266563659,0.0
"-37.806638351971436, 144.9543901153113",Melbourne CBD,-37.806638,144.95439,"{""coordinates"": [[[[144.95451514671117, -37.806635015429215], [144.95428261441185, -37.80670270864278], [144.95425631416674, -37.80664484685036], [144.95450734670422, -37.80657221308519], [144.95451514671117, -37.806635015429215]]]], ""type"": ""MultiPolygon""}",45.472826517,45.472816,0.0,50.375856,50.375856,48.826389,110126.0,0.0,47.225004,48.826389,0.0,0.0,0.0,47.225004
"-37.806900575643176, 144.9544802307223",Melbourne CBD,-37.806901,144.95448,"{""coordinates"": [[[[144.95457937328587, -37.80689084114951], [144.9543942996514, -37.806948418655075], [144.95437714294934, -37.80691067406388], [144.95457413086845, -37.806851962588425], [144.95457937328587, -37.80689084114951]]]], ""type"": ""MultiPolygon""}",25.849394517,25.849384,0.0,28.636556,28.636556,27.755749,110130.0,0.0,26.845429,27.755749,0.0,0.0,0.0,26.845429
"-37.80720296483844, 144.9546295824882",Melbourne CBD,-37.807203,144.95463,"{""coordinates"": [[[[144.9547382130745, -37.80722805521581], [144.95463620125315, -37.807215127693404], [144.95452965513164, -37.80724620412429], [144.95451000756225, -37.80720297949252], [144.95463040651228, -37.80716786131305], [144.95474634375324, -37.80718255459573], [144.9547382130745, -37.80722805521581]]]], ""type"": ""MultiPolygon""}",1.051699e-05,0.0,0.0,0.0,0.0,0.0,110134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.81209045345946, 144.95736094090503",Melbourne CBD,-37.81209,144.957361,"{""coordinates"": [[[[144.95808507968542, -37.81233735120047], [144.95700720786678, -37.81265102254575], [144.9566345433429, -37.81184555885054], [144.95772303346533, -37.811529083930324], [144.95790068232304, -37.81193773986153], [144.9579011160311, -37.81193873687376], [144.95807940947589, -37.81232509601652], [144.95808507968542, -37.81233735120047]]]], ""type"": ""MultiPolygon""}",184.253031281,184.253017,0.0,203.568593,203.568593,197.53153,110142.0,0.0,191.252352,197.53153,0.0,0.0,0.0,191.252352
"-37.81404831556224, 144.95825145745255",Melbourne CBD,-37.814048,144.958251,"{""coordinates"": [[[[144.95872811106616, -37.813776063068495], [144.95897183999855, -37.81430070958986], [144.95891479719745, -37.81431659080049], [144.95790469932737, -37.81460691300535], [144.9575336625384, -37.81379578677243], [144.95854113098696, -37.81350439738467], [144.95859364790994, -37.81348920838679], [144.95869895475477, -37.81371367390758], [144.95872811106616, -37.813776063068495]]]], ""type"": ""MultiPolygon""}",4361.5605066,4361.56047369,0.0,4361.56047369,4361.56047369,4361.56047369,110143.0,0.0,4361.56047369,4361.56047369,0.0,0.0,0.0,4361.56047369
"-37.816306475435994, 144.95892235913354",Southbank,-37.816306,144.958922,"{""coordinates"": [[[[144.9592278528059, -37.81644163318389], [144.95879843115588, -37.816567312991424], [144.9586163794912, -37.81617117880315], [144.95904721409377, -37.816046009854844], [144.9592278528059, -37.81644163318389]]]], ""type"": ""MultiPolygon""}",6398.12754491,6398.127512,0.0,7305.780029,7305.780029,7017.972304,110147.0,0.0,6720.74336,7017.972304,0.0,0.0,0.0,6720.74336
"-37.79453963856188, 144.95620014965803",North Melbourne,-37.79454,144.9562,"{""coordinates"": [[[[144.95639004433406, -37.794525872488684], [144.95638320268873, -37.794581649301925], [144.956010154669, -37.79455339198249], [144.9560171983155, -37.794497630415165], [144.95639004433406, -37.794525872488684]]]], ""type"": ""MultiPolygon""}",4.12610476492,0.0,25.2750529776,0.0,25.2750529776,0.0,110175.0,4.12610476492,19.4820900477,22.3217776468,22.3217776468,259.06,19.4820900477,0.0
"-37.83376166389266, 144.9872055846162",South Yarra,-37.833762,144.987206,"{""coordinates"": [[[[144.9870282036996, -37.833802499032515], [144.98707454792913, -37.83368140009952], [144.98733820700127, -37.83371266287319], [144.98737100796365, -37.83374536859399], [144.98735316598538, -37.83384058648926], [144.9870282036996, -37.833802499032515]]]], ""type"": ""MultiPolygon""}",4.52151909103,0.0,29.3022184532,0.0,29.3022184532,0.0,110185.0,4.52151909103,22.3142642632,25.4458805735,25.4458805735,351.9,22.3142642632,0.0
"-37.7959989116976, 144.93033954025407",Kensington,-37.795999,144.93034,"{""coordinates"": [[[[144.93019058582817, -37.79588068302279], [144.9302459716199, -37.795848225615906], [144.93032794860653, -37.79593963502284], [144.93036688913264, -37.79598305663743], [144.9304090347682, -37.796030050945134], [144.93044082960097, -37.7960655040438], [144.93044099478885, -37.79606568898381], [144.93048895471793, -37.79611916755316], [144.930435309764, -37.796150527395554], [144.93019058582817, -37.79588068302279]]]], ""type"": ""MultiPolygon""}",3.37327550208,0.0,22.7410000189,0.0,22.7410000189,0.0,110191.0,3.37327550208,17.2869018405,19.94024687,19.94024687,149.4,17.2869018405,0.0
"-37.79650099118235, 144.92948392894905",West Melbourne,-37.796501,144.929484,"{""coordinates"": [[[[144.92955781467126, -37.79666349285917], [144.9293116446328, -37.79639575434911], [144.9294095674248, -37.79633837174833], [144.92965628783153, -37.79660592868451], [144.92955781467126, -37.79666349285917]]]], ""type"": ""MultiPolygon""}",3.79324152844,0.0,25.5722088565,0.0,25.5722088565,0.0,110201.0,3.79324152844,19.439086407,22.4227675647,22.4227675647,168.0,19.439086407,0.0
"-37.79667603427644, 144.92918411504849",West Melbourne,-37.796676,144.929184,"{""coordinates"": [[[[144.92923715638946, -37.796850940269266], [144.92899103276508, -37.796583634481294], [144.92913188046003, -37.79650109735266], [144.92937701494256, -37.796769183899706], [144.92923715638946, -37.796850940269266]]]], ""type"": ""MultiPolygon""}",4.10978673075,0.0,0.0,0.0,0.0,0.0,110204.0,4.10978673075,0.0,0.0,0.0,184.72,0.0,0.0
"-37.79702857120784, 144.9285826301243",West Melbourne,-37.797029,144.928583,"{""coordinates"": [[[[144.92867669735966, -37.79717856151453], [144.92843068584278, -37.79691199461065], [144.92848806709742, -37.7968783700901], [144.92873451509828, -37.79714476431873], [144.92867669735966, -37.79717856151453]]]], ""type"": ""MultiPolygon""}",2.23981880727,0.0,15.0997804677,0.0,15.0997804677,0.0,110211.0,2.23981880727,11.4783176879,13.2401103715,13.2401103715,99.2,11.4783176879,0.0
"-37.800765925584145, 144.95320493524986",North Melbourne,-37.800766,144.953205,"{""coordinates"": [[[[144.95337214161813, -37.80076998158488], [144.9532071557493, -37.800899757333966], [144.9530375181107, -37.800761207877635], [144.95320312143198, -37.80063243258707], [144.95337214161813, -37.80076998158488]]]], ""type"": ""MultiPolygon""}",148.572886809,148.572865,0.0,164.592517,164.592517,159.529959,110254.0,0.0,154.297771,159.529959,0.0,0.0,0.0,154.297771
"-37.78428393287373, 144.95143450349227",Parkville,-37.784284,144.951435,"{""coordinates"": [[[[144.95504645910358, -37.784017037857126], [144.95070484960044, -37.78738740453803], [144.9496832815879, -37.78655024256481], [144.9496792767056, -37.786538818007045], [144.94944034489023, -37.78634530825243], [144.9489236335296, -37.78438328846097], [144.94890165582893, -37.784316070771105], [144.9488826381442, -37.78424828641776], [144.94886660428006, -37.78418001872526], [144.948853572391, -37.78411135001804], [144.94884355952132, -37.784042361699825], [144.948836576916, -37.783973139579025], [144.9488326325146, -37.783903765801554], [144.9488317330222, -37.783834326096226], [144.94883387727393, -37.78376490335111], [144.94883906521508, -37.78369558137458], [144.94884728768668, -37.78362644471729], [144.94885853668967, -37.78355757704878], [144.9488727985504, -37.78348906193954], [144.94889005508105, -37.783420981979965], [144.94891028582364, -37.783353419720825], [144.94893346580625, -37.783286456732796], [144.94895956778709, -37.78322017454687], [144.94898856001018, -37.783154653714064], [144.94902040622995, -37.78308997290469], [144.9490550690665, -37.783026210769115], [144.94909250662565, -37.78296344497781], [144.9491326736835, -37.78290175043957], [144.94917551934245, -37.78284120196427], [144.94922099497504, -37.782781874401216], [144.9492690429998, -37.782723837937844], [144.94931960694575, -37.78266716368203], [144.94937262476773, -37.782611919039795], [144.94942803096654, -37.78255817315939], [144.9494857613281, -37.78250598980433], [144.94954574371954, -37.7824554316991], [144.9496079060334, -37.782406560667475], [144.94967217283303, -37.782359435771724], [144.9497384675973, -37.78231411425304], [144.949806708181, -37.782270651452365], [144.94987681369898, -37.782229098226786], [144.94994869754234, -37.78218950713623], [144.95002227327726, -37.7821519244356], [144.95009745220048, -37.78211639634038], [144.95017414341447, -37.782082966324566], [144.95025225385177, -37.7820516742198], [144.9503316882256, -37.78202255801699], [144.9504123513492, -37.78199565210427], [144.9504941446316, -37.78197099081075], [144.95057696963156, -37.78194860306133], [144.95066072568827, -37.781928515940166], [144.95074531219103, -37.78191075473025], [144.95083062640893, -37.78189533927082], [144.95091656336655, -37.781882288461226], [144.95100302154302, -37.781871619458805], [144.95108989500253, -37.78186334483854], [144.95117707790902, -37.7818574735727], [144.95126446558623, -37.78185401375291], [144.9513519523474, -37.781852968947575], [144.9514394325557, -37.78185434092397], [144.95152679840373, -37.78185812780716], [144.95161394669833, -37.78186432509934], [144.95170076980622, -37.781872924620956], [144.95178716241332, -37.78188391643084], [144.95187302268468, -37.78189728794499], [144.95195824323494, -37.7819130219774], [144.9520427235127, -37.78193110055992], [144.95212635971066, -37.781951500261016], [144.95220905142588, -37.78197419770859], [144.95229069724445, -37.78199916500739], [144.95237119923115, -37.78202637161931], [144.95245046065986, -37.78205578432395], [144.9525283837187, -37.782087368079914], [144.95260487634434, -37.78212108524241], [144.95267984319244, -37.78215689360386], [144.9527531957275, -37.78219475107528], [144.95282484326782, -37.782234611024585], [144.95289470083046, -37.78227642601773], [144.95296268358095, -37.78232014321628], [144.95302870774447, -37.78236571250383], [144.95309269425914, -37.78241307753779], [144.9531545663819, -37.78246218021346], [144.95504645910358, -37.784017037857126]]]], ""type"": ""MultiPolygon""}",277.76082,277.76082,0.0,309.293921,309.293921,299.693593,110273.0,0.0,289.579177,299.693593,0.0,205.73,0.0,289.579177
"-37.794585273986996, 144.9210682089303",Kensington,-37.794585,144.921068,"{""coordinates"": [[[[144.92111072081414, -37.79470932407164], [144.92106620352453, -37.79466059854052], [144.9210216874278, -37.79461187301395], [144.92097717022858, -37.79456314835258], [144.9209326542475, -37.79451442279503], [144.92102518959598, -37.794461185802895], [144.92120387499443, -37.79465573018747], [144.92111072081414, -37.79470932407164]]]], ""type"": ""MultiPolygon""}",5.9516368455,0.0,31.0907801669,0.0,31.0907801669,0.0,110280.0,5.9516368455,24.5512103523,27.5789546709,27.5789546709,279.0,24.5512103523,0.0
"-37.792868554030676, 144.92189820051192",Kensington,-37.792869,144.921898,"{""coordinates"": [[[[144.9219688272842, -37.79287435581534], [144.92187697814603, -37.79292731372246], [144.9218698136488, -37.79293144443866], [144.9218242340176, -37.792881662291194], [144.92184627475112, -37.79286894997686], [144.92183800289294, -37.79285991484122], [144.9219587846542, -37.79279027401153], [144.92196859362738, -37.792800989012456], [144.9219247825556, -37.79282624993588], [144.9219688272842, -37.79287435581534]]]], ""type"": ""MultiPolygon""}",1.66123242147,0.0,9.51854007298,0.0,9.51854007298,0.0,110293.0,1.66123242147,7.29895415046,8.36851080477,8.36851080477,76.0,7.29895415046,0.0
"-37.79249344098841, 144.9219664436708",Kensington,-37.792493,144.921966,"{""coordinates"": [[[[144.92184118493438, -37.792569866327696], [144.92192495039774, -37.792521569052646], [144.9218943191242, -37.79248811320671], [144.9219463055554, -37.79245813922569], [144.92193849759977, -37.79244961153242], [144.92201151793492, -37.79240750940116], [144.92207498212787, -37.79247682545057], [144.922001961782, -37.792518926719026], [144.92199875858776, -37.79251542862003], [144.92186300663263, -37.79259370081411], [144.92184118493438, -37.792569866327696]]]], ""type"": ""MultiPolygon""}",4.0306482285,0.0,23.0949840718,0.0,23.0949840718,0.0,110296.0,4.0306482285,17.7095677019,20.3046499,20.3046499,184.4,17.7095677019,0.0
"-37.79232845124601, 144.92297355488313",Kensington,-37.792328,144.922974,"{""coordinates"": [[[[144.92283746869143, -37.79237907616255], [144.92307627337067, -37.79224138285274], [144.92310964112505, -37.792277826282586], [144.9228708363841, -37.792415519657645], [144.92283746869143, -37.79237907616255]]]], ""type"": ""MultiPolygon""}",3.9789150745,0.0,26.2847522294,0.0,26.2847522294,0.0,110316.0,3.9789150745,20.201340894,23.1745369618,23.1745369618,196.8,20.201340894,0.0
"-37.825830768182556, 144.95955664444918",Southbank,-37.825831,144.959557,"{""coordinates"": [[[[144.95969422688074, -37.82599071120171], [144.95969281660547, -37.82599286850391], [144.95935485942388, -37.82574295909301], [144.95943321172064, -37.82567698590366], [144.959745557895, -37.82590682281151], [144.95972085867487, -37.82594913836671], [144.95969422688074, -37.82599071120171]]]], ""type"": ""MultiPolygon""}",106.723,106.723,0.0,118.230251,118.230251,114.59371,110389.0,0.0,110.83532,114.59371,0.0,0.0,0.0,110.83532
"-37.82384747591288, 144.9653979700473",Southbank,-37.823847,144.965398,"{""coordinates"": [[[[144.96558812759494, -37.824474516167456], [144.96534698354972, -37.824297193808405], [144.9650703857059, -37.82408887779598], [144.9647917344407, -37.82388229014934], [144.96494729535345, -37.823749497342384], [144.96503228136774, -37.823652367820465], [144.96524004637482, -37.823409901826416], [144.96531718927184, -37.823372499786615], [144.96583248031794, -37.82347154091948], [144.96587520107803, -37.82352345312046], [144.96558812759494, -37.824474516167456]]]], ""type"": ""MultiPolygon""}",0.0,0.0,0.0,0.0,0.0,0.0,110405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.82466203590833, 144.96486797728835",Southbank,-37.824662,144.964868,"{""coordinates"": [[[[144.96527703666717, -37.825505114537926], [144.96525355005923, -37.82551188289012], [144.96492189281506, -37.825316517376464], [144.9646161597026, -37.82508978043884], [144.96393699383313, -37.82461192103579], [144.96479173446548, -37.82388228924858], [144.96507038573063, -37.824088876895225], [144.96534698357445, -37.824297192907665], [144.96558812761972, -37.8244745152667], [144.96527703666717, -37.825505114537926]]]], ""type"": ""MultiPolygon""}",893.013237,893.013237,0.0,1240.696711,1240.696711,1137.469118,110406.0,0.0,1027.238606,1137.469118,0.0,0.0,0.0,1027.238606
"-37.822418451840804, 144.9666054862079",Southbank,-37.822418,144.966605,"{""coordinates"": [[[[144.9662787112488, -37.822368269229514], [144.96689466289416, -37.82208993701637], [144.9667300345479, -37.822637442756744], [144.96658005109737, -37.822704900905485], [144.9665992736513, -37.82273146970178], [144.9665548119508, -37.8227514667011], [144.9665355893836, -37.822724898798675], [144.96643863499872, -37.82259027659958], [144.9662787112488, -37.822368269229514]]]], ""type"": ""MultiPolygon""}",815.819027323,0.0,3546.44845508,0.0,3546.44845508,0.0,110413.0,815.819027323,2620.0345427,3077.45140401,3077.45140401,29160.0,2620.0345427,0.0
"-37.822613783934024, 144.96625817261483",Southbank,-37.822614,144.966258,"{""coordinates"": [[[[144.9665355894083, -37.822724897897935], [144.9662372009218, -37.82285910179558], [144.96598096088627, -37.82250281244658], [144.96627871127353, -37.82236826832875], [144.96643863502348, -37.82259027569883], [144.9665355894083, -37.822724897897935]]]], ""type"": ""MultiPolygon""}",1972.33465188,1688.471035,1233.9840643,37.195759,1271.1798233,1812.569262,110415.0,283.86361688,2661.48103043,2883.36615622,1070.79689422,10146.2,911.639042426,1749.841988
"-37.827923551027645, 144.96798190988633",Southbank,-37.827924,144.967982,"{""coordinates"": [[[[144.9676354236959, -37.82741685698154], [144.96857703770695, -37.8275960724704], [144.9683384938544, -37.828384556598884], [144.96817416482756, -37.82843226222564], [144.96810145387784, -37.82841841976078], [144.968109407703, -37.828392137295026], [144.96808289851802, -37.82838709100466], [144.9680701742029, -37.82842914279745], [144.96800390124724, -37.82841652613699], [144.96801980782408, -37.82836396120024], [144.96790383283505, -37.82834188224316], [144.96738541905822, -37.828243185232886], [144.9676354236959, -37.82741685698154]]]], ""type"": ""MultiPolygon""}",371.699678897,0.0,1722.85078346,0.0,1722.85078346,0.0,110426.0,371.699678897,1270.7479666,1490.85065922,1490.85065922,9157.6,1270.7479666,0.0
"-37.82969820285212, 144.96965063000715",Southbank,-37.829698,144.969651,"{""coordinates"": [[[[144.9696979871311, -37.829658107591115], [144.9697193645724, -37.8297045253698], [144.96970957781076, -37.82970737282913], [144.96960331603898, -37.82973829168725], [144.9695818573402, -37.82969189771994], [144.9696882507632, -37.829660940597805], [144.9696979871311, -37.829658107591115]]]], ""type"": ""MultiPolygon""}",1.636284e-05,0.0,0.0,0.0,0.0,0.0,110431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.82981139231227, 144.9702152762113",Southbank,-37.829811,144.970215,"{""coordinates"": [[[[144.97038347342857, -37.8300187103324], [144.97015777929403, -37.83008438187796], [144.96996693813054, -37.82967178324953], [144.97037208966626, -37.82955389361462], [144.97038347342857, -37.8300187103324]]]], ""type"": ""MultiPolygon""}",3676.82514609,3323.387811,1467.89427829,402.70132,1870.59559829,3587.56475,110433.0,353.437335087,4537.07277889,4858.29651115,1270.73176115,6480.0,1081.78433889,3455.28844
"-37.83012357901157, 144.9674741415937",Southbank,-37.830124,144.967474,"{""coordinates"": [[[[144.9674073647698, -37.830376994480325], [144.96721680873202, -37.82996402431119], [144.9675402157579, -37.8298700848966], [144.96773194622884, -37.8302827134674], [144.9674073647698, -37.830376994480325]]]], ""type"": ""MultiPolygon""}",1.636284e-05,0.0,0.0,0.0,0.0,0.0,110446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.829360852174126, 144.9700956320884",Southbank,-37.829361,144.970096,"{""coordinates"": [[[[144.97031552684655, -37.82953105599499], [144.97006667812272, -37.82960346550718], [144.96987573779094, -37.82919064782822], [144.97012458527718, -37.829118238680564], [144.97031552684655, -37.82953105599499]]]], ""type"": ""MultiPolygon""}",314.049019363,314.049003,0.0,348.333448,348.333448,337.596145,110452.0,0.0,326.447739,337.596145,0.0,0.0,0.0,326.447739
"-37.82940216863023, 144.96964419860862",Southbank,-37.829402,144.969644,"{""coordinates"": [[[[144.96969159302932, -37.82953184458382], [144.96964612917168, -37.82954550367171], [144.96954303246574, -37.82932321363277], [144.9695282461904, -37.829291758152024], [144.96964160486635, -37.829258773690455], [144.96976046201098, -37.82951230790337], [144.96969159302932, -37.82953184458382]]]], ""type"": ""MultiPolygon""}",55.9910773628,55.991061,0.0,62.028216,62.028216,60.120343,110455.0,0.0,58.148545,60.120343,0.0,0.0,0.0,58.148545
"-37.827552393000566, 144.95916351074166",Southbank,-37.827552,144.959164,"{""coordinates"": [[[[144.95934459709372, -37.82754473647777], [144.9590185650705, -37.827640106528484], [144.95898204220433, -37.82755999708883], [144.95904408752023, -37.8275424274028], [144.95930768810865, -37.82746440325925], [144.95934459709372, -37.82754473647777]]]], ""type"": ""MultiPolygon""}",1.213525e-05,0.0,0.0,0.0,0.0,0.0,110466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
