,date_new,Public Holiday?,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),SouthernCrossCount,VictoriaPointCount,FlindersStSparkLaneCount,CollinsPlaceNorth,BourkeStMallSouth
255,2015-09-13,0,13.2,25.5,17.1,0.0,1137.0,1614.0,4155.0,1827.0,23635.0
256,2015-09-14,0,15.4,26.7,17.8,0.0,3787.0,15843.0,3336.0,10122.0,22385.0
257,2015-09-15,0,10.8,15.9,15.0,15.8,5150.0,16287.0,3151.0,10470.0,20300.0
258,2015-09-16,0,8.9,14.8,17.6,0.0,4369.0,16311.0,3347.0,10714.0,22965.0
259,2015-09-17,0,9.0,14.3,12.4,0.4,4082.0,16519.0,3318.0,10801.0,22769.0
260,2015-09-18,0,10.5,14.7,8.1,0.0,5745.0,15731.0,4224.0,10307.0,29379.0
261,2015-09-19,0,6.5,21.3,17.0,0.0,1732.0,1787.0,2768.0,2430.0,27356.0
262,2015-09-20,0,8.5,22.9,17.3,0.0,1144.0,1493.0,1873.0,1840.0,22760.0
263,2015-09-21,0,14.0,18.1,6.7,0.0,4692.0,15530.0,2889.0,9957.0,23009.0
264,2015-09-22,0,7.6,12.7,17.4,4.4,5324.0,16302.0,3151.0,10142.0,23877.0
265,2015-09-23,0,8.5,12.6,20.3,0.0,5231.0,16151.0,3530.0,10238.0,26821.0
266,2015-09-24,0,5.1,14.3,18.2,0.0,5352.0,16132.0,3368.0,10398.0,28594.0
267,2015-09-25,0,5.8,19.1,20.2,0.0,5160.0,15594.0,3896.0,10008.0,35605.0
268,2015-09-26,0,6.6,17.9,20.1,0.0,1644.0,2145.0,3708.0,2436.0,30443.0
269,2015-09-27,0,9.8,20.2,19.6,0.0,1609.0,1662.0,2721.0,1887.0,24735.0
270,2015-09-28,0,8.3,21.4,13.6,0.0,5134.0,15842.0,3641.0,10606.0,27956.0
271,2015-09-29,0,9.0,16.9,13.5,0.0,5271.0,16436.0,3579.0,10802.0,27672.0
272,2015-09-30,0,11.5,15.9,16.8,0.0,5385.0,18157.0,3730.0,10935.0,29561.0
273,2015-10-01,0,6.0,21.6,21.7,0.0,5762.0,16742.0,4014.0,11193.0,34622.0
274,2015-10-02,1,9.9,28.6,21.7,0.0,2152.0,3043.0,10232.0,6956.0,33295.0
275,2015-10-03,0,16.3,31.3,22.2,0.0,1553.0,1727.0,5076.0,2587.0,23309.0
276,2015-10-04,0,13.9,24.9,22.2,0.0,1148.0,1489.0,2040.0,1549.0,21647.0
277,2015-10-05,0,12.7,34.4,22.0,0.0,4416.0,15865.0,3181.0,10290.0,24627.0
278,2015-10-06,0,15.5,35.8,18.9,0.0,5399.0,15535.0,3022.0,11062.0,21291.0
279,2015-10-07,0,11.8,16.2,23.6,0.0,3804.0,16541.0,3530.0,10876.0,25360.0
280,2015-10-08,0,7.6,18.6,23.3,0.0,5396.0,16436.0,3968.0,11234.0,27382.0
281,2015-10-09,0,10.9,29.9,22.0,0.0,5487.0,16682.0,4284.0,11341.0,29851.0
282,2015-10-10,0,17.5,29.2,11.9,0.0,1489.0,2295.0,3913.0,2841.0,27888.0
283,2015-10-11,0,16.9,19.2,19.6,0.4,1079.0,1573.0,2209.0,1832.0,23056.0
284,2015-10-12,0,11.3,16.1,13.4,0.6,4723.0,17197.0,3076.0,10585.0,21031.0
285,2015-10-13,0,7.9,17.6,24.3,0.4,5487.0,17571.0,3509.0,11580.0,23409.0
286,2015-10-14,0,11.2,28.6,24.4,0.0,5532.0,17649.0,3836.0,11237.0,24172.0
287,2015-10-15,0,14.4,34.0,22.2,0.0,5446.0,18090.0,3937.0,11649.0,25915.0
288,2015-10-16,0,17.0,23.8,8.4,0.0,4847.0,16690.0,3886.0,11451.0,29766.0
289,2015-10-17,0,11.5,20.5,20.4,0.0,1977.0,2813.0,3560.0,3493.0,29002.0
290,2015-10-18,0,12.6,17.7,24.2,0.0,1031.0,1668.0,5809.0,1824.0,22499.0
291,2015-10-19,0,8.3,26.7,25.8,0.0,5047.0,16259.0,3598.0,9636.0,24378.0
292,2015-10-20,0,12.9,31.8,14.4,0.0,5306.0,17050.0,3742.0,10928.0,23274.0
293,2015-10-21,0,17.6,18.3,7.3,2.4,4783.0,16242.0,3223.0,10720.0,21822.0
294,2015-10-22,0,11.4,16.7,8.5,7.0,5563.0,16906.0,3852.0,10975.0,24859.0
295,2015-10-23,0,11.8,16.4,21.0,0.0,5551.0,17015.0,4159.0,10408.0,31344.0
296,2015-10-24,0,9.2,19.5,25.1,0.0,2257.0,2840.0,4099.0,3165.0,28784.0
297,2015-10-25,0,10.2,31.3,20.1,0.0,1380.0,1709.0,2913.0,1960.0,22653.0
298,2015-10-26,0,14.0,15.9,14.5,0.2,4892.0,16399.0,2665.0,10493.0,22049.0
299,2015-10-27,0,10.4,23.3,28.1,0.2,5268.0,16703.0,4244.0,11546.0,25501.0
300,2015-10-28,0,10.1,26.8,27.6,0.0,5556.0,16644.0,4017.0,11395.0,25934.0
301,2015-10-29,0,13.7,26.1,26.8,0.0,5741.0,17194.0,4386.0,11909.0,29123.0
302,2015-10-30,0,12.6,27.4,22.6,0.0,5352.0,16169.0,4088.0,10627.0,34114.0
303,2015-10-31,0,15.7,25.9,13.5,1.0,1446.0,2066.0,2237.0,2192.0,24351.0
304,2015-11-01,0,16.4,26.0,10.0,4.4,973.0,1663.0,1919.0,1786.0,23203.0
305,2015-11-02,0,14.5,16.0,8.2,0.0,3869.0,10773.0,2996.0,7547.0,37815.0
306,2015-11-03,1,8.0,17.9,25.4,0.2,1279.0,2157.0,1854.0,1620.0,18699.0
307,2015-11-04,0,10.9,27.2,19.6,0.0,5001.0,15794.0,4046.0,10909.0,26761.0
308,2015-11-05,0,16.2,24.7,16.4,12.2,4915.0,15153.0,2855.0,9553.0,23834.0
309,2015-11-06,0,16.6,18.7,3.7,17.6,4671.0,15719.0,3766.0,9358.0,29735.0
310,2015-11-07,0,11.9,16.8,25.2,1.2,1479.0,2063.0,3051.0,2008.0,28961.0
311,2015-11-08,0,8.5,24.8,25.1,0.0,1140.0,1467.0,3363.0,1840.0,22708.0
312,2015-11-09,0,13.6,33.1,26.4,0.0,5050.0,16540.0,3520.0,9485.0,23620.0
313,2015-11-10,0,15.2,16.4,5.3,0.0,4769.0,16683.0,3127.0,9915.0,23804.0
314,2015-11-11,0,11.5,20.1,16.0,2.0,5096.0,17227.0,4126.0,10071.0,26216.0
315,2015-11-12,0,13.7,21.2,19.2,0.0,5355.0,16802.0,3975.0,10376.0,28392.0
316,2015-11-13,0,13.5,18.2,26.1,0.4,5332.0,16790.0,4339.0,11016.0,34279.0
317,2015-11-14,0,12.1,18.3,27.5,0.2,1761.0,2361.0,3164.0,2589.0,29597.0
318,2015-11-15,0,13.0,18.5,27.6,0.2,2784.0,3177.0,2984.0,1628.0,24525.0
319,2015-11-16,0,11.4,26.3,29.4,0.2,4983.0,16712.0,4125.0,10955.0,27357.0
320,2015-11-17,0,15.7,33.3,24.0,0.0,5548.0,15280.0,4088.0,11630.0,26030.0
321,2015-11-18,0,14.7,29.5,29.2,0.0,5350.0,16828.0,4788.0,11661.0,28890.0
322,2015-11-19,0,15.6,31.5,20.6,0.0,5542.0,16571.0,4297.0,11538.0,30839.0
323,2015-11-20,0,15.4,19.1,6.4,0.4,5099.0,16349.0,4261.0,11101.0,31994.0
324,2015-11-21,0,12.2,17.5,20.9,3.6,1530.0,2008.0,3448.0,2255.0,30766.0
325,2015-11-22,0,13.5,20.0,27.3,0.0,1051.0,1267.0,2910.0,1517.0,25911.0
326,2015-11-23,0,13.8,20.7,27.3,0.0,4823.0,16392.0,4395.0,11345.0,28469.0
327,2015-11-24,0,13.6,24.5,30.0,0.0,5488.0,17167.0,4996.0,11370.0,27815.0
328,2015-11-25,0,13.5,33.3,9.3,0.0,5109.0,17288.0,4542.0,11385.0,26892.0
329,2015-11-26,0,10.8,17.4,23.3,0.0,5186.0,16078.0,3600.0,11011.0,28873.0
330,2015-11-27,0,9.0,18.2,16.8,0.4,4795.0,15334.0,5012.0,11295.0,37612.0
331,2015-11-28,0,12.0,20.1,27.1,0.0,1903.0,2687.0,5570.0,3469.0,37959.0
332,2015-11-29,0,12.6,20.3,23.4,0.0,1235.0,1709.0,3185.0,1448.0,30869.0
333,2015-11-30,0,10.0,32.2,26.6,0.0,4997.0,16137.0,3512.0,11101.0,28759.0
334,2015-12-01,0,14.5,24.6,24.4,1.8,4943.0,15482.0,3250.0,11487.0,29931.0
335,2015-12-02,0,9.2,17.5,32.4,0.0,5208.0,15929.0,4102.0,10895.0,31282.0
336,2015-12-03,0,12.2,21.3,30.1,0.0,5437.0,16871.0,3592.0,11324.0,34601.0
337,2015-12-04,0,11.3,30.8,32.2,0.0,5789.0,15481.0,3855.0,11262.0,41064.0
338,2015-12-05,0,15.5,25.3,27.9,0.0,1838.0,2431.0,5245.0,3130.0,43353.0
339,2015-12-06,0,15.3,29.8,13.5,0.0,3614.0,3687.0,4752.0,2333.0,37916.0
340,2015-12-07,0,18.1,27.3,8.7,0.0,4747.0,16302.0,3648.0,10844.0,33815.0
341,2015-12-08,0,20.3,35.4,19.8,0.8,6530.0,17520.0,3595.0,11904.0,31301.0
342,2015-12-09,0,15.4,24.6,27.0,0.0,5290.0,15841.0,3538.0,12399.0,35989.0
343,2015-12-10,0,13.1,26.0,32.0,0.0,5322.0,17590.0,4691.0,12754.0,39991.0
344,2015-12-11,0,14.2,19.2,13.0,0.0,5420.0,16057.0,4869.0,11490.0,41578.0
345,2015-12-12,0,10.1,18.3,27.9,2.0,1662.0,2047.0,3682.0,2736.0,44998.0
346,2015-12-13,0,10.3,28.3,28.6,0.0,1192.0,1505.0,2314.0,1968.0,37221.0
347,2015-12-14,0,11.9,22.7,31.6,0.0,4981.0,15764.0,3340.0,12264.0,36534.0
348,2015-12-15,0,14.4,24.6,30.3,0.0,5217.0,16670.0,3831.0,12560.0,37247.0
349,2015-12-16,0,15.6,27.5,32.5,0.0,6021.0,16495.0,3921.0,12394.0,39917.0
350,2015-12-17,0,16.9,37.2,33.1,0.0,5462.0,16519.0,3758.0,12397.0,37754.0
351,2015-12-18,0,19.4,35.4,31.2,0.0,5086.0,14321.0,2959.0,11832.0,39064.0
352,2015-12-19,0,19.2,41.2,20.5,0.0,1085.0,1446.0,1842.0,2303.0,30809.0
353,2015-12-20,0,25.9,37.8,10.4,0.0,862.0,1114.0,1783.0,1557.0,30275.0
354,2015-12-21,0,15.0,20.2,25.4,6.0,4401.0,11590.0,2579.0,10719.0,50381.0
355,2015-12-22,0,12.0,22.8,32.9,0.0,4490.0,12878.0,3323.0,10566.0,49413.0
356,2015-12-23,0,15.1,26.0,32.4,0.0,4771.0,11072.0,3332.0,9390.0,53763.0
357,2015-12-24,0,16.7,34.6,32.8,0.4,2903.0,6749.0,2544.0,6015.0,41890.0
358,2015-12-25,1,21.7,34.1,33.3,0.0,665.0,833.0,1620.0,1015.0,11622.0
359,2015-12-26,1,12.7,20.0,19.2,30.6,766.0,1504.0,1861.0,1618.0,62356.0
360,2015-12-27,0,11.9,19.4,27.6,5.2,970.0,1308.0,3516.0,1825.0,38670.0
361,2015-12-28,1,12.8,20.8,33.2,0.0,939.0,1731.0,2620.0,1905.0,37084.0
362,2015-12-29,0,12.4,23.9,33.0,0.0,2906.0,4972.0,2963.0,4166.0,36092.0
363,2015-12-30,0,13.9,34.7,32.8,0.0,3293.0,4928.0,2781.0,4172.0,32334.0
364,2015-12-31,0,19.7,39.7,29.6,0.0,3999.0,5612.0,3168.0,3852.0,27957.0
365,2016-01-01,1,19.8,24.2,22.0,0.0,2723.0,2712.0,2942.0,1969.0,21203.0
366,2016-01-02,0,17.1,27.6,25.1,0.0,1057.0,1554.0,3002.0,2125.0,27869.0
367,2016-01-03,0,17.5,27.1,25.7,0.0,858.0,1309.0,1818.0,1729.0,23674.0
368,2016-01-04,0,16.3,26.0,15.3,0.0,3466.0,11267.0,2802.0,7221.0,28563.0
369,2016-01-05,0,17.1,25.7,25.8,0.0,3836.0,11719.0,2851.0,7273.0,28683.0
370,2016-01-06,0,17.3,25.7,18.1,0.0,3805.0,12162.0,3683.0,7827.0,29184.0
371,2016-01-07,0,16.3,21.3,30.4,0.0,3870.0,11479.0,3118.0,7908.0,29856.0
372,2016-01-08,0,16.2,20.6,25.4,0.0,3828.0,11929.0,3097.0,7565.0,31341.0
373,2016-01-09,0,16.8,21.4,21.3,0.0,1774.0,2285.0,2756.0,2181.0,25897.0
374,2016-01-10,0,15.7,31.5,31.3,0.0,943.0,1406.0,2502.0,1693.0,19019.0
375,2016-01-11,0,17.2,36.4,15.8,0.0,4075.0,13577.0,2760.0,9756.0,23253.0
376,2016-01-12,0,17.1,24.8,29.1,0.8,4804.0,13857.0,3482.0,10249.0,25615.0
377,2016-01-13,0,16.8,42.2,25.0,0.2,4491.0,13442.0,2645.0,9469.0,19800.0
378,2016-01-14,0,16.1,18.1,3.9,0.4,4392.0,14420.0,2796.0,10199.0,26619.0
379,2016-01-15,0,13.6,19.2,19.7,1.0,4455.0,14021.0,3470.0,9603.0,30241.0
380,2016-01-16,0,11.9,22.3,32.6,0.0,1422.0,1870.0,3883.0,2570.0,25498.0
381,2016-01-17,0,14.9,32.7,31.5,0.0,1124.0,1583.0,4348.0,2254.0,20102.0
382,2016-01-18,0,18.6,35.3,30.4,0.0,5364.0,14054.0,4075.0,10533.0,23169.0
383,2016-01-19,0,17.9,30.9,27.2,0.0,4991.0,14658.0,4275.0,10759.0,24808.0
384,2016-01-20,0,19.3,29.1,18.6,1.0,5150.0,15842.0,5044.0,11132.0,26703.0
385,2016-01-21,0,19.0,26.7,14.9,0.8,4752.0,15818.0,4996.0,11173.0,29161.0
386,2016-01-22,0,17.5,22.8,6.5,1.6,4596.0,14938.0,4815.0,10143.0,29277.0
387,2016-01-23,0,17.3,21.9,23.2,7.0,1400.0,2136.0,4300.0,2635.0,26397.0
388,2016-01-24,0,16.2,22.2,23.4,5.2,1020.0,1600.0,5354.0,1969.0,23008.0
389,2016-01-25,0,16.7,20.9,25.7,0.4,3703.0,11000.0,4659.0,8253.0,28906.0
390,2016-01-26,1,16.5,29.4,28.7,0.0,2958.0,3559.0,5649.0,2200.0,22325.0
391,2016-01-27,0,19.3,29.5,22.2,0.0,4848.0,15622.0,3933.0,11058.0,24704.0
392,2016-01-28,0,20.3,27.5,19.0,3.6,4722.0,15172.0,4046.0,11177.0,25290.0
393,2016-01-29,0,14.4,18.3,14.3,14.2,5012.0,16230.0,5014.0,11083.0,27475.0
394,2016-01-30,0,12.3,22.4,24.0,1.2,1403.0,2194.0,3759.0,2602.0,25767.0
395,2016-01-31,0,13.9,21.8,26.3,10.6,964.0,1491.0,3000.0,1648.0,20772.0
396,2016-02-01,0,12.5,23.6,29.4,0.0,5112.0,16413.0,4133.0,11330.0,23022.0
397,2016-02-02,0,15.4,31.5,25.5,0.0,5842.0,17009.0,3706.0,11799.0,21136.0
398,2016-02-03,0,18.1,21.0,11.0,0.6,5159.0,16248.0,3220.0,11338.0,21172.0
399,2016-02-04,0,17.3,20.9,21.7,2.4,5570.0,17156.0,3966.0,11434.0,24259.0
400,2016-02-05,0,15.3,29.4,29.0,0.0,6349.0,16218.0,4651.0,11096.0,27550.0
401,2016-02-06,0,16.5,32.6,28.8,0.0,2667.0,2719.0,4047.0,2953.0,23554.0
402,2016-02-07,0,19.1,27.7,28.5,0.0,1536.0,1682.0,3209.0,1953.0,19137.0
403,2016-02-08,0,19.2,22.9,23.3,0.0,5501.0,16614.0,3602.0,10796.0,23632.0
404,2016-02-09,0,17.4,22.7,27.7,0.0,5862.0,17316.0,4127.0,11518.0,22925.0
405,2016-02-10,0,17.4,23.3,25.3,0.0,5598.0,17082.0,4309.0,11261.0,24141.0
406,2016-02-11,0,18.0,23.8,27.6,0.0,6650.0,16968.0,4482.0,11735.0,25950.0
407,2016-02-12,0,16.7,24.9,27.9,0.0,7591.0,17471.0,5152.0,11520.0,30166.0
408,2016-02-13,0,17.7,30.3,23.4,0.0,6253.0,3076.0,3819.0,2801.0,27372.0
409,2016-02-14,0,16.4,24.5,22.9,0.0,3956.0,2461.0,3406.0,1822.0,24333.0
410,2016-02-15,0,14.0,26.1,25.4,0.0,5666.0,16342.0,4219.0,11090.0,24189.0
411,2016-02-16,0,13.7,18.4,14.5,3.6,5215.0,16876.0,3401.0,11375.0,22310.0
412,2016-02-17,0,12.7,21.1,16.2,0.6,5279.0,17591.0,4026.0,11052.0,23871.0
413,2016-02-18,0,15.5,22.6,20.6,1.2,5462.0,16981.0,3863.0,11936.0,25416.0
414,2016-02-19,0,15.8,22.0,11.2,0.2,5095.0,16205.0,4080.0,10786.0,28063.0
415,2016-02-20,0,15.8,20.8,23.8,0.0,1647.0,2523.0,8127.0,4783.0,34364.0
416,2016-02-21,0,12.6,24.7,26.5,0.0,1302.0,1684.0,4969.0,2926.0,22133.0
417,2016-02-22,0,15.6,29.5,8.4,0.0,4571.0,16302.0,3580.0,10879.0,22865.0
418,2016-02-23,0,18.1,39.4,19.4,0.0,4997.0,17384.0,3561.0,11516.0,20142.0
419,2016-02-24,0,22.4,25.6,15.8,0.0,4833.0,16556.0,3639.0,12009.0,23282.0
420,2016-02-25,0,19.6,26.4,13.8,0.4,4798.0,17258.0,3827.0,11852.0,25483.0
421,2016-02-26,0,15.5,23.5,19.3,0.0,3884.0,16307.0,3685.0,11210.0,30133.0
422,2016-02-27,0,17.7,22.2,17.7,0.0,1390.0,2220.0,3482.0,3159.0,26942.0
423,2016-02-28,0,17.7,22.7,21.5,0.0,1174.0,1520.0,3344.0,2520.0,22753.0
424,2016-02-29,0,15.0,23.7,18.2,0.0,4556.0,17483.0,3824.0,11331.0,21984.0
425,2016-03-01,0,17.3,33.7,23.4,0.0,5433.0,18253.0,4004.0,11724.0,21147.0
426,2016-03-02,0,17.6,34.7,22.6,0.0,5487.0,17835.0,3672.0,11724.0,21667.0
427,2016-03-03,0,17.4,23.9,21.8,0.2,5486.0,17872.0,3893.0,11885.0,24495.0
428,2016-03-04,0,16.5,33.0,21.2,0.2,5986.0,16928.0,3890.0,10951.0,26711.0
429,2016-03-05,0,20.4,23.7,11.4,1.2,1355.0,2129.0,2636.0,2605.0,25516.0
430,2016-03-06,0,17.4,25.2,21.3,0.0,1222.0,1571.0,2512.0,1711.0,20496.0
431,2016-03-07,0,18.6,24.9,7.9,3.2,5004.0,17383.0,3697.0,11092.0,22474.0
432,2016-03-08,0,19.9,38.9,20.8,0.6,5721.0,17824.0,4008.0,11471.0,19194.0
433,2016-03-09,0,20.8,28.5,10.8,0.0,4311.0,16522.0,3066.0,11142.0,22390.0
434,2016-03-10,0,18.1,22.1,3.9,0.6,5484.0,17612.0,2987.0,11563.0,23006.0
435,2016-03-11,0,18.8,26.1,19.6,8.4,5566.0,17098.0,4236.0,11219.0,30456.0
436,2016-03-12,0,18.7,22.3,7.0,0.2,1829.0,2242.0,3206.0,2609.0,27742.0
437,2016-03-13,0,17.7,23.2,13.8,0.0,1350.0,1799.0,4336.0,2148.0,25131.0
438,2016-03-14,1,18.4,21.3,10.6,0.0,1278.0,2181.0,2569.0,2297.0,21391.0
439,2016-03-15,0,15.1,26.8,20.7,0.0,5409.0,17038.0,3742.0,11393.0,22399.0
440,2016-03-16,0,15.3,31.4,18.9,0.0,5640.0,17778.0,3924.0,11554.0,23154.0
441,2016-03-17,0,18.3,32.5,19.6,0.0,5745.0,18114.0,4582.0,12381.0,24154.0
442,2016-03-18,0,15.2,19.5,6.7,13.4,5347.0,16332.0,3823.0,11364.0,27744.0
443,2016-03-19,0,12.0,18.8,10.7,5.8,1604.0,2756.0,2455.0,2946.0,26064.0
444,2016-03-20,0,10.1,23.3,19.0,0.2,1580.0,2387.0,4649.0,2186.0,21624.0
445,2016-03-21,0,11.2,23.5,19.7,0.0,5306.0,17101.0,4291.0,11611.0,24704.0
446,2016-03-22,0,11.4,24.3,21.1,0.0,5577.0,17715.0,4035.0,12303.0,23706.0
447,2016-03-23,0,13.7,28.8,12.7,0.0,5672.0,17265.0,4174.0,12596.0,25086.0
448,2016-03-24,0,16.3,21.2,10.4,0.0,5214.0,16360.0,4692.0,12070.0,28886.0
449,2016-03-25,1,15.9,20.4,14.4,0.0,1226.0,1681.0,3038.0,2181.0,14580.0
450,2016-03-26,1,14.1,20.2,8.2,0.4,1682.0,1951.0,2893.0,2602.0,32428.0
451,2016-03-27,1,14.3,19.9,14.0,1.0,1435.0,1735.0,2863.0,1987.0,24468.0
452,2016-03-28,1,9.4,19.2,13.0,0.2,1036.0,1493.0,2922.0,1688.0,22686.0
453,2016-03-29,0,14.5,17.9,5.7,0.0,4702.0,15429.0,3263.0,10044.0,25949.0
454,2016-03-30,0,15.5,18.7,8.5,0.0,4657.0,15761.0,3225.0,10789.0,27430.0
455,2016-03-31,0,11.3,22.7,17.1,0.0,5594.0,16224.0,3729.0,11221.0,29995.0
456,2016-04-01,0,13.1,26.5,16.7,0.0,5636.0,16136.0,5055.0,11303.0,32119.0
457,2016-04-02,0,15.5,19.5,8.3,0.0,1887.0,2443.0,3718.0,3034.0,28356.0
458,2016-04-03,0,11.3,18.8,15.4,0.0,1552.0,1742.0,3210.0,2078.0,22623.0
459,2016-04-04,0,9.7,21.2,18.4,0.0,5204.0,16737.0,3975.0,11146.0,26246.0
460,2016-04-05,0,12.3,29.0,17.1,0.0,5842.0,17489.0,4309.0,11746.0,25116.0
461,2016-04-06,0,13.6,15.6,3.9,12.8,5244.0,15758.0,3095.0,11945.0,24131.0
462,2016-04-07,0,8.3,18.4,13.1,6.8,5718.0,17262.0,4148.0,11587.0,30437.0
463,2016-04-08,0,11.9,20.0,9.6,0.0,5810.0,16170.0,4531.0,10921.0,32769.0
464,2016-04-09,0,10.4,22.3,13.0,0.0,1937.0,2059.0,4179.0,3230.0,28022.0
465,2016-04-10,0,13.6,23.5,9.6,0.0,1674.0,1980.0,2564.0,1858.0,20327.0
466,2016-04-11,0,14.5,20.1,14.1,0.0,5211.0,16779.0,3598.0,10975.0,22298.0
467,2016-04-12,0,14.0,18.7,13.5,0.2,5437.0,17680.0,3857.0,11571.0,22522.0
468,2016-04-13,0,11.3,20.0,12.6,0.2,5536.0,17464.0,4458.0,11523.0,24248.0
469,2016-04-14,0,11.6,27.0,12.7,0.0,5798.0,17600.0,4301.0,12203.0,25963.0
470,2016-04-15,0,13.4,27.0,15.9,0.0,6091.0,17253.0,4631.0,11644.0,31205.0
471,2016-04-16,0,14.0,20.3,8.3,0.0,2006.0,2545.0,3481.0,2968.0,28289.0
472,2016-04-17,0,13.1,19.8,14.7,0.0,1447.0,1721.0,3249.0,2056.0,22236.0
473,2016-04-18,0,9.8,25.0,15.0,0.0,5602.0,17501.0,4068.0,11162.0,23106.0
474,2016-04-19,0,13.6,27.4,14.5,0.0,5931.0,17852.0,4393.0,11683.0,21902.0
475,2016-04-20,0,15.3,28.0,14.0,0.0,6041.0,17520.0,4180.0,11723.0,23578.0
476,2016-04-21,0,17.1,24.2,5.6,0.4,5356.0,17398.0,3297.0,12284.0,24554.0
477,2016-04-22,0,14.6,16.7,7.9,21.6,5620.0,16875.0,4050.0,11312.0,30190.0
478,2016-04-23,0,12.3,18.6,8.5,0.0,1721.0,2061.0,3363.0,2772.0,28330.0
479,2016-04-24,0,9.1,20.0,14.8,0.0,1949.0,2022.0,3875.0,2199.0,26679.0
480,2016-04-25,1,9.9,25.0,14.8,0.0,1591.0,1878.0,4601.0,2155.0,21395.0
481,2016-04-26,0,11.3,25.6,14.6,0.0,5909.0,16968.0,3631.0,11720.0,21978.0
482,2016-04-27,0,13.0,25.4,13.5,0.0,5925.0,17542.0,4397.0,12238.0,22257.0
483,2016-04-28,0,19.8,24.9,5.3,0.0,6012.0,17880.0,3759.0,12103.0,23604.0
484,2016-04-29,0,16.9,20.6,3.7,0.4,6248.0,17302.0,3264.0,11379.0,26089.0
485,2016-04-30,0,16.4,24.1,12.7,6.2,1995.0,1889.0,2497.0,2889.0,25844.0
486,2016-05-01,0,14.4,17.0,9.0,9.8,839.0,1383.0,2469.0,1702.0,18432.0
487,2016-05-02,0,9.0,18.4,12.3,0.4,5465.0,17136.0,3537.0,11356.0,22255.0
488,2016-05-03,0,12.3,20.1,8.8,0.0,5844.0,17630.0,3329.0,11602.0,19211.0
489,2016-05-04,0,9.8,18.2,11.8,0.2,6052.0,17343.0,3666.0,11882.0,22588.0
490,2016-05-05,0,12.6,20.5,12.3,0.0,5941.0,18010.0,3742.0,12134.0,24791.0
491,2016-05-06,0,15.9,24.7,13.2,0.0,6251.0,17559.0,4685.0,11993.0,30009.0
492,2016-05-07,0,11.4,25.7,12.6,0.0,1847.0,2615.0,3627.0,2918.0,28747.0
493,2016-05-08,0,15.5,20.4,3.5,5.4,1776.0,1523.0,2066.0,1516.0,18909.0
494,2016-05-09,0,15.4,22.2,6.7,0.8,5223.0,16328.0,3266.0,10987.0,18079.0
495,2016-05-10,0,13.7,17.2,7.6,12.0,5598.0,17725.0,3321.0,12114.0,20071.0
496,2016-05-11,0,12.2,17.4,6.3,0.2,7647.0,17608.0,3304.0,11605.0,20548.0
497,2016-05-12,0,14.1,21.4,6.1,0.2,5821.0,17947.0,3612.0,12251.0,23195.0
498,2016-05-13,0,15.9,21.6,9.9,0.0,5737.0,16804.0,4041.0,11996.0,28641.0
499,2016-05-14,0,14.5,21.7,12.6,0.0,1968.0,2418.0,3819.0,2970.0,27764.0
500,2016-05-15,0,15.0,22.0,6.7,0.0,1431.0,1705.0,2670.0,1791.0,21320.0
501,2016-05-16,0,7.7,19.6,8.9,0.0,5537.0,17545.0,3208.0,11224.0,21149.0
502,2016-05-17,0,11.4,17.1,5.4,0.2,5559.0,17717.0,3496.0,11884.0,20677.0
503,2016-05-18,0,13.0,19.3,7.2,0.0,5510.0,17540.0,3560.0,11806.0,23948.0
504,2016-05-19,0,14.6,18.4,2.2,0.0,5941.0,17698.0,3441.0,12049.0,23116.0
505,2016-05-20,0,11.6,17.4,8.3,1.8,5982.0,17668.0,5159.0,12009.0,29324.0
506,2016-05-21,0,8.1,18.5,8.9,0.0,2429.0,1114.0,4358.0,3259.0,28945.0
507,2016-05-22,0,9.2,22.2,8.5,0.0,1709.0,1792.0,2654.0,1932.0,20558.0
508,2016-05-23,0,12.8,17.2,7.1,2.2,5465.0,16305.0,3173.0,11171.0,19785.0
509,2016-05-24,0,10.7,15.8,7.3,1.8,6066.0,17559.0,3531.0,11750.0,20633.0
510,2016-05-25,0,7.6,15.6,4.9,0.0,5510.0,17145.0,3141.0,11545.0,20061.0
511,2016-05-26,0,10.3,12.5,3.1,12.4,5184.0,16531.0,2752.0,11857.0,20884.0
512,2016-05-27,0,9.2,14.4,8.0,4.8,5952.0,17003.0,4584.0,11447.0,27640.0
513,2016-05-28,0,5.7,13.2,6.2,0.6,1722.0,2163.0,4282.0,3023.0,24939.0
514,2016-05-29,0,8.7,13.9,6.5,4.2,1429.0,1804.0,3632.0,1815.0,20264.0
515,2016-05-30,0,7.2,15.4,9.5,0.0,5968.0,16851.0,3594.0,11341.0,20287.0
516,2016-05-31,0,3.6,17.4,9.5,0.0,6162.0,17080.0,3669.0,11456.0,19930.0
517,2016-06-01,0,4.8,17.0,8.2,0.0,6114.0,16746.0,3379.0,11327.0,20979.0
518,2016-06-02,0,4.8,12.8,9.2,0.0,5935.0,17415.0,3419.0,11557.0,22990.0
519,2016-06-03,0,6.8,14.1,8.5,0.0,5891.0,16640.0,3486.0,11013.0,26620.0
520,2016-06-04,0,9.8,13.4,3.7,6.2,1576.0,2068.0,2554.0,2441.0,24336.0
521,2016-06-05,0,10.5,14.1,3.3,3.4,1225.0,1599.0,2061.0,1737.0,19159.0
