Asset_Type,Equipment_ID,Date_Install,Longitude,Latitude,STREET_1,STREET_2,Suburb,RMS_Region
VEH ,1072,21-Jul-75,151.112530504,-33.745248167,THE COMENARRA PKY,KISSING POINT RD,TURRAMURRA,Sydney
VEH ,1073,21-Aug-75,150.695457143,-33.7518497555,HENRY ST,STATION ST,PENRITH,Sydney
VEH ,1074,19-Aug-75,150.955518749,-33.8685274172,NELSON ST,SMART ST,FAIRFIELD,Sydney
VEH ,1075,07-Aug-75,150.91978156,-33.776062671,BLACKTOWN RD,WALL PARK AV,BLACKTOWN,Sydney
VEH ,1076,04-Dec-75,151.070788266,-34.0357545844,PRESIDENT AV,OAK RD,KIRRAWEE,Sydney
VEH ,1077,08-Sep-75,151.732024371,-32.8870999129,INDUSTRIAL DR,TOURLE ST,MAYFIELD,Hunter
VEH ,1078,26-Aug-75,151.686657256,-32.9566721141,CHARLESTOWN RD,HILLSBOROUGH RD,CHARLESTOWN,Hunter
VEH ,1079,04-Dec-75,151.243980834,-33.9092880408,FRENCHMANS RD,AVOCA ST,RANDWICK,Sydney
VEH ,1080,18-Mar-76,151.211188179,-33.923562094,GARDENERS RD,RACECOURSE PL,EASTLAKES,Sydney
VEH ,1081,11-Feb-77,151.155152008,-33.8734644357,LILYFIELD RD,MARY ST,LILYFIELD,Sydney
VEH ,1082,15-Jun-88,151.244103258,-33.8290747325,MILITARY RD,BELMONT RD (EAST),MOSMAN,Sydney
VEH ,1083,09-Apr-76,151.106813575,-33.6891955172,PACIFIC HWY,JERSEY ST NORTH,ASQUITH,Sydney
VEH ,1084,12-Mar-76,150.958663015,-33.8576239475,FAIRFIELD RD,DURSLEY RD,FAIRFIELD,Sydney
VEH ,1085,14-Jul-76,151.002179702,-33.7972855394,CHURCH ST,BARNEY ST,NORTH PARRAMATTA,Sydney
VEH ,1086,03-Aug-77,150.995436933,-33.7864100134,WINDSOR RD,MOXHAM RD,NORTHMEAD,Sydney
VEH ,1087,20-Aug-76,151.163481896,-33.9022772458,ILLAWARRA RD,ADDISON RD,MARRICKVILLE,Sydney
VEH ,1088,22-Dec-75,151.073645937,-33.8874374833,HUME HWY,COSGROVE RD,ENFIELD,Sydney
VEH ,1089,11-Jun-87,150.908267799,-33.7718139276,FLUSHCOMBE RD,ALPHA ST,BLACKTOWN,Sydney
VEH ,1090,29-Apr-77,150.859963297,-34.5524205264,SHELLHARBOUR RD,LAKE ENTRANCE RD,WARILLA,Southern
VEH ,1091,17-Feb-89,151.258958994,-33.8870320173,VICTORIA RD,BELLEVUE RD,BELLEVUE HILL,Sydney
VEH ,1092,05-Sep-79,151.002676162,-33.8119383034,MARSDEN ST,PHILLIP ST,PARRAMATTA,Sydney
VEH ,1093,10-Mar-76,151.002232571,-33.813279134,MARSDEN ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1094,02-Nov-84,151.000353453,-33.8128330508,O'CONNELL ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1095,10-Mar-76,151.001717045,-33.8147805624,MARSDEN ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,1096,18-May-90,150.375641736,-33.7105652076,GREAT WESTERN HWY,STATION ST,WENTWORTH FALLS,Sydney
VEH ,1097,06-Sep-00,151.224828902,-33.8847762362,OXFORD ST,YOUNG ST,PADDINGTON,Sydney
VEH ,1098,09-Dec-76,151.000544609,-33.8183709644,MARSDEN ST,CAMPBELL ST,PARRAMATTA,Sydney
VEH ,1099,05-Jul-05,151.003868179,-33.8191538777,CHURCH ST,CAMPBELL ST,PARRAMATTA,Sydney
VEH ,1100,25-Jan-84,151.006776937,-33.8129979723,SMITH ST,PHILLIP ST,PARRAMATTA,Sydney
VEH ,1101,23-Nov-76,151.00633586,-33.8142457663,SMITH ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1102,07-Sep-77,151.005881989,-33.8157266055,SMITH ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,1103,26-Aug-98,151.009288313,-33.8149415878,CHARLES ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1104,24-Nov-97,151.008804442,-33.8163760216,CHARLES ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,1105,23-Nov-76,151.001692573,-33.8082029351,O'CONNELL ST,VICTORIA RD,PARRAMATTA,Sydney
VEH ,1106,11-Aug-75,151.151547845,-33.6238924981,PACIFIC HWY,BEROWRA WATERS RD,BEROWRA,Sydney
VEH ,1107,11-Aug-75,151.115270046,-33.6707702715,PACIFIC HWY,PARKLANDS RD,MT COLAH,Sydney
VEH ,1108,02-Dec-76,151.157900427,-33.767675715,PACIFIC HWY,MARIAN ST,KILLARA,Sydney
VEH ,1109,26-Jun-78,151.143219669,-33.7456514893,PACIFIC HWY,LIVINGSTONE AV,PYMBLE,Sydney
VEH ,1110,18-Feb-76,151.115877223,-33.7196237954,PACIFIC HWY,ADA AV,WAHROONGA,Sydney
VEH ,1111,23-Oct-75,151.186735797,-33.8224856772,PACIFIC HWY,WESTBOURNE ST,ARTARMON,Sydney
VEH ,1112,12-Jul-78,151.178247587,-33.7859342503,PACIFIC HWY,MACLAURIN PDE,ROSEVILLE,Sydney
VEH ,1113,23-Jun-76,151.154881936,-33.7606654549,PACIFIC HWY,CECIL ST,GORDON,Sydney
VEH ,1114,11-Jul-75,151.2201873,-33.7388043295,FOREST WAY,GLEN ST,BELROSE,Sydney
VEH ,1115,22-Aug-75,151.134295688,-33.6565292139,PACIFIC HWY,NYARA RD,MT KURING-GAI,Sydney
VEH ,1116,24-Feb-76,151.593148804,-33.013275881,THE BOULEVARDE,CARY ST,TORONTO,Hunter
VEH ,1117,19-Sep-75,150.702914446,-33.75348296,HENRY ST,EVAN ST,PENRITH,Sydney
VEH ,1118,02-Sep-94,150.670912981,-33.772594458,MULGOA RD,M4 E/B ON/OFF RAMPS,JAMISONTOWN,Sydney
VEH ,1119,28-Apr-88,150.669888951,-33.7731711536,MULGOA RD,M4 W/B ON/OFF RAMPS,REGENTVILLE,Sydney
VEH ,1120,01-Nov-79,150.871471382,-33.7922579704,GREAT WESTERN HWY,DOONSIDE RD,DOONSIDE,Sydney
VEH ,1121,15-Apr-76,151.7480905,-32.9073022748,MAITLAND RD,ELIZABETH ST,TIGHES HILL,Hunter
VEH ,1122,21-Jul-76,151.732187219,-32.9166486231,BROADMEADOW RD,GRIFFITHS RD,BROADMEADOW,Hunter
VEH ,1123,30-Oct-75,150.902829853,-33.7729098071,NEWTON RD,BALMORAL ST,BLACKTOWN,Sydney
VEH ,1124,13-Sep-76,151.038886896,-33.9060628807,HUME HWY,BERESFORD AV,BANKSTOWN,Sydney
VEH ,1125,28-Oct-75,151.108089507,-33.8626069776,BURWOOD RD,CRANE ST,CONCORD,Sydney
VEH ,1126,25-May-76,150.786611995,-33.7731883606,GREAT WESTERN HWY,SYDNEY ST,ST MARYS,Sydney
VEH ,1127,23-Feb-77,151.085549066,-34.0325765935,THE KINGSWAY,MILBURN AV,GYMEA,Sydney
VEH ,1128,07-Apr-76,151.219250815,-33.874790264,WILLIAM ST,FORBES ST,KINGS CROSS,Sydney
VEH ,1129,31-Dec-75,151.081249081,-33.7308233645,PENNANT HILLS RD,THE COMENARRA PARKWAY,THORNLEIGH,Sydney
VEH ,1130,31-May-76,151.179092473,-33.7710738196,ARCHBOLD RD,EASTERN ARTERIAL RD,EAST LINDFIELD,Sydney
VEH ,1131,20-May-76,151.213943769,-33.842653943,CLARK RD,HIGH ST,NORTH SYDNEY,Sydney
VEH ,1132,18-May-76,151.064532673,-33.7494954124,BEECROFT RD,HANNAH ST,BEECROFT,Sydney
VEH ,1133,09-Feb-76,151.100357252,-33.6975177755,GEORGE ST,BRIDGE RD,HORNSBY,Sydney
VEH ,1134,07-Jun-76,151.017220943,-33.9519588534,THE RIVER RD,MARCO AV,REVESBY,Sydney
VEH ,1135,10-Aug-76,151.033325148,-33.9072620429,HUME HWY,MEREDITH ST,BANKSTOWN,Sydney
VEH ,1136,30-Dec-75,151.226788654,-33.92132824,ANZAC PDE,MIDDLE ST,KINGSFORD,Sydney
VEH ,1138,05-Apr-76,151.764027201,-32.9267631468,HUNTER ST,STEEL ST,NEWCASTLE WEST,Hunter
VEH ,1139,12-Jan-76,151.075564917,-33.7884957648,TERRY RD,MIDSON RD,EASTWOOD,Sydney
VEH ,1140,21-May-76,151.227047609,-33.9458150573,BUNNERONG RD,WENTWORTH AV,PAGEWOOD,Sydney
VEH ,1141,22-Sep-76,151.195973939,-33.8911661354,ABERCROMBIE ST,IVY ST,CHIPPENDALE,Sydney
VEH ,1142,06-Jul-76,151.727541463,-32.9068719722,TURTON RD,GEORGETOWN RD,WARATAH,Hunter
VEH ,1143,01-Apr-76,151.178580916,-33.8843921816,PYRMONT BRIDGE RD,LYONS RD,CAMPERDOWN,Sydney
VEH ,1145,26-Mar-76,150.963748102,-33.840841981,FFAIRFIELD RD,WOODPARK RD,GUILDFORD,Sydney
VEH ,1146,23-Dec-75,150.949253198,-33.8985905756,HUME HWY,CABRAMATTA RD EAST,CABRAMATTA,Sydney
VEH ,1147,01-Jun-76,151.257391437,-33.8889643046,OLD SOUTH HEAD RD,VICTORIA RD,BONDI JUNCTION,Sydney
VEH ,1148,29-Jun-79,151.101828014,-33.9686955256,WONIORA RD,HILLCREST AV,HURSTVILLE,Sydney
VEH ,1149,31-Aug-76,150.988093575,-33.8670740773,WOODVILLE RD,ORCHARDLEIGH ST,GUILDFORD,Sydney
VEH ,1150,08-Mar-77,151.049907449,-33.7480913145,PENNANT HILLS RD,CASTLE HILL RD,WEST PENNANT HILLS,Sydney
VEH ,1151,15-Sep-76,151.205578191,-33.8043832789,MOWBRAY RD,ALPHA RD,WILLOUGHBY,Sydney
VEH ,1152,05-Apr-77,151.16612094,-33.9152134289,GLEESON AV,BURROWS AV,SYDENHAM,Sydney
VEH ,1153,04-Jan-78,151.154377747,-33.9095962959,MARRICKVILLE RD,PETERSHAM RD,MARRICKVILLE,Sydney
VEH ,1154,03-Jun-76,151.133086439,-33.9905951228,ROCKY POINT RD,SANDRINGHAM ST,SANS SOUCI,Sydney
VEH ,1155,20-May-76,151.091809129,-33.9512108013,STONEY CREEK RD,PATRICK ST,HURSTVILLE,Sydney
VEH ,1156,18-Aug-76,151.207671306,-33.8348431732,MILLER ST,MCLAREN ST,NORTH SYDNEY,Sydney
VEH ,1157,06-Aug-76,151.10746357,-33.8753826667,VICTORIA ST,SHAFTESBURY RD,BURWOOD,Sydney
VEH ,1158,28-Feb-78,151.249332989,-33.914521596,ALISON RD,CARRINGTON RD,RANDWICK,Sydney
VEH ,1159,16-Nov-87,151.038721808,-33.8917861712,ROOKWOOD RD,MUIR RD,CHULLORA,Sydney
VEH ,1161,06-Aug-76,151.105606746,-33.8871423388,HUME HWY,WELDON ST,BURWOOD,Sydney
VEH ,1162,26-Aug-76,151.217438311,-33.8403695631,BEN BOYD RD,KURRABA RD,NEUTRAL BAY,Sydney
VEH ,1164,20-Dec-76,151.071918394,-33.9478964632,BROADARROW RD,HANNANS RD,NARWEE,Sydney
VEH ,1165,19-Feb-76,151.204882563,-33.8192810377,BROOK ST,MERRENBURN AV,NAREMBURN,Sydney
VEH ,1166,25-Aug-76,151.142420357,-33.8594781545,LYONS RD,BRENT ST,RUSSELL LEA,Sydney
VEH ,1167,20-Sep-76,151.113635996,-33.9144469242,CANTERBURY RD,WONGA ST,CANTERBURY,Sydney
VEH ,1168,29-Mar-78,151.720748153,-32.9118775228,ORLANDO RD,GRIFFITHS RD,LAMBTON,Hunter
VEH ,1169,05-Aug-76,151.225473128,-33.9148546485,ANZAC PDE,HIGH ST,KENSINGTON,Sydney
VEH ,1170,17-Nov-76,151.066408978,-33.7395760707,PENNANT HILLS RD,BOUNDARY RD,PENNANT HILLS,Sydney
VEH ,1171,07-Mar-80,151.745894504,-32.9046723493,MAITLAND RD,INGALL ST,MAYFIELD,Hunter
VEH ,1172,09-Mar-79,150.899561119,-34.4269616636,CORRIMAL ST,BURELLI ST,WOLLONGONG,Southern
VEH ,1173,26-Oct-76,151.342253013,-33.4249765055,MANN ST,ERINA ST EAST,GOSFORD,Hunter
VEH ,1174,20-Sep-76,151.005902775,-33.7322045417,OLD NORTHERN RD,CASTLE ST,CASTLE HILL,Sydney
VEH ,1175,10-Mar-89,150.770380115,-33.7882759377,MAMRE RD,BANKS DR,ST CLAIR,Sydney
VEH ,1176,06-Aug-80,151.016827862,-33.7306780714,OLD NORTHERN RD,CASTLE HILL RD,CASTLE HILL,Sydney
VEH ,1177,04-Oct-78,151.116033621,-33.9408658492,BEXLEY RD,BARNSBURY GR,BEXLEY NORTH,Sydney
VEH ,1178,11-Oct-76,151.297354722,-33.7050621768,PITTWATER RD,GARDEN ST,NORTH NARRABEEN,Sydney
VEH ,1179,14-Jul-78,151.001244305,-33.9035507432,HUME HWY,JOHNSTON RD,BASS HILL,Sydney
VEH ,1181,30-Dec-75,151.086368371,-33.8578116205,POMEROY ST,GEORGE ST,NORTH STRATHFIELD,Sydney
VEH ,1183,05-Aug-77,151.097690773,-33.8752263994,MORWICK ST,RAILWAY PDE,BURWOOD,Sydney
VEH ,1184,16-Sep-76,151.170162591,-33.7811407988,PACIFIC HWY,GROSVENOR RD,LINDFIELD,Sydney
VEH ,1185,16-Feb-76,151.063621655,-33.8675969662,ARTHUR ST,RICHMOND RD,HOMEBUSH WEST,Sydney
VEH ,1187,22-Aug-94,150.999039344,-33.817006427,O'CONNELL ST,AIRD ST,PARRAMATTA,Sydney
VEH ,1189,25-Nov-76,151.226459503,-33.919423751,ANZAC PDE,BARKER ST,KENSINGTON,Sydney
PED ,1190,15-Dec-75,151.121774888,-34.0429800284,PRESIDENT AV,PARK LA (W-),CARINGBAH,Sydney
VEH ,1191,09-Nov-88,150.820163452,-33.7806799568,GREAT WESTERN HWY,COLYTON RD,MOUNT DRUITT,Sydney
VEH ,1192,28-Nov-75,151.133152118,-33.9627381792,RAILWAY PDE,REGENT ST,KOGARAH,Sydney
VEH ,1193,14-Oct-77,147.353072829,-35.1322629119,BOURKE ST,FERNLEIGH RD,WAGGA WAGGA,South Western
VEH ,1194,21-Nov-80,150.931263703,-31.0887839081,BRISBANE ST,MARIUS ST,TAMWORTH,Northern
VEH ,1195,20-Apr-76,150.999355629,-33.8398137382,WOODVILLE RD,LOUIS ST,MERRYLANDS,Sydney
VEH ,1196,08-Jun-76,150.996456492,-33.7653850648,WINDSOR RD,COOK ST,BAULKHAM HILLS,Sydney
VEH ,1197,22-Jun-77,151.759394863,-32.9251830949,HUNTER ST,STEWART AV,NEWCASTLE WEST,Hunter
VEH ,1198,14-Jul-76,150.915860173,-33.9345743645,HUME HWY,REILLY ST,LIVERPOOL,Sydney
VEH ,1199,09-Jul-76,151.043402259,-33.7679750021,JENKINS RD,OAKES RD,CARLINGFORD,Sydney
VEH ,1200,25-Oct-87,151.192410213,-33.8739679414,PYRMONT BRIDGE RD,WATTLE ST,PYRMONT,Sydney
VEH ,1201,16-Sep-76,150.976468604,-33.883677505,WOODVILLE RD,BINNA BURRA ST,VILLAWOOD,Sydney
VEH ,1202,06-May-76,150.981514175,-33.7626673681,SEVEN HILLS RD,JASPER RD,BAULKHAM HILLS,Sydney
VEH ,1203,11-Jun-76,151.034342232,-33.9144831067,CHAPEL RD,RICKARD RD,BANKSTOWN,Sydney
PED ,1204,11-Aug-76,151.029053527,-33.7681844574,NORTH ROCKS RD,ROYAL DEAF & BLIND INST.,NORTH ROCKS,Sydney
VEH ,1205,23-Sep-76,151.294286787,-33.7451524036,PITTWATER RD,SOUTH CREEK RD,DEE WHY,Sydney
VEH ,1206,15-Nov-76,151.205762391,-33.8366774795,PACIFIC HWY,BERRY ST,NORTH SYDNEY,Sydney
VEH ,1207,25-Nov-76,151.181382384,-33.7867769605,ARCHER ST,BOUNDARY ST,ROSEVILLE,Sydney
VEH ,1208,23-Feb-93,151.173072338,-33.8709382864,CITY WEST LINK RD,THE CRESCENT,ROZELLE,Sydney
VEH ,1209,10-Mar-77,151.179769494,-33.8804445192,WIGRAM RD,MINOGUE CR,GLEBE,Sydney
VEH ,1210,11-Nov-77,150.884655401,-34.4380966871,GLADSTONE AV,BRIDGE ST,CONISTON,Southern
VEH ,1211,12-Oct-76,151.196537687,-33.9447782516,BOTANY RD,BANKSIA ST,BOTANY,Sydney
VEH ,1212,10-Feb-77,151.208665414,-33.896408552,PHILLIP ST,MOREHEAD ST,WATERLOO,Sydney
VEH ,1213,30-Jun-76,151.23653943,-33.9165303488,HIGH ST,BOTANY ST,RANDWICK,Sydney
VEH ,1214,10-May-78,151.046143218,-33.8398973383,SILVERWATER RD,CARNARVON ST,SILVERWATER,Sydney
VEH ,1215,23-Oct-78,151.00927652,-33.8634529601,RAWSON RD,CLYDE ST,SOUTH GRANVILLE,Sydney
PED ,1216,19-Jan-77,151.227752247,-33.9238258319,ANZAC PDE,RAINBOW ST (N-),KINGSFORD,Sydney
VEH ,1217,15-Aug-77,151.747778876,-32.9197231286,BEAUMONT ST,DONALD ST,HAMILTON,Hunter
VEH ,1218,04-Jul-79,151.330943203,-33.633681941,BARRENJOEY RD,CENTRAL RD,AVALON,Sydney
VEH ,1219,24-Feb-77,151.179704413,-33.7934078016,PACIFIC HWY,RAILWAY ST,CHATSWOOD,Sydney
VEH ,1220,30-Nov-76,151.302503457,-33.7372912382,PITTWATER RD,OCEAN GROVE,COLLAROY,Sydney
VEH ,1221,15-Nov-76,151.221977063,-33.8288991912,BELGRAVE ST,YOUNG ST,CREMORNE,Sydney
VEH ,1222,20-Oct-76,151.232224093,-33.8211806484,OURIMBAH RD,MACPHERSON ST,MOSMAN,Sydney
VEH ,1223,16-Jun-77,151.08856545,-33.7715334856,EPPING RD,PEMBROKE ST,EPPING,Sydney
VEH ,1224,20-Oct-76,151.238400042,-33.8243796038,MILITARY RD,COWLES RD,MOSMAN,Sydney
VEH ,1225,16-Nov-77,151.120072121,-33.727878306,PACIFIC HWY,FOX VALLEY RD,WAHROONGA,Sydney
VEH ,1226,04-May-77,151.063960735,-33.7401366632,PENNANT HILLS RD,BEECROFT RD (E),PENNANT HILLS,Sydney
VEH ,1227,11-Nov-76,151.12980788,-33.8902800361,HUME HWY,VICTORIA ST,ASHFIELD,Sydney
VEH ,1228,07-Apr-81,151.116999044,-33.8933326586,GEORGES RIVER RD,MILTON ST,ASHFIELD,Sydney
VEH ,1229,12-Oct-76,150.990882556,-33.8963507406,HUME HWY,MILLER RD,BASS HILL,Sydney
VEH ,1230,16-Dec-76,151.112781558,-33.9622976065,FOREST RD,CROYDON RD,HURSTVILLE,Sydney
VEH ,1231,13-May-77,151.201499231,-33.9126632807,BOTANY RD,COLLINS ST,BEACONSFIELD,Sydney
VEH ,1232,29-Mar-77,151.202342494,-33.9101623765,BOTANY RD,EPSOM RD,ZETLAND,Sydney
VEH ,1233,16-Jun-77,150.933800924,-33.8072376902,GREAT WESTERN HWY,TOONGABBIE RD,GIRRAWEEN,Sydney
VEH ,1234,11-Aug-77,150.814433795,-33.7792738418,GREAT WESTERN HWY,CARLISLE AV,MOUNT DRUITT,Sydney
VEH ,1235,23-Sep-77,150.794029488,-33.7748766954,GREAT WESTERN HWY,BENNETT RD,ST MARYS,Sydney
VEH ,1236,27-Jun-77,150.779441432,-33.7714848194,GREAT WESTERN HWY,GLOSSOP ST,ST MARYS,Sydney
VEH ,1237,21-Jul-77,150.896986762,-33.798057522,GREAT WESTERN HWY,RESERVOIR RD,BLACKTOWN,Sydney
VEH ,1238,20-Jun-77,150.928515388,-33.9142253545,HUME HWY,BIGGE ST,WARWICK FARM,Sydney
VEH ,1239,24-Oct-77,150.957706401,-33.8945098567,HUME HWY,HOLLYWOOD DR,LANSVALE,Sydney
VEH ,1240,14-Feb-77,151.045274861,-33.7832083628,PENNANT HILLS RD,JENKINS RD,CARLINGFORD,Sydney
VEH ,1241,16-May-89,150.865978278,-34.4314811992,PRINCES HWY,F6 FWY N/B OFF RAMP,WEST WOLLONGONG,Southern
VEH ,1242,15-Feb-77,151.043749594,-33.7845711952,PENNANT HILLS RD,ADDERTON RD,CARLINGFORD,Sydney
VEH ,1244,29-Sep-77,150.960251459,-33.8303196527,CUMBERLAND HWY,MERRYLANDS RD,MERRYLANDS WEST,Sydney
VEH ,1245,01-Mar-77,150.986521778,-33.8358438482,MERRYLANDS RD,TREVES RD,MERRYLANDS,Sydney
VEH ,1246,29-Sep-77,150.982734993,-33.8350939358,MERRYLANDS RD,CHETWYND RD,MERRYLANDS,Sydney
VEH ,1247,13-May-77,150.891949182,-33.7719774125,LANCASTER RD,NEWTON RD,BLACKTOWN,Sydney
VEH ,1248,19-Sep-77,150.980992355,-33.8172381811,GREAT WESTERN HWY,BRIDGE RD,MAYS HILL,Sydney
VEH ,1249,14-Mar-79,150.989827265,-33.7538935288,WINDSOR RD,CORONATION RD,BAULKHAM HILLS,Sydney
VEH ,1251,19-Sep-77,151.097498318,-34.0396339621,PRESIDENT AV,WANDELLA RD,MIRANDA,Sydney
VEH ,1252,15-Feb-78,151.174479703,-33.7832539509,PACIFIC HWY,SHIRLEY RD,ROSEVILLE,Sydney
VEH ,1253,25-Feb-77,151.078665837,-33.8897728116,HUME HWY,WALLIS AV,STRATHFIELD,Sydney
VEH ,1254,11-Nov-76,151.125969595,-33.8895803065,HUME HWY,HOLDEN ST,ASHFIELD,Sydney
VEH ,1255,11-Aug-77,151.084168849,-33.7262583743,PENNANT HILLS RD,DUFFY AV,THORNLEIGH,Sydney
VEH ,1256,25-May-77,151.298463214,-33.7222898286,PITTWATER RD,MACTIER ST,NARRABEEN,Sydney
VEH ,1257,21-Jul-77,151.297235738,-33.7127292342,PITTWATER RD,WATERLOO ST,NARRABEEN,Sydney
VEH ,1258,07-Jul-78,151.330367964,-33.6368666996,BARRENJOEY RD,AVALON PDE,AVALON,Sydney
VEH ,1259,24-Jan-77,151.266031108,-33.7703183506,CONDAMINE ST,OLD PITTWATER RD,NORTH MANLY,Sydney
VEH ,1260,12-Nov-92,150.699787157,-33.7627661289,JAMISON RD,EVAN ST,PENRITH,Sydney
VEH ,1261,08-Dec-76,151.219077431,-33.7592170723,WARRINGAH RD,CURRIE RD,FORESTVILLE,Sydney
VEH ,1262,02-Nov-77,151.231218012,-33.9604191642,BUNNERONG RD,PERRY ST,MATRAVILLE,Sydney
VEH ,1263,01-Jun-77,151.229828634,-33.9474897885,BUNNERONG RD,FITZGERALD AV,HILLSDALE,Sydney
VEH ,1264,25-Aug-76,151.19859137,-33.9193533677,BOTANY RD,HARCOURT PDE,ROSEBERY,Sydney
VEH ,1265,03-Dec-76,151.273586446,-33.8734134155,OLD SOUTH HEAD RD,DOVER RD,ROSE BAY,Sydney
PED ,1266,31-Aug-77,150.692241234,-33.752387374,GREAT WESTERN HWY,HENRY ST (W-),PENRITH,Sydney
VEH ,1267,23-Sep-77,150.687712043,-33.7506967004,GREAT WESTERN HWY,CASTLEREAGH RD,PENRITH,Sydney
VEH ,1268,16-Oct-87,151.222588711,-33.9435679376,BANKS AV,WESTFIELD DR,PAGEWOOD,Sydney
VEH ,1269,30-Aug-78,151.058906397,-33.8904676453,HUME HWY,SRA WORKSHOPS ENTRANCE,GREENACRE,Sydney
VEH ,1270,07-Oct-76,151.041922601,-33.9045884312,HUME HWY,BORONIA RD,GREENACRE,Sydney
VEH ,1271,20-Jun-77,150.931716533,-33.9138197098,HUME HWY,MANNIX PDE,WARWICK FARM,Sydney
VEH ,1272,16-Sep-77,150.885391272,-33.9594296259,CAMPBELLTOWN RD,GLENFIELD RD,GLENFIELD,Sydney
VEH ,1273,21-Sep-77,151.072424172,-33.7388683076,PENNANT HILLS RD,THE CRESCENT,PENNANT HILLS,Sydney
VEH ,1274,29-Jun-77,151.09701344,-33.7245280553,PENNANT HILLS RD,NORMANHURST RD,NORMANHURST,Sydney
VEH ,1275,29-Apr-77,151.089376771,-33.7921033748,BLAXLAND RD,LOVELL RD,EASTWOOD,Sydney
VEH ,1276,01-Nov-77,151.104422319,-33.8050055797,BLAXLAND RD,NORTH RD,RYDE,Sydney
VEH ,1277,29-Jul-77,150.997535274,-33.7803530848,WINDSOR RD,CHURCHILL DR,NORTHMEAD,Sydney
VEH ,1278,18-Aug-92,150.981789172,-33.7455722306,WINDSOR RD,MERINDAH RD,BAULKHAM HILLS,Sydney
VEH ,1279,12-Aug-77,150.973030821,-33.7260760021,WINDSOR RD,SHOWGROUND RD,KELLYVILLE,Sydney
VEH ,1280,30-Jun-93,150.893496147,-33.6625113891,WINDSOR RD,GARFIELD RD EAST,BOX HILL,Sydney
VEH ,1281,11-Jun-82,150.833756348,-33.6151465371,WINDSOR RD,PITT TOWN RD,MCGRATHS HILL,Sydney
VEH ,1282,08-Jul-78,150.824261714,-33.6054015257,WINDSOR RD,MACQUARIE ST,WINDSOR,Sydney
VEH ,1283,06-Apr-77,151.180443523,-33.7910178123,PACIFIC HWY,ASHLEY ST,CHATSWOOD,Sydney
VEH ,1284,18-Sep-11,150.570113301,-33.6978947336,GREAT WESTERN HWY,GEORGE ST,SPRINGWOOD,Sydney
VEH ,1285,05-Apr-77,151.162362514,-33.9234336125,PRINCES HWY,SMITH ST,TEMPE,Sydney
VEH ,1286,18-May-78,151.117435466,-33.9820025153,PRINCES HWY,CARWAR AV,CARSS PARK,Sydney
VEH ,1287,26-Aug-77,151.113745349,-33.9910703675,PRINCES HWY,TORRENS ST,BLAKEHURST,Sydney
VEH ,1288,24-Oct-84,151.084672443,-34.026798339,PRINCES HWY,THE BOULEVARDE,KIRRAWEE,Sydney
VEH ,1289,28-Jan-77,151.078152492,-34.0313567477,PRINCES HWY,THE KINGSWAY,KIRRAWEE,Sydney
VEH ,1290,11-Mar-77,151.011262615,-34.075175649,PRINCES HWY,OLD PRINCES HWY SOUTH,ENGADINE,Sydney
VEH ,1291,11-Mar-77,151.111625142,-34.0415852769,PRESIDENT AV,KAREENA RD,CARINGBAH,Sydney
VEH ,1292,30-Jun-76,151.079865028,-34.0370708849,PRESIDENT AV,NORTH WEST ARM RD,GYMEA,Sydney
PED ,1293,09-Feb-98,151.177825907,-33.8989052751,KING ST,GODDARD ST (N-),NEWTOWN,Sydney
VEH ,1294,12-Oct-77,151.270072661,-33.7626345026,OLD PITTWATER RD,BEACON HILL RD,BROOKVALE,Sydney
VEH ,1295,02-May-77,151.201079704,-33.7857805455,EASTERN VALLEY WAY,SMITH ST,CHATSWOOD,Sydney
VEH ,1296,16-Dec-76,151.187940443,-33.8014767504,MOWBRAY RD,ARCHER ST,CHATSWOOD,Sydney
VEH ,1297,21-Apr-77,151.136361291,-33.8400883613,VICTORIA RD,CROWN ST,HENLEY,Sydney
VEH ,1298,29-Mar-78,151.719876884,-32.8963715449,LORNA ST,MAUDE ST,WARATAH,Hunter
VEH ,1299,02-Dec-76,151.077150211,-33.9200458962,HALDON ST,THE BOULEVARDE,LAKEMBA,Sydney
VEH ,1301,19-Aug-81,151.207642873,-33.9357398706,WENTWORTH AV,SOUTHERN CROSS DR ON RMP,EASTLAKES,Sydney
VEH ,1302,10-Oct-85,151.285082136,-33.752061579,FISHER RD,ST DAVID AV,DEE WHY,Sydney
VEH ,1303,04-Jan-77,151.133278402,-33.9051760586,NEW CANTERBURY RD,DUNTROON ST,HURLSTONE PARK,Sydney
VEH ,1304,30-Sep-77,151.22253201,-33.7457267773,FOREST WAY,ADAMS ST,BELROSE,Sydney
VEH ,1305,16-Nov-76,151.180147012,-33.7891197477,PACIFIC HWY,WILLIAM ST,CHATSWOOD,Sydney
VEH ,1306,25-Jul-77,151.202344644,-33.8258768564,ALEXANDER ST,ERNEST ST,CROWS NEST,Sydney
