Asset_Type,Equipment_ID,Date_Install,Longitude,Latitude,STREET_1,STREET_2,Suburb,RMS_Region
VEH ,1,13-Oct-33,151.204856339,-33.8709528867,MARKET ST,KENT ST,SYDNEY,Sydney
VEH ,2,19-Jul-37,151.182333858,-33.8822750859,BRIDGE RD,ROSS ST,FOREST LODGE,Sydney
VEH ,3,09-Aug-37,151.186980289,-33.8798000324,BRIDGE RD,GLEBE POINT RD,GLEBE,Sydney
VEH ,4,24-May-37,151.176163263,-33.8854173965,PYRMONT BRIDGE RD,BOOTH ST,CAMPERDOWN,Sydney
VEH ,5,06-Sep-37,151.194910116,-33.8713943627,PYRMONT BRIDGE RD,HARRIS ST,PYRMONT,Sydney
VEH ,7,23-Dec-66,151.226553259,-33.7515878525,WARRINGAH RD,FOREST WAY,FRENCHS FOREST,Sydney
VEH ,8,13-Sep-65,151.151989425,-33.8472922027,VICTORIA RD,WESTBOURNE ST,DRUMMOYNE,Sydney
VEH ,9,17-Oct-66,150.929311563,-31.0901102588,PEEL ST,BRISBANE ST,TAMWORTH,Northern
VEH ,10,14-Sep-67,151.131801262,-33.992712029,ROCKY POINT RD,RUSSELL AV,SANS SOUCI,Sydney
VEH ,11,30-Oct-76,151.101343301,-33.8179577724,CHURCH ST,MORRISON RD,RYDE,Sydney
VEH ,12,20-Jul-66,150.975183858,-33.8860255592,WOODVILLE RD,KIRRANG AV,VILLAWOOD,Sydney
VEH ,13,30-May-38,151.176258184,-33.8917863653,SALISBURY RD,AUSTRALIA ST,CAMPERDOWN,Sydney
VEH ,14,25-Jul-38,151.103689017,-33.8774218502,BURWOOD RD,RAILWAY PDE,BURWOOD,Sydney
VEH ,15,31-Jan-95,151.212108052,-33.8618881892,PHILLIP ST,ALBERT ST,SYDNEY,Sydney
VEH ,16,13-Feb-39,151.149062698,-33.8898977359,PARRAMATTA RD,FLOOD ST,LEICHHARDT,Sydney
VEH ,17,18-Jul-38,151.145912611,-33.8930439368,OLD CANTERBURY RD,RAILWAY TCE,LEWISHAM,Sydney
VEH ,18,13-Feb-39,151.141776306,-33.8875407447,PARRAMATTA RD,SLOANE ST,HABERFIELD,Sydney
VEH ,19,27-Feb-39,151.171647456,-33.891421903,SALISBURY RD,CARDIGAN ST,CAMPERDOWN,Sydney
VEH ,20,12-Dec-38,151.170934497,-33.8994918699,ENMORE RD,STANMORE RD,ENMORE,Sydney
VEH ,21,12-Oct-70,151.171647097,-33.8876078336,PARRAMATTA RD,BRIDGE RD,ANNANDALE,Sydney
VEH ,22,22-Jul-40,151.221415384,-33.8782949896,LIVERPOOL ST,VICTORIA ST,DARLINGHURST,Sydney
VEH ,23,08-Feb-11,151.217424297,-33.877683063,BOURKE ST,LIVERPOOL ST,DARLINGHURST,Sydney
VEH ,24,27-May-40,151.220388719,-33.8781383258,DARLINGHURST RD,LIVERPOOL ST,DARLINGHURST,Sydney
VEH ,25,26-Jun-40,151.222679696,-33.8785120322,LIVERPOOL ST,WOMERAH AV,DARLINGHURST,Sydney
VEH ,26,09-Sep-60,151.216051375,-33.8838411842,BOURKE ST,ALBION ST,SURRY HILLS,Sydney
VEH ,27,21-Apr-41,151.218188903,-33.885098522,SOUTH DOWLING ST,FLINDERS ST,SURRY HILLS,Sydney
VEH ,28,31-Jul-69,149.71841542,-34.7546482686,AUBURN ST,MONTAGUE ST,GOULBURN,Southern
VEH ,29,17-Aug-70,149.234344737,-35.3533582754,MONARO ST,CRAWFORD ST,QUEANBEYAN,Southern
VEH ,30,24-Jun-69,151.099430774,-33.9331354884,KINGSGROVE RD,HOMER ST,KINGSGROVE,Sydney
VEH ,31,21-Aug-69,151.116707166,-33.8194208784,VICTORIA RD,CRESSY RD,RYDE,Sydney
VEH ,32,05-Aug-69,151.134387468,-33.8749397641,WATTLE ST,RAMSAY ST,HABERFIELD,Sydney
VEH ,33,12-Apr-70,151.164879065,-33.8881285567,PARRAMATTA RD,PERCIVAL RD,ANNANDALE,Sydney
VEH ,34,10-Apr-67,150.886819991,-34.4783613356,KING ST,WATTLE ST,WARRAWONG,Southern
VEH ,35,10-Jun-40,151.214050897,-33.8851217461,CROWN ST,FOVEAUX ST,SURRY HILLS,Sydney
VEH ,36,04-Nov-40,151.213713268,-33.8806362183,CAMPBELL ST,RILEY ST,SURRY HILLS,Sydney
VEH ,37,22-Dec-72,151.100992119,-34.0401243239,KIORA RD SOUTH,PRESIDENT AV,MIRANDA,Sydney
VEH ,38,26-Aug-40,151.132034559,-33.8804620256,PARRAMATTA RD,BLAND ST,ASHFIELD,Sydney
VEH ,39,12-Aug-40,151.124839698,-33.8862877547,ELIZABETH ST,BLAND ST,ASHFIELD,Sydney
VEH ,40,12-Aug-40,151.120259502,-33.8841504703,ELIZABETH ST,FREDERICK ST,ASHFIELD,Sydney
VEH ,41,28-Dec-40,151.162208304,-33.9097237388,SYDENHAM RD,VICTORIA RD,MARRICKVILLE,Sydney
VEH ,42,06-Jan-41,151.149035694,-33.9010358851,WARDELL RD,FRAZER ST,MARRICKVILLE,Sydney
VEH ,43,22-Dec-41,151.098707701,-33.9705889801,KING GEORGES RD,HILLCREST AV,HURSTVILLE,Sydney
VEH ,44,08-Jul-40,151.218000822,-33.8861566029,SOUTH DOWLING ST,FITZROY ST,SURRY HILLS,Sydney
VEH ,45,25-Nov-40,151.201136491,-33.9014890845,BOTANY RD,MCEVOY ST,ALEXANDRIA,Sydney
VEH ,46,21-Mar-68,151.108307142,-33.7182978046,PACIFIC HWY,PENNANT HILLS RD,WAHROONGA,Sydney
VEH ,47,26-May-41,151.199255272,-33.8966611356,BOTANY RD,HENDERSON RD,ALEXANDRIA,Sydney
VEH ,48,09-Dec-40,151.200141959,-33.901753349,WYNDHAM ST,MCEVOY ST,ALEXANDRIA,Sydney
VEH ,49,18-Jan-90,151.113254185,-33.8698711231,PARRAMATTA RD,CHELTENHAM RD,CROYDON,Sydney
VEH ,50,08-Apr-40,151.725886028,-32.934252515,BRUNKER RD,GLEBE RD,ADAMSTOWN,Hunter
VEH ,51,03-Apr-40,151.746902204,-32.9240493348,TUDOR ST,BEAUMONT ST,HAMILTON,Hunter
VEH ,52,19-Dec-68,151.767162165,-32.9283111628,KING ST,UNION ST,NEWCASTLE WEST,Hunter
VEH ,53,03-Apr-40,151.774187854,-32.9279142504,KING ST,DARBY ST,NEWCASTLE,Hunter
VEH ,54,11-Oct-46,151.19755901,-33.9115464722,COLLINS ST,O'RIORDAN ST,BEACONSFIELD,Sydney
VEH ,55,18-Nov-46,151.198304209,-33.8969208945,HENDERSON RD,WYNDHAM ST,ALEXANDRIA,Sydney
VEH ,56,23-Jan-47,151.736509824,-32.8973610919,PACIFIC HWY,HANBURY ST,MAYFIELD,Hunter
VEH ,57,05-Mar-47,151.092848481,-33.9636509894,KING GEORGES RD,FOREST RD,PENSHURST,Sydney
VEH ,58,21-Apr-47,151.127151459,-33.873800171,PARRAMATTA RD,GREAT NORTH RD,FIVE DOCK,Sydney
VEH ,59,11-Dec-46,151.196416522,-33.9214598114,BOTANY RD,GARDENERS RD,MASCOT,Sydney
VEH ,60,10-May-48,151.083410141,-33.8918046794,HUME HWY,HOMEBUSH RD,STRATHFIELD SOUTH,Sydney
VEH ,61,23-Jun-48,151.036002553,-33.9064559369,HUME HWY,CHAPEL RD,BANKSTOWN,Sydney
VEH ,62,09-Aug-48,151.173536449,-33.8873812868,PARRAMATTA RD,PYRMONT BRIDGE RD,ANNANDALE,Sydney
VEH ,63,21-Jan-58,151.147611825,-33.884200196,MARION ST,FOSTER ST,LEICHHARDT,Sydney
VEH ,64,08-Oct-48,151.072305776,-33.9294465195,CANTERBURY RD,KING GEORGES RD,LAKEMBA,Sydney
VEH ,65,08-Nov-48,151.191757157,-33.9208247566,GARDENERS RD,O'RIORDAN ST,MASCOT,Sydney
VEH ,66,13-Dec-48,151.145826727,-33.9066429701,MARRICKVILLE RD,WARDELL RD,DULWICH HILL,Sydney
VEH ,67,04-Feb-49,151.15240586,-33.9086819036,MARRICKVILLE RD,LIVINGSTONE RD,MARRICKVILLE,Sydney
VEH ,68,01-Apr-49,151.160107484,-33.9123095452,MARRICKVILLE RD,VICTORIA RD,MARRICKVILLE,Sydney
VEH ,69,20-Jun-49,151.256020635,-33.8894518677,OLD SOUTH HEAD RD,EDGECLIFF RD,BELLEVUE HILL,Sydney
VEH ,70,14-Feb-56,151.1388906,-33.8860689429,HUME HWY,PARRAMATTA RD,ASHFIELD,Sydney
VEH ,71,24-Jun-74,151.027335099,-33.8649066456,PARK RD,WELLINGTON RD,AUBURN,Sydney
VEH ,72,20-Sep-58,151.026996355,-33.8379186536,PARRAMATTA RD,RAWSON ST,AUBURN,Sydney
VEH ,73,02-Aug-52,151.124897778,-33.8888299671,HUME HWY,HERCULES ST,ASHFIELD,Sydney
VEH ,74,24-Mar-54,151.190126683,-33.9247814586,O'RIORDAN ST,COWARD ST,MASCOT,Sydney
VEH ,75,16-Feb-53,151.194640378,-33.9296759077,BOTANY RD,KING ST,MASCOT,Sydney
VEH ,76,23-Dec-54,151.195509858,-33.9255307911,BOTANY RD,COWARD ST,MASCOT,Sydney
VEH ,77,14-Nov-52,151.101645207,-33.8876568878,HUME HWY,BURWOOD RD,BURWOOD,Sydney
VEH ,78,12-Sep-63,151.128567775,-33.9047029851,NEW CANTERBURY RD,CANTERBURY RD,HURLSTONE PARK,Sydney
VEH ,79,24-Dec-52,151.104400815,-33.9182302492,CANTERBURY RD,BEXLEY RD,CAMPSIE,Sydney
VEH ,80,07-May-69,151.094878211,-33.92220645,CANTERBURY RD,KINGSGROVE RD,BELMORE,Sydney
VEH ,81,05-Dec-57,151.153425258,-33.9015248162,FRAZER ST,LIVINGSTONE RD,MARRICKVILLE,Sydney
VEH ,82,04-Oct-65,151.154533871,-33.8510628794,VICTORIA RD,LYONS RD,DRUMMOYNE,Sydney
VEH ,83,02-Feb-53,151.129487816,-33.8693062704,GREAT NORTH RD,RAMSAY RD,FIVE DOCK,Sydney
VEH ,84,14-May-53,151.004785485,-33.8275840686,PARRAMATTA RD,WOODVILLE RD,GRANVILLE,Sydney
VEH ,85,09-Jun-56,151.158307577,-33.8550550842,VICTORIA RD,DAY ST,DRUMMOYNE,Sydney
VEH ,86,12-May-58,151.14238965,-33.903325343,NEW CANTERBURY RD,MARRICKVILLE RD,DULWICH HILL,Sydney
VEH ,87,08-Jul-53,151.160594013,-33.8742434303,BALMAIN RD,LILYFIELD RD,LILYFIELD,Sydney
VEH ,88,20-Sep-61,151.208955654,-33.8289195762,FALCON ST,MILLER ST,NORTH SYDNEY,Sydney
VEH ,90,20-May-60,151.206163563,-33.9002622974,ELIZABETH ST,MCEVOY ST,WATERLOO,Sydney
VEH ,91,03-Dec-59,151.157063745,-33.8837914737,MARION ST,NORTON ST,LEICHHARDT,Sydney
VEH ,92,18-Aug-70,151.167717771,-33.8879219619,PARRAMATTA RD,JOHNSTON ST,ANNANDALE,Sydney
VEH ,93,09-Oct-59,151.159108413,-33.8879312845,PARRAMATTA RD,CRYSTAL ST,LEICHHARDT,Sydney
VEH ,94,18-Nov-52,151.285000913,-33.7968707644,SYDNEY RD,BELGRAVE ST,MANLY,Sydney
VEH ,95,13-Nov-52,151.264849289,-33.7944221701,SYDNEY RD,CONDAMINE ST,BALGOWLAH,Sydney
VEH ,96,13-Feb-53,151.159162043,-33.9076034272,SYDENHAM RD,ILLAWARRA RD,MARRICKVILLE,Sydney
VEH ,97,12-Sep-57,151.149844129,-33.8940795368,RAILWAY TCE,WEST ST,LEWISHAM,Sydney
VEH ,98,26-Oct-55,151.228422905,-33.9400811599,MAROUBRA RD,BUNNERONG RD,PAGEWOOD,Sydney
VEH ,99,18-Jul-57,151.104946714,-33.8129481838,BLAXLAND RD,DEVLIN ST,RYDE,Sydney
VEH ,100,17-Sep-53,151.156844484,-33.8956769204,CRYSTAL ST,NEW CANTERBURY RD,PETERSHAM,Sydney
VEH ,101,21-May-53,151.157403281,-33.8940981109,CRYSTAL ST,TRAFALGAR ST,PETERSHAM,Sydney
VEH ,102,28-May-53,151.152514267,-33.8965849479,NEW CANTERBURY RD,LIVINGSTONE RD,PETERSHAM,Sydney
VEH ,103,12-Nov-52,151.174583663,-33.915528006,PRINCES HWY,CANAL RD,ST PETERS,Sydney
VEH ,104,12-Nov-53,151.169310497,-33.9191985259,PRINCES HWY,RAILWAY RD,SYDENHAM,Sydney
VEH ,105,18-Aug-52,151.166527662,-33.9164516738,RAILWAY RD,UNWINS BRIDGE RD,SYDENHAM,Sydney
VEH ,106,08-Mar-61,151.126078282,-33.8730384287,PARRAMATTA RD,CROYDON RD,FIVE DOCK,Sydney
VEH ,107,13-Mar-68,151.106933729,-33.8781498468,SHAFTESBURY RD,RAILWAY PDE,BURWOOD,Sydney
VEH ,108,22-Dec-53,151.003978181,-33.8202649266,GREAT WESTERN HWY,CHURCH ST,PARRAMATTA,Sydney
VEH ,109,31-Mar-53,151.00342534,-33.8135552512,CHURCH ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,110,23-Apr-53,151.005317396,-33.8086640591,CHURCH ST,VICTORIA RD,PARRAMATTA,Sydney
VEH ,111,27-Oct-70,150.871230058,-34.4257210415,PRINCES HWY,MOUNT KEIRA RD,WEST WOLLONGONG,Southern
VEH ,112,23-Apr-53,151.018618063,-33.8334552315,PARRAMATTA RD,BERRY ST,GRANVILLE,Sydney
VEH ,113,13-Oct-52,151.012267721,-33.8306958046,PARRAMATTA RD,GOOD ST,GRANVILLE,Sydney
VEH ,114,10-Sep-53,151.241193491,-33.9171722081,BELMORE RD,AVOCA ST,RANDWICK,Sydney
VEH ,115,05-Aug-53,151.242040421,-33.9131631963,ALISON RD,AVOCA ST,RANDWICK,Sydney
VEH ,116,01-Dec-67,151.239401649,-33.9127820404,ALISON RD,BELMORE RD,RANDWICK,Sydney
VEH ,117,14-Apr-89,151.024202604,-33.8813033175,PARK RD,COMMERCIAL DR,REGENTS PARK,Sydney
VEH ,118,03-Nov-54,151.147726602,-33.9391550778,PRINCES HWY,FOREST RD,ARNCLIFFE,Sydney
VEH ,119,08-Jan-53,151.103017156,-33.8157688064,VICTORIA RD,DEVLIN ST,RYDE,Sydney
VEH ,120,20-Dec-52,151.091469004,-33.8876335918,HUME HWY,THE BOULEVARDE,ENFIELD,Sydney
VEH ,121,19-Jan-53,151.083600717,-33.9021417839,BURWOOD RD,PUNCHBOWL RD,BELFIELD,Sydney
VEH ,122,21-May-55,151.193937693,-33.8697068747,HARRIS ST,MILLER ST,PYRMONT,Sydney
VEH ,123,02-Mar-56,151.089497616,-33.8477087792,CONCORD RD,VICTORIA AV,CONCORD,Sydney
VEH ,124,06-Dec-54,151.19572092,-33.8790533647,WATTLE ST,WILLIAM HENRY ST,ULTIMO,Sydney
VEH ,125,12-Sep-55,151.091385522,-33.8555976043,CONCORD RD,CORREYS AV,CONCORD,Sydney
VEH ,126,15-Mar-54,151.215733722,-33.8852091306,BOURKE ST,FITZROY ST,SURRY HILLS,Sydney
VEH ,127,07-Dec-55,151.121983912,-33.8712942271,PARRAMATTA RD,HARRIS RD,FIVE DOCK,Sydney
VEH ,128,06-Dec-73,151.088193273,-33.8397016333,CONCORD RD,HOSPITAL RD,CONCORD WEST,Sydney
VEH ,129,15-Sep-54,151.224808689,-33.8731365547,DARLINGHURST RD,MACLEAY ST,KINGS CROSS,Sydney
VEH ,130,23-Jun-75,150.826612674,-34.4685053686,PRINCES HWY,NORTHCLIFFE DR,UNANDERRA,Southern
VEH ,131,17-Mar-54,151.219171258,-33.8816392704,OXFORD ST,SOUTH DOWLING ST,DARLINGHURST,Sydney
VEH ,132,23-Jun-53,151.179153105,-33.8861918249,PARRAMATTA RD,MISSENDEN RD,CAMPERDOWN,Sydney
VEH ,133,20-May-55,151.111784188,-33.9879013085,PRINCES HWY,KING GEORGES RD,BLAKEHURST,Sydney
VEH ,134,13-Jan-55,151.083519412,-33.9526136407,KING GEORGES RD,STONEY CREEK RD,BEVERLY HILLS,Sydney
VEH ,135,05-Oct-54,151.182253851,-33.8900791088,MISSENDEN RD,SALISBURY RD,CAMPERDOWN,Sydney
VEH ,136,06-Aug-53,151.198996803,-33.8989265096,WYNDHAM ST,BUCKLAND ST,ALEXANDRIA,Sydney
VEH ,137,27-May-54,151.200003487,-33.8987691143,BOTANY RD,BUCKLAND ST,ALEXANDRIA,Sydney
VEH ,138,09-Jul-69,151.175570042,-33.8123463783,PACIFIC HWY,LONGUEVILLE RD,LANE COVE,Sydney
VEH ,139,18-Dec-68,151.160927341,-33.730097373,MONA VALE RD,MEMORIAL AV,ST IVES,Sydney
VEH ,140,25-Feb-60,151.135633303,-33.8847150326,PARRAMATTA RD,DALHOUSIE ST,HABERFIELD,Sydney
VEH ,141,19-Jan-59,151.19388763,-33.900111483,MITCHELL RD,BUCKLAND ST,ALEXANDRIA,Sydney
VEH ,142,08-Dec-58,151.102307956,-34.0342075215,KINGSWAY,KIORA RD,MIRANDA,Sydney
VEH ,143,08-Jul-53,151.157620148,-33.8882324145,PARRAMATTA RD,NORTON ST,LEICHHARDT,Sydney
VEH ,144,22-Nov-73,151.104307527,-33.8742799185,BURWOOD RD,PARK AV,BURWOOD,Sydney
VEH ,145,13-May-57,151.127862589,-33.948206408,FOREST RD,BEXLEY RD,BEXLEY,Sydney
VEH ,146,24-Sep-68,151.207043662,-33.9229229702,GARDENERS RD,DALMENY AV,ROSEBERY,Sydney
VEH ,148,20-Nov-53,151.147324171,-33.7509605706,PACIFIC HWY,MONA VALE RD,PYMBLE,Sydney
VEH ,149,09-Feb-59,151.18809132,-33.9064642731,MITCHELL RD,HUNTLEY ST,ALEXANDRIA,Sydney
VEH ,150,27-Mar-62,151.205235637,-33.9042338868,ELIZABETH ST,BOURKE ST,WATERLOO,Sydney
VEH ,151,18-Jun-68,151.209385896,-33.826948469,MILLER ST,ERNEST ST,CAMMERAY,Sydney
VEH ,152,25-Feb-54,151.122571017,-33.978500744,PRINCES HWY,PARK RD,ALLAWAH,Sydney
VEH ,153,29-Mar-56,151.104925332,-33.9775644595,KING GEORGES RD,CONNELLS POINT RD,SOUTH HURSTVILLE,Sydney
VEH ,154,24-Mar-58,151.21370928,-33.8630500855,CAHILL EXP OFF RAMP,CONSERVATORIUM RD,SYDNEY,Sydney
VEH ,155,08-Nov-65,151.226269696,-33.8849949306,OXFORD ST,OATLEY RD,PADDINGTON,Sydney
VEH ,156,20-Jun-60,150.996395078,-33.818616746,GREAT WESTERN HWY,PITT ST,PARRAMATTA,Sydney
VEH ,157,26-May-54,151.086258151,-33.9139159416,BURWOOD RD,LAKEMBA ST,BELMORE,Sydney
VEH ,158,22-Sep-89,151.187111676,-33.9285666117,O'RIORDAN ST,KING ST,MASCOT,Sydney
VEH ,159,06-Jul-53,151.251209309,-33.8961618788,BRONTE RD,BIRRELL ST,WAVERLEY,Sydney
VEH ,160,24-Jun-53,151.253619046,-33.9003206996,BRONTE RD,CARRINGTON RD,WAVERLEY,Sydney
VEH ,161,13-Jul-53,151.249505064,-33.8937232541,BRONTE RD,EBLEY ST,BONDI JUNCTION,Sydney
VEH ,162,23-Apr-56,151.091089331,-33.9241480751,CANTERBURY RD,BURWOOD RD,BELMORE,Sydney
VEH ,163,20-Nov-52,151.179330599,-33.8054472299,PACIFIC HWY,MOWBRAY RD,CHATSWOOD,Sydney
VEH ,164,25-Jun-62,150.973143847,-33.8896011348,HUME HWY,WOODVILLE RD,LANSDOWNE,Sydney
VEH ,165,07-Jun-55,151.03973022,-33.8434294066,PARRAMATTA RD,STATION RD,AUBURN,Sydney
VEH ,166,19-May-59,151.041748939,-33.812345058,VICTORIA RD,PARK RD,RYDALMERE,Sydney
VEH ,167,18-Mar-53,151.244606642,-33.8772343998,NEW SOUTH HEAD RD,KIAORA RD,DOUBLE BAY,Sydney
VEH ,168,24-Jul-56,151.755768414,-32.9238210308,HUNTER ST,TUDOR ST,NEWCASTLE WEST,Hunter
VEH ,169,01-Jul-57,151.215437745,-33.9406495769,WENTWORTH AV,PAGE ST,PAGEWOOD,Sydney
VEH ,171,01-Dec-55,150.893096037,-34.4248270405,CROWN ST,KEIRA ST,WOLLONGONG,Southern
VEH ,172,02-Oct-58,151.762012228,-32.9263359406,HUNTER ST,HANNELL ST,NEWCASTLE WEST,Hunter
VEH ,173,30-Apr-54,151.108917387,-33.9277297777,BEXLEY RD,WILLIAM ST,EARLWOOD,Sydney
VEH ,174,23-Oct-67,151.103821249,-33.8767652257,BURWOOD RD,DEANE ST,BURWOOD,Sydney
VEH ,175,22-Dec-55,151.178049412,-33.7961207137,PACIFIC HWY,FULLERS RD,CHATSWOOD,Sydney
VEH ,176,05-Dec-52,151.164118635,-33.8939970386,PERCIVAL ST,DOUGLAS ST,STANMORE,Sydney
VEH ,177,08-Jul-53,151.124361404,-33.7967687191,WICKS RD,COXS RD,NORTH RYDE,Sydney
VEH ,178,15-Jan-62,151.199567616,-33.8921232036,REDFERN ST,GIBBONS ST,REDFERN,Sydney
VEH ,179,27-Jan-61,151.162815307,-33.8831750881,CATHERINE ST,STYLES ST,LEICHHARDT,Sydney
VEH ,180,31-Oct-61,151.267614291,-33.7829079235,CONDAMINE ST,KING ST,MANLY VALE,Sydney
VEH ,181,23-Jan-61,151.018033257,-33.9452399176,THE RIVER RD,DOYLE RD,REVESBY,Sydney
PED ,182,07-Mar-89,151.106567993,-33.8957889328,GEORGES RIVER RD,BEAUFORT ST (E-),CROYDON PARK,Sydney
VEH ,183,18-May-61,151.003457611,-33.8169566624,CHURCH ST,ARGYLE ST,PARRAMATTA,Sydney
VEH ,184,18-May-61,151.002928633,-33.8150498003,CHURCH ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,185,18-May-61,151.00385171,-33.8122424628,CHURCH ST,PHILLIP ST,PARRAMATTA,Sydney
VEH ,186,05-Apr-61,151.749556164,-32.9171208687,MAITLAND RD,BEAUMONT ST,ISLINGTON,Hunter
VEH ,187,06-Apr-65,151.215009317,-33.900888113,SOUTH DOWLING ST,LACHLAN ST,WATERLOO,Sydney
VEH ,188,14-Sep-60,151.221183644,-33.8793155303,VICTORIA ST,BURTON ST,DARLINGHURST,Sydney
VEH ,189,02-Jan-62,151.108576317,-33.8953005755,GEORGES RIVER RD,BRIGHTON AV,CROYDON PARK,Sydney
VEH ,190,26-Feb-62,151.005762311,-33.8035542935,PENNANT HILLS RD,CHURCH ST,NORTH PARRAMATTA,Sydney
VEH ,191,05-Dec-61,151.179431088,-33.9123503236,PRINCES HWY,CAMPBELL ST,ST PETERS,Sydney
VEH ,192,18-Jul-66,151.07051102,-33.8071656264,VICTORIA RD,MARSDEN RD,ERMINGTON,Sydney
VEH ,193,23-Jan-62,151.153006604,-33.75651394,PACIFIC HWY,ST JOHNS AV,GORDON,Sydney
VEH ,194,31-Jan-62,151.219482614,-33.830469407,MILITARY RD,BEN BOYD RD,NEUTRAL BAY,Sydney
VEH ,195,14-Mar-74,151.125822146,-33.7876125457,LANE COVE RD,EPPING RD,MACQUARIE PARK,Sydney
VEH ,196,28-Jun-89,151.1217533,-33.9270387648,WILLIAM ST,CAMERON AV,EARLWOOD,Sydney
VEH ,197,03-Sep-76,151.136306239,-33.9841759006,ROCKY POINT RD,RAMSGATE RD,RAMSGATE,Sydney
VEH ,198,14-Jun-74,151.581533577,-32.7466840536,NEW ENGLAND HWY,MELBOURNE ST,EAST MAITLAND,Hunter
VEH ,199,04-Jan-62,151.027024795,-33.9337805747,CANTERBURY RD,CHAPEL RD,BANKSTOWN,Sydney
VEH ,200,19-Feb-68,150.813812057,-33.6118682595,GEORGE ST,RICHMOND RD,WINDSOR,Sydney
VEH ,201,28-Nov-72,151.725664009,-32.9151384071,TURTON RD,GRIFFITHS RD,LAMBTON,Hunter
VEH ,202,23-Nov-61,151.12962974,-33.9735880587,PRINCES HWY,JUBILEE AV,CARLTON,Sydney
VEH ,203,10-Jul-61,150.920311992,-33.927047929,MACQUARIE ST,TERMINUS ST,LIVERPOOL,Sydney
VEH ,204,22-Mar-63,151.147148468,-33.9570499002,WEST BOTANY ST,BAY ST,ROCKDALE,Sydney
VEH ,205,18-Nov-64,151.22329141,-33.9100306641,ANZAC PDE,TODMAN AV,KENSINGTON,Sydney
VEH ,206,11-Apr-63,150.969500224,-33.8155705103,GREAT WESTERN HWY,STATION ST,WENTWORTHVILLE,Sydney
VEH ,207,29-May-63,151.099615354,-33.8974861778,BURWOOD RD,GEORGES RIVER RD,CROYDON PARK,Sydney
VEH ,208,17-Feb-72,151.758563949,-32.9387078514,GLEBE RD,UNION ST,THE JUNCTION,Hunter
VEH ,209,18-Mar-76,151.006729818,-33.8837092167,WALDRON RD,HECTOR ST,CHESTER HILL,Sydney
VEH ,210,17-Nov-64,150.887589972,-34.48537973,KING ST,COWPER ST,WARRAWONG,Southern
VEH ,211,07-Sep-06,151.217926237,-33.8702294821,SIR JOHN YOUNG CRES,PALMER ST,WOOLLOOMOOLOO,Sydney
VEH ,212,16-Feb-65,151.767277528,-32.9274245396,HUNTER ST,UNION ST,NEWCASTLE,Hunter
VEH ,213,04-Sep-62,151.726350324,-32.889694977,MAITLAND RD,MAUD ST,MAYFIELD,Hunter
VEH ,214,12-Feb-63,151.110005161,-33.9326661321,BEXLEY RD,HOMER ST,EARLWOOD,Sydney
VEH ,215,26-Nov-62,151.170683915,-33.8814259179,BOOTH ST,JOHNSTON ST,ANNANDALE,Sydney
VEH ,216,04-Sep-63,151.083113271,-33.773866229,EPPING RD,BLAXLAND RD,EPPING,Sydney
VEH ,217,02-Jul-69,151.109189093,-33.9834092786,KING GEORGES RD,TERRY ST,BLAKEHURST,Sydney
VEH ,218,21-Dec-62,150.899791786,-34.4258721456,CORRIMAL ST,CROWN ST,WOLLONGONG,Southern
VEH ,219,02-Oct-62,151.170917417,-33.8124485837,EPPING RD,LONGUEVILLE RD,LANE COVE,Sydney
VEH ,220,21-Apr-89,150.900537177,-34.4223815351,CORRIMAL ST,SMITH ST,WOLLONGONG,Southern
VEH ,221,09-Apr-63,151.042150454,-33.8450292838,PARRAMATTA RD,SILVERWATER RD,AUBURN,Sydney
VEH ,222,11-May-72,150.94547214,-33.8729354758,HAMILTON RD,SACKVILLE ST,FAIRFIELD,Sydney
VEH ,223,05-Jul-73,151.242146761,-33.8784155388,NEW SOUTH HEAD RD,MANNING RD,DOUBLE BAY,Sydney
VEH ,224,25-Oct-62,151.267898123,-33.8850674453,OLD SOUTH HEAD RD,O'SULLIVAN RD,BONDI,Sydney
VEH ,225,07-Nov-62,151.037267464,-33.8990563607,ROOKWOOD RD,BRUNKER RD,YAGOONA,Sydney
VEH ,226,01-Apr-63,151.130480477,-33.7912815461,EPPING RD,WICKS RD,NORTH RYDE,Sydney
VEH ,227,18-Jul-66,151.211051634,-33.8634325578,BRIDGE ST,YOUNG ST,SYDNEY,Sydney
VEH ,229,29-Jan-63,151.208601027,-33.8782876901,CASTLEREAGH ST,GOULBURN ST,SYDNEY,Sydney
VEH ,230,25-Oct-87,151.193849848,-33.8724057642,WEST ARTERIAL OFF RAMP,PYRMONT BRIDGE RD,PYRMONT,Sydney
VEH ,232,26-Feb-90,151.207725868,-33.8622639771,GEORGE ST,ESSEX ST,SYDNEY,Sydney
VEH ,233,17-Dec-96,151.208288875,-33.861316996,GEORGE ST,ALFRED ST,THE ROCKS,Sydney
VEH ,235,29-Jan-63,151.208119807,-33.873134218,PITT ST,PARK ST,SYDNEY,Sydney
VEH ,237,22-Feb-65,151.208225144,-33.8707689695,PITT ST,MARKET ST,SYDNEY,Sydney
VEH ,238,11-Mar-04,151.251686378,-33.8933754508,HOLLYWOOD AV,WESTFIELD ACCESS RD,BONDI JUNCTION,Sydney
