date,road_name,location,suburb,speed_limit,direction,time,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,motorcycle,bike,average_speed,85th_percentile_speed,maximum_speed,road_segment,seg_id,dtupdate,status_id,poly_area,gisid,street_id,seg_part,Latitude,Longitude
2017-03-28,90,2,6,50,0,15:00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,57.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,23:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-27,90,2,6,50,0,18:00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.0,56.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,11:00:00,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,50.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,07:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,51.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,20:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.0,53.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-27,90,2,6,50,0,19:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,50.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,14:00:00,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,36.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,18:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,37.0,39.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,15:00:00,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,41.0,56.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,16:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,35.0,45.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,22:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,49.0,50.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,12:00:00,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,59.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-26,90,2,6,50,0,12:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,42.0,52.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,06:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,08:00:00,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,58.0,60.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,06:00:00,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,47.0,50.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-26,90,2,6,50,0,19:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,38.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-27,90,2,6,50,0,15:00:00,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,57.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,14:00:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,45.0,52.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2016-04-29,92,115,4,50,2,07:00:00,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,26.0,31.0,36.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,2,14:00:00,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,30.0,32.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,2,16:00:00,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,28.0,33.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,2,18:00:00,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,31.0,40.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,2,22:00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,30.0,32.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,2,01:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,26.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,2,12:00:00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,23.0,29.0,33.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,2,13:00:00,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,32.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,2,22:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,31.0,31.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,07:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,21.0,28.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,08:00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,24.0,27.0,30.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,09:00:00,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,31.0,42.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,11:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,23.0,28.0,34.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,15:00:00,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,29.0,31.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,19:00:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,27.0,30.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,22:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,29.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-01-05,92,115,4,50,2,23:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,32.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,00:00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,29.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,04:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,23.0,24.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,11:00:00,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,31.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,12:00:00,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,28.0,33.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,14:00:00,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,30.0,36.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,15:00:00,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,29.0,33.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,16:00:00,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,30.0,37.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,21:00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,26.0,36.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-02-05,92,115,4,50,2,22:00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,25.0,31.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-26,92,115,4,50,1,11:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,23.0,24.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-26,92,115,4,50,1,15:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,21.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-26,92,115,4,50,1,16:00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,21.0,23.0,25.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-26,92,115,4,50,1,17:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,29.0,33.0,43.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-26,92,115,4,50,1,19:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,35.0,36.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-26,92,115,4,50,1,20:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0,32.0,35.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-27,92,115,4,50,1,03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,28.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-27,92,115,4,50,1,05:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,29.0,30.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-27,92,115,4,50,1,13:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,20.0,21.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-27,92,115,4,50,1,16:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,22.0,24.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-28,92,115,4,50,1,12:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,26.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-28,92,115,4,50,1,18:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,31.0,32.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-28,92,115,4,50,1,20:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,40.0,44.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-28,92,115,4,50,1,23:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,46.0,49.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,1,03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,1,13:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,26.0,28.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,1,14:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,32.0,45.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-29,92,115,4,50,1,15:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,21.0,22.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,1,02:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,1,11:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,22.0,23.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
2016-04-30,92,115,4,50,1,14:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,19.0,23071,23071,20210923,2,3236,486,119633,1,-37.79367134082352,144.9310808666905
