date,road_name,location,suburb,speed_limit,direction,time,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,motorcycle,bike,average_speed,85th_percentile_speed,maximum_speed,road_segment,seg_id,dtupdate,status_id,poly_area,gisid,street_id,seg_part,Latitude,Longitude
2014-10-11,110,105,4,50,3,16:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,40.4,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-10-11,110,105,4,50,3,17:00:00,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,40.7,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-10-11,110,105,4,50,3,18:00:00,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,42.9,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,02:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,33.7,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,05:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,06:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,33.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,11:00:00,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,34.9,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,14:00:00,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,37.2,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,17:00:00,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,40.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,19:00:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,37.6,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-11,110,105,4,50,3,23:00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,34.6,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-12-11,110,105,4,50,3,00:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,39.6,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-12-11,110,105,4,50,3,10:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,39.5,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-12-11,110,105,4,50,3,14:00:00,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,36.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-12-11,110,105,4,50,3,15:00:00,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,39.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-12-11,110,105,4,50,3,22:00:00,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,35.7,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-13,110,105,4,50,3,01:00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,37.5,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-13,110,105,4,50,3,11:00:00,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,37.1,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-13,110,105,4,50,3,13:00:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,34.2,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-13,110,105,4,50,3,17:00:00,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,39.3,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-13,110,105,4,50,3,22:00:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,36.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2014-11-13,110,105,4,50,3,23:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,38.0,47.0,21727,21727,20210923,2,5235,2301,1186,1,-37.79623810547354,144.9293830484873
2017-03-27,90,2,6,50,0,17:00:00,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,39.0,42.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,19:00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,55.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-25,90,2,6,50,0,02:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,22:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-26,90,2,6,50,0,07:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,45.0,49.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-27,90,2,6,50,0,11:00:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,50.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,08:00:00,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,48.0,58.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-28,90,2,6,50,0,18:00:00,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,49.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
2017-03-27,90,2,6,50,0,07:00:00,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,42.0,62.0,21071,21071,20210923,2,4044,2897,1002,1,-37.801978709431964,144.94697402001626
