node_id,longitude,latitude,geometry
29902466,145.1358671,-38.1465414,POINT (145.1358671 -38.1465414)
30151325,145.1257377,-38.1392387,POINT (145.1257377 -38.1392387)
30151328,145.1258422,-38.1395167,POINT (145.1258422 -38.1395167)
30204294,145.1196541,-38.1458722,POINT (145.1196541 -38.1458722)
30204298,145.1153465,-38.1494371,POINT (145.1153465 -38.1494371)
30204315,145.1080267,-38.1545298,POINT (145.1080267 -38.1545298)
30204320,145.1019813,-38.1642531,POINT (145.1019813 -38.1642531)
30204345,145.0912844,-38.1950967,POINT (145.0912844 -38.1950967)
30204349,145.051076,-38.2248438,POINT (145.051076 -38.2248438)
30204351,145.0449643,-38.229573,POINT (145.0449643 -38.229573)
30204352,145.0404836,-38.2329813,POINT (145.0404836 -38.2329813)
30204353,145.0374619,-38.2352994,POINT (145.0374619 -38.2352994)
30204354,145.0365001,-38.2361414,POINT (145.0365001 -38.2361414)
30204485,145.2177239,-38.2239157,POINT (145.2177239 -38.2239157)
30204487,145.2150924,-38.2375729,POINT (145.2150924 -38.2375729)
31319331,145.135687,-38.1465536,POINT (145.135687 -38.1465536)
31319332,145.1361832,-38.1454008,POINT (145.1361832 -38.1454008)
31319383,145.1354567,-38.1320018,POINT (145.1354567 -38.1320018)
31606955,145.1703468,-38.1563613,POINT (145.1703468 -38.1563613)
31606957,145.1566712,-38.1526921,POINT (145.1566712 -38.1526921)
31606958,145.1529316,-38.1516307,POINT (145.1529316 -38.1516307)
31606961,145.1459454,-38.148549,POINT (145.1459454 -38.148549)
31606966,145.1358212,-38.1467007,POINT (145.1358212 -38.1467007)
31606967,145.135617,-38.1467088,POINT (145.135617 -38.1467088)
31606968,145.1331646,-38.1464357,POINT (145.1331646 -38.1464357)
31606974,145.125715,-38.1461058,POINT (145.125715 -38.1461058)
31607200,145.1338402,-38.1535816,POINT (145.1338402 -38.1535816)
31607201,145.1349833,-38.157551,POINT (145.1349833 -38.157551)
31615849,145.1865096,-38.3093501,POINT (145.1865096 -38.3093501)
31615850,145.1962845,-38.3093404,POINT (145.1962845 -38.3093404)
31657276,145.0353926,-38.2607834,POINT (145.0353926 -38.2607834)
31657390,145.0372942,-38.2647916,POINT (145.0372942 -38.2647916)
31657394,145.0347143,-38.2707814,POINT (145.0347143 -38.2707814)
31657397,145.0333455,-38.2732253,POINT (145.0333455 -38.2732253)
31657406,145.0309283,-38.2857676,POINT (145.0309283 -38.2857676)
31657414,145.0322965,-38.2980575,POINT (145.0322965 -38.2980575)
31657415,145.0327482,-38.2988027,POINT (145.0327482 -38.2988027)
31657428,145.0224237,-38.3071188,POINT (145.0224237 -38.3071188)
31657467,145.0256243,-38.3044968,POINT (145.0256243 -38.3044968)
31657574,145.1386899,-38.170367,POINT (145.1386899 -38.170367)
31657577,145.1394892,-38.1737301,POINT (145.1394892 -38.1737301)
31657580,145.1389346,-38.1761736,POINT (145.1389346 -38.1761736)
31657586,145.1401655,-38.1823828,POINT (145.1401655 -38.1823828)
31657607,145.1109784,-38.2105234,POINT (145.1109784 -38.2105234)
31657801,145.0504389,-38.2866503,POINT (145.0504389 -38.2866503)
31657828,144.9945232,-38.3270342,POINT (144.9945232 -38.3270342)
31657832,144.9822145,-38.3333498,POINT (144.9822145 -38.3333498)
31657901,144.9910239,-38.330068,POINT (144.9910239 -38.330068)
31658139,144.9327598,-38.3524043,POINT (144.9327598 -38.3524043)
31658476,144.8892617,-38.3697826,POINT (144.8892617 -38.3697826)
31658478,144.8892907,-38.3675753,POINT (144.8892907 -38.3675753)
31658480,144.8892836,-38.3673439,POINT (144.8892836 -38.3673439)
31658482,144.8893999,-38.3664242,POINT (144.8893999 -38.3664242)
31658483,144.8896341,-38.3613123,POINT (144.8896341 -38.3613123)
31658484,144.8897169,-38.3598733,POINT (144.8897169 -38.3598733)
31658622,144.8897277,-38.3623251,POINT (144.8897277 -38.3623251)
31658624,144.8895475,-38.3664768,POINT (144.8895475 -38.3664768)
31658632,144.889362,-38.3717213,POINT (144.889362 -38.3717213)
31658640,144.8889803,-38.3811948,POINT (144.8889803 -38.3811948)
31658642,144.8889224,-38.3793426,POINT (144.8889224 -38.3793426)
31658643,144.8889596,-38.3785406,POINT (144.8889596 -38.3785406)
31658662,144.888125,-38.3974023,POINT (144.888125 -38.3974023)
31658664,144.8882636,-38.3980129,POINT (144.8882636 -38.3980129)
31658668,144.8880494,-38.3988862,POINT (144.8880494 -38.3988862)
31658696,144.8874748,-38.4127988,POINT (144.8874748 -38.4127988)
31658714,144.8966107,-38.4478481,POINT (144.8966107 -38.4478481)
31658724,144.9018217,-38.457891,POINT (144.9018217 -38.457891)
31658780,144.9418624,-38.4780783,POINT (144.9418624 -38.4780783)
31658854,145.0029364,-38.4729758,POINT (145.0029364 -38.4729758)
31658857,145.0037318,-38.472381,POINT (145.0037318 -38.472381)
31658881,145.005321,-38.4725804,POINT (145.005321 -38.4725804)
31658885,145.0034418,-38.4728693,POINT (145.0034418 -38.4728693)
31658902,144.8885554,-38.3674394,POINT (144.8885554 -38.3674394)
31658903,144.8775708,-38.3671688,POINT (144.8775708 -38.3671688)
31658904,144.8760885,-38.3671228,POINT (144.8760885 -38.3671228)
31658907,144.8720807,-38.3668371,POINT (144.8720807 -38.3668371)
31658908,144.8719242,-38.3664718,POINT (144.8719242 -38.3664718)
31658910,144.8718815,-38.3651043,POINT (144.8718815 -38.3651043)
31658911,144.871749,-38.3647538,POINT (144.871749 -38.3647538)
31658917,144.8713431,-38.3648533,POINT (144.8713431 -38.3648533)
31670813,144.9092357,-38.3545909,POINT (144.9092357 -38.3545909)
31670817,144.9063884,-38.3551765,POINT (144.9063884 -38.3551765)
31670821,144.8988809,-38.3574442,POINT (144.8988809 -38.3574442)
31670822,144.8898293,-38.3599604,POINT (144.8898293 -38.3599604)
31670823,144.8896844,-38.3600075,POINT (144.8896844 -38.3600075)
31670884,144.8885071,-38.3602101,POINT (144.8885071 -38.3602101)
31670982,144.8987392,-38.357144,POINT (144.8987392 -38.357144)
31671004,144.9091112,-38.3542701,POINT (144.9091112 -38.3542701)
31671005,144.9112008,-38.3536869,POINT (144.9112008 -38.3536869)
31671012,144.9241876,-38.3503697,POINT (144.9241876 -38.3503697)
31671061,144.9586651,-38.3356481,POINT (144.9586651 -38.3356481)
31671062,144.9613315,-38.3344341,POINT (144.9613315 -38.3344341)
31671064,144.9698918,-38.3302742,POINT (144.9698918 -38.3302742)
31671076,144.9773094,-38.328454,POINT (144.9773094 -38.328454)
31671077,144.9826968,-38.3290898,POINT (144.9826968 -38.3290898)
31671078,144.9853363,-38.3294049,POINT (144.9853363 -38.3294049)
31671079,144.9866166,-38.3295542,POINT (144.9866166 -38.3295542)
31671088,144.9935267,-38.3303679,POINT (144.9935267 -38.3303679)
31671092,144.9918964,-38.3288843,POINT (144.9918964 -38.3288843)
31671103,144.9914585,-38.330118,POINT (144.9914585 -38.330118)
31671153,144.9908232,-38.3302032,POINT (144.9908232 -38.3302032)
31671154,144.9853308,-38.3295476,POINT (144.9853308 -38.3295476)
31671186,144.9876848,-38.3298276,POINT (144.9876848 -38.3298276)
31671218,144.9876537,-38.3296723,POINT (144.9876537 -38.3296723)
31671220,144.988795,-38.3291609,POINT (144.988795 -38.3291609)
31671223,144.9960113,-38.3260402,POINT (144.9960113 -38.3260402)
31671238,144.9903768,-38.3301508,POINT (144.9903768 -38.3301508)
31671265,144.9894701,-38.3300389,POINT (144.9894701 -38.3300389)
31671364,144.9816757,-38.3333428,POINT (144.9816757 -38.3333428)
31671370,144.9849879,-38.3298759,POINT (144.9849879 -38.3298759)
31671371,144.9851739,-38.3295281,POINT (144.9851739 -38.3295281)
31671405,144.9847296,-38.329482,POINT (144.9847296 -38.329482)
31671641,144.9085012,-38.3691783,POINT (144.9085012 -38.3691783)
31671643,144.908851,-38.3691216,POINT (144.908851 -38.3691216)
31671646,144.9097527,-38.3689312,POINT (144.9097527 -38.3689312)
31671739,144.9661349,-38.339349,POINT (144.9661349 -38.339349)
31671743,144.9600885,-38.3411512,POINT (144.9600885 -38.3411512)
31671765,144.9598362,-38.3428697,POINT (144.9598362 -38.3428697)
31671766,144.9609816,-38.3430046,POINT (144.9609816 -38.3430046)
31671767,144.9613303,-38.334846,POINT (144.9613303 -38.334846)
31671774,144.9599875,-38.3420508,POINT (144.9599875 -38.3420508)
31671967,145.0381719,-38.2964138,POINT (145.0381719 -38.2964138)
31671979,145.0477097,-38.2877617,POINT (145.0477097 -38.2877617)
31672043,145.0499832,-38.2862559,POINT (145.0499832 -38.2862559)
31672063,145.0330099,-38.298747,POINT (145.0330099 -38.298747)
109541406,145.0365205,-38.2983458,POINT (145.0365205 -38.2983458)
109541934,145.031859,-38.3038275,POINT (145.031859 -38.3038275)
109542675,145.0325734,-38.2984663,POINT (145.0325734 -38.2984663)
109543718,145.0314668,-38.3047007,POINT (145.0314668 -38.3047007)
109543721,145.0311241,-38.3056892,POINT (145.0311241 -38.3056892)
109545732,145.0244639,-38.3126396,POINT (145.0244639 -38.3126396)
109546325,145.0287258,-38.3101457,POINT (145.0287258 -38.3101457)
109546721,145.0304558,-38.3095778,POINT (145.0304558 -38.3095778)
109546722,145.0284883,-38.3106123,POINT (145.0284883 -38.3106123)
109546799,145.0295594,-38.3097121,POINT (145.0295594 -38.3097121)
109547134,145.0300025,-38.3087952,POINT (145.0300025 -38.3087952)
109551212,145.06887,-38.2821963,POINT (145.06887 -38.2821963)
109564625,145.136787,-38.1347315,POINT (145.136787 -38.1347315)
109567623,145.1387067,-38.1465375,POINT (145.1387067 -38.1465375)
109567627,145.1453171,-38.148239,POINT (145.1453171 -38.148239)
109567628,145.1460041,-38.1484061,POINT (145.1460041 -38.1484061)
109570695,145.1247225,-38.1473667,POINT (145.1247225 -38.1473667)
109570696,145.1245973,-38.1473233,POINT (145.1245973 -38.1473233)
109570697,145.1246713,-38.1472205,POINT (145.1246713 -38.1472205)
109570707,145.1250964,-38.1461244,POINT (145.1250964 -38.1461244)
109571509,145.170947,-38.1562532,POINT (145.170947 -38.1562532)
109574091,145.205019,-38.1446122,POINT (145.205019 -38.1446122)
110722366,144.9846015,-38.3316406,POINT (144.9846015 -38.3316406)
110723477,144.9853153,-38.3297247,POINT (144.9853153 -38.3297247)
110725199,144.9740374,-38.3283687,POINT (144.9740374 -38.3283687)
110727288,144.9751348,-38.3277783,POINT (144.9751348 -38.3277783)
110727515,144.9754694,-38.3282244,POINT (144.9754694 -38.3282244)
110727572,144.9754666,-38.3283265,POINT (144.9754666 -38.3283265)
110727897,144.9751179,-38.3276147,POINT (144.9751179 -38.3276147)
110735284,144.9943051,-38.3041801,POINT (144.9943051 -38.3041801)
110735288,144.9933299,-38.3036493,POINT (144.9933299 -38.3036493)
110735297,144.9912876,-38.3003096,POINT (144.9912876 -38.3003096)
110748034,144.9883138,-38.2994116,POINT (144.9883138 -38.2994116)
110748051,144.9836677,-38.2964471,POINT (144.9836677 -38.2964471)
110748085,144.9899651,-38.2883538,POINT (144.9899651 -38.2883538)
110748091,144.9913974,-38.2873524,POINT (144.9913974 -38.2873524)
110748179,145.0120515,-38.2680884,POINT (145.0120515 -38.2680884)
110748184,145.0134282,-38.2666319,POINT (145.0134282 -38.2666319)
110748199,145.0187789,-38.2615717,POINT (145.0187789 -38.2615717)
110748208,145.0243263,-38.2569971,POINT (145.0243263 -38.2569971)
110748217,145.0261035,-38.2540399,POINT (145.0261035 -38.2540399)
110748235,145.0297287,-38.2453214,POINT (145.0297287 -38.2453214)
110748238,145.0298977,-38.24323,POINT (145.0298977 -38.24323)
110748265,145.0262936,-38.2299861,POINT (145.0262936 -38.2299861)
110748267,145.0262525,-38.2295582,POINT (145.0262525 -38.2295582)
110748275,145.0274662,-38.2273804,POINT (145.0274662 -38.2273804)
110748283,145.0297921,-38.226207,POINT (145.0297921 -38.226207)
110748286,145.0313503,-38.2247285,POINT (145.0313503 -38.2247285)
110748298,145.0322868,-38.2204505,POINT (145.0322868 -38.2204505)
110748305,145.0334609,-38.2181414,POINT (145.0334609 -38.2181414)
110750403,145.0405722,-38.2147337,POINT (145.0405722 -38.2147337)
110750429,145.0499186,-38.2122079,POINT (145.0499186 -38.2122079)
110750430,145.0502871,-38.2120613,POINT (145.0502871 -38.2120613)
110750436,145.0510119,-38.2121564,POINT (145.0510119 -38.2121564)
110752194,145.052427,-38.2204477,POINT (145.052427 -38.2204477)
110752196,145.0527926,-38.2225634,POINT (145.0527926 -38.2225634)
110752200,145.0532806,-38.2228414,POINT (145.0532806 -38.2228414)
110752435,145.0530255,-38.2230387,POINT (145.0530255 -38.2230387)
110752438,145.0528106,-38.2228431,POINT (145.0528106 -38.2228431)
110755070,145.0448808,-38.2296466,POINT (145.0448808 -38.2296466)
110756471,145.0397137,-38.220901,POINT (145.0397137 -38.220901)
110756479,145.0444905,-38.2289789,POINT (145.0444905 -38.2289789)
110757671,145.0333344,-38.2148596,POINT (145.0333344 -38.2148596)
110757681,145.0332066,-38.2130257,POINT (145.0332066 -38.2130257)
110760670,145.0385625,-38.2344519,POINT (145.0385625 -38.2344519)
110763628,145.0365872,-38.2506265,POINT (145.0365872 -38.2506265)
110765848,145.0447489,-38.2294522,POINT (145.0447489 -38.2294522)
110765849,145.0448352,-38.2293845,POINT (145.0448352 -38.2293845)
110765882,145.0360947,-38.2397081,POINT (145.0360947 -38.2397081)
110765894,145.0363471,-38.2360035,POINT (145.0363471 -38.2360035)
110766820,145.0452442,-38.2301467,POINT (145.0452442 -38.2301467)
110766863,145.0452,-38.2299618,POINT (145.0452 -38.2299618)
110769338,145.0519849,-38.2348689,POINT (145.0519849 -38.2348689)
110771668,145.0829961,-38.2439861,POINT (145.0829961 -38.2439861)
110772293,145.0841344,-38.2444665,POINT (145.0841344 -38.2444665)
110772298,145.0836977,-38.2443943,POINT (145.0836977 -38.2443943)
110772302,145.0837602,-38.2440683,POINT (145.0837602 -38.2440683)
110772310,145.0841993,-38.2440955,POINT (145.0841993 -38.2440955)
110774978,145.0856507,-38.2444413,POINT (145.0856507 -38.2444413)
110778011,145.14507,-38.2584872,POINT (145.14507 -38.2584872)
110779034,145.1458045,-38.2586824,POINT (145.1458045 -38.2586824)
110779036,145.1455487,-38.2586553,POINT (145.1455487 -38.2586553)
110779038,145.145577,-38.2585239,POINT (145.145577 -38.2585239)
110779040,145.1458086,-38.2585338,POINT (145.1458086 -38.2585338)
110779262,145.1456731,-38.2580973,POINT (145.1456731 -38.2580973)
110779413,145.1455914,-38.2590562,POINT (145.1455914 -38.2590562)
110779803,145.1463344,-38.2586835,POINT (145.1463344 -38.2586835)
110782667,145.1663931,-38.2612467,POINT (145.1663931 -38.2612467)
110784491,145.1898352,-38.2612979,POINT (145.1898352 -38.2612979)
110784494,145.1896776,-38.261296,POINT (145.1896776 -38.261296)
110787850,145.1900843,-38.2542064,POINT (145.1900843 -38.2542064)
110788225,145.1897696,-38.2627456,POINT (145.1897696 -38.2627456)
110792097,145.1832993,-38.2320218,POINT (145.1832993 -38.2320218)
110793371,145.1826309,-38.2313539,POINT (145.1826309 -38.2313539)
110793375,145.1787875,-38.2272303,POINT (145.1787875 -38.2272303)
110793828,145.1752657,-38.2235764,POINT (145.1752657 -38.2235764)
110793829,145.1754787,-38.2235309,POINT (145.1754787 -38.2235309)
110793834,145.1758673,-38.2237801,POINT (145.1758673 -38.2237801)
110793842,145.175882,-38.2239208,POINT (145.175882 -38.2239208)
110793845,145.1756863,-38.2239907,POINT (145.1756863 -38.2239907)
110793847,145.1755902,-38.2238846,POINT (145.1755902 -38.2238846)
110793851,145.1753442,-38.2237045,POINT (145.1753442 -38.2237045)
110801506,145.1748372,-38.2227047,POINT (145.1748372 -38.2227047)
110801549,145.1752676,-38.2235676,POINT (145.1752676 -38.2235676)
110804926,145.162872,-38.2056555,POINT (145.162872 -38.2056555)
110804930,145.1588175,-38.204874,POINT (145.1588175 -38.204874)
110806858,145.1401665,-38.1826244,POINT (145.1401665 -38.1826244)
110806905,145.1405715,-38.1828258,POINT (145.1405715 -38.1828258)
110807466,145.1401589,-38.1823748,POINT (145.1401589 -38.1823748)
110807678,145.140988,-38.1832001,POINT (145.140988 -38.1832001)
110808727,145.1397846,-38.1824556,POINT (145.1397846 -38.1824556)
110815873,145.147508,-38.1943087,POINT (145.147508 -38.1943087)
110822580,145.1885307,-38.2853681,POINT (145.1885307 -38.2853681)
110830804,145.183502,-38.3160183,POINT (145.183502 -38.3160183)
110830812,145.182806,-38.3293693,POINT (145.182806 -38.3293693)
110830823,145.15611,-38.3531305,POINT (145.15611 -38.3531305)
110830826,145.1549456,-38.3537403,POINT (145.1549456 -38.3537403)
110830841,145.1202164,-38.3738822,POINT (145.1202164 -38.3738822)
110830842,145.1151106,-38.3738945,POINT (145.1151106 -38.3738945)
110830850,145.1120124,-38.3755439,POINT (145.1120124 -38.3755439)
110830913,145.0414641,-38.4300235,POINT (145.0414641 -38.4300235)
110832888,145.0187782,-38.4754177,POINT (145.0187782 -38.4754177)
110832895,145.0185585,-38.4779047,POINT (145.0185585 -38.4779047)
110832897,145.0183581,-38.4782579,POINT (145.0183581 -38.4782579)
110833464,145.0237215,-38.4776089,POINT (145.0237215 -38.4776089)
110835076,145.0105365,-38.4743842,POINT (145.0105365 -38.4743842)
110835079,145.013244,-38.4747229,POINT (145.013244 -38.4747229)
110835706,145.0249869,-38.4735645,POINT (145.0249869 -38.4735645)
110835709,145.0256233,-38.4725978,POINT (145.0256233 -38.4725978)
110835791,145.0198674,-38.4694773,POINT (145.0198674 -38.4694773)
110836063,145.0231115,-38.4746939,POINT (145.0231115 -38.4746939)
110837627,145.01076,-38.4731383,POINT (145.01076 -38.4731383)
110837756,145.025261,-38.4817788,POINT (145.025261 -38.4817788)
110837788,145.0107286,-38.4784416,POINT (145.0107286 -38.4784416)
110839144,145.0036942,-38.4724556,POINT (145.0036942 -38.4724556)
110839147,145.0024628,-38.4719286,POINT (145.0024628 -38.4719286)
110840093,145.0038336,-38.4724089,POINT (145.0038336 -38.4724089)
110840242,145.003796,-38.4724768,POINT (145.003796 -38.4724768)
110844522,144.9885153,-38.4543206,POINT (144.9885153 -38.4543206)
110844555,144.9772457,-38.4434579,POINT (144.9772457 -38.4434579)
110844569,144.9725426,-38.4312905,POINT (144.9725426 -38.4312905)
110844598,144.994695,-38.4013708,POINT (144.994695 -38.4013708)
110847698,144.9950461,-38.3655715,POINT (144.9950461 -38.3655715)
110848303,145.0057501,-38.3684098,POINT (145.0057501 -38.3684098)
110848304,145.005527,-38.3688876,POINT (145.005527 -38.3688876)
110848308,145.0051398,-38.3693616,POINT (145.0051398 -38.3693616)
110848312,145.0053553,-38.3688809,POINT (145.0053553 -38.3688809)
110848328,145.0042584,-38.3690292,POINT (145.0042584 -38.3690292)
110848783,145.0061665,-38.3696465,POINT (145.0061665 -38.3696465)
110851004,145.0262733,-38.3798679,POINT (145.0262733 -38.3798679)
110851076,145.0262808,-38.3792771,POINT (145.0262808 -38.3792771)
110856481,145.0118956,-38.3621848,POINT (145.0118956 -38.3621848)
110856507,145.0165562,-38.3547411,POINT (145.0165562 -38.3547411)
110856543,145.0087176,-38.3325428,POINT (145.0087176 -38.3325428)
110857590,145.0071093,-38.3317263,POINT (145.0071093 -38.3317263)
110858808,145.0084139,-38.331354,POINT (145.0084139 -38.331354)
110859447,145.0094945,-38.3307716,POINT (145.0094945 -38.3307716)
110863824,145.0017767,-38.3313258,POINT (145.0017767 -38.3313258)
110865372,144.9599929,-38.3417135,POINT (144.9599929 -38.3417135)
110868238,144.964497,-38.3401959,POINT (144.964497 -38.3401959)
110869349,144.9466362,-38.3450273,POINT (144.9466362 -38.3450273)
110875721,144.9085654,-38.3680128,POINT (144.9085654 -38.3680128)
110875724,144.9086046,-38.3677966,POINT (144.9086046 -38.3677966)
110875728,144.9088409,-38.3678154,POINT (144.9088409 -38.3678154)
110875734,144.9088275,-38.3685243,POINT (144.9088275 -38.3685243)
110880140,144.9236835,-38.350554,POINT (144.9236835 -38.350554)
110883035,144.9087819,-38.3666411,POINT (144.9087819 -38.3666411)
110886447,144.9046899,-38.3678392,POINT (144.9046899 -38.3678392)
110886809,144.8895943,-38.3675834,POINT (144.8895943 -38.3675834)
110887055,144.8895998,-38.3673338,POINT (144.8895998 -38.3673338)
110888571,144.8718084,-38.3647391,POINT (144.8718084 -38.3647391)
110888705,144.8719761,-38.3654641,POINT (144.8719761 -38.3654641)
110888879,144.872097,-38.3646684,POINT (144.872097 -38.3646684)
110888967,144.872021,-38.3652725,POINT (144.872021 -38.3652725)
110889844,144.8718919,-38.3671565,POINT (144.8718919 -38.3671565)
110889846,144.8718222,-38.3685951,POINT (144.8718222 -38.3685951)
110890030,144.8740035,-38.3761876,POINT (144.8740035 -38.3761876)
110890035,144.8742337,-38.3769109,POINT (144.8742337 -38.3769109)
110890037,144.8743259,-38.3772644,POINT (144.8743259 -38.3772644)
110890039,144.874693,-38.377256,POINT (144.874693 -38.377256)
110890152,144.8744056,-38.3780217,POINT (144.8744056 -38.3780217)
110890492,144.8735575,-38.376878,POINT (144.8735575 -38.376878)
110892439,144.8676544,-38.3699208,POINT (144.8676544 -38.3699208)
110892451,144.8610123,-38.3715588,POINT (144.8610123 -38.3715588)
110895756,144.8882458,-38.4916663,POINT (144.8882458 -38.4916663)
110902486,144.961845,-38.3415068,POINT (144.961845 -38.3415068)
110902987,144.9624905,-38.341287,POINT (144.9624905 -38.341287)
110903963,144.975295,-38.3362164,POINT (144.975295 -38.3362164)
110904240,144.9602393,-38.3411125,POINT (144.9602393 -38.3411125)
110904928,144.9591393,-38.341999,POINT (144.9591393 -38.341999)
110904929,144.9596363,-38.3419842,POINT (144.9596363 -38.3419842)
110904931,144.9599711,-38.3419653,POINT (144.9599711 -38.3419653)
110905685,144.9612447,-38.3417411,POINT (144.9612447 -38.3417411)
110905689,144.9615321,-38.3419152,POINT (144.9615321 -38.3419152)
110905692,144.9607762,-38.3418955,POINT (144.9607762 -38.3418955)
110906836,144.9601284,-38.3416783,POINT (144.9601284 -38.3416783)
110906994,144.9604121,-38.3418586,POINT (144.9604121 -38.3418586)
110910377,145.0061393,-38.3465735,POINT (145.0061393 -38.3465735)
110910378,145.005547,-38.3467577,POINT (145.005547 -38.3467577)
110910583,145.0063304,-38.3471979,POINT (145.0063304 -38.3471979)
110910855,145.0061095,-38.3464799,POINT (145.0061095 -38.3464799)
110911964,144.9546186,-38.3424498,POINT (144.9546186 -38.3424498)
110911970,144.9527909,-38.3435447,POINT (144.9527909 -38.3435447)
110911972,144.9526456,-38.3438731,POINT (144.9526456 -38.3438731)
110923595,144.9436793,-38.3429133,POINT (144.9436793 -38.3429133)
110923597,144.9450483,-38.342199,POINT (144.9450483 -38.342199)
110923603,144.9491273,-38.3408505,POINT (144.9491273 -38.3408505)
110923616,144.9541802,-38.3375972,POINT (144.9541802 -38.3375972)
110925133,144.94255,-38.3488074,POINT (144.94255 -38.3488074)
110925498,144.9290256,-38.3553104,POINT (144.9290256 -38.3553104)
110926115,144.9255207,-38.3575614,POINT (144.9255207 -38.3575614)
110926121,144.927122,-38.3563911,POINT (144.927122 -38.3563911)
110926268,144.9284365,-38.3557125,POINT (144.9284365 -38.3557125)
110928707,144.9244964,-38.3546247,POINT (144.9244964 -38.3546247)
110928998,144.9233896,-38.3537674,POINT (144.9233896 -38.3537674)
110929982,144.9249944,-38.3545397,POINT (144.9249944 -38.3545397)
110929994,144.9307367,-38.3534221,POINT (144.9307367 -38.3534221)
110930325,144.9277667,-38.3569151,POINT (144.9277667 -38.3569151)
110930527,144.9292935,-38.3583975,POINT (144.9292935 -38.3583975)
110931790,144.9142875,-38.367881,POINT (144.9142875 -38.367881)
110931792,144.9139993,-38.3682524,POINT (144.9139993 -38.3682524)
110931798,144.9115437,-38.3733401,POINT (144.9115437 -38.3733401)
110931846,144.9085878,-38.3711089,POINT (144.9085878 -38.3711089)
110933831,144.9221213,-38.3965269,POINT (144.9221213 -38.3965269)
110933848,144.9194204,-38.3884178,POINT (144.9194204 -38.3884178)
110933863,144.9102762,-38.379169,POINT (144.9102762 -38.379169)
110933865,144.9088596,-38.3784723,POINT (144.9088596 -38.3784723)
110959348,144.8630243,-38.3669198,POINT (144.8630243 -38.3669198)
110960492,144.8617231,-38.4023949,POINT (144.8617231 -38.4023949)
110960503,144.8679569,-38.4122887,POINT (144.8679569 -38.4122887)
110960517,144.8611387,-38.4191394,POINT (144.8611387 -38.4191394)
113186975,145.1263878,-38.145786,POINT (145.1263878 -38.145786)
113187955,145.1263162,-38.1456561,POINT (145.1263162 -38.1456561)
113187969,145.1275543,-38.1415665,POINT (145.1275543 -38.1415665)
113196346,145.1233711,-38.138747,POINT (145.1233711 -38.138747)
113205093,145.1271444,-38.1411369,POINT (145.1271444 -38.1411369)
113205095,145.1271961,-38.1414316,POINT (145.1271961 -38.1414316)
113205098,145.1276841,-38.141596,POINT (145.1276841 -38.141596)
113205101,145.12766,-38.1416668,POINT (145.12766 -38.1416668)
113205102,145.1275257,-38.141634,POINT (145.1275257 -38.141634)
113205930,145.1276086,-38.1413998,POINT (145.1276086 -38.1413998)
113271087,145.1351693,-38.1436732,POINT (145.1351693 -38.1436732)
113271094,145.1438039,-38.1473312,POINT (145.1438039 -38.1473312)
113271498,145.1440444,-38.1473807,POINT (145.1440444 -38.1473807)
113271501,145.144161,-38.1474037,POINT (145.144161 -38.1474037)
113272047,145.1451207,-38.1482079,POINT (145.1451207 -38.1482079)
113272049,145.1450318,-38.1480159,POINT (145.1450318 -38.1480159)
113272057,145.1441236,-38.1474929,POINT (145.1441236 -38.1474929)
113272058,145.1440112,-38.1474538,POINT (145.1440112 -38.1474538)
113272722,145.1447989,-38.1481576,POINT (145.1447989 -38.1481576)
113273536,145.1367473,-38.1441186,POINT (145.1367473 -38.1441186)
113275834,145.1362612,-38.1441968,POINT (145.1362612 -38.1441968)
113275836,145.1361069,-38.1439283,POINT (145.1361069 -38.1439283)
113301881,145.1053398,-38.1574767,POINT (145.1053398 -38.1574767)
113305057,145.1058125,-38.1561459,POINT (145.1058125 -38.1561459)
113305090,145.1173076,-38.1473335,POINT (145.1173076 -38.1473335)
113305099,145.1206358,-38.1441025,POINT (145.1206358 -38.1441025)
113305107,145.1231762,-38.1386961,POINT (145.1231762 -38.1386961)
113305109,145.1232012,-38.1386142,POINT (145.1232012 -38.1386142)
113305113,145.1240084,-38.135749,POINT (145.1240084 -38.135749)
113306101,145.1278496,-38.1416427,POINT (145.1278496 -38.1416427)
113306121,145.1279392,-38.1417383,POINT (145.1279392 -38.1417383)
113306237,145.1276094,-38.1417992,POINT (145.1276094 -38.1417992)
113362644,145.1263358,-38.1452865,POINT (145.1263358 -38.1452865)
113375553,145.1248895,-38.146123,POINT (145.1248895 -38.146123)
113375629,145.1231827,-38.1453734,POINT (145.1231827 -38.1453734)
113375630,145.1230182,-38.1452801,POINT (145.1230182 -38.1452801)
113375632,145.1231182,-38.1451619,POINT (145.1231182 -38.1451619)
113375634,145.123141,-38.1451567,POINT (145.123141 -38.1451567)
113375636,145.1233528,-38.1452703,POINT (145.1233528 -38.1452703)
113375637,145.1233555,-38.1452822,POINT (145.1233555 -38.1452822)
113380581,145.1220397,-38.1447997,POINT (145.1220397 -38.1447997)
113450770,145.1218192,-38.1447632,POINT (145.1218192 -38.1447632)
113451164,145.1218783,-38.1446834,POINT (145.1218783 -38.1446834)
113451174,145.1217413,-38.1446276,POINT (145.1217413 -38.1446276)
113452236,145.1207431,-38.144316,POINT (145.1207431 -38.144316)
113452238,145.1205828,-38.1442506,POINT (145.1205828 -38.1442506)
113452244,145.1207873,-38.1441937,POINT (145.1207873 -38.1441937)
113454392,145.1201331,-38.1426479,POINT (145.1201331 -38.1426479)
