Geo Point,Geo Shape,prop_id,name,addresspt1,xorg,ext_id,asset_clas,label,asset_type,easting,northing,str_id,addresspt_,asset_subt,xsource,profile,xdate,xdrawing,mcc_id,roadseg_id
"-37.811597999506205, 144.98238599962312","{""coordinates"": [144.98238599962312, -37.811597999506205], ""type"": ""Point""}",0,,0.0,ESG,35960,,1.369,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81159699995102, 144.98237300021916","{""coordinates"": [144.98237300021916, -37.81159699995102], ""type"": ""Point""}",0,,0.0,ESG,35963,,2.151,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.811403999525496, 144.98029700047087","{""coordinates"": [144.98029700047087, -37.811403999525496], ""type"": ""Point""}",0,,0.0,ESG,36510,,12.023,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81217399976601, 144.97917900020647","{""coordinates"": [144.97917900020647, -37.81217399976601], ""type"": ""Point""}",0,,0.0,ESG,37405,,1.466,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.811541999490835, 144.98167899973265","{""coordinates"": [144.98167899973265, -37.811541999490835], ""type"": ""Point""}",0,,0.0,ESG,36147,,0.587,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81077500008971, 144.98085000053317","{""coordinates"": [144.98085000053317, -37.81077500008971], ""type"": ""Point""}",0,,0.0,ESG,35611,,4.008,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81221200007394, 144.97921000037056","{""coordinates"": [144.97921000037056, -37.81221200007394], ""type"": ""Point""}",0,,0.0,ESG,37418,,0.684,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81223200033849, 144.97922099937745","{""coordinates"": [144.97922099937745, -37.81223200033849], ""type"": ""Point""}",0,,0.0,ESG,37425,,1.466,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81226399985804, 144.9792560003405","{""coordinates"": [144.9792560003405, -37.81226399985804], ""type"": ""Point""}",0,,0.0,ESG,37435,,13.001,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81124700012269, 144.9792079995758","{""coordinates"": [144.9792079995758, -37.81124700012269], ""type"": ""Point""}",0,,0.0,ESG,36753,,2.248,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.811236999788015, 144.97909499991178","{""coordinates"": [144.97909499991178, -37.811236999788015], ""type"": ""Point""}",0,,0.0,ESG,36777,,3.812,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81548000008882, 144.9800629996063","{""coordinates"": [144.9800629996063, -37.81548000008882], ""type"": ""Point""}",0,,0.0,ESG,34106,,1.369,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81545399959504, 144.98007199977","{""coordinates"": [144.98007199977, -37.81545399959504], ""type"": ""Point""}",0,,0.0,ESG,34115,,1.075,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.83872599956189, 144.9787140003171","{""coordinates"": [144.9787140003171, -37.83872599956189], ""type"": ""Point""}",0,,0.0,ESG,33397,,2.933,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.83782300018673, 144.97802099971358","{""coordinates"": [144.97802099971358, -37.83782300018673], ""type"": ""Point""}",0,,0.0,ESG,33657,,1.857,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81052499958129, 144.98077900030216","{""coordinates"": [144.98077900030216, -37.81052499958129], ""type"": ""Point""}",0,,0.0,ESG,35719,,0.978,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.83755200023891, 144.97781200053777","{""coordinates"": [144.97781200053777, -37.83755200023891], ""type"": ""Point""}",0,,0.0,ESG,33741,,2.542,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81151400009887, 144.9814099998626","{""coordinates"": [144.9814099998626, -37.81151400009887], ""type"": ""Point""}",0,,0.0,ESG,36213,,2.639,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.815411999485455, 144.9800779997406","{""coordinates"": [144.9800779997406, -37.815411999485455], ""type"": ""Point""}",0,,0.0,ESG,34130,,0.391,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81538599989061, 144.98008699986516","{""coordinates"": [144.98008699986516, -37.81538599989061], ""type"": ""Point""}",0,,0.0,ESG,34139,,0.196,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81526899995387, 144.98008700036738","{""coordinates"": [144.98008700036738, -37.81526899995387], ""type"": ""Point""}",0,,0.0,ESG,34181,,1.075,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81137899994203, 144.97997999944803","{""coordinates"": [144.97997999944803, -37.81137899994203], ""type"": ""Point""}",0,,0.0,ESG,36589,,5.279,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.837441999665884, 144.9777220003274","{""coordinates"": [144.9777220003274, -37.837441999665884], ""type"": ""Point""}",0,,0.0,ESG,33789,,4.399,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.8194410001656, 144.9495350006217","{""coordinates"": [144.9495350006217, -37.8194410001656], ""type"": ""Point""}",0,,0.0,ESG,33821,,42.033,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.819453000273505, 144.9493970005085","{""coordinates"": [144.9493970005085, -37.819453000273505], ""type"": ""Point""}",0,,0.0,ESG,33873,,23.558,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81947900004241, 144.94929600058683","{""coordinates"": [144.94929600058683, -37.81947900004241], ""type"": ""Point""}",0,,0.0,ESG,33905,,2.639,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.811383000109075, 144.97849100039008","{""coordinates"": [144.97849100039008, -37.811383000109075], ""type"": ""Point""}",0,,0.0,ESG,37134,,4.985,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.811580999799304, 144.9786529998753","{""coordinates"": [144.9786529998753, -37.811580999799304], ""type"": ""Point""}",0,,0.0,ESG,37211,,13.294,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81470999985722, 144.98016500001305","{""coordinates"": [144.98016500001305, -37.81470999985722], ""type"": ""Point""}",0,,0.0,ESG,34381,,2.835,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81509599988661, 144.98011499977636","{""coordinates"": [144.98011499977636, -37.81509599988661], ""type"": ""Point""}",0,,0.0,ESG,34243,,3.03,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81110699998465, 144.98078899961845","{""coordinates"": [144.98078899961845, -37.81110699998465], ""type"": ""Point""}",0,,0.0,ESG,35520,,0.684,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.814203999931294, 144.98024899994115","{""coordinates"": [144.98024899994115, -37.814203999931294], ""type"": ""Point""}",0,,0.0,ESG,34543,,16.618,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81148200016381, 144.9811589997306","{""coordinates"": [144.9811589997306, -37.81148200016381], ""type"": ""Point""}",0,,0.0,ESG,36277,,5.474,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81296799981415, 144.98046800006196","{""coordinates"": [144.98046800006196, -37.81296799981415], ""type"": ""Point""}",0,,0.0,ESG,34947,,0.098,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81494899957546, 144.9825130004339","{""coordinates"": [144.9825130004339, -37.81494899957546], ""type"": ""Point""}",0,,0.0,ESG,40033,,15.543,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.814877999574826, 144.98194800061836","{""coordinates"": [144.98194800061836, -37.814877999574826], ""type"": ""Point""}",0,,0.0,ESG,39770,,1.955,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.814884999716746, 144.98199100033543","{""coordinates"": [144.98199100033543, -37.814884999716746], ""type"": ""Point""}",0,,0.0,ESG,39784,,7.527,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.814894000353995, 144.982085999837","{""coordinates"": [144.982085999837, -37.814894000353995], ""type"": ""Point""}",0,,0.0,ESG,39809,,18.964,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81489499994779, 144.98209800016716","{""coordinates"": [144.98209800016716, -37.81489499994779], ""type"": ""Point""}",0,,0.0,ESG,39812,,19.355,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81344999970652, 144.98050400024744","{""coordinates"": [144.98050400024744, -37.81344999970652], ""type"": ""Point""}",0,,0.0,ESG,41518,,4.008,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81321499952707, 144.98080799955278","{""coordinates"": [144.98080799955278, -37.81321499952707], ""type"": ""Point""}",0,,0.0,ESG,41628,,0.391,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.81310100037853, 144.98098499982538","{""coordinates"": [144.98098499982538, -37.81310100037853], ""type"": ""Point""}",0,,0.0,ESG,41687,,1.369,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.814946999859075, 144.98251300034937","{""coordinates"": [144.98251300034937, -37.814946999859075], ""type"": ""Point""}",0,,0.0,ESG,40221,,15.543,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.814948000167654, 144.98251300037936","{""coordinates"": [144.98251300037936, -37.814948000167654], ""type"": ""Point""}",0,,0.0,ESG,40100,,15.543,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78087300019582, 144.96252400000827","{""coordinates"": [144.96252400000827, -37.78087300019582], ""type"": ""Point""}",0,,0.0,ESG,63700,,13.881,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77704999990025, 144.94197100012317","{""coordinates"": [144.94197100012317, -37.77704999990025], ""type"": ""Point""}",0,,0.0,ESG,66772,,10.166,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777084999795896, 144.94195800014464","{""coordinates"": [144.94195800014464, -37.777084999795896], ""type"": ""Point""}",0,,0.0,ESG,66782,,6.452,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77856499998885, 144.94171099990882","{""coordinates"": [144.94171099990882, -37.77856499998885], ""type"": ""Point""}",0,,0.0,ESG,67141,,4.497,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.8209620002685, 144.9622040001742","{""coordinates"": [144.9622040001742, -37.8209620002685], ""type"": ""Point""}",0,,0.0,ESG,64922,,72.141,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.82091499949563, 144.9622040001014","{""coordinates"": [144.9622040001014, -37.82091499949563], ""type"": ""Point""}",0,,0.0,ESG,64950,,42.229,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.82086200007184, 144.96226500042027","{""coordinates"": [144.96226500042027, -37.82086200007184], ""type"": ""Point""}",0,,0.0,ESG,65087,,19.941,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.82115399985865, 144.9645209995175","{""coordinates"": [144.9645209995175, -37.82115399985865], ""type"": ""Point""}",0,,0.0,ESG,66264,,36.461,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77785900015292, 144.9418180001839","{""coordinates"": [144.9418180001839, -37.77785900015292], ""type"": ""Point""}",0,,0.0,ESG,66961,,0.293,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77617299985234, 144.94213899998155","{""coordinates"": [144.94213899998155, -37.77617299985234], ""type"": ""Point""}",0,,0.0,ESG,66515,,0.978,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.780462999608304, 144.94049599995606","{""coordinates"": [144.94049599995606, -37.780462999608304], ""type"": ""Point""}",0,,0.0,ESG,68426,,1.857,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77706900033601, 144.93847399976286","{""coordinates"": [144.93847399976286, -37.77706900033601], ""type"": ""Point""}",0,,0.0,ESG,71122,,1.271,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777263000314505, 144.93850700061014","{""coordinates"": [144.93850700061014, -37.777263000314505], ""type"": ""Point""}",0,,0.0,ESG,70652,,1.173,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77725900020201, 144.93849099962134","{""coordinates"": [144.93849099962134, -37.77725900020201], ""type"": ""Point""}",0,,0.0,ESG,70669,,1.075,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78020899998886, 144.94039900030734","{""coordinates"": [144.94039900030734, -37.78020899998886], ""type"": ""Point""}",0,,0.0,ESG,68527,,11.926,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78017400000638, 144.94038399989302","{""coordinates"": [144.94038399989302, -37.78017400000638], ""type"": ""Point""}",0,,0.0,ESG,68539,,3.519,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78016700037792, 144.9403810002557","{""coordinates"": [144.9403810002557, -37.78016700037792], ""type"": ""Point""}",0,,0.0,ESG,68541,,2.639,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778236000020634, 144.9396130003421","{""coordinates"": [144.9396130003421, -37.778236000020634], ""type"": ""Point""}",0,,0.0,ESG,69361,,2.053,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77889299995212, 144.94021599959572","{""coordinates"": [144.94021599959572, -37.77889299995212], ""type"": ""Point""}",0,,0.0,ESG,68916,,3.324,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778879999584916, 144.94021600056004","{""coordinates"": [144.94021600056004, -37.778879999584916], ""type"": ""Point""}",0,,0.0,ESG,68931,,3.617,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778811999538156, 144.94023600011536","{""coordinates"": [144.94023600011536, -37.778811999538156], ""type"": ""Point""}",0,,0.0,ESG,68993,,2.444,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7787409999359, 144.94027700034636","{""coordinates"": [144.94027700034636, -37.7787409999359], ""type"": ""Point""}",0,,0.0,ESG,69031,,0.489,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77827800016041, 144.9391529997178","{""coordinates"": [144.9391529997178, -37.77827800016041], ""type"": ""Point""}",0,,0.0,ESG,70145,,14.565,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77830499999581, 144.9400099998241","{""coordinates"": [144.9400099998241, -37.77830499999581], ""type"": ""Point""}",0,,0.0,ESG,69211,,27.077,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78127700030085, 144.94119299984084","{""coordinates"": [144.94119299984084, -37.78127700030085], ""type"": ""Point""}",0,,0.0,ESG,67771,,0.88,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77711399995076, 144.93843900063388","{""coordinates"": [144.93843900063388, -37.77711399995076], ""type"": ""Point""}",0,,0.0,ESG,71094,,7.527,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77710199953498, 144.93844999972467","{""coordinates"": [144.93844999972467, -37.77710199953498], ""type"": ""Point""}",0,,0.0,ESG,71103,,4.301,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78001999992743, 144.9403229995245","{""coordinates"": [144.9403229995245, -37.78001999992743], ""type"": ""Point""}",0,,0.0,ESG,68582,,0.782,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77998999968258, 144.94030800004617","{""coordinates"": [144.94030800004617, -37.77998999968258], ""type"": ""Point""}",0,,0.0,ESG,68590,,2.835,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77840299978912, 144.93943799969975","{""coordinates"": [144.93943799969975, -37.77840299978912], ""type"": ""Point""}",0,,0.0,ESG,69661,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7784040001065, 144.93943800030604","{""coordinates"": [144.93943800030604, -37.7784040001065], ""type"": ""Point""}",0,,0.0,ESG,69698,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77840299978912, 144.93943799969975","{""coordinates"": [144.93943799969975, -37.77840299978912], ""type"": ""Point""}",0,,0.0,ESG,69616,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77820399968751, 144.93904400016763","{""coordinates"": [144.93904400016763, -37.77820399968751], ""type"": ""Point""}",0,,0.0,ESG,70201,,2.639,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778407999534856, 144.93943800051161","{""coordinates"": [144.93943800051161, -37.778407999534856], ""type"": ""Point""}",0,,0.0,ESG,69886,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77840700011822, 144.93943799988028","{""coordinates"": [144.93943799988028, -37.77840700011822], ""type"": ""Point""}",0,,0.0,ESG,69828,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777912999778735, 144.93866900001566","{""coordinates"": [144.93866900001566, -37.777912999778735], ""type"": ""Point""}",0,,0.0,ESG,70299,,15.249,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77726400018494, 144.93838500055017","{""coordinates"": [144.93838500055017, -37.77726400018494], ""type"": ""Point""}",0,,0.0,ESG,70844,,3.519,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778369999825664, 144.93947500001988","{""coordinates"": [144.93947500001988, -37.778369999825664], ""type"": ""Point""}",0,,0.0,ESG,69418,,43.695,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77725300011008, 144.938478999627","{""coordinates"": [144.938478999627, -37.77725300011008], ""type"": ""Point""}",0,,0.0,ESG,70531,,1.76,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77957199969528, 144.94024699954267","{""coordinates"": [144.94024699954267, -37.77957199969528], ""type"": ""Point""}",0,,0.0,ESG,68702,,9.091,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77865199978072, 144.9416959995794","{""coordinates"": [144.9416959995794, -37.77865199978072], ""type"": ""Point""}",0,,0.0,ESG,67164,,6.256,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77978100033231, 144.94147700010677","{""coordinates"": [144.94147700010677, -37.77978100033231], ""type"": ""Point""}",0,,0.0,ESG,67448,,10.264,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77995200015504, 144.941448000013","{""coordinates"": [144.941448000013, -37.77995200015504], ""type"": ""Point""}",0,,0.0,ESG,67484,,0.978,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77841000014977, 144.93943800058935","{""coordinates"": [144.93943800058935, -37.77841000014977], ""type"": ""Point""}",0,,0.0,ESG,69982,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77840200039235, 144.93943800020327","{""coordinates"": [144.93943800020327, -37.77840200039235], ""type"": ""Point""}",0,,0.0,ESG,69466,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77951699962595, 144.94151799953733","{""coordinates"": [144.94151799953733, -37.77951699962595], ""type"": ""Point""}",0,,0.0,ESG,67391,,12.023,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77963400012386, 144.94150199951912","{""coordinates"": [144.94150199951912, -37.77963400012386], ""type"": ""Point""}",0,,0.0,ESG,67417,,0.489,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78032300007557, 144.94137599999533","{""coordinates"": [144.94137599999533, -37.78032300007557], ""type"": ""Point""}",0,,0.0,ESG,67564,,4.888,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77841099954656, 144.9394380000858","{""coordinates"": [144.9394380000858, -37.77841099954656], ""type"": ""Point""}",0,,0.0,ESG,69996,,10.459,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78092099980444, 144.94125500040468","{""coordinates"": [144.94125500040468, -37.78092099980444], ""type"": ""Point""}",0,,0.0,ESG,67697,,10.948,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7772149995724, 144.93838500060693","{""coordinates"": [144.93838500060693, -37.7772149995724], ""type"": ""Point""}",0,,0.0,ESG,70897,,15.347,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77939700024893, 144.94155500033253","{""coordinates"": [144.94155500033253, -37.77939700024893], ""type"": ""Point""}",0,,0.0,ESG,67362,,0.684,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7772789999529, 144.93852400003885","{""coordinates"": [144.93852400003885, -37.7772789999529], ""type"": ""Point""}",0,,0.0,ESG,70622,,1.466,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77727899956879, 144.9385229997833","{""coordinates"": [144.9385229997833, -37.77727899956879], ""type"": ""Point""}",0,,0.0,ESG,70626,,1.369,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78029299957638, 144.9404410000311","{""coordinates"": [144.9404410000311, -37.78029299957638], ""type"": ""Point""}",0,,0.0,ESG,68493,,1.564,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78104700008397, 144.94102199999236","{""coordinates"": [144.94102199999236, -37.78104700008397], ""type"": ""Point""}",0,,0.0,ESG,68152,,0,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.78073699969841, 144.94070699969174","{""coordinates"": [144.94070699969174, -37.78073699969841], ""type"": ""Point""}",0,,0.0,ESG,68301,,2.737,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77818299951242, 144.9398629998184","{""coordinates"": [144.9398629998184, -37.77818299951242], ""type"": ""Point""}",0,,0.0,ESG,69271,,0.88,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778179999610394, 144.93985599940845","{""coordinates"": [144.93985599940845, -37.778179999610394], ""type"": ""Point""}",0,,0.0,ESG,69273,,0.978,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77815899989746, 144.9397960003166","{""coordinates"": [144.9397960003166, -37.77815899989746], ""type"": ""Point""}",0,,0.0,ESG,69293,,1.76,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.780993000371474, 144.94095099998214","{""coordinates"": [144.94095099998214, -37.780993000371474], ""type"": ""Point""}",0,,0.0,ESG,68198,,0,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77842099984546, 144.93938699980396","{""coordinates"": [144.93938699980396, -37.77842099984546], ""type"": ""Point""}",0,,0.0,ESG,70071,,3.324,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77933100012945, 144.94023099965685","{""coordinates"": [144.94023099965685, -37.77933100012945], ""type"": ""Point""}",0,,0.0,ESG,68763,,6.061,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777445000341885, 144.9413449999164","{""coordinates"": [144.9413449999164, -37.777445000341885], ""type"": ""Point""}",0,,0.0,ESG,73830,,2.346,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777388000208845, 144.9413279996715","{""coordinates"": [144.9413279996715, -37.777388000208845], ""type"": ""Point""}",0,,0.0,ESG,73854,,2.639,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77579800022944, 144.94100300043098","{""coordinates"": [144.94100300043098, -37.77579800022944], ""type"": ""Point""}",0,,0.0,ESG,74337,,2.444,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77934399985388, 144.9417759995809","{""coordinates"": [144.9417759995809, -37.77934399985388], ""type"": ""Point""}",0,,0.0,ESG,75434,,0,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77693699969037, 144.94065499957432","{""coordinates"": [144.94065499957432, -37.77693699969037], ""type"": ""Point""}",0,,0.0,ESG,74042,,7.722,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7758100001298, 144.94107800048712","{""coordinates"": [144.94107800048712, -37.7758100001298], ""type"": ""Point""}",0,,0.0,ESG,74350,,0.293,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77848100024501, 144.940810999867","{""coordinates"": [144.940810999867, -37.77848100024501], ""type"": ""Point""}",0,,0.0,ESG,71944,,39.003,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7767539998586, 144.94044499963292","{""coordinates"": [144.94044499963292, -37.7767539998586], ""type"": ""Point""}",0,,0.0,ESG,74103,,13.978,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.776378999966504, 144.9404970003349","{""coordinates"": [144.9404970003349, -37.776378999966504], ""type"": ""Point""}",0,,0.0,ESG,74180,,1.173,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777550000267, 144.9412820002774","{""coordinates"": [144.9412820002774, -37.777550000267], ""type"": ""Point""}",0,,0.0,ESG,73784,,5.279,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77682700037461, 144.93921399983714","{""coordinates"": [144.93921399983714, -37.77682700037461], ""type"": ""Point""}",0,,0.0,ESG,71342,,8.895,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77684800029278, 144.93928099951617","{""coordinates"": [144.93928099951617, -37.77684800029278], ""type"": ""Point""}",0,,0.0,ESG,71356,,1.271,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777507000133, 144.94026599960713","{""coordinates"": [144.94026599960713, -37.777507000133], ""type"": ""Point""}",0,,0.0,ESG,71611,,9.775,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77715099972335, 144.93972799956987","{""coordinates"": [144.93972799956987, -37.77715099972335], ""type"": ""Point""}",0,,0.0,ESG,71492,,0.782,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77763299996639, 144.94049600020804","{""coordinates"": [144.94049600020804, -37.77763299996639], ""type"": ""Point""}",0,,0.0,ESG,71669,,52.102,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.777705999904114, 144.94061799993776","{""coordinates"": [144.94061799993776, -37.777705999904114], ""type"": ""Point""}",0,,0.0,ESG,71712,,1.76,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7777080003524, 144.94062000059765","{""coordinates"": [144.94062000059765, -37.7777080003524], ""type"": ""Point""}",0,,0.0,ESG,71713,,1.564,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77590299964737, 144.94187600021377","{""coordinates"": [144.94187600021377, -37.77590299964737], ""type"": ""Point""}",0,,0.0,ESG,74471,,0.978,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77754999982356, 144.94195400034084","{""coordinates"": [144.94195400034084, -37.77754999982356], ""type"": ""Point""}",0,,0.0,ESG,75184,,0,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.779322000344635, 144.9416279996977","{""coordinates"": [144.9416279996977, -37.779322000344635], ""type"": ""Point""}",0,,0.0,ESG,75478,,1.271,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.779301999856955, 144.94156500009555","{""coordinates"": [144.94156500009555, -37.779301999856955], ""type"": ""Point""}",0,,0.0,ESG,75495,,2.542,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77851899996247, 144.93949300032733","{""coordinates"": [144.93949300032733, -37.77851899996247], ""type"": ""Point""}",0,,0.0,ESG,72301,,21.505,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77879800035997, 144.9403810000281","{""coordinates"": [144.9403810000281, -37.77879800035997], ""type"": ""Point""}",0,,0.0,ESG,72073,,2.053,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778819000133005, 144.94017999974292","{""coordinates"": [144.94017999974292, -37.778819000133005], ""type"": ""Point""}",0,,0.0,ESG,72119,,20.332,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77837500038268, 144.93930300013406","{""coordinates"": [144.93930300013406, -37.77837500038268], ""type"": ""Point""}",0,,0.0,ESG,72404,,2.053,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778355999582885, 144.9392730005128","{""coordinates"": [144.9392730005128, -37.778355999582885], ""type"": ""Point""}",0,,0.0,ESG,72416,,4.399,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778342999676674, 144.93925499997826","{""coordinates"": [144.93925499997826, -37.778342999676674], ""type"": ""Point""}",0,,0.0,ESG,72423,,8.016,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.778180000281, 144.9390219998228","{""coordinates"": [144.9390219998228, -37.778180000281], ""type"": ""Point""}",0,,0.0,ESG,72510,,3.519,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.7781579996229, 144.93899500048983","{""coordinates"": [144.93899500048983, -37.7781579996229], ""type"": ""Point""}",0,,0.0,ESG,72521,,8.895,,0.0,0.0,0,0,,,,20140916,,0,0
"-37.77807000006655, 144.93886199971226","{""coordinates"": [144.93886199971226, -37.77807000006655], ""type"": ""Point""}",0,,0.0,ESG,72561,,14.076,,0.0,0.0,0,0,,,,20140916,,0,0
