Date	Daily global solar exposure (MJ/m*m)	Covid Restrictions	Rainfall amount (millimetres)	Public_Holiday	Maximum temperature (Degree C)	Minimum temperature (Degree C)	Total_Pedestrian_Count_per_day
07-11-2017	9.7	0	0.4	0	14.3	6.9	644573
07-12-2017	9.8	0	0.0	0	15.1	3.2	659620
07-13-2017	5.5	0	0.0	0	13.3	4.8	629153
07-14-2017	8.6	0	2.6	0	15.9	9.9	679518
07-15-2017	9.4	0	0.1	0	12.0	4.5	574596
07-16-2017	7.8	0	0.1	0	12.5	3.0	406334
07-17-2017	6.3	0	0.0	0	15.3	5.7	523005
07-18-2017	5.8	0	0.0	0	14.5	9.7	540192
07-19-2017	7.7	0	5.6	0	13.2	8.9	555027
07-20-2017	5.9	0	0.6	0	10.7	7.9	547041
07-21-2017	10.3	0	3.4	0	13.8	3.3	681935
07-22-2017	7.0	0	0.2	0	12.4	5.4	495025
07-23-2017	5.4	0	0.0	0	14.1	8.4	405805
07-24-2017	8.3	0	10.6	0	16.1	8.1	577529
07-25-2017	9.0	0	0.0	0	17.2	9.8	575038
07-26-2017	8.7	0	1.6	0	15.0	10.9	596492
07-27-2017	8.7	0	1.2	0	14.2	4.4	608917
07-28-2017	9.8	0	3.4	0	14.3	6.2	757744
07-29-2017	10.1	0	1.0	0	17.9	9.7	558579
07-30-2017	8.3	0	0.0	0	18.1	11.3	539554
07-31-2017	11.5	0	0.0	0	14.8	6.7	538126
08-01-2017	11.5	0	0.0	0	15.5	3.5	567873
08-02-2017	7.5	0	0.0	0	12.9	3.4	581568
08-03-2017	4.4	0	0.0	0	9.0	3.1	541575
08-04-2017	7.2	0	7.6	0	12.1	4.3	678298
08-05-2017	11.7	0	0.0	0	14.2	8.8	566359
08-06-2017	8.2	0	0.2	0	13.0	9.0	407353
08-07-2017	7.3	0	5.0	0	12.3	7.7	536863
08-08-2017	7.5	0	3.0	0	15.0	7.9	596215
08-09-2017	11.5	0	0.0	0	16.8	8.9	611458
08-10-2017	8.4	0	0.0	0	18.8	11.4	613531
08-11-2017	9.3	0	0.0	0	16.4	10.3	693400
08-12-2017	9.9	0	0.0	0	17.9	10.3	539856
08-13-2017	11.1	0	0.0	0	18.7	9.4	505625
08-14-2017	12.6	0	0.2	0	20.1	12.3	586612
08-15-2017	3.2	0	0.0	0	17.5	10.4	565622
08-16-2017	10.9	0	1.4	0	18.1	12.1	600683
08-17-2017	9.1	0	4.8	0	15.6	9.3	575320
08-18-2017	9.4	0	4.8	0	12.2	8.0	617533
08-19-2017	11.6	0	7.0	0	11.8	5.9	559997
08-20-2017	13.9	0	1.8	0	13.3	5.1	515892
08-21-2017	7.9	0	1.2	0	12.7	6.8	524362
08-22-2017	11.1	0	2.2	0	16.8	5.7	588137
08-23-2017	9.7	0	0.0	0	18.1	8.3	559107
08-24-2017	13.0	0	8.8	0	13.3	5.2	599851
08-25-2017	13.3	0	0.0	0	15.0	4.9	723943
08-26-2017	8.5	0	0.0	0	15.3	9.9	633871
08-27-2017	11.8	0	1.3250000000000002	0	10.7	5.8	437941
08-28-2017	14.6	0	0.8	0	11.8	5.8	588781
08-29-2017	9.1	0	0.0	0	12.9	5.4	584852
08-30-2017	12.3	0	1.0	0	13.8	7.7	604017
08-31-2017	15.9	0	0.0	0	16.7	4.0	639756
09-01-2017	14.4	0	0.0	0	17.0	3.7	705140
09-02-2017	6.3	0	3.0	0	18.4	7.3	536908
09-03-2017	6.3	0	0.4	0	17.2	13.4	413123
09-04-2017	13.4	0	0.0	0	13.7	8.8	504647
09-05-2017	11.0	0	5.4	0	13.3	6.5	516970
09-06-2017	11.0	0	5.4	0	15.1	6.7	529974
09-07-2017	9.5	0	4.6	0	15.2	7.9	545018
09-08-2017	13.1	0	4.6	0	13.5	8.0	665810
09-09-2017	15.9	0	1.6	0	14.9	7.1	540443
09-10-2017	12.3	0	0.0	0	16.1	5.3	455550
09-11-2017	7.0	0	0.0	0	18.1	8.1	548230
09-12-2017	3.5	0	1.6	0	19.9	12.2	569329
09-13-2017	8.2	0	2.8	0	16.4	13.3	585817
09-14-2017	10.8	0	1.2	0	15.3	5.8	610491
09-15-2017	7.0	0	0.0	0	16.7	9.6	667928
09-16-2017	16.7	0	21.9	0	13.3	7.4	542549
09-17-2017	19.0	0	0.2	0	18.1	4.0	520078
09-18-2017	15.7	0	0.0	0	22.0	10.5	603385
09-19-2017	16.6	0	0.0	0	13.9	9.0	645505
09-20-2017	17.3	0	0.0	0	19.2	6.0	682738
09-21-2017	13.0	0	0.0	0	23.6	11.6	693047
09-22-2017	15.6	0	0.0	0	25.6	12.8	811585
09-23-2017	17.3	0	0.0	0	30.6	14.8	674681
09-24-2017	12.0	0	0.0	0	19.9	12.9	510931
09-25-2017	10.9	0	1.8	0	14.2	10.3	633979
09-26-2017	20.4	0	0.0	0	15.1	5.0	722429
09-27-2017	11.7	0	0.0	0	24.6	9.6	749021
09-28-2017	12.8	0	0.0	0	18.5	10.4	741544
09-29-2017	14.5	0	0.8	1	18.4	10.6	629526
09-30-2017	16.1	0	1.4	0	15.4	11.0	591288
10-01-2017	9.2	0	0.0	0	17.2	9.7	491805
10-02-2017	16.4	0	0.0	0	16.4	9.5	650927
10-03-2017	21.8	0	0.0	0	22.3	6.8	700162
10-04-2017	21.6	0	0.0	0	20.8	8.5	743727
10-05-2017	10.4	0	0.0	0	19.4	11.7	673736
10-06-2017	16.8	0	2.6	0	15.0	10.1	763346
10-07-2017	17.3	0	0.2	0	23.7	7.2	637972
10-08-2017	19.5	0	0.0	0	25.3	11.1	499737
10-09-2017	16.7	0	2.8	0	18.7	14.0	586012
10-10-2017	23.6	0	0.0	0	18.8	8.0	660856
10-11-2017	7.5	0	0.0	0	25.6	9.8	614791
10-12-2017	15.6	0	10.6	0	19.2	10.5	677026
10-13-2017	12.5	0	0.0	0	16.7	13.1	746482
10-14-2017	23.6	0	0.0	0	16.1	8.2	684670
10-15-2017	24.5	0	0.0	0	17.6	6.8	609065
10-16-2017	23.8	0	0.0	0	28.6	11.3	645915
10-17-2017	24.9	0	0.0	0	30.2	12.8	684129
10-18-2017	25.1	0	0.0	0	30.9	14.5	677324
10-19-2017	9.8	0	0.0	0	25.6	21.7	631220
10-20-2017	24.0	0	0.0	0	16.2	11.3	781822
10-21-2017	12.8	0	0.4	0	15.4	11.0	562875
10-22-2017	13.0	0	0.2	0	16.0	11.1	505697
10-23-2017	21.8	0	0.2	0	19.0	11.9	661345
10-24-2017	18.7	0	0.0	0	20.5	12.1	667831
10-25-2017	12.5	0	12.6	0	18.5	13.3	672694
10-26-2017	12.2	0	0.0	0	16.8	12.9	700640
10-27-2017	26.1	0	0.0	0	27.4	10.3	874039
10-28-2017	16.8	0	1.0	0	21.4	15.0	672376
10-29-2017	27.1	0	0.0	0	28.6	11.5	549042
10-30-2017	17.0	0	5.0	0	17.0	8.8	592647
10-31-2017	24.8	0	7.8	0	16.4	8.1	654102
11-01-2017	14.2	0	0.0	0	18.0	11.9	693424
11-02-2017	17.0	0	0.0	0	17.4	11.3	720055
11-03-2017	20.5	0	2.8	0	16.6	9.4	801824
11-04-2017	24.6	0	0.0	0	15.8	8.3	728442
11-05-2017	24.1	0	0.0	0	17.6	6.4	588898
11-06-2017	18.9	0	0.0	0	16.1	10.9	793972
11-07-2017	18.8	0	0.0	1	15.8	10.0	476315
11-08-2017	25.4	0	0.0	0	16.9	12.1	765526
11-09-2017	28.8	0	0.0	0	21.8	8.7	770028
11-10-2017	23.7	0	0.0	0	27.2	12.1	883232
11-11-2017	28.8	0	0.0	0	24.7	14.8	715955
11-12-2017	25.0	0	0.0	0	23.3	13.2	608434
11-13-2017	29.5	0	0.0	0	33.0	13.7	722374
11-14-2017	29.5	0	0.0	0	33.9	18.2	728995
11-15-2017	16.9	0	0.0	0	31.4	21.5	753974
11-16-2017	4.8	0	4.2	0	21.3	18.1	735935
11-17-2017	22.9	0	5.0	0	26.8	16.4	945058
11-18-2017	20.1	0	0.6	0	28.1	16.1	656106
11-19-2017	27.5	0	25.5	0	29.3	15.1	650402
11-20-2017	28.6	0	0.0	0	30.8	16.6	714372
11-21-2017	29.5	0	0.0	0	32.9	17.8	745748
11-22-2017	30.6	0	0.0	0	32.6	18.7	762627
11-23-2017	18.9	0	0.0	0	31.9	16.2	773689
11-24-2017	13.8	0	0.8	0	30.7	18.6	912074
11-25-2017	17.0	0	1.0	0	32.5	19.3	690502
11-26-2017	20.025	0	4.5	0	28.3	19.4	607425
11-27-2017	20.5	0	1.8	0	21.2	16.5	743658
11-28-2017	31.1	0	0.0	0	31.0	13.7	763721
11-29-2017	28.3	0	0.0	0	35.8	18.5	716277
11-30-2017	23.1	0	0.0	0	34.9	22.5	729566
12-01-2017	1.6	0	0.0	0	23.5	21.5	633222
12-02-2017	0.7	0	27.0	0	16.4	14.7	413507
12-03-2017	14.4	0	35.0	0	17.1	11.5	481926
12-04-2017	7.9	0	5.8	0	17.5	12.4	668895
12-05-2017	22.9	0	2.2	0	22.8	10.8	757394
12-06-2017	23.6	0	0.0	0	21.3	13.6	826142
12-07-2017	19.8	0	0.0	0	21.9	11.6	742048
12-08-2017	28.5	0	30.6	0	18.7	11.4	913806
12-09-2017	19.2	0	0.0	0	23.0	12.7	759334
12-10-2017	31.4	0	0.0	0	22.2	14.5	668967
12-11-2017	26.3	0	0.0	0	20.7	16.4	793143
12-12-2017	31.3	0	0.0	0	26.4	15.8	822951
12-13-2017	32.0	0	0.0	0	37.6	15.8	783137
12-14-2017	21.7	0	0.0	0	23.1	20.5	829057
12-15-2017	32.1	0	0.0	0	26.4	14.1	943607
12-16-2017	31.0	0	0.0	0	24.6	13.8	767175
12-17-2017	30.5	0	0.0	0	24.5	15.7	655180
12-18-2017	22.1	0	0.0	0	33.0	17.1	764671
12-19-2017	12.1	0	0.0	0	37.4	19.7	707022
12-20-2017	19.0	0	18.6	0	24.5	15.8	823697
12-21-2017	31.9	0	0.0	0	23.7	12.3	886626
12-22-2017	26.6	0	0.0	0	27.7	13.6	861717
12-23-2017	21.2	0	0.0	0	30.2	14.7	661876
12-24-2017	25.7	0	0.0	0	19.4	15.8	637262
12-25-2017	29.0	0	0.0	1	21.4	15.1	481360
12-26-2017	31.9	0	0.0	1	30.5	12.5	751337
12-27-2017	30.6	0	0.0	0	34.5	17.3	642740
12-28-2017	13.5	0	0.0	0	32.8	24.0	647191
12-29-2017	9.3	0	0.0	0	24.4	18.6	631413
12-30-2017	13.6	0	0.0	0	21.3	15.6	627593
12-31-2017	31.7	0	0.0	0	25.7	12.0	799773
01-01-2018	31.4	0	0.0	1	25.3	16.6	613780
01-02-2018	29.7	0	0.0	0	21.8	16.4	651270
01-03-2018	27.2	0	0.0	0	21.0	14.6	689742
01-04-2018	31.8	0	0.0	0	23.6	14.1	682054
01-05-2018	31.7	0	0.0	0	30.7	14.7	701721
01-06-2018	31.5	0	0.0	0	41.7	18.8	457430
01-07-2018	11.0	0	0.0	0	21.8	18.7	532960
01-08-2018	17.5	0	0.0	0	21.9	17.3	657417
01-09-2018	30.0	0	0.0	0	22.5	15.7	717619
01-10-2018	23.5	0	0.0	0	25.6	13.6	753870
01-11-2018	28.6	0	0.0	0	34.5	15.5	678177
01-12-2018	1.7	0	1.8	0	30.0	20.4	674893
01-13-2018	10.7	0	6.8	0	20.9	16.0	535466
01-14-2018	27.5	0	15.8	0	19.5	12.7	634133
01-15-2018	21.1	0	0.0	0	20.9	14.6	718848
01-16-2018	31.1	0	0.4	0	26.9	12.9	805776
01-17-2018	30.9	0	0.0	0	30.3	12.4	797930
01-18-2018	30.8	0	0.0	0	40.0	16.6	697489
01-19-2018	30.6	0	0.0	0	40.3	22.5	723380
01-20-2018	20.2	0	0.0	0	24.6	20.3	748664
01-21-2018	14.9	0	0.0	0	28.2	21.0	607319
01-22-2018	27.3	0	0.0	0	23.9	20.5	749950
01-23-2018	28.3	0	0.0	0	23.6	18.0	798371
01-24-2018	27.5	0	0.0	0	23.3	14.8	830641
01-25-2018	28.1	0	0.0	0	26.6	17.1	844248
01-26-2018	19.9	0	0.0	1	28.4	19.4	670479
01-27-2018	27.5	0	7.0	0	33.2	21.2	624019
01-28-2018	28.5	0	0.0	0	38.1	22.7	448126
01-29-2018	7.3	0	0.0	0	33.5	27.8	534994
01-30-2018	14.1	0	41.8	0	21.0	15.6	658312
01-31-2018	19.6	0	0.0	0	19.1	14.6	691922
02-01-2018	28.9	0	0.0	0	22.5	12.1	737386
02-02-2018	28.4	0	0.0	0	22.1	13.4	807035
02-03-2018	26.7	0	0.0	0	28.1	15.8	678830
02-04-2018	28.5	0	0.0	0	25.7	14.7	566570
02-05-2018	24.0	0	0.0	0	25.7	17.0	706206
02-06-2018	27.6	0	0.0	0	29.9	17.7	730637
02-07-2018	27.1	0	0.0	0	37.4	18.7	709302
02-08-2018	15.8	0	0.0	0	27.5	20.6	740784
02-09-2018	17.2	0	0.0	0	24.9	20.4	852929
02-10-2018	6.6	0	0.0	0	30.3	18.7	711660
02-11-2018	18.5	0	0.0	0	21.2	15.5	604470
02-12-2018	22.2	0	0.0	0	23.6	16.3	742737
02-13-2018	26.0	0	0.0	0	29.0	13.6	776160
02-14-2018	22.8	0	0.0	0	23.3	17.5	835388
02-15-2018	18.4	0	0.0	0	24.2	13.5	817489
02-16-2018	24.8	0	0.0	0	22.2	15.7	922653
02-17-2018	24.1	0	0.0	0	25.3	12.4	989404
02-18-2018	20.5	0	0.0	0	24.0	13.6	872102
02-19-2018	20.9	0	1.2	0	25.4	17.6	759345
02-20-2018	25.5	0	0.0	0	29.5	14.1	796056
02-21-2018	16.0	0	0.0	0	29.3	16.0	801724
02-22-2018	16.8	0	0.0	0	31.0	20.3	819283
02-23-2018	13.4	0	0.0	0	33.5	21.2	868880
02-24-2018	4.8	0	0.0	0	31.6	22.7	680753
02-25-2018	10.0	0	0.0	0	19.8	16.2	628743
02-26-2018	24.3	0	0.0	0	26.5	14.3	789690
02-27-2018	24.0	0	0.0	0	31.3	14.9	795378
02-28-2018	19.6	0	0.0	0	30.9	20.0	793956
03-01-2018	17.7	0	0.0	0	20.5	16.2	817907
03-02-2018	19.6	0	0.0	0	22.8	14.5	912454
03-03-2018	21.8	0	0.0	0	32.7	13.9	702654
03-04-2018	22.2	0	0.0	0	21.0	15.8	582625
03-05-2018	16.6	0	0.0	0	21.1	14.9	741940
03-06-2018	22.6	0	0.0	0	27.6	12.5	800046
03-07-2018	22.4	0	0.0	0	28.5	14.4	819183
03-08-2018	22.1	0	0.0	0	30.5	14.9	852492
03-09-2018	21.9	0	0.0	0	28.8	14.6	959752
03-10-2018	21.6	0	0.0	0	35.1	14.3	839781
03-11-2018	14.3	0	0.0	0	22.8	17.0	887982
03-12-2018	10.2	0	0.0	1	20.9	16.7	743673
03-13-2018	18.8	0	2.8	0	20.5	14.6	754838
03-14-2018	17.7	0	0.0	0	21.3	12.8	794840
03-15-2018	13.9	0	0.0	0	20.8	15.3	795874
03-16-2018	15.0	0	0.0	0	24.4	12.5	900585
03-17-2018	15.1	0	0.0	0	32.0	15.4	741713
03-18-2018	13.4	0	0.0	0	23.1	22.6	664634
03-19-2018	17.8	0	0.0	0	28.0	13.2	754464
03-20-2018	9.5	0	0.0	0	19.2	15.4	767316
03-21-2018	18.3	0	0.0	0	25.1	11.2	821836
03-22-2018	19.0	0	0.0	0	28.1	12.3	880262
03-23-2018	18.8	0	0.0	0	29.4	15.2	930496
03-24-2018	5.4	0	0.6	0	24.2	20.2	667281
03-25-2018	11.6	0	15.0	0	25.4	17.8	639986
03-26-2018	11.9	0	6.2	0	18.5	10.7	733254
03-27-2018	14.0	0	0.0	0	22.6	9.6	757793
03-28-2018	17.8	0	0.0	0	30.3	11.3	775671
03-29-2018	14.2	0	0.0	0	21.8	16.5	832049
03-30-2018	14.3	0	0.0	1	23.3	12.2	638478
03-31-2018	16.7	0	0.0	1	22.4	13.2	770147
04-01-2018	11.0	0	0.0	1	27.7	13.0	650146
04-02-2018	14.4	0	0.0	1	20.9	14.9	583467
04-03-2018	13.9	0	0.0	0	19.8	13.4	764797
04-04-2018	16.6	0	0.0	0	20.6	13.3	819474
04-05-2018	9.0	0	0.0	0	18.7	13.3	824721
04-06-2018	14.8	0	0.0	0	21.2	13.8	943085
04-07-2018	16.0	0	0.0	0	21.6	9.8	774723
04-08-2018	14.7	0	0.0	0	29.9	11.8	636140
04-09-2018	13.6	0	0.0	0	25.7	15.9	783227
04-10-2018	5.9	0	0.0	0	28.8	14.8	823252
04-11-2018	10.9	0	0.2	0	27.3	18.1	843341
04-12-2018	7.4	0	0.0	0	26.5	15.9	838379
04-13-2018	14.4	0	0.0	0	25.9	11.9	945614
04-14-2018	3.1	0	1.4	0	16.1	13.5	597581
04-15-2018	4.9	0	15.0	0	19.1	9.7	531138
04-16-2018	7.1	0	1.6	0	21.0	13.1	702178
04-17-2018	8.9	0	0.8	0	16.6	13.2	783506
04-18-2018	14.2	0	0.0	0	19.4	6.2	797086
04-19-2018	13.0	0	0.0	0	22.3	11.0	814806
04-20-2018	13.7	0	0.0	0	20.2	8.9	917216
04-21-2018	11.3	0	0.0	0	22.8	11.9	760740
04-22-2018	12.6	0	0.0	0	20.4	11.2	625226
04-23-2018	13.0	0	0.0	0	26.9	11.9	727523
04-24-2018	5.2	0	0.0	0	24.6	13.7	798050
04-25-2018	7.7	0	0.0	1	20.1	15.7	684714
04-26-2018	7.9	0	0.0	0	17.5	11.9	749539
04-27-2018	8.8	0	0.0	0	17.8	11.6	827569
04-28-2018	11.7	0	0.0	0	18.3	7.7	688453
04-29-2018	9.6	0	0.0	0	18.0	10.5	560039
04-30-2018	12.3	0	0.0	0	19.6	8.8	686782
05-01-2018	12.3	0	0.0	0	23.4	7.2	725455
05-02-2018	7.2	0	0.0	0	23.2	10.2	736988
05-03-2018	4.4	0	0.0	0	24.4	14.5	737186
05-04-2018	7.8	0	7.2	0	17.2	11.5	803752
05-05-2018	6.5	0	2.2	0	21.6	12.1	701778
05-06-2018	11.0	0	0.0	0	21.7	9.9	581577
05-07-2018	6.2	0	0.2	0	19.5	12.0	674019
05-08-2018	10.6	0	0.3	0	17.9	13.4	714870
05-09-2018	7.5	0	0.0	0	18.4	8.0	803022
05-10-2018	8.5	0	8.8	0	12.8	9.0	724133
05-11-2018	3.7	0	19.6	0	15.1	7.4	618683
05-12-2018	9.0	0	8.4	0	16.9	11.0	639883
05-13-2018	10.8	0	3.7	0	16.2	13.0	566785
05-14-2018	8.2	0	0.0	0	15.9	6.8	662189
05-15-2018	4.6	0	0.0	0	14.6	8.9	664186
05-16-2018	7.6	0	2.2	0	14.3	9.4	692178
05-17-2018	6.9	0	0.0	0	15.0	11.7	698288
05-18-2018	8.0	0	0.6	0	17.7	12.3	785155
05-19-2018	6.5	0	3.6	0	15.5	10.6	668033
05-20-2018	1.7	0	0.2	0	16.2	11.8	482905
05-21-2018	5.0	0	2.6	0	16.7	12.6	642220
05-22-2018	3.6	0	6.2	0	17.0	13.0	660529
05-23-2018	6.5	0	6.2	0	15.3	11.8	686909
05-24-2018	5.1	0	0.2	0	16.1	12.9	721149
05-25-2018	9.5	0	0.0	0	14.9	9.4	832419
05-26-2018	9.9	0	0.0	0	20.5	5.2	666887
05-27-2018	8.0	0	0.0	0	20.7	7.3	526309
05-28-2018	6.0	0	1.2	0	20.5	12.9	651129
05-29-2018	8.1	0	1.2	0	17.9	13.7	677600
05-30-2018	7.9	0	0.0	0	15.1	7.7	656122
05-31-2018	7.6	0	5.0	0	14.8	9.6	687877
06-01-2018	9.6	0	0.0	0	13.3	4.1	785575
06-02-2018	9.6	0	0.0	0	13.6	3.5	682116
06-03-2018	8.5	0	0.0	0	13.8	4.3	518514
06-04-2018	9.3	0	0.0	0	14.4	4.5	638408
06-05-2018	8.8	0	2.0	0	15.0	7.5	666350
06-06-2018	9.4	0	0.0	0	19.1	5.6	778577
06-07-2018	5.7	0	0.0	0	17.8	7.7	697551
06-08-2018	3.3	0	1.0	0	13.6	12.4	717758
06-09-2018	8.0	0	4.0	0	15.6	11.3	712181
06-10-2018	9.3	0	0.2	0	15.3	4.1	674223
06-11-2018	8.9	0	0.0	1	17.6	5.3	529526
06-12-2018	6.7	0	0.8	0	16.6	7.9	631543
06-13-2018	7.1	0	0.2	0	14.1	9.5	647042
06-14-2018	7.8	0	6.6	0	14.5	8.6	675922
06-15-2018	4.4	0	3.4	0	14.0	9.6	724422
06-16-2018	7.1	0	2.2	0	13.1	6.9	643543
06-17-2018	5.1	0	18.8	0	13.1	8.0	378360
06-18-2018	5.9	0	6.2	0	12.0	9.5	628283
06-19-2018	9.0	0	0.6	0	14.5	3.0	682511
06-20-2018	8.0	0	0.0	0	15.3	4.3	706399
06-21-2018	9.1	0	0.0	0	15.1	4.0	720637
06-22-2018	8.5	0	0.0	0	15.0	4.3	782598
06-23-2018	3.9	0	0.0	0	12.8	6.0	596411
06-24-2018	5.7	0	0.0	0	13.1	9.0	515456
06-25-2018	7.8	0	0.0	0	12.6	8.4	642469
06-26-2018	6.6	0	0.0	0	14.1	8.4	660715
06-27-2018	6.0	0	0.0	0	11.2	4.8	686707
06-28-2018	5.2	0	0.0	0	10.6	5.3	687444
06-29-2018	6.1	0	0.0	0	12.5	6.1	791748
06-30-2018	4.9	0	1.2	0	14.2	9.4	623360
07-01-2018	8.8	0	0.6	0	14.7	3.5	586864
07-02-2018	9.4	0	0.0	0	14.6	2.4	691138
07-03-2018	6.7	0	0.0	0	14.3	4.1	697061
07-04-2018	6.0	0	0.0	0	17.1	10.4	740832
07-05-2018	2.8	0	0.0	0	18.7	12.7	751197
07-06-2018	8.3	0	0.0	0	15.2	12.5	893364
07-07-2018	6.5	0	0.0	0	12.9	9.6	622386
07-08-2018	6.2	0	0.0	0	13.9	9.3	572870
07-09-2018	8.1	0	0.0	0	13.8	10.1	715776
07-10-2018	5.4	0	0.0	0	11.5	9.3	737990
07-11-2018	6.0	0	0.0	0	11.6	6.6	772777
07-12-2018	7.5	0	0.0	0	11.3	4.3	776000
07-13-2018	9.3	0	0.0	0	13.9	5.8	897761
07-14-2018	10.0	0	0.0	0	15.5	4.4	725447
07-15-2018	9.8	0	0.0	0	13.8	6.0	566742
07-16-2018	4.5	0	0.4	0	12.6	7.9	685796
07-17-2018	9.2	0	0.0	0	17.5	9.1	699900
07-18-2018	10.3	0	1.6	0	15.2	6.2	763353
07-19-2018	8.5	0	0.0	0	17.6	8.7	725351
07-20-2018	7.2	0	5.4	0	12.1	7.2	844692
07-21-2018	7.2	0	0.8	0	14.0	6.7	691067
07-22-2018	10.5	0	0.0	0	14.8	8.0	574913
07-23-2018	6.9	0	0.6	0	15.4	8.4	659710
07-24-2018	7.1	0	0.0	0	15.6	8.6	688894
07-25-2018	9.3	0	7.6	0	15.7	8.3	782802
07-26-2018	8.9	0	0.0	0	15.1	7.7	771363
07-27-2018	10.3	0	0.0	0	19.5	9.2	925677
07-28-2018	9.3	0	0.8	0	18.6	8.4	780501
07-29-2018	10.0	0	3.4	0	14.6	10.8	604285
07-30-2018	7.3	0	0.8	0	12.6	8.2	681830
07-31-2018	10.2	0	0.0	0	16.2	8.3	710043
08-01-2018	11.4	0	1.4	0	14.8	9.9	805066
08-02-2018	11.7	0	0.0	0	16.1	4.9	816154
08-03-2018	6.3	0	0.0	0	18.4	7.8	868148
08-04-2018	8.7	0	2.2	0	15.3	8.0	743431
08-05-2018	11.2	0	0.2	0	17.6	10.6	615406
08-06-2018	8.5	0	0.0	0	13.8	9.4	691731
08-07-2018	9.6	0	0.0	0	14.8	7.3	742958
08-08-2018	7.2	0	1.6	0	16.0	9.6	734419
08-09-2018	8.6	0	3.4	0	15.4	5.6	747746
08-10-2018	11.8	0	0.0	0	20.0	9.4	868735
08-11-2018	7.4	0	10.2	0	14.7	8.1	645381
08-12-2018	10.4	0	6.8	0	14.8	5.4	605608
08-13-2018	8.6	0	0.4	0	14.9	7.9	695855
08-14-2018	13.2	0	0.0	0	16.7	9.4	749846
08-15-2018	10.1	0	0.0	0	18.4	11.5	758640
08-16-2018	9.2	0	0.0	0	14.7	8.7	777417
08-17-2018	12.2	0	1.0	0	15.9	7.7	913125
08-18-2018	10.4	0	0.4	0	13.8	8.9	625057
08-19-2018	9.3	0	10.8	0	11.9	6.7	496016
08-20-2018	6.5	0	2.4	0	12.4	5.5	662631
08-21-2018	7.7	0	1.6	0	12.4	8.6	687686
08-22-2018	8.5	0	1.0	0	14.0	8.7	714907
08-23-2018	11.1	0	0.0	0	16.0	5.6	741266
08-24-2018	14.7	0	0.0	0	15.4	4.8	874751
08-25-2018	14.9	0	0.0	0	15.2	3.9	716483
08-26-2018	12.3	0	0.0	0	14.7	4.9	548711
08-27-2018	12.4	0	3.6	0	12.9	6.8	689947
08-28-2018	11.7	0	0.0	0	11.2	1.9	720891
08-29-2018	15.5	0	0.0	0	12.5	0.8	762701
08-30-2018	5.1	0	0.0	0	16.7	4.8	688962
08-31-2018	6.8	0	2.4	0	16.0	8.9	826812
09-01-2018	7.4	0	3.0	0	13.4	10.5	631159
09-02-2018	11.2	0	3.4	0	12.3	5.0	534939
09-03-2018	14.7	0	0.2	0	13.1	5.0	709261
09-04-2018	14.7	0	0.0	0	19.5	3.4	769778
09-05-2018	14.5	0	0.0	0	20.2	8.1	792164
09-06-2018	9.5	0	0.2	0	20.6	13.8	774095
09-07-2018	14.7	0	3.6	0	15.1	8.7	938298
09-08-2018	16.2	0	0.0	0	17.5	4.2	703303
09-09-2018	7.3	0	0.0	0	18.1	8.6	528814
09-10-2018	10.2	0	0.2	0	18.0	13.4	737695
09-11-2018	17.7	0	0.0	0	24.2	9.1	803432
09-12-2018	15.8	0	0.0	0	18.5	11.7	800446
09-13-2018	18.2	0	0.0	0	19.7	7.1	824492
09-14-2018	18.2	0	0.0	0	22.7	10.9	941484
09-15-2018	6.3	0	0.6	0	13.7	10.2	563598
09-16-2018	15.3	0	2.5	0	14.0	5.5	524743
09-17-2018	18.7	0	0.0	0	18.1	6.7	751041
09-18-2018	8.0	0	0.0	0	20.3	11.0	745728
09-19-2018	16.1	0	3.0	0	14.7	8.5	768576
09-20-2018	18.5	0	0.4	0	17.4	3.8	822055
09-21-2018	16.6	0	0.0	0	18.9	8.3	954671
09-22-2018	19.7	0	0.0	0	17.3	6.8	720962
09-23-2018	11.6	0	0.2	0	13.7	10.4	567997
09-24-2018	17.2	0	0.0	0	14.9	4.6	791376
09-25-2018	12.2	0	0.0	0	13.6	8.6	797216
09-26-2018	20.8	0	0.0	0	17.6	6.4	873124
09-27-2018	20.8	0	0.0	0	24.2	9.2	919875
09-28-2018	10.2	0	0.0	1	15.2	10.7	649481
09-29-2018	17.0	0	1.7	0	14.0	5.5	656503
09-30-2018	19.8	0	0.0	0	16.5	6.8	564330
10-01-2018	21.4	0	0.0	0	23.3	4.7	812088
10-02-2018	13.4	0	0.0	0	25.8	11.4	819692
10-03-2018	10.9	0	0.0	0	18.1	14.7	795998
10-04-2018	12.5	0	0.0	0	14.6	10.9	828515
10-05-2018	22.5	0	0.0	0	20.5	9.1	934599
10-06-2018	22.7	0	0.0	0	23.8	8.3	719750
10-07-2018	21.2	0	0.0	0	24.7	10.3	547674
10-08-2018	22.7	0	0.0	0	28.2	13.5	709823
10-09-2018	7.2	0	0.4	0	17.9	16.1	633483
10-10-2018	20.0	0	3.4	0	16.5	10.1	742177
10-11-2018	23.7	0	0.0	0	20.7	6.4	797252
10-12-2018	23.9	0	0.0	0	22.7	8.7	898086
10-13-2018	23.2	0	0.0	0	24.9	10.5	693407
10-14-2018	22.1	0	0.0	0	27.3	12.4	593667
10-15-2018	19.4	0	0.0	0	27.5	19.5	691739
10-16-2018	6.1	0	0.6	0	23.1	20.0	658056
