pressure_zone,category,pipe_size,material,lined,pipe_age,shape__length,criticality,condition_score,ASSET_ID,MAIN_NAME,PIPE_AGE,MATERIAL,PIPE_LENGTH
BUNYIP MAIN RACE,T,450.0,RC,0,36.0,85.51,6,6.7,A013,BUNYIP MAIN RACE,36.0,RC,85.51
BUNYIP MAIN RACE,T,450.0,MS,0,36.0,24.56,6,6.7,A013,BUNYIP MAIN RACE,36.0,MS,24.56
BUNYIP MAIN RACE,T,450.0,RC,0,36.0,27.93,6,6.7,A013,BUNYIP MAIN RACE,36.0,RC,27.93
TYABB RESERVOIR,S,1150.0,MS,0,46.0,4.02,6,6.2,R144,TYABB RESERVOIR,46.0,MS,4.02
(NOT OP)TYABB STORAGE CRS CON,S,900.0,MS,0,26.0,2.8,6,7.2,M481,(NOT OP)TYABB STORAGE CRS CON,26.0,MS,2.8
TYABB RESERVOIR,S,1150.0,MS,0,46.0,2.22,6,6.2,R144,TYABB RESERVOIR,46.0,MS,2.22
TYABB RESERVOIR,S,900.0,MS,0,46.0,1.4,6,6.2,R144,TYABB RESERVOIR,46.0,MS,1.4
TYABB RESERVOIR,S,600.0,MS,0,46.0,2.0,6,6.2,R144,TYABB RESERVOIR,46.0,MS,2.0
TYNONG OFF TAKE FRM M420 PRV,S,250.0,MSCL,0,28.0,0.76,6,7.1,B196,TYNONG OFF TAKE FRM M420 PRV,28.0,MSCL,0.76
TYNONG OFF TAKE FRM M420 PRV,S,250.0,MSCL,0,28.0,0.39,6,7.1,B196,TYNONG OFF TAKE FRM M420 PRV,28.0,MSCL,0.39
TYNONG OFF TAKE FRM M420 PRV,S,100.0,MSCL,0,28.0,0.91,6,7.1,B196,TYNONG OFF TAKE FRM M420 PRV,28.0,MSCL,0.91
CLEAR WATER CHANNEL,T,600.0,BSTONE,0,140.0,203.74,6,3.5,A003,CLEAR WATER CHANNEL,140.0,BSTONE,203.74
WTP WATER SUPPLY,UNKNOWN,50.0,UPVC,0,50.0,105.2,6,6.0,WTPW,WTP WATER SUPPLY,,UPVC,105.2
WTP WATER SUPPLY,UNKNOWN,50.0,UPVC,0,50.0,3.7,6,6.0,WTPW,WTP WATER SUPPLY,,UPVC,3.7
WTP WATER SUPPLY,UNKNOWN,63.0,PE,0,39.0,2.8,6,6.55,WTPW,WTP WATER SUPPLY,39.0,PE,2.8
WTP WATER SUPPLY,UNKNOWN,100.0,CI,0,50.0,882.7,6,6.0,WTPW,WTP WATER SUPPLY,,CI,882.7
WTP WATER SUPPLY,UNKNOWN,63.0,PE,0,39.0,10.4,6,6.55,WTPW,WTP WATER SUPPLY,39.0,PE,10.4
WTP WATER SUPPLY,UNKNOWN,63.0,PE,0,39.0,3.1,6,6.55,WTPW,WTP WATER SUPPLY,39.0,PE,3.1
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,39.0,21.8,6,6.55,WTPW,WTP WATER SUPPLY,39.0,GWI,21.8
PRESTON NO3 RESERVOIR,S,1350.0,MSCL,0,58.0,2.24,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,2.24
PRESTON NO3 RESERVOIR,S,1350.0,MSCL,0,58.0,5.17,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,5.17
PRESTON NO3 RESERVOIR,S,1350.0,MSCL,0,58.0,0.74,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,0.74
PRESTON NO3 RESERVOIR,S,1350.0,MSCL,0,58.0,51.46,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,51.46
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,3.59,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,3.59
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,0.91,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,0.91
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,2.09,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,2.09
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,22.81,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,22.81
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,21.52,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,21.52
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,7.99,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,7.99
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,2.23,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,2.23
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,2.78,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,2.78
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,1.55,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,1.55
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,58.0,1.23,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,1.23
PRESTON NO3 RESERVOIR,S,1150.0,MSCL,0,58.0,0.61,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,0.61
MAROONDAH,T,600.0,CONC,0,35.0,2478.29,6,6.75,A005,MAROONDAH,35.0,CONC,2478.29
MAROONDAH,T,600.0,CONC,0,137.0,2070.11,6,3.5,M010,MAROONDAH,137.0,CONC,2070.11
MAROONDAH,T,600.0,CONC,0,137.0,216.93,6,3.5,A005,MAROONDAH,137.0,CONC,216.93
MAROONDAH,T,600.0,CONC,0,137.0,1074.09,6,3.5,A005,MAROONDAH,137.0,CONC,1074.09
LYREBIRD AVE PRV,S,50.0,GI,0,40.0,0.4,6,6.5,B084,LYREBIRD AVE PRV,40.0,GI,0.4
LYREBIRD AVE PRV,S,100.0,MS,0,40.0,0.24,6,6.5,B084,LYREBIRD AVE PRV,40.0,MS,0.24
YARRA-SILVAN CONDUIT NO.2 MAIN,T,1700.0,MS,0,62.0,1482.32,6,5.4,M231,YARRA-SILVAN CONDUIT NO.2 MAIN,62.0,MS,1482.32
TYABB RESERVOIR,S,600.0,MS,0,46.0,0.5,6,6.2,R144,TYABB RESERVOIR,46.0,MS,0.5
TYABB RESERVOIR,S,900.0,MS,0,46.0,1.24,6,6.2,R144,TYABB RESERVOIR,46.0,MS,1.24
NORTH ESSENDON-FOOTSCRAY MAIN,T,1150.0,MS,0,98.0,2.7,6,3.5999999999999996,M102,NORTH ESSENDON-FOOTSCRAY MAIN,98.0,MS,2.7
NORTH ESSENDON-FOOTSCRAY MAIN,T,950.0,MSCL,0,10.0,28.98,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,28.98
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,5.29,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,5.29
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,1134.67,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1134.67
MORNINGTON RESERVOIR,S,150.0,MSCL,0,48.0,1.54,6,6.1,R143,MORNINGTON RESERVOIR,48.0,MSCL,1.54
MORNINGTON RESERVOIR,S,400.0,MSCL,0,48.0,0.57,6,6.1,R143,MORNINGTON RESERVOIR,48.0,MSCL,0.57
MORNINGTON RESERVOIR,S,400.0,MSCL,0,48.0,0.56,6,6.1,R143,MORNINGTON RESERVOIR,48.0,MSCL,0.56
FRANKSTON DETENTION RESERVOIR,S,1000.0,MSCL,0,40.0,2.95,6,6.5,R170,FRANKSTON DETENTION RESERVOIR,40.0,MSCL,2.95
FRANKSTON DETENTION RESERVOIR,S,1000.0,MSCL,0,40.0,31.18,6,6.5,R170,FRANKSTON DETENTION RESERVOIR,40.0,MSCL,31.18
FRANKSTON DETENTION RESERVOIR,S,1000.0,MSCL,0,40.0,16.68,6,6.5,R170,FRANKSTON DETENTION RESERVOIR,40.0,MSCL,16.68
BRAHAMS RD PRV,S,150.0,MS,0,33.0,10.88,6,6.85,B188,BRAHAMS RD PRV,33.0,MS,10.88
BRAHAMS RD PRV,S,150.0,MS,0,33.0,0.13,6,6.85,B188,BRAHAMS RD PRV,33.0,MS,0.13
BRAHAMS RD PRV,S,150.0,MSCL,0,33.0,6.12,6,6.85,B188,BRAHAMS RD PRV,33.0,MSCL,6.12
BRAHAMS RD PRV,S,150.0,MS,0,33.0,0.27,6,6.85,B188,BRAHAMS RD PRV,33.0,MS,0.27
PRESTON NO3 RESERVOIR,S,1150.0,MSCL,0,58.0,47.92,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,47.92
PRESTON NO3 RESERVOIR,S,600.0,MS,0,17.0,39.99,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,39.99
PRESTON NO3 RESERVOIR,S,450.0,MS,0,17.0,1.1,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,1.1
PRESTON NO3 RESERVOIR,S,450.0,MS,0,17.0,1.32,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,1.32
PRESTON NO3 RESERVOIR,S,600.0,MS,0,17.0,48.64,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,48.64
PRESTON NO3 RESERVOIR,S,800.0,MS,0,17.0,3.7,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,3.7
PRESTON NO3 RESERVOIR,S,600.0,MS,0,17.0,1.0,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,1.0
PRESTON NO3 RESERVOIR,S,600.0,MS,0,17.0,1.92,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,1.92
PRESTON NO3 RESERVOIR,S,600.0,MS,0,17.0,2.73,6,7.65,R022,PRESTON NO3 RESERVOIR,17.0,MS,2.73
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,58.0,0.75,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,0.75
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,58.0,3.77,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,3.77
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,58.0,2.29,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,2.29
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,58.0,0.46,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,0.46
PRESTON NO3 RESERVOIR,S,100.0,MSCL,0,58.0,1.37,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,1.37
PRESTON NO3 RESERVOIR,S,100.0,MSCL,0,58.0,0.41,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,0.41
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,62.0,1.16,6,5.4,R022,PRESTON NO3 RESERVOIR,62.0,MSCL,1.16
PRESTON NO3 RESERVOIR,S,1350.0,CONC,0,58.0,24.41,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,CONC,24.41
LYREBIRD AVE PRV,S,100.0,MS,0,23.0,0.44,6,7.35,B084,LYREBIRD AVE PRV,23.0,MS,0.44
LYREBIRD AVE PRV,S,100.0,MS,0,40.0,0.21,6,6.5,B084,LYREBIRD AVE PRV,40.0,MS,0.21
LYREBIRD AVE PRV,S,100.0,MS,0,40.0,0.17,6,6.5,B084,LYREBIRD AVE PRV,40.0,MS,0.17
YARRA-SILVAN CONDUIT NO.2 MAIN,T,1700.0,MS,0,62.0,4898.26,6,5.4,M231,YARRA-SILVAN CONDUIT NO.2 MAIN,62.0,MS,4898.26
LYREBIRD AVE PRV,S,50.0,GI,0,40.0,0.67,6,6.5,B084,LYREBIRD AVE PRV,40.0,GI,0.67
LYREBIRD AVE PRV,S,50.0,GI,0,40.0,0.53,6,6.5,B084,LYREBIRD AVE PRV,40.0,GI,0.53
(NOT OP)TYABB STORAGE CRS CON,S,500.0,MS,0,26.0,2.54,6,7.2,M481,(NOT OP)TYABB STORAGE CRS CON,26.0,MS,2.54
TYABB RESERVOIR,S,900.0,MS,0,46.0,1.46,6,6.2,R144,TYABB RESERVOIR,46.0,MS,1.46
TYABB RESERVOIR,S,225.0,MS,0,49.0,1.58,6,6.05,R144,TYABB RESERVOIR,49.0,MS,1.58
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,1.56,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1.56
MORANG BRCH YAN YEAN-EPPING M,T,1350.0,MS,0,66.0,547.38,6,5.2,M191,MORANG BRCH YAN YEAN-EPPING M,66.0,MS,547.38
MORANG BRCH YAN YEAN-EPPING M,T,900.0,MS,0,66.0,23.09,6,5.2,M191,MORANG BRCH YAN YEAN-EPPING M,66.0,MS,23.09
MORANG BRCH YAN YEAN-EPPING M,T,1350.0,MS,0,66.0,339.5,6,5.2,M191,MORANG BRCH YAN YEAN-EPPING M,66.0,MS,339.5
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,446.88,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,446.88
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,GRP,0,10.0,1.52,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,GRP,1.52
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,606.52,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,606.52
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,148.88,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,148.88
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,504.92,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,504.92
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,62.0,5.64,6,5.4,R022,PRESTON NO3 RESERVOIR,62.0,MSCL,5.64
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,62.0,1.32,6,5.4,R022,PRESTON NO3 RESERVOIR,62.0,MSCL,1.32
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,62.0,1.16,6,5.4,R022,PRESTON NO3 RESERVOIR,62.0,MSCL,1.16
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,62.0,6.34,6,5.4,R022,PRESTON NO3 RESERVOIR,62.0,MSCL,6.34
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,1.71,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,1.71
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,38.53,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,38.53
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,2.77,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,2.77
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,2.22,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,2.22
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,0.75,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,0.75
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,2.39,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,2.39
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,1.35,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,1.35
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,6.02,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,6.02
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,0.61,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,0.61
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,0.85,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,0.85
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,0.97,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,0.97
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,1.59,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,1.59
PRESTON NO3 RESERVOIR,S,150.0,MSCL,0,66.0,0.8,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,0.8
PRESTON NO3 RESERVOIR,S,1350.0,MSCL,0,58.0,30.22,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,30.22
BEACONSFIELD - LANGWARRIN MAIN,T,1050.0,MS,0,69.0,998.28,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MS,998.28
BEACONSFIELD - LANGWARRIN MAIN,S,100.0,DICL,0,27.0,2.2,6,7.15,M418,BEACONSFIELD - LANGWARRIN MAIN,27.0,DICL,2.2
BEACONSFIELD - LANGWARRIN MAIN,S,600.0,MSCL,0,69.0,2.69,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MSCL,2.69
BEACONSFIELD - LANGWARRIN MAIN,S,225.0,MSCL,0,69.0,5.84,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MSCL,5.84
BEACONSFIELD - LANGWARRIN MAIN,S,600.0,MSCL,0,69.0,3.61,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MSCL,3.61
BEACONSFIELD - LANGWARRIN MAIN,T,1050.0,MS,0,67.0,11.67,6,5.15,M418,BEACONSFIELD - LANGWARRIN MAIN,67.0,MS,11.67
LYREBIRD AVE PRV,S,100.0,MS,0,23.0,0.44,6,7.35,B084,LYREBIRD AVE PRV,23.0,MS,0.44
LYREBIRD AVE PRV,S,50.0,GI,0,40.0,1.13,6,6.5,B084,LYREBIRD AVE PRV,40.0,GI,1.13
LYREBIRD AVE PRV,S,100.0,MS,0,40.0,0.84,6,6.5,B084,LYREBIRD AVE PRV,40.0,MS,0.84
YARRA-SILVAN CONDUIT NO 1,T,1700.0,MS,0,80.0,140.09,6,4.5,M161,YARRA-SILVAN CONDUIT NO 1,80.0,MS,140.09
(NOT OP)TYABB STORAGE CRS CON,S,900.0,MS,0,50.0,2.48,6,6.0,M481,(NOT OP)TYABB STORAGE CRS CON,,MS,2.48
TYABB RESERVOIR,S,150.0,MS,0,46.0,1.2,6,6.2,R144,TYABB RESERVOIR,46.0,MS,1.2
TYABB RESERVOIR,S,900.0,MS,0,46.0,1.04,6,6.2,R144,TYABB RESERVOIR,46.0,MS,1.04
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,1.48,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1.48
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,1.3,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1.3
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,2.8,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,2.8
NORTH ESSENDON-FOOTSCRAY MAIN,S,375.0,MSCL,0,10.0,1.81,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1.81
NORTH ESSENDON-FOOTSCRAY MAIN,S,375.0,MSCL,0,10.0,1.82,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1.82
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,1023.98,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1023.98
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,282.72,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,282.72
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,GRP,0,10.0,1.5,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,GRP,1.5
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,7.62,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,7.62
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,2.54,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,2.54
PRESTON NO3 RESERVOIR,S,1350.0,MSCL,0,58.0,2.46,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,MSCL,2.46
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,37.26,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,37.26
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,1.41,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,1.41
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,1.73,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,1.73
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,30.4,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,30.4
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,2.35,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,2.35
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,56.43,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,56.43
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,2.43,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,2.43
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,44.22,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,44.22
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,2.0,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,2.0
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,0.61,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,0.61
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,1.8,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,1.8
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,5.09,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,5.09
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,7.58,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,7.58
PRESTON NO3 RESERVOIR,S,100.0,GWI,0,58.0,1.67,6,5.6,R022,PRESTON NO3 RESERVOIR,58.0,GWI,1.67
PRESTON NO2 RESERVOIR,S,225.0,MSCL,0,50.0,1.09,6,6.0,R021,PRESTON NO2 RESERVOIR,,MSCL,1.09
PRESTON NO2 RESERVOIR,S,225.0,MSCL,0,50.0,5.05,6,6.0,R021,PRESTON NO2 RESERVOIR,,MSCL,5.05
PRESTON NO2 RESERVOIR,S,225.0,MSCL,0,50.0,0.81,6,6.0,R021,PRESTON NO2 RESERVOIR,,MSCL,0.81
TARAGO - WESTERN PORT MAIN,T,1050.0,MS,0,51.0,1320.67,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MS,1320.67
TYABB RESERVOIR,UNKNOWN,80.0,MS,0,46.0,2.22,6,6.2,R144,TYABB RESERVOIR,46.0,MS,2.22
TYABB RESERVOIR,S,900.0,MS,0,46.0,1.22,6,6.2,R144,TYABB RESERVOIR,46.0,MS,1.22
THOMSON DAM,S,200.0,MS,0,40.0,13.62,6,6.5,H080,THOMSON DAM,40.0,MS,13.62
THOMSON DAM,S,200.0,MSCL,0,40.0,20.64,6,6.5,H080,THOMSON DAM,40.0,MSCL,20.64
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,3.62,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,3.62
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,2.34,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,2.34
NORTH ESSENDON-FOOTSCRAY MAIN,T,950.0,MSCL,0,10.0,14.24,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,14.24
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,94.52,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,94.52
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,89.58,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,89.58
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,510.0,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,510.0
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,234.54,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,234.54
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,9.12,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,9.12
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,1.54,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,1.54
NORTH ESSENDON-FOOTSCRAY MAIN,T,1200.0,MSCL,0,10.0,36.7,6,8.0,M102,NORTH ESSENDON-FOOTSCRAY MAIN,10.0,MSCL,36.7
PRESTON NO2 RESERVOIR,S,225.0,MSCL,0,50.0,1.13,6,6.0,R021,PRESTON NO2 RESERVOIR,,MSCL,1.13
PRESTON NO2 RESERVOIR,S,100.0,GI,0,117.0,0.82,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,0.82
PRESTON NO2 RESERVOIR,S,100.0,CICL,0,117.0,1.75,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,CICL,1.75
PRESTON NO2 RESERVOIR,S,150.0,DICL,0,117.0,2.09,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,DICL,2.09
PRESTON NO2 RESERVOIR,S,100.0,GI,0,117.0,44.26,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,44.26
PRESTON NO2 RESERVOIR,S,100.0,CICL,0,117.0,9.0,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,CICL,9.0
PRESTON NO2 RESERVOIR,S,100.0,GI,0,117.0,64.32,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,64.32
PRESTON NO2 RESERVOIR,S,65.0,GI,0,117.0,2.85,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,2.85
PRESTON NO2 RESERVOIR,S,100.0,GI,0,117.0,43.5,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,43.5
PRESTON NO2 RESERVOIR,S,65.0,GI,0,117.0,3.6,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,3.6
PRESTON NO2 RESERVOIR,S,65.0,GI,0,117.0,2.98,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,2.98
PRESTON NO2 RESERVOIR,S,100.0,GI,0,117.0,44.27,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,GI,44.27
PRESTON NO2 RESERVOIR,S,125.0,CICL,0,117.0,158.43,6,3.5,R021,PRESTON NO2 RESERVOIR,117.0,CICL,158.43
