pressure_zone,category,pipe_size,material,lined,pipe_age,shape__length,criticality,condition_score,ASSET_ID,MAIN_NAME,PIPE_AGE,MATERIAL,PIPE_LENGTH
UPPER YARRA DAM,S,150.0,MS,0,46.0,3.05,6,6.2,H040,UPPER YARRA DAM,46.0,MS,3.05
OLINDA-MITCHAM NO.2,T,1700.0,MS,0,100.0,2.36,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MS,2.36
EPPING-PRESTON MAIN,T,1150.0,MS,0,16.0,1.7,6,7.7,M194,EPPING-PRESTON MAIN,16.0,MS,1.7
MT VIEW-DANDENONG MAIN,S,600.0,MSCL,0,38.0,1.44,6,6.6,M131,MT VIEW-DANDENONG MAIN,38.0,MSCL,1.44
SILVA-MT WAVERLY MAIN,T,1700.0,MS,0,69.0,82.37,6,5.05,M132,SILVA-MT WAVERLY MAIN,69.0,MS,82.37
GREENVALE-YUROKE-SYDENHAM,T,1700.0,MS,0,48.0,481.36,6,6.1,M333,GREENVALE-YUROKE-SYDENHAM,48.0,MS,481.36
CRANBOURNE RESERVOIR,S,450.0,MS,0,46.0,1.09,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,MS,1.09
OLINDA RES MINI HYDRO,S,200.0,MSCL,0,17.0,0.76,6,7.65,Z019,OLINDA RES MINI HYDRO,17.0,MSCL,0.76
LANGWARRIN - BITTERN NO 3 MAIN,T,900.0,MS,0,55.0,2.43,6,5.75,M419,LANGWARRIN - BITTERN NO 3 MAIN,55.0,MS,2.43
LANGWARRIN-FRANKSTON NO 2 MAIN,T,900.0,MS,0,14.0,87.76,6,7.8,M462,LANGWARRIN-FRANKSTON NO 2 MAIN,14.0,MS,87.76
GREENVALE PS,S,375.0,MSCL,0,21.0,4.23,6,7.45,P251,GREENVALE PS,21.0,MSCL,4.23
GREENVALE PS,S,600.0,MSCL,0,21.0,1.55,6,7.45,P251,GREENVALE PS,21.0,MSCL,1.55
SURREY HILLS RES,S,300.0,MSCL,0,36.0,0.81,6,6.7,M002,SURREY HILLS RES,36.0,MSCL,0.81
SURREY HILLS - ROSANNA,S,225.0,MSCL,0,69.0,2.68,6,5.05,M158,SURREY HILLS - ROSANNA,69.0,MSCL,2.68
OLINDA-MITCHAM NO.2,S,225.0,MSCL,0,100.0,0.67,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MSCL,0.67
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,60.0,786.1,6,5.5,M257,ST ALBANS OUTLET MAIN,60.0,MS,786.1
MT VIEW OUTLET MAIN,T,900.0,MS,0,58.0,2.09,6,5.6,M268,MT VIEW OUTLET MAIN,58.0,MS,2.09
NOTTING HILL RESERVOIR,S,1700.0,MS,0,46.0,2.4,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,2.4
OLINDA-MITCHAM NO.2,T,1700.0,MS,0,34.0,0.79,6,6.8,M054,OLINDA-MITCHAM NO.2,34.0,MS,0.79
MT WAVERLY OUTLET MAIN,T,600.0,MS,0,64.0,2.29,6,5.3,M195,MT WAVERLY OUTLET MAIN,64.0,MS,2.29
NOTTING HILL RESERVOIR,S,750.0,MS,0,46.0,1.53,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,1.53
SYDENHAM RESERVOIR,S,450.0,MS,0,46.0,1.08,6,6.2,R064,SYDENHAM RESERVOIR,46.0,MS,1.08
MORNINGTON RESERVOIR,S,900.0,MS,0,46.0,5.37,6,6.2,R143,MORNINGTON RESERVOIR,46.0,MS,5.37
SUGARLOAF RES WASTE DISPL MAIN,S,300.0,MS,0,46.0,7.63,6,6.2,M347,SUGARLOAF RES WASTE DISPL MAIN,46.0,MS,7.63
SURREY HILLS - ROSANNA,T,1150.0,MS,0,69.0,219.83,6,5.05,M158,SURREY HILLS - ROSANNA,69.0,MS,219.83
MORANG OUTLET,T,900.0,MS,0,39.0,128.46,6,6.55,M104,MORANG OUTLET,39.0,MS,128.46
UPPER YARRA DAM,UNKNOWN,600.0,MS,0,46.0,94.05,6,6.2,H040,UPPER YARRA DAM,46.0,MS,94.05
PLENTY RESERVOIR,S,100.0,MS,0,46.0,28.81,6,6.2,R086,PLENTY RESERVOIR,46.0,MS,28.81
KENNY ST-BROADMEADOWS MAIN,S,300.0,MSEL,0,61.0,1.72,6,5.45,M193,KENNY ST-BROADMEADOWS MAIN,61.0,MSEL,1.72
MAROONDAH AQUADUCT REPLACEMENT,S,225.0,MS,0,47.0,0.52,6,6.15,M258,MAROONDAH AQUADUCT REPLACEMENT,47.0,MS,0.52
QUARRY HILL RISING MAIN,T,1150.0,MS,0,48.0,48.08,6,6.1,M319,QUARRY HILL RISING MAIN,48.0,MS,48.08
SILVAN-PRESTON MAIN,T,1700.0,MS,0,64.0,793.06,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,MS,793.06
UPPER YARRA DAM,S,1350.0,MS,0,46.0,3.53,6,6.2,H040,UPPER YARRA DAM,46.0,MS,3.53
GREENVALE-YUROKE-SYDENHAM,T,1150.0,MS,0,48.0,28.95,6,6.1,M333,GREENVALE-YUROKE-SYDENHAM,48.0,MS,28.95
PLENTY RESERVOIR,S,825.0,MS,0,46.0,5.22,6,6.2,R086,PLENTY RESERVOIR,46.0,MS,5.22
NOTTING HILL RESERVOIR,S,225.0,MS,0,46.0,3.22,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,3.22
MITCHAM - SURREY HILLS DUP.,T,1150.0,MS,0,87.0,49.19,6,4.15,M113,MITCHAM - SURREY HILLS DUP.,87.0,MS,49.19
PRESTON NO1 RESERVOIR,S,750.0,UNKNOWN,0,47.0,2.23,6,6.15,R020,PRESTON NO1 RESERVOIR,47.0,UNKNOWN,2.23
THOMSON DAM,S,100.0,UPVC,0,40.0,26.38,6,6.5,H080,THOMSON DAM,40.0,UPVC,26.38
SURRY HILLS NO1 RESERVOIR,S,600.0,CI,0,46.0,4.1,6,6.2,R025,SURRY HILLS NO1 RESERVOIR,46.0,CI,4.1
WANTIRNA SOUTH RESERVOIR,S,600.0,MS,0,38.0,4.07,6,6.6,R038,WANTIRNA SOUTH RESERVOIR,38.0,MS,4.07
DROMANA RESERVOIR,UNKNOWN,450.0,MS,0,21.0,23.38,6,7.45,R141,DROMANA RESERVOIR,21.0,MS,23.38
LANGWARRIN - BITTERN NO 3 MAIN,T,900.0,MS,0,55.0,572.3,6,5.75,M419,LANGWARRIN - BITTERN NO 3 MAIN,55.0,MS,572.3
SILVAN-PRESTON MAIN,T,825.0,MS,0,64.0,5.38,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,MS,5.38
(NOT OP) ST ALBANS OUTLET MAIN,T,1150.0,MS,0,52.0,28.0,6,5.9,M328,(NOT OP) ST ALBANS OUTLET MAIN,52.0,MS,28.0
CRANBOURNE RESERVOIR,S,450.0,MS,0,46.0,1.1,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,MS,1.1
THOMSON DAM,S,150.0,UPVC,0,40.0,18.35,6,6.5,H080,THOMSON DAM,40.0,UPVC,18.35
EPPING-GREENVALE MAIN,T,813.0,MS,0,55.0,246.61,6,5.75,M192,EPPING-GREENVALE MAIN,55.0,MS,246.61
MORANG OUTLET,T,900.0,MS,0,134.0,4.92,6,3.5,M104,MORANG OUTLET,134.0,MS,4.92
TYABB MORNINGTON MAIN,T,750.0,MS,0,47.0,17.71,6,6.15,M440,TYABB MORNINGTON MAIN,47.0,MS,17.71
MT VIEW RESERVOIR,S,300.0,MS,0,46.0,4.4,6,6.2,R015,MT VIEW RESERVOIR,46.0,MS,4.4
BLACKBURN RD - NOTTING HILL,S,100.0,MSCL,0,52.0,0.86,6,5.9,M021,BLACKBURN RD - NOTTING HILL,52.0,MSCL,0.86
OLINDA-MITCHAM NO.2,S,150.0,MSCL,0,100.0,1.99,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MSCL,1.99
SILVA-MT WAVERLY MAIN,S,225.0,MSCL,0,41.0,2.91,6,6.45,M132,SILVA-MT WAVERLY MAIN,41.0,MSCL,2.91
ST GEORGES RD REPLACEMENT MAIN,S,225.0,MSCL,0,30.0,0.6,6,7.0,M474,ST GEORGES RD REPLACEMENT MAIN,30.0,MSCL,0.6
ARDEER PRV,S,100.0,MSCL,0,53.0,0.655,6,5.85,B032,ARDEER PRV,53.0,MSCL,0.655
ST ALBANS RESERVOIR,S,1150.0,MS,0,46.0,1.99,6,6.2,R032,ST ALBANS RESERVOIR,46.0,MS,1.99
SILVA-MT WAVERLY MAIN,S,900.0,MSCL,0,69.0,8.58,6,5.05,M132,SILVA-MT WAVERLY MAIN,69.0,MSCL,8.58
UPPER YARRA DAM,S,100.0,CI,0,46.0,3.8,6,6.2,H040,UPPER YARRA DAM,46.0,CI,3.8
PRESTON NO1 RESERVOIR,S,150.0,MS,0,20.0,0.79,6,7.5,R020,PRESTON NO1 RESERVOIR,20.0,MS,0.79
PRESTON NO1 RESERVOIR,S,900.0,MS,0,42.0,2.0,6,6.4,R020,PRESTON NO1 RESERVOIR,42.0,MS,2.0
ST GEORGES RD REPLACEMENT MAIN,T,1150.0,MS,0,31.0,2.21,6,6.95,M474,ST GEORGES RD REPLACEMENT MAIN,31.0,MS,2.21
NOTTING HILL RESERVOIR,S,900.0,MS,0,46.0,22.07,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,22.07
NORTHCOTE - PUNT RD,T,600.0,MS,0,59.0,1.6,6,5.55,M039,NORTHCOTE - PUNT RD,59.0,MS,1.6
WESTERN TRANSFER MAIN,T,1350.0,MS,0,42.0,305.52,6,6.4,M350,WESTERN TRANSFER MAIN,42.0,MS,305.52
SILVAN-PRESTON MAIN,T,1350.0,MS,0,64.0,1.68,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,MS,1.68
OLINDA RESERVOIR,S,800.0,MS,0,46.0,1.7,6,6.2,R019,OLINDA RESERVOIR,46.0,MS,1.7
SYDENHAM RESERVOIR,S,450.0,MS,0,46.0,1.46,6,6.2,R064,SYDENHAM RESERVOIR,46.0,MS,1.46
DEVILBEND DAM,S,900.0,MSCL,0,62.0,5.04,6,5.4,H110,DEVILBEND DAM,62.0,MSCL,5.04
MAROONDAH AQUADUCT REPLACEMENT,T,2100.0,MS,0,47.0,54.01,6,6.15,M258,MAROONDAH AQUADUCT REPLACEMENT,47.0,MS,54.01
MT WAVERLY-NOTTING HILL MAIN,T,1150.0,MS,0,71.0,136.86,6,4.95,M159,MT WAVERLY-NOTTING HILL MAIN,71.0,MS,136.86
CORANDERRK WEIR TO DICKS BASIN,T,1150.0,MS,0,95.0,1350.1,6,3.75,M103,CORANDERRK WEIR TO DICKS BASIN,95.0,MS,1350.1
TARAGO - WESTERN PORT MAIN,S,1150.0,MS,0,17.0,0.73,6,7.65,M420,TARAGO - WESTERN PORT MAIN,17.0,MS,0.73
CARDINIA - PEARCEDALE DUP,T,1350.0,MS,0,16.0,9.87,6,7.7,M478,CARDINIA - PEARCEDALE DUP,16.0,MS,9.87
ESSENDON NORTH RESERVOIR,S,300.0,MS,0,46.0,1.29,6,6.2,R006,ESSENDON NORTH RESERVOIR,46.0,MS,1.29
MERRI CK - NORTHCOTE-PUNT RD,T,600.0,MS,0,22.0,6.74,6,7.4,M041,MERRI CK - NORTHCOTE-PUNT RD,22.0,MS,6.74
DANDENONG NORTH RESERVOIR,S,150.0,MS,0,46.0,1.05,6,6.2,R004,DANDENONG NORTH RESERVOIR,46.0,MS,1.05
SILVAN-PRESTON MAIN,S,375.0,MSCL,0,64.0,9.32,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,MSCL,9.32
GREENVALE RESERVOIR OUTLET,S,225.0,MSCL,0,55.0,2.52,6,5.75,M280,GREENVALE RESERVOIR OUTLET,55.0,MSCL,2.52
YARRA-SILVAN CONDUIT NO 1,T,1700.0,MS,0,80.0,2101.84,6,4.5,M161,YARRA-SILVAN CONDUIT NO 1,80.0,MS,2101.84
MITCHAM-SURREY HILLS MAIN,T,900.0,MSR,0,114.0,20.17,6,3.5,M046,MITCHAM-SURREY HILLS MAIN,114.0,MSR,20.17
CARDINIA - PEARCEDALE DUP,S,600.0,MSCL,0,25.0,7.875,6,7.25,M478,CARDINIA - PEARCEDALE DUP,25.0,MSCL,7.875
MERRI CK - NORTHCOTE-PUNT RD,S,150.0,MSCL,0,43.0,0.35,6,6.35,M041,MERRI CK - NORTHCOTE-PUNT RD,43.0,MSCL,0.35
KENNY ST-BROADMEADOWS MAIN,T,1150.0,MS,0,61.0,2.7,6,5.45,M193,KENNY ST-BROADMEADOWS MAIN,61.0,MS,2.7
MONBULK NO2 PS,S,300.0,MS,0,52.0,1.06,6,5.9,P075,MONBULK NO2 PS,52.0,MS,1.06
ST ALBANS RESERVOIR,UNKNOWN,150.0,MS,0,46.0,1.85,6,6.2,R032,ST ALBANS RESERVOIR,46.0,MS,1.85
YAN YEAN-EPPING MAIN,S,300.0,MSCL,0,66.0,1.74,6,5.2,M190,YAN YEAN-EPPING MAIN,66.0,MSCL,1.74
NO 1 OLINDA-MITCHAM MAIN,S,150.0,MSCL,0,112.0,0.88,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSCL,0.88
MARTYR RD PRV,S,100.0,MS,0,38.0,2.85,6,6.6,B089,MARTYR RD PRV,38.0,MS,2.85
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,60.0,5.99,6,5.5,M257,ST ALBANS OUTLET MAIN,60.0,MS,5.99
DONCASTER (SMITH RD) PRV,S,825.0,MS,0,50.0,5.1,6,6.0,B037,DONCASTER (SMITH RD) PRV,,MS,5.1
SILVAN - OLINDA MAIN,S,1150.0,MSEL,0,55.0,6.09,6,5.75,M291,SILVAN - OLINDA MAIN,55.0,MSEL,6.09
HALLAM NTH. INLET MAIN,T,1150.0,MS,0,49.0,349.02,6,6.05,M289,HALLAM NTH. INLET MAIN,49.0,MS,349.02
SILVAN-PRESTON MAIN,S,100.0,GWI,0,64.0,2.03,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,GWI,2.03
NTH ESSENDON BCH GREENVALE MAI,S,225.0,MSCL,0,61.0,3.25,6,5.45,M237,NTH ESSENDON BCH GREENVALE MAI,61.0,MSCL,3.25
EAST BITTERN SURGE TANK,S,300.0,MS,0,61.0,9.25,6,5.45,T066,EAST BITTERN SURGE TANK,61.0,MS,9.25
SILVAN SEVILLE MAIN,T,450.0,MS,0,30.0,0.41,6,7.0,M387,SILVAN SEVILLE MAIN,30.0,MS,0.41
CARDINIA - BERWICK MAIN,S,300.0,MSCL,0,50.0,0.88,6,6.0,M378,CARDINIA - BERWICK MAIN,,MSCL,0.88
BEACONSFIELD - LANGWARRIN MAIN,S,225.0,MSCL,0,69.0,4.64,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MSCL,4.64
SILVAN & MONBULK SADDLE DAM,S,150.0,MSCL,0,24.0,6.19,6,7.3,H010,SILVAN & MONBULK SADDLE DAM,24.0,MSCL,6.19
QUARRY HILL RESERVOIR,S,825.0,MS,0,48.0,2.55,6,6.1,R063,QUARRY HILL RESERVOIR,48.0,MS,2.55
CARDINIA DAM,T,2100.0,MS,0,54.0,415.48,6,5.8,H060,CARDINIA DAM,54.0,MS,415.48
NOTTING HILL RESERVOIR,S,825.0,MS,0,46.0,1.28,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,1.28
SYDENHAM OUTLET MAIN,T,900.0,MS,0,49.0,563.83,6,6.05,M346,SYDENHAM OUTLET MAIN,49.0,MS,563.83
ST GEORGES RD REPLACEMENT MAIN,T,1150.0,MS,0,30.0,14.35,6,7.0,M474,ST GEORGES RD REPLACEMENT MAIN,30.0,MS,14.35
BEACONSFIELD - LANGWARRIN MAIN,T,1050.0,MS,0,69.0,153.06,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MS,153.06
COWIES HILL RESERVOIR,S,450.0,MS,0,46.0,0.79,6,6.2,R043,COWIES HILL RESERVOIR,46.0,MS,0.79
MITCHAM RES BYPASS PRV,S,825.0,MS,0,50.0,1.23,6,6.0,B069,MITCHAM RES BYPASS PRV,,MS,1.23
HALLAM NORTH PRV,S,1150.0,MS,0,49.0,3.49,6,6.05,B048,HALLAM NORTH PRV,49.0,MS,3.49
UPPER YARRA DAM,S,100.0,MS,0,46.0,4.66,6,6.2,H040,UPPER YARRA DAM,46.0,MS,4.66
"HIGH ST RD, MT WAVERLY MAIN",S,225.0,CI,0,98.0,1.37,6,3.5999999999999996,M076,"HIGH ST RD, MT WAVERLY MAIN",98.0,CI,1.37
UPPER YARRA DAM,S,1350.0,MS,0,46.0,2.33,6,6.2,H040,UPPER YARRA DAM,46.0,MS,2.33
LANGWARRIN-FRANKSTON NO 2 MAIN,T,900.0,MS,0,59.0,14.96,6,5.55,M462,LANGWARRIN-FRANKSTON NO 2 MAIN,59.0,MS,14.96
MITCHAM-SURREY HILLS MAIN,T,800.0,MSR,0,114.0,1.55,6,3.5,M046,MITCHAM-SURREY HILLS MAIN,114.0,MSR,1.55
PRESTON - FOOTSCRAY MAIN,S,225.0,MSCL,0,68.0,11.34,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MSCL,11.34
CARDINIA - PEARCEDALE DUP,S,600.0,MSCL,0,25.0,2.2,6,7.25,M478,CARDINIA - PEARCEDALE DUP,25.0,MSCL,2.2
MITCHAM-SURREY HILLS MAIN,S,600.0,MSCL,0,43.0,0.63,6,6.35,M046,MITCHAM-SURREY HILLS MAIN,43.0,MSCL,0.63
UPPER YARRA DAM,S,6100.0,MS,0,46.0,370.73,6,6.2,H040,UPPER YARRA DAM,46.0,MS,370.73
MITCHAM - SURREY HILLS DUP.,T,900.0,MS,0,87.0,3.21,6,4.15,M113,MITCHAM - SURREY HILLS DUP.,87.0,MS,3.21
PRESTON-NORTH ESSENDON MAIN,T,1150.0,MS,0,15.0,44.64,6,7.75,M009,PRESTON-NORTH ESSENDON MAIN,15.0,MS,44.64
EPPING-GREENVALE MAIN,T,1350.0,MS,0,66.0,956.7,6,5.2,M192,EPPING-GREENVALE MAIN,66.0,MS,956.7
THOMSON DAM,S,4000.0,RC,0,40.0,207.7,6,6.5,H080,THOMSON DAM,40.0,RC,207.7
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,52.0,1087.8,6,5.9,M257,ST ALBANS OUTLET MAIN,52.0,MS,1087.8
CARDINIA - BERWICK MAIN,S,150.0,MSCL,0,37.0,0.81,6,6.65,M378,CARDINIA - BERWICK MAIN,37.0,MSCL,0.81
EPPING PS,S,100.0,MS,0,66.0,0.35,6,5.2,P058,EPPING PS,66.0,MS,0.35
PRESTON - FOOTSCRAY MAIN,S,375.0,MSCL,0,20.0,0.96,6,7.5,M160,PRESTON - FOOTSCRAY MAIN,20.0,MSCL,0.96
BITTERN - DROMANA NO 2 MAIN,T,900.0,MS,0,61.0,331.88,6,5.45,M422,BITTERN - DROMANA NO 2 MAIN,61.0,MS,331.88
TARAGO DAM,S,225.0,MS,0,54.0,1.41,6,5.8,H120,TARAGO DAM,54.0,MS,1.41
KALLISTA PS,S,300.0,MS,0,46.0,0.97,6,6.2,P245,KALLISTA PS,46.0,MS,0.97
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,50.0,2.94,6,6.0,M257,ST ALBANS OUTLET MAIN,50.0,MS,2.94
YEA - SUGARLOAF MAIN,S,100.0,MSCL,0,16.0,1.13,6,7.7,M484,YEA - SUGARLOAF MAIN,16.0,MSCL,1.13
TARAGO - WESTERN PORT MAIN,S,750.0,MSCL,0,51.0,2.54,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MSCL,2.54
THOMSON DAM,S,50.0,UPVC,0,40.0,3.12,6,6.5,H080,THOMSON DAM,40.0,UPVC,3.12
ST ALBANS OUTLET MAIN,S,150.0,MSCL,0,47.0,2.09,6,6.15,M257,ST ALBANS OUTLET MAIN,47.0,MSCL,2.09
DROMANA RESERVOIR,S,900.0,MS,0,86.0,1.03,6,4.2,R141,DROMANA RESERVOIR,86.0,MS,1.03
THOMSON DAM,S,2400.0,MS,0,40.0,20.23,6,6.5,H080,THOMSON DAM,40.0,MS,20.23
O'SHANNASSY DAM,UNKNOWN,800.0,MS,0,46.0,0.86,6,6.2,H030,O'SHANNASSY DAM,46.0,MS,0.86
SILVAN - MT WAVERLY NO 2 MAIN,S,1150.0,MSEL,0,43.0,2.6,6,6.35,M354,SILVAN - MT WAVERLY NO 2 MAIN,43.0,MSEL,2.6
PRESTON - FOOTSCRAY MAIN,S,300.0,MSCL,0,68.0,6.5,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MSCL,6.5
CORANDERRK WEIR TO DICKS BASIN,S,1150.0,MS,0,96.0,1.74,6,3.7,M103,CORANDERRK WEIR TO DICKS BASIN,96.0,MS,1.74
CARDINIA - PEARCEDALE DUP,S,150.0,MSCL,0,25.0,0.38,6,7.25,M478,CARDINIA - PEARCEDALE DUP,25.0,MSCL,0.38
CRANBOURNE PRV,S,600.0,MS,0,17.0,0.77,6,7.65,B199,CRANBOURNE PRV,17.0,MS,0.77
SYDENHAM OUTLET MAIN,S,225.0,MS,0,49.0,3.0,6,6.05,M346,SYDENHAM OUTLET MAIN,49.0,MS,3.0
GREENVALE-YUROKE-SYDENHAM,T,1150.0,MS,0,48.0,32.82,6,6.1,M333,GREENVALE-YUROKE-SYDENHAM,48.0,MS,32.82
GREENVALE-YUROKE-SYDENHAM,S,225.0,MSEL,0,48.0,4.0,6,6.1,M333,GREENVALE-YUROKE-SYDENHAM,48.0,MSEL,4.0
SILVAN - OLINDA MAIN,T,1700.0,MS,0,51.0,3.22,6,5.95,M291,SILVAN - OLINDA MAIN,51.0,MS,3.22
O'SHANNASSY DAM,UNKNOWN,800.0,MS,0,46.0,1.55,6,6.2,H030,O'SHANNASSY DAM,46.0,MS,1.55
MITCHAM RESERVOIR,S,900.0,CI,0,46.0,1.2,6,6.2,R010,MITCHAM RESERVOIR,46.0,CI,1.2
MONTROSE RESERVOIR,S,375.0,MS,0,46.0,1.18,6,6.2,R011,MONTROSE RESERVOIR,46.0,MS,1.18
GREENVALE-YUROKE-SYDENHAM,T,1150.0,MS,0,48.0,229.7,6,6.1,M333,GREENVALE-YUROKE-SYDENHAM,48.0,MS,229.7
LANGWARRIN-FRANKSTON NO 2 MAIN,T,600.0,MS,0,59.0,0.91,6,5.55,M462,LANGWARRIN-FRANKSTON NO 2 MAIN,59.0,MS,0.91
UPPER YARRA,T,1800.0,MS,0,61.0,3.8,6,5.45,M263,UPPER YARRA,61.0,MS,3.8
COTCHIN RES PRV,S,150.0,MS,0,42.0,0.58,6,6.4,B072,COTCHIN RES PRV,42.0,MS,0.58
AQUEDUCT RD LANGWARRIN PRV,S,900.0,MS,0,59.0,1.53,6,5.55,B190,AQUEDUCT RD LANGWARRIN PRV,59.0,MS,1.53
NO 1 OLINDA-MITCHAM MAIN,S,300.0,MSCL,0,112.0,2.77,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSCL,2.77
NO 1 OLINDA-MITCHAM MAIN,T,900.0,MSLB,0,112.0,3.17,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSLB,3.17
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,52.0,367.86,6,5.9,M257,ST ALBANS OUTLET MAIN,52.0,MS,367.86
MAROONDAH AQUADUCT REPLACEMENT,T,2100.0,MS,0,51.0,1059.12,6,5.95,M258,MAROONDAH AQUADUCT REPLACEMENT,51.0,MS,1059.12
CARDINIA-DAND'G-NOTTING HILL M,S,225.0,MSCL,0,40.0,7.68,6,6.5,M281,CARDINIA-DAND'G-NOTTING HILL M,40.0,MSCL,7.68
EAST BITTERN SURGE TANK,S,300.0,RC,0,61.0,1.66,6,5.45,T066,EAST BITTERN SURGE TANK,61.0,RC,1.66
TARAGO DAM,S,450.0,MS,0,54.0,0.38,6,5.8,H120,TARAGO DAM,54.0,MS,0.38
TARAGO DAM,S,450.0,MSCL,0,53.0,16.439,6,5.85,H120,TARAGO DAM,53.0,MSCL,16.439
TARAGO - WESTERN PORT MAIN,T,1050.0,MS,0,53.0,0.6,6,5.85,M420,TARAGO - WESTERN PORT MAIN,53.0,MS,0.6
TARAGO DAM,S,900.0,MS,0,54.0,1.3,6,5.8,H120,TARAGO DAM,54.0,MS,1.3
DANDENONG NORTH RESERVOIR,S,1150.0,MS,0,46.0,15.66,6,6.2,R004,DANDENONG NORTH RESERVOIR,46.0,MS,15.66
SILVA-MT WAVERLY MAIN,S,300.0,MSCL,0,51.0,1.12,6,5.95,M132,SILVA-MT WAVERLY MAIN,51.0,MSCL,1.12
CARDINIA-DAND'G-NOTTING HILL M,T,1700.0,MS,0,52.0,237.56,6,5.9,M281,CARDINIA-DAND'G-NOTTING HILL M,52.0,MS,237.56
MORANG BCH OF WINNEKE-PRESTON,T,2100.0,MS,0,46.0,22.17,6,6.2,M348,MORANG BCH OF WINNEKE-PRESTON,46.0,MS,22.17
SILVAN-PRESTON MAIN,S,450.0,MSCL,0,41.0,1.27,6,6.45,M197,SILVAN-PRESTON MAIN,41.0,MSCL,1.27
KENNY ST-BROADMEADOWS MAIN,T,900.0,MS,0,61.0,747.4,6,5.45,M193,KENNY ST-BROADMEADOWS MAIN,61.0,MS,747.4
MORANG OUTLET,T,800.0,MS,0,21.0,1.99,6,7.45,M104,MORANG OUTLET,21.0,MS,1.99
AQUEDUCT RD LANGWARRIN PRV,S,300.0,MS,0,59.0,1.99,6,5.55,B190,AQUEDUCT RD LANGWARRIN PRV,59.0,MS,1.99
GREENVALE DAM,S,750.0,MS,0,46.0,5.36,6,6.2,H070,GREENVALE DAM,46.0,MS,5.36
ST ALBANS RESERVOIR,S,450.0,MS,0,46.0,1.33,6,6.2,R032,ST ALBANS RESERVOIR,46.0,MS,1.33
UPPER YARRA DAM,S,1350.0,MS,0,46.0,10.72,6,6.2,H040,UPPER YARRA DAM,46.0,MS,10.72
PRESTON NO1 RESERVOIR,S,600.0,UNKNOWN,0,47.0,5.1,6,6.15,R020,PRESTON NO1 RESERVOIR,47.0,UNKNOWN,5.1
SUGARLOAF HIGH LIFT PUMP ST'N,S,1750.0,MSCL,0,16.0,6.51,6,7.7,P255,SUGARLOAF HIGH LIFT PUMP ST'N,16.0,MSCL,6.51
UPPER YARRA DAM,S,1050.0,MS,0,46.0,20.81,6,6.2,H040,UPPER YARRA DAM,46.0,MS,20.81
ST ALBANS OUTLET MAIN,S,225.0,MSCL,0,40.0,5.79,6,6.5,M257,ST ALBANS OUTLET MAIN,40.0,MSCL,5.79
CARDINIA - HALLAM NO 2 MAIN,S,225.0,MSCL,0,38.0,1.35,6,6.6,M375,CARDINIA - HALLAM NO 2 MAIN,38.0,MSCL,1.35
KALLISTA PS,S,300.0,MS,0,46.0,0.15,6,6.2,P245,KALLISTA PS,46.0,MS,0.15
YEA - SUGARLOAF MAIN,S,100.0,MSCL,0,16.0,68.83,6,7.7,M484,YEA - SUGARLOAF MAIN,16.0,MSCL,68.83
MORANG BCH OF WINNEKE-PRESTON,S,225.0,MS,0,46.0,1.1,6,6.2,M348,MORANG BCH OF WINNEKE-PRESTON,46.0,MS,1.1
MORANG RES PS,S,600.0,MS,0,21.0,2.86,6,7.45,P248,MORANG RES PS,21.0,MS,2.86
SILVA-MT WAVERLY MAIN,T,1700.0,MS,0,69.0,3.27,6,5.05,M132,SILVA-MT WAVERLY MAIN,69.0,MS,3.27
YARRA-SILVAN CONDUIT NO 1,T,1700.0,MS,0,80.0,4749.35,6,4.5,M161,YARRA-SILVAN CONDUIT NO 1,80.0,MS,4749.35
