road_name,location,suburb,speed_limit,direction,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,motorcycle,bike,average_speed,85th_percentile_speed,maximum_speed,road_segment,datetime,total_vehicle_count
Wolseley Parade,North East of Derby Street,Kensington,50,W,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.5,40.4,47.0,21727,2014-10-11 16:00:00,24.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.8,40.7,47.0,21727,2014-10-11 17:00:00,42.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.9,42.9,47.0,21727,2014-10-11 18:00:00,34.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.7,33.7,47.0,21727,2014-11-11 02:00:00,3.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,38.0,47.0,21727,2014-11-11 04:00:00,0.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,37.0,47.0,21727,2014-11-11 05:00:00,1.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.1,33.0,47.0,21727,2014-11-11 06:00:00,1.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.4,34.9,47.0,21727,2014-11-11 11:00:00,14.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.2,37.2,47.0,21727,2014-11-11 14:00:00,12.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.1,40.0,47.0,21727,2014-11-11 17:00:00,35.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.8,37.6,47.0,21727,2014-11-11 19:00:00,23.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.7,34.6,47.0,21727,2014-11-11 23:00:00,9.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.9,39.6,47.0,21727,2014-12-11 00:00:00,8.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.6,39.5,47.0,21727,2014-12-11 10:00:00,10.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,36.0,47.0,21727,2014-12-11 14:00:00,22.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.1,39.0,47.0,21727,2014-12-11 15:00:00,27.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.9,35.7,47.0,21727,2014-12-11 22:00:00,14.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.6,37.5,47.0,21727,2014-11-13 01:00:00,5.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.9,37.1,47.0,21727,2014-11-13 11:00:00,26.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.4,34.2,47.0,21727,2014-11-13 13:00:00,16.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.2,39.3,47.0,21727,2014-11-13 17:00:00,45.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.7,36.0,47.0,21727,2014-11-13 22:00:00,23.0
Wolseley Parade,North East of Derby Street,Kensington,50,W,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.4,38.0,47.0,21727,2014-11-13 23:00:00,6.0
Provost Street,30 Provost Street,North Melbourne,50,E,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,39.0,42.0,21071,2017-03-27 17:00:00,13.0
Provost Street,30 Provost Street,North Melbourne,50,E,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,55.0,21071,2017-03-25 19:00:00,7.0
Provost Street,30 Provost Street,North Melbourne,50,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,21071,2017-03-25 02:00:00,1.0
Provost Street,30 Provost Street,North Melbourne,50,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,21071,2017-03-28 22:00:00,1.0
Provost Street,30 Provost Street,North Melbourne,50,E,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,45.0,49.0,21071,2017-03-26 07:00:00,3.0
Provost Street,30 Provost Street,North Melbourne,50,E,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,50.0,21071,2017-03-27 11:00:00,16.0
Provost Street,30 Provost Street,North Melbourne,50,E,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,48.0,58.0,21071,2017-03-28 08:00:00,21.0
Provost Street,30 Provost Street,North Melbourne,50,E,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,49.0,21071,2017-03-28 18:00:00,10.0
Provost Street,30 Provost Street,North Melbourne,50,E,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,42.0,62.0,21071,2017-03-27 07:00:00,9.0
Provost Street,30 Provost Street,North Melbourne,50,E,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,57.0,21071,2017-03-28 15:00:00,11.0
Provost Street,30 Provost Street,North Melbourne,50,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,21071,2017-03-28 23:00:00,1.0
Provost Street,30 Provost Street,North Melbourne,50,E,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.0,56.0,21071,2017-03-27 18:00:00,11.0
Provost Street,30 Provost Street,North Melbourne,50,E,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,50.0,21071,2017-03-28 11:00:00,15.0
Provost Street,30 Provost Street,North Melbourne,50,E,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,51.0,21071,2017-03-25 07:00:00,10.0
Provost Street,30 Provost Street,North Melbourne,50,E,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.0,53.0,21071,2017-03-25 20:00:00,3.0
Provost Street,30 Provost Street,North Melbourne,50,E,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,50.0,21071,2017-03-27 19:00:00,4.0
Provost Street,30 Provost Street,North Melbourne,50,E,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,36.0,21071,2017-03-25 14:00:00,8.0
Provost Street,30 Provost Street,North Melbourne,50,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,21071,2017-03-26 20:00:00,0.0
Provost Street,30 Provost Street,North Melbourne,50,E,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,37.0,39.0,21071,2017-03-25 18:00:00,6.0
Provost Street,30 Provost Street,North Melbourne,50,E,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,41.0,56.0,21071,2017-03-25 15:00:00,13.0
Provost Street,30 Provost Street,North Melbourne,50,E,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,35.0,45.0,21071,2017-03-25 16:00:00,8.0
Provost Street,30 Provost Street,North Melbourne,50,E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,49.0,50.0,21071,2017-03-25 22:00:00,2.0
Provost Street,30 Provost Street,North Melbourne,50,E,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,59.0,21071,2017-03-25 12:00:00,7.0
Provost Street,30 Provost Street,North Melbourne,50,E,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,42.0,52.0,21071,2017-03-26 12:00:00,8.0
Provost Street,30 Provost Street,North Melbourne,50,E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,21071,2017-03-25 06:00:00,2.0
Provost Street,30 Provost Street,North Melbourne,50,E,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,58.0,60.0,21071,2017-03-25 08:00:00,8.0
Provost Street,30 Provost Street,North Melbourne,50,E,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,38.0,47.0,21071,2017-03-25 00:00:00,21.0
Provost Street,30 Provost Street,North Melbourne,50,E,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,47.0,50.0,21071,2017-03-28 06:00:00,5.0
Provost Street,30 Provost Street,North Melbourne,50,E,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,38.0,21071,2017-03-26 19:00:00,3.0
Provost Street,30 Provost Street,North Melbourne,50,E,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,57.0,21071,2017-03-27 15:00:00,13.0
Provost Street,30 Provost Street,North Melbourne,50,E,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,45.0,52.0,21071,2017-03-28 14:00:00,16.0
Rankins Road,North of Macaulay Road,Kensington,50,S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,26.0,31.0,36.0,23071,2016-04-29 07:00:00,57.0
Rankins Road,North of Macaulay Road,Kensington,50,S,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,30.0,32.0,23071,2016-04-29 14:00:00,30.0
Rankins Road,North of Macaulay Road,Kensington,50,S,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,28.0,33.0,23071,2016-04-29 16:00:00,33.0
Rankins Road,North of Macaulay Road,Kensington,50,S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,31.0,40.0,23071,2016-04-29 18:00:00,35.0
Rankins Road,North of Macaulay Road,Kensington,50,S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,30.0,32.0,23071,2016-04-29 22:00:00,15.0
Rankins Road,North of Macaulay Road,Kensington,50,S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,26.0,23071,2016-04-30 01:00:00,8.0
Rankins Road,North of Macaulay Road,Kensington,50,S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,23.0,29.0,33.0,23071,2016-04-30 12:00:00,26.0
Rankins Road,North of Macaulay Road,Kensington,50,S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,32.0,23071,2016-04-30 13:00:00,21.0
Rankins Road,North of Macaulay Road,Kensington,50,S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,31.0,31.0,23071,2016-04-30 22:00:00,8.0
Rankins Road,North of Macaulay Road,Kensington,50,S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,23071,2016-01-05 03:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,21.0,28.0,23071,2016-01-05 07:00:00,4.0
Rankins Road,North of Macaulay Road,Kensington,50,S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,24.0,27.0,30.0,23071,2016-01-05 08:00:00,16.0
Rankins Road,North of Macaulay Road,Kensington,50,S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,31.0,42.0,23071,2016-01-05 09:00:00,14.0
Rankins Road,North of Macaulay Road,Kensington,50,S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,23.0,28.0,34.0,23071,2016-01-05 11:00:00,25.0
Rankins Road,North of Macaulay Road,Kensington,50,S,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,29.0,31.0,23071,2016-01-05 15:00:00,17.0
Rankins Road,North of Macaulay Road,Kensington,50,S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,27.0,30.0,23071,2016-01-05 19:00:00,19.0
Rankins Road,North of Macaulay Road,Kensington,50,S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,29.0,23071,2016-01-05 22:00:00,10.0
Rankins Road,North of Macaulay Road,Kensington,50,S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,32.0,23071,2016-01-05 23:00:00,4.0
Rankins Road,North of Macaulay Road,Kensington,50,S,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,29.0,23071,2016-02-05 00:00:00,7.0
Rankins Road,North of Macaulay Road,Kensington,50,S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,23071,2016-02-05 03:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,23.0,24.0,23071,2016-02-05 04:00:00,4.0
Rankins Road,North of Macaulay Road,Kensington,50,S,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,31.0,23071,2016-02-05 11:00:00,33.0
Rankins Road,North of Macaulay Road,Kensington,50,S,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,28.0,33.0,23071,2016-02-05 12:00:00,31.0
Rankins Road,North of Macaulay Road,Kensington,50,S,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,30.0,36.0,23071,2016-02-05 14:00:00,26.0
Rankins Road,North of Macaulay Road,Kensington,50,S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,29.0,33.0,23071,2016-02-05 15:00:00,26.0
Rankins Road,North of Macaulay Road,Kensington,50,S,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,30.0,37.0,23071,2016-02-05 16:00:00,25.0
Rankins Road,North of Macaulay Road,Kensington,50,S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,26.0,36.0,23071,2016-02-05 21:00:00,11.0
Rankins Road,North of Macaulay Road,Kensington,50,S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,25.0,31.0,23071,2016-02-05 22:00:00,9.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-26 03:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,23.0,24.0,23071,2016-04-26 11:00:00,2.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-26 13:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,21.0,23071,2016-04-26 15:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,21.0,23.0,25.0,23071,2016-04-26 16:00:00,6.0
Rankins Road,North of Macaulay Road,Kensington,50,N,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,29.0,33.0,43.0,23071,2016-04-26 17:00:00,6.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,35.0,36.0,23071,2016-04-26 19:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0,32.0,35.0,23071,2016-04-26 20:00:00,4.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,28.0,23071,2016-04-27 03:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,29.0,30.0,23071,2016-04-27 05:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-27 06:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,20.0,21.0,23071,2016-04-27 13:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,22.0,24.0,23071,2016-04-27 16:00:00,3.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-28 04:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-28 06:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-28 07:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,26.0,23071,2016-04-28 12:00:00,2.0
Rankins Road,North of Macaulay Road,Kensington,50,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,31.0,32.0,23071,2016-04-28 18:00:00,3.0
Rankins Road,North of Macaulay Road,Kensington,50,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,40.0,44.0,23071,2016-04-28 20:00:00,2.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-28 21:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,46.0,49.0,23071,2016-04-28 23:00:00,2.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-29 02:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,23071,2016-04-29 03:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-29 04:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-29 05:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-29 06:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-29 08:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,26.0,28.0,23071,2016-04-29 13:00:00,4.0
Rankins Road,North of Macaulay Road,Kensington,50,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,32.0,45.0,23071,2016-04-29 14:00:00,4.0
Rankins Road,North of Macaulay Road,Kensington,50,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,21.0,22.0,23071,2016-04-29 15:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-29 22:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,23071,2016-04-30 02:00:00,1.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-30 03:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,47.0,23071,2016-04-30 04:00:00,0.0
Rankins Road,North of Macaulay Road,Kensington,50,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,22.0,23.0,23071,2016-04-30 11:00:00,2.0
